AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12
241218020,2418020,24,12,18,20,Sainte-Lucie-de-Beauregard,18,1,0,0,0,0,0,0,0,17,0,0,0
241218025,2418025,24,12,18,25,Sainte-Apolline-de-Patton,27,0,6,0,0,0,0,1,0,19,1,0,0
241218030,2418030,24,12,18,30,Saint-Paul-de-Montminy,21,7,5,1,1,0,0,1,0,5,0,0,1
241218040,2418040,24,12,18,40,Notre-Dame-du-Rosaire,16,0,4,0,0,0,0,0,0,12,0,0,0
241218045,2418045,24,12,18,45,Cap-Saint-Ignace,66,30,4,6,3,0,1,3,7,11,1,0,0
241218050,2418050,24,12,18,50,Montmagny,66,31,16,4,1,0,3,4,0,5,1,1,0
241218055,2418055,24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,34,26,1,1,0,0,1,0,0,5,0,0,0
241218060,2418060,24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,88,45,12,11,0,0,3,5,0,10,1,0,1
241219000,2419000,24,12,19,0,Bellechasse,985,369,149,187,20,0,6,34,14,177,18,5,6
241219005,2419005,24,12,19,5,Saint-PhilÇmon,22,4,3,4,0,0,0,1,1,9,0,0,0
241219010,2419010,24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,33,7,11,2,0,0,0,0,0,13,0,0,0
241219015,2419015,24,12,19,15,Saint-Nazaire-de-Dorchester,33,6,7,11,0,0,0,1,0,6,2,0,0
241219020,2419020,24,12,19,20,Saint-LÇon-de-Standon,53,9,15,12,1,0,0,0,0,16,0,0,0
241219025,2419025,24,12,19,25,Saint-Malachie,55,6,9,17,4,0,0,1,0,14,4,0,0
241219037,2419037,24,12,19,37,Armagh,40,7,6,1,2,0,0,2,0,18,2,0,2
241219045,2419045,24,12,19,45,Saint-NÇrÇe,30,7,3,4,1,0,0,1,0,12,1,0,1
241219050,2419050,24,12,19,50,Saint-Lazare-de-Bellechasse,60,23,13,16,0,0,0,2,0,6,0,0,0
241219055,2419055,24,12,19,55,Sainte-Claire,80,35,9,23,0,0,1,3,0,7,1,1,0
241219065,2419065,24,12,19,65,Saint-Anselme,79,30,8,28,1,0,1,2,0,8,1,0,0
241219070,2419070,24,12,19,70,Honfleur,76,32,5,23,2,0,1,1,0,9,2,1,0
241219075,2419075,24,12,19,75,Saint-Gervais,113,56,8,25,3,0,1,4,0,13,2,1,0
241219082,2419082,24,12,19,82,Saint-Raphaâl,49,14,6,4,0,0,0,1,3,20,0,0,1
241219090,2419090,24,12,19,90,La Durantaye,41,19,8,3,1,0,1,3,0,5,0,0,1
241219097,2419097,24,12,19,97,Saint-Charles-de-Bellechasse,93,39,17,9,3,0,1,6,5,8,2,2,1
241219105,2419105,24,12,19,105,Saint-êtienne-de-Beaumont,25,9,8,2,0,0,0,1,1,3,1,0,0
241219110,2419110,24,12,19,110,Saint-Michel-de-Bellechasse,56,32,10,2,1,0,0,2,2,7,0,0,0
241219117,2419117,24,12,19,117,Saint-Vallier,47,34,3,1,1,0,0,3,2,3,0,0,0
241224000,2424000,24,12,24,0,Desjardins,186,75,21,24,3,0,4,12,3,37,2,2,3
241224005,2424005,24,12,24,5,Saint-Henri,118,58,8,21,3,0,3,5,3,14,0,1,2
241224010,2424010,24,12,24,10,Pintendre,41,13,8,2,0,0,0,4,0,11,1,1,1
241224015,2424015,24,12,24,15,Saint-Joseph-de-la-Pointe-de-LÇvy,27,4,5,1,0,0,1,3,0,12,1,0,0
241225000,2425000,24,12,25,0,Les Chutes-de-la-Chaudiäre,170,41,26,12,5,1,5,19,9,40,4,6,2
241225005,2425005,24,12,25,5,Saint-Lambert-de-Lauzon,55,13,9,9,1,0,2,6,2,10,2,0,1
241225010,2425010,24,12,25,10,Saint-êtienne-de-Lauzon,20,6,2,1,2,0,0,0,1,7,0,1,0
241225020,2425020,24,12,25,20,Saint-Jean-Chrysostome,32,11,9,2,0,0,0,2,0,6,1,1,0
241225043,2425043,24,12,25,43,Berniäres-Saint-Nicolas,63,11,6,0,2,1,3,11,6,17,1,4,1
241226000,2426000,24,12,26,0,La Nouvelle-Beauce,763,235,96,256,37,0,5,22,5,76,21,0,10
241226005,2426005,24,12,26,5,Saint-êdouard-de-Frampton,79,15,7,21,2,0,0,5,2,22,4,0,1
241226010,2426010,24,12,26,10,Saints-Anges,69,20,13,23,2,0,0,1,1,6,2,0,1
241226022,2426022,24,12,26,22,Saint-ElzÇar,86,28,4,28,3,0,1,3,0,17,1,0,1
241226030,2426030,24,12,26,30,Sainte-Marie,98,41,23,18,2,0,1,3,0,9,0,0,1
241226035,2426035,24,12,26,35,Sainte-Marguerite,86,24,9,27,8,0,0,6,0,8,2,0,2
241226040,2426040,24,12,26,40,Sainte-HÇnÇdine,69,28,15,18,0,0,0,0,1,5,0,0,2
241226048,2426048,24,12,26,48,Scott,19,5,5,5,0,0,1,0,1,2,0,0,0
241226055,2426055,24,12,26,55,Saint-Bernard,140,28,6,82,10,0,1,3,0,2,8,0,0
241226063,2426063,24,12,26,63,Saint-Isidore,117,46,14,34,10,0,1,1,0,5,4,0,2
241227000,2427000,24,12,27,0,Robert-Cliche,503,190,89,69,15,0,1,16,1,104,10,1,7
241227010,2427010,24,12,27,10,Saint-Victor-de-Tring,114,34,15,12,7,0,1,2,0,35,5,1,2
241227015,2427015,24,12,27,15,Saint-Alfred,16,4,2,0,0,0,0,1,0,9,0,0,0
241227020,2427020,24,12,27,20,Saint-Franáois-Ouest,25,14,4,1,0,0,0,1,0,5,0,0,0
241227030,2427030,24,12,27,30,Saint-Franáois-de-Beauce,28,7,3,2,0,0,0,0,0,15,0,0,1
241227035,2427035,24,12,27,35,Saint-Odilon-de-Cranbourne,68,29,10,13,1,0,0,1,0,11,1,0,2
241227040,2427040,24,12,27,40,Saint-Joseph-de-Beauce,69,35,15,8,0,0,0,3,1,7,0,0,0
241227050,2427050,24,12,27,50,Saint-Joseph-des-êrables,37,23,6,4,3,0,0,0,0,1,0,0,0
241227055,2427055,24,12,27,55,Saint-Jules,44,17,7,10,2,0,0,0,0,6,2,0,0
241227065,2427065,24,12,27,65,Saint-FrÇdÇric,76,22,18,14,2,0,0,6,0,10,2,0,2
241227070,2427070,24,12,27,70,Saint-SÇverin,26,5,9,5,0,0,0,2,0,5,0,0,0
241228000,2428000,24,12,28,0,Les Etchemins,320,55,45,7,2,0,0,10,0,196,1,1,3
241228005,2428005,24,12,28,5,Saint-Zacharie,69,3,10,1,0,0,0,0,0,54,0,0,1
241228015,2428015,24,12,28,15,Sainte-AurÇlie,20,1,2,0,0,0,0,0,0,17,0,0,0
241228020,2428020,24,12,28,20,Saint-Prosper,50,7,10,0,1,0,0,3,0,29,0,0,0
241228025,2428025,24,12,28,25,Saint-Benjamin,23,4,1,0,0,0,0,1,0,17,0,0,0
241228030,2428030,24,12,28,30,Sainte-Rose-de-Watford,25,8,2,0,0,0,0,1,0,14,0,0,0
241228035,2428035,24,12,28,35,Saint-Louis-de-Gonzague,32,0,1,0,0,0,0,1,0,29,0,1,0
241228040,2428040,24,12,28,40,Saint-Cyprien,16,1,1,0,0,0,0,0,0,14,0,0,0
241228045,2428045,24,12,28,45,Sainte-Justine,24,7,6,3,0,0,0,1,0,7,0,0,0
241228055,2428055,24,12,28,55,Sainte-Germaine-du-Lac-Etchemin,26,9,7,1,0,0,0,3,0,5,0,0,1
241228070,2428070,24,12,28,70,Saint-Camille-de-Lellis,19,7,4,0,0,0,0,0,0,7,1,0,0
241228075,2428075,24,12,28,75,Saint-Magloire-de-Bellechasse,16,8,1,2,1,0,0,0,0,3,0,0,1
241229000,2429000,24,12,29,0,Beauce-Sartigan,660,180,123,18,13,1,2,25,3,277,6,3,9
241229005,2429005,24,12,29,5,Saint-ThÇophile,41,5,6,0,0,0,0,1,0,28,0,0,1
241229015,2429015,24,12,29,15,Saint-GÇdÇon,36,14,11,0,1,0,0,0,0,10,0,0,0
241229020,2429020,24,12,29,20,Saint-Hilaire-de-Dorset,27,8,0,0,0,0,0,1,0,18,0,0,0
241229025,2429025,24,12,29,25,Saint-êvariste-de-Forsyth,58,11,9,3,5,0,1,5,0,23,0,1,0
241229040,2429040,24,12,29,40,Saint-HonorÇ,114,42,12,4,2,1,0,3,0,47,2,0,1
241229045,2429045,24,12,29,45,Saint-Martin,44,12,14,3,0,0,0,1,1,13,0,0,0
241229057,2429057,24,12,29,57,Saint-Cìme-Liniäre,39,13,5,0,0,0,1,0,0,17,2,1,0
241229065,2429065,24,12,29,65,Saint-Philibert,18,1,7,0,0,0,0,0,0,9,1,0,0
241229070,2429070,24,12,29,70,Saint-Georges-Est,36,9,14,0,2,0,0,1,1,8,0,0,1
241229085,2429085,24,12,29,85,Aubert-Gallion,20,8,3,1,1,0,0,1,0,5,0,1,0
241229090,2429090,24,12,29,90,Saint-Jean-de-la-Lande,37,6,7,0,0,0,0,2,1,17,0,0,4
241229100,2429100,24,12,29,100,Saint-Benoåt-Labre,67,10,14,1,0,0,0,4,0,37,0,0,1
241229115,2429115,24,12,29,115,Saint-êphrem-de-Beauce,102,35,16,6,2,0,0,6,0,35,1,0,1
241229125,2429125,24,12,29,125,Saint-Simon-les-Mines,21,6,5,0,0,0,0,0,0,10,0,0,0
241231000,2431000,24,12,31,0,L'Amiante,757,183,166,39,7,0,2,30,3,305,10,0,12
241231010,2431010,24,12,31,10,Garthby,25,6,10,1,1,0,0,2,0,5,0,0,0
241231020,2431020,24,12,31,20,Disraâli,46,5,19,6,0,0,0,0,0,16,0,0,0
241231030,2431030,24,12,31,30,Saint-Fortunat,31,12,3,1,0,0,0,0,0,13,0,0,2
241231035,2431035,24,12,31,35,Saint-Julien,35,9,8,4,0,0,0,1,0,13,0,0,0
241231040,2431040,24,12,31,40,Irlande,69,15,18,2,0,0,0,1,0,32,0,0,1
241231050,2431050,24,12,31,50,Sainte-Praxäde,19,5,1,4,2,0,0,4,0,3,0,0,0
241231055,2431055,24,12,31,55,Saint-MÇthode-de-Frontenac,61,14,11,4,0,0,0,3,0,28,0,0,1
241231060,2431060,24,12,31,60,Sainte-Clotilde-de-Beauce,50,7,9,1,0,0,1,1,0,29,1,0,1
241231070,2431070,24,12,31,70,SacrÇ-Coeur-de-Marie-Partie-Sud,39,10,16,3,1,0,0,1,1,6,1,0,0
241231080,2431080,24,12,31,80,Thetford-Partie-Sud,33,10,7,0,0,0,0,1,0,15,0,0,0
241231095,2431095,24,12,31,95,Saint-Adrien-d'Irlande,31,13,8,0,0,0,0,0,0,9,1,0,0
241231100,2431100,24,12,31,100,Saint-Jean-de-BrÇbeuf,44,8,10,3,0,0,0,3,0,14,3,0,3
241231105,2431105,24,12,31,105,Kinnear's Mills,39,8,7,2,0,0,0,3,1,17,1,0,0
241231110,2431110,24,12,31,110,Pontbriand,32,2,7,2,0,0,0,2,1,16,2,0,0
241231130,2431130,24,12,31,130,SacrÇ-Coeur-de-JÇsus,65,23,14,2,0,0,0,2,0,23,1,0,0
241231135,2431135,24,12,31,135,Saint-Pierre-de-Broughton,69,19,5,1,0,0,1,4,0,38,0,0,1
241231140,2431140,24,12,31,140,Saint-Jacques-de-Leeds,69,17,13,3,3,0,0,2,0,28,0,0,3
241233000,2433000,24,12,33,0,Lotbiniäre,914,365,163,150,11,1,11,42,13,131,8,5,14
241233010,2433010,24,12,33,10,Saint-Sylvestre,90,21,14,14,2,0,0,5,1,30,0,0,3
241233020,2433020,24,12,33,20,Sainte-Agathe,85,30,25,6,0,0,1,5,0,18,0,0,0
241233025,2433025,24,12,33,25,Saint-Patrice-de-Beaurivage,74,17,12,34,2,0,0,1,1,5,2,0,0
241233030,2433030,24,12,33,30,Saint-Narcisse-de-Beaurivage,92,20,9,51,2,0,1,2,0,2,3,1,1
241233035,2433035,24,12,33,35,Saint-Gilles,50,15,6,12,1,0,0,1,1,11,0,1,2
241233040,2433040,24,12,33,40,Saint-Octave-de-Dosquet,24,9,10,3,0,0,0,0,0,2,0,0,0
241233045,2433045,24,12,33,45,Saint-Agapit,52,32,8,6,0,0,0,0,0,6,0,0,0
241233055,2433055,24,12,33,55,Saint-Flavien,66,35,14,3,1,1,2,2,0,4,0,0,4
241233065,2433065,24,12,33,65,Saint-Janvier-de-Joly,28,14,4,6,0,0,0,1,0,2,0,1,0
241233070,2433070,24,12,33,70,Val-Alain,12,2,7,1,0,0,0,1,0,1,0,0,0
241233075,2433075,24,12,33,75,Sainte-EmmÇlie,44,30,3,4,0,0,0,2,0,5,0,0,0
241233080,2433080,24,12,33,80,Saint-êdouard-de-Lotbiniäre,61,36,2,4,0,0,4,6,0,8,1,0,0
241233085,2433085,24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,41,30,5,1,0,0,0,2,0,3,0,0,0
241233090,2433090,24,12,33,90,Saint-Apollinaire,44,14,10,3,3,0,0,0,1,13,0,0,0
241233095,2433095,24,12,33,95,Saint-Antoine-de-Tilly,44,9,13,0,0,0,0,6,7,5,1,0,3
241233105,2433105,24,12,33,105,Sainte-Croix,53,23,16,1,0,0,0,4,1,7,1,0,0
241233115,2433115,24,12,33,115,Lotbiniäre,54,28,5,1,0,0,3,4,1,9,0,2,1
241300000,2400000,24,13,0,0,MontÇrÇgie,"8,236","2,066",869,740,218,47,"1,786",308,471,"1,003",99,471,158
241346000,2446000,24,13,46,0,Brome-Missisquoi,801,212,168,46,15,2,79,42,70,134,8,9,16
241346010,2446010,24,13,46,10,Frelighsburg,54,3,12,3,2,0,3,1,18,10,1,1,0
241346020,2446020,24,13,46,20,Saint-Armand,58,26,12,0,0,0,7,1,4,8,0,0,0
241346025,2446025,24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,51,23,1,3,2,0,12,1,2,6,1,0,0
241346040,2446040,24,13,46,40,Bedford,28,2,7,1,0,0,10,0,1,6,0,0,1
241346045,2446045,24,13,46,45,Stanbridge,43,10,9,0,1,0,11,1,1,7,0,1,2
241346050,2446050,24,13,46,50,Dunham,154,26,34,6,4,0,4,11,31,31,4,1,2
241346060,2446060,24,13,46,60,Sutton,54,11,20,0,0,0,0,7,0,15,0,0,1
241346065,2446065,24,13,46,65,Bolton-Ouest,28,4,10,0,0,0,0,6,1,6,0,0,1
241346075,2446075,24,13,46,75,Lac-Brome,75,15,28,4,1,0,1,3,2,18,0,1,2
241346090,2446090,24,13,46,90,Brigham,63,13,12,7,0,0,2,6,5,15,0,2,1
241346095,2446095,24,13,46,95,Saint-Ignace-de-Stanbridge,48,17,5,13,3,1,4,0,0,3,0,0,2
241346100,2446100,24,13,46,100,Notre-Dame-de-Stanbridge,36,15,5,1,1,0,8,2,2,1,0,0,1
241346105,2446105,24,13,46,105,Sainte-Sabine,49,25,5,2,1,1,6,3,0,1,0,3,2
241346110,2446110,24,13,46,110,Rainville,60,22,8,6,0,0,11,0,3,7,2,0,1
241347000,2447000,24,13,47,0,La Haute-Yamaska,465,117,83,92,33,0,16,13,19,75,9,1,7
241347005,2447005,24,13,47,5,Bromont,40,10,10,3,1,0,2,2,2,8,1,1,0
241347010,2447010,24,13,47,10,Saint-Alphonse,52,13,1,13,17,0,2,2,2,0,2,0,0
241347020,2447020,24,13,47,20,Granby,90,21,22,11,4,0,5,2,6,15,1,0,3
241347035,2447035,24,13,47,35,Shefford,53,15,13,5,2,0,0,2,0,13,2,0,1
241347040,2447040,24,13,47,40,Saint-Joachim-de-Shefford,86,21,23,22,0,0,0,2,0,16,1,0,1
241347050,2447050,24,13,47,50,Roxton Pond,77,16,12,25,3,0,2,0,2,15,1,0,1
241347055,2447055,24,13,47,55,Sainte-CÇcile-de-Milton,67,21,2,13,6,0,5,3,7,8,1,0,1
241348000,2448000,24,13,48,0,Acton,496,177,86,121,8,0,28,15,6,45,4,3,3
241348005,2448005,24,13,48,5,BÇthanie,33,14,10,7,0,0,1,0,0,1,0,0,0
241348015,2448015,24,13,48,15,Roxton,126,30,22,37,0,0,3,6,2,23,1,1,1
241348020,2448020,24,13,48,20,Sainte-Christine,58,20,11,12,3,0,0,4,0,8,0,0,0
241348030,2448030,24,13,48,30,Saint-AndrÇ-d'Acton,59,22,19,4,1,0,2,1,1,6,1,1,1
241348040,2448040,24,13,48,40,Saint-êphrem-d'Upton,79,44,9,19,0,0,5,1,0,0,0,0,1
241348045,2448045,24,13,48,45,Saint-ThÇodore-d'Acton,66,25,6,17,2,0,5,2,2,5,1,1,0
241348050,2448050,24,13,48,50,Saint-Nazaire-d'Acton,75,22,9,25,2,0,12,1,1,2,1,0,0
241353000,2453000,24,13,53,0,Le Bas-Richelieu,365,125,28,26,5,2,110,8,5,37,2,10,7
241353005,2453005,24,13,53,5,Saint-David,64,25,4,9,2,0,20,1,0,1,0,1,1
241353015,2453015,24,13,53,15,Saint-AimÇ,62,28,1,11,1,0,14,1,0,3,0,3,0
241353020,2453020,24,13,53,20,Saint-Robert,51,12,5,3,0,0,19,1,1,7,0,3,0
241353025,2453025,24,13,53,25,Sainte-Victoire-de-Sorel,37,14,3,2,0,0,7,0,1,10,0,0,0
241353032,2453032,24,13,53,32,Saint-Ours,41,9,0,1,0,1,20,1,1,1,2,0,5
241353040,2453040,24,13,53,40,Saint-Roch-de-Richelieu,16,2,1,0,0,0,8,0,1,4,0,0,0
241353057,2453057,24,13,53,57,Sorel,25,4,4,0,1,0,7,2,1,5,0,1,0
241353080,2453080,24,13,53,80,Saint-Michel-d'Yamaska,39,14,7,0,1,0,10,1,0,4,0,1,1
241353085,2453085,24,13,53,85,Saint-GÇrard-Majella,30,17,3,0,0,1,5,1,0,2,0,1,0
241354000,2454000,24,13,54,0,Les Maskoutains,"1,345",246,99,277,73,7,401,22,12,104,12,60,32
241354010,2454010,24,13,54,10,Saint-Pie,130,15,8,39,4,1,49,1,2,7,0,1,3
241354020,2454020,24,13,54,20,Saint-Damase,126,9,4,10,4,0,59,1,4,8,1,21,5
241354030,2454030,24,13,54,30,Sainte-Marie-Madeleine,65,10,3,2,3,0,20,0,5,9,0,9,4
241354035,2454035,24,13,54,35,La PrÇsentation,104,17,8,0,15,1,42,3,0,7,2,6,3
241354040,2454040,24,13,54,40,Saint-Thomas-d'Aquin,57,7,2,3,2,1,31,0,0,8,0,3,0
241354045,2454045,24,13,54,45,Saint-Hyacinthe,60,10,5,4,4,3,26,3,0,2,0,2,1
241354060,2454060,24,13,54,60,Saint-Dominique,90,18,7,22,11,0,16,3,0,7,1,2,3
241354065,2454065,24,13,54,65,Saint-ValÇrien-de-Milton,128,32,9,58,3,0,11,2,1,12,0,0,0
241354072,2454072,24,13,54,72,Saint-Liboire,97,21,15,31,3,0,11,3,0,7,2,1,3
241354085,2454085,24,13,54,85,Sainte-Rosalie,58,13,2,11,2,0,21,0,0,6,0,2,1
241354090,2454090,24,13,54,90,Saint-Simon,55,13,7,16,1,1,10,3,0,3,1,0,0
241354095,2454095,24,13,54,95,Sainte-HÇläne-de-Bagot,79,19,9,28,7,0,8,1,0,2,4,0,1
241354100,2454100,24,13,54,100,Saint-Hugues,87,11,9,25,7,0,23,0,0,8,0,2,2
241354105,2454105,24,13,54,105,Saint-BarnabÇ-Sud,57,17,2,7,3,0,20,1,0,2,0,3,2
241354110,2454110,24,13,54,110,Saint-Jude,48,12,5,9,2,0,10,0,0,7,0,2,1
241354115,2454115,24,13,54,115,Saint-Bernard-Partie-Sud,33,6,2,2,1,0,14,1,0,2,1,3,1
241354120,2454120,24,13,54,120,Saint-Louis,32,9,1,5,1,0,10,0,0,5,0,1,0
241354125,2454125,24,13,54,125,Saint-Marcel-de-Richelieu,39,7,1,5,0,0,20,0,0,2,0,2,2
241355000,2455000,24,13,55,0,Rouville,660,129,27,95,34,0,111,15,143,66,11,17,12
241355010,2455010,24,13,55,10,Saint-Ange-Gardien,119,30,6,46,12,0,5,0,6,1,5,3,5
241355015,2455015,24,13,55,15,Saint-Paul-d'Abbotsford,109,8,3,14,8,0,10,2,43,17,1,1,2
241355025,2455025,24,13,55,25,Saint-CÇsaire,104,22,5,20,8,0,31,1,5,6,0,5,1
241355030,2455030,24,13,55,30,Sainte-Angäle-de-Monnoir,42,12,2,8,1,0,10,1,1,3,2,1,1
241355035,2455035,24,13,55,35,Saint-Michel-de-Rougemont,90,4,0,1,0,0,4,0,71,8,0,1,1
241355050,2455050,24,13,55,50,Sainte-Marie-de-Monnoir,47,22,3,0,1,0,14,0,1,3,1,2,0
241355060,2455060,24,13,55,60,Notre-Dame-de-Bon-Secours,26,8,0,1,0,0,10,3,0,4,0,0,0
241355065,2455065,24,13,55,65,Saint-Mathias-sur-Richelieu,45,11,5,3,1,0,6,6,2,10,0,1,0
241355070,2455070,24,13,55,70,Saint-Jean-Baptiste,78,12,3,2,3,0,21,2,14,14,2,3,2
241356000,2456000,24,13,56,0,Le Haut-Richelieu,695,235,71,42,6,6,207,14,28,58,14,11,3
241356010,2456010,24,13,56,10,Saint-Georges-de-Clarenceville,35,13,6,4,0,0,7,1,0,3,1,0,0
241356015,2456015,24,13,56,15,Noyan,27,18,3,1,0,0,3,0,0,1,1,0,0
241356025,2456025,24,13,56,25,Notre-Dame-du-Mont-Carmel,34,8,2,2,0,1,13,2,1,4,1,0,0
241356030,2456030,24,13,56,30,Saint-Valentin,29,13,1,0,0,0,8,0,1,5,1,0,0
241356035,2456035,24,13,56,35,Saint-Paul-de-l'?le-aux-Noix,19,9,2,1,0,0,4,1,1,0,0,1,0
241356045,2456045,24,13,56,45,Henryville,60,27,8,1,0,1,17,0,3,2,1,0,0
241356050,2456050,24,13,56,50,Saint-SÇbastien,57,23,3,3,2,0,19,2,0,3,1,1,0
241356055,2456055,24,13,56,55,Saint-Alexandre,71,37,4,4,1,0,12,0,5,7,1,0,0
241356060,2456060,24,13,56,60,Sainte-Anne-de-Sabrevois,39,18,8,2,0,0,5,0,1,1,2,2,0
241356065,2456065,24,13,56,65,Saint-Blaise-sur-Richelieu,42,14,3,0,0,0,20,2,0,3,0,0,0
241356070,2456070,24,13,56,70,L'Acadie,42,5,6,1,0,2,25,1,0,1,0,1,0
241356075,2456075,24,13,56,75,Saint-Luc,25,0,0,0,0,1,16,1,0,5,1,1,0
241356080,2456080,24,13,56,80,Saint-Jean-sur-Richelieu,18,0,0,0,1,0,14,0,0,3,0,0,0
241356090,2456090,24,13,56,90,Saint-Athanase,47,12,5,2,1,1,12,3,3,7,0,0,1
241356097,2456097,24,13,56,97,Mont-Saint-GrÇgoire,81,17,10,7,1,0,15,0,13,11,1,4,2
241356105,2456105,24,13,56,105,Sainte-Brigide-d'Iberville,69,21,10,14,0,0,17,1,0,2,3,1,0
241357000,2457000,24,13,57,0,La VallÇe-du-Richelieu,411,88,17,8,7,4,146,21,29,67,2,11,11
241357010,2457010,24,13,57,10,Carignan,42,2,3,0,0,2,13,8,1,9,1,1,2
241357020,2457020,24,13,57,20,Saint-Basile-le-Grand,29,0,0,0,0,0,13,2,1,9,0,3,1
241357035,2457035,24,13,57,35,Mont-Saint-Hilaire,42,1,0,0,1,0,8,2,22,8,0,0,0
241357045,2457045,24,13,57,45,Saint-Mathieu-de-Beloeil,51,9,1,0,1,0,18,2,1,17,0,2,0
241357050,2457050,24,13,57,50,Saint-Marc-sur-Richelieu,54,21,3,1,0,1,13,4,2,8,0,0,1
241357057,2457057,24,13,57,57,Saint-Charles-sur-Richelieu,54,15,1,3,0,0,22,0,1,7,1,2,2
241357070,2457070,24,13,57,70,Saint-Denis,74,19,1,4,5,0,39,0,1,2,0,0,3
241357075,2457075,24,13,57,75,Saint-Antoine-sur-Richelieu,65,21,8,0,0,1,20,3,0,7,0,3,2
241358000,2458000,24,13,58,0,Champlain,33,5,2,0,0,0,4,3,0,15,0,3,1
241358020,2458020,24,13,58,20,Saint-Hubert,33,5,2,0,0,0,4,3,0,15,0,3,1
241359000,2459000,24,13,59,0,Lajemmerais,254,46,18,0,0,4,74,25,4,58,7,11,7
241359005,2459005,24,13,59,5,Boucherville,25,0,2,0,0,0,9,3,0,7,1,2,1
241359010,2459010,24,13,59,10,Sainte-Julie,21,7,2,0,0,0,3,3,0,5,0,0,1
241359015,2459015,24,13,59,15,Saint-Amable,35,0,0,0,0,1,2,15,0,11,0,6,0
241359020,2459020,24,13,59,20,Varennes,47,14,4,0,0,2,17,2,0,6,0,1,1
241359025,2459025,24,13,59,25,Verchäres,69,17,3,0,0,1,28,1,1,13,2,1,2
241359030,2459030,24,13,59,30,Calixa-LavallÇe,32,4,3,0,0,0,12,0,1,8,3,0,1
241359035,2459035,24,13,59,35,Contrecoeur,25,4,4,0,0,0,3,1,2,8,1,1,1
241367000,2467000,24,13,67,0,Roussillon,247,31,10,5,3,2,75,16,12,37,4,48,4
241367005,2467005,24,13,67,5,Saint-Mathieu,25,1,0,2,1,0,8,4,0,2,0,7,0
241367010,2467010,24,13,67,10,Saint-Philippe,45,4,3,1,0,1,15,5,0,10,2,2,2
241367015,2467015,24,13,67,15,La Prairie,14,1,1,0,0,0,7,1,0,4,0,0,0
241367035,2467035,24,13,67,35,Saint-Constant,36,5,2,0,1,0,11,4,1,7,2,3,0
241367040,2467040,24,13,67,40,Saint-Isidore,58,15,1,1,0,1,24,0,0,3,0,11,2
241367045,2467045,24,13,67,45,Mercier,69,5,3,1,1,0,10,2,11,11,0,25,0
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,742,109,66,10,17,7,124,48,44,75,8,220,14
241368005,2468005,24,13,68,5,Saint-Bernard-de-Lacolle,56,24,6,2,4,0,13,2,0,2,0,3,0
241368015,2468015,24,13,68,15,Hemmingford,101,16,23,0,2,0,4,4,27,15,1,8,1
241368020,2468020,24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,68,10,10,0,1,0,3,3,2,10,1,28,0
241368025,2468025,24,13,68,25,Saint-Patrice-de-Sherrington,96,10,8,0,0,0,15,3,2,8,1,47,2
241368035,2468035,24,13,68,35,Saint-Cyprien-de-Napierville,77,16,4,0,0,0,36,0,3,5,1,12,0
241368040,2468040,24,13,68,40,Saint-Jacques-le-Mineur,59,5,1,2,4,0,32,4,0,1,1,8,1
241368045,2468045,24,13,68,45,Saint-êdouard,61,15,2,3,3,1,9,9,0,7,1,11,0
241368050,2468050,24,13,68,50,Saint-Michel,95,0,4,2,1,1,9,19,0,8,1,47,3
241368055,2468055,24,13,68,55,Saint-RÇmi,129,13,8,1,2,5,3,4,10,19,1,56,7
241369000,2469000,24,13,69,0,Le Haut-Saint-Laurent,749,257,129,8,10,1,122,20,85,66,8,28,15
241369005,2469005,24,13,69,5,Havelock,57,7,15,0,1,0,2,5,16,10,0,0,1
241369010,2469010,24,13,69,10,Franklin,93,14,9,0,0,0,6,0,48,7,1,2,6
241369020,2469020,24,13,69,20,Saint-Jean-Chrysostome,73,31,19,1,1,0,8,0,5,5,0,3,0
241369030,2469030,24,13,69,30,Träs-Saint-Sacrement,83,40,7,2,2,0,16,0,0,3,1,10,2
241369040,2469040,24,13,69,40,Saint-Malachie-d'Ormstown,97,35,9,2,1,0,26,1,1,7,3,8,4
241369045,2469045,24,13,69,45,Hinchinbrooke,88,30,23,1,0,0,9,4,12,8,0,0,1
241369050,2469050,24,13,69,50,Elgin,44,13,11,0,3,0,5,3,0,8,0,1,0
241369060,2469060,24,13,69,60,Godmanchester,86,42,16,0,2,0,13,4,1,7,1,0,0
241369065,2469065,24,13,69,65,Sainte-Barbe,25,9,2,0,0,0,10,0,1,1,1,1,0
241369070,2469070,24,13,69,70,Saint-Anicet,76,24,12,1,0,1,21,2,1,9,1,3,1
