AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,NIRRIG,IRRIG,EIRRIG,NFERTIL,FERTIL,EFERTIL,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NMSOLID,MSOLID,EMSOLID,NMIRRIG,MIRRIG,EMIRRIG,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQINJ,MLIQINJ,EMLIQINJ,NCROPROT,NPRMGRAS,NCOVCROP,NCONTOUR,NSTRIPCR,NGRASWAT,NWINDYES,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF
240438005,2438005,24,4,38,5,Saint-Sylväre,66,"14,896","6,028",66,"13,403","5,424",15,"1,493",604,1,x,x,15,x,x,66,"14,896","6,028",55,"9,194","3,721",0,0,0,18,678,274,24,"1,310",530,58,"3,714","1,503",0,0,0,38,"6,891","2,789",28,"2,186",885,1,x,x,1,x,x,43,"2,862","1,158",0,0,0,14,"1,089",441,1,x,x,36,8,2,1,0,0,0,38,"3,963","1,604",33,"2,336",945,7,"1,452",588,5,175,71,0,0,0,0,0,0,0,0,0
240438010,2438010,24,4,38,10,BÇcancour,240,"48,595","19,666",234,"39,675","16,056",88,"8,920","3,610",10,346,140,84,"8,574","3,470",240,"48,595","19,666",211,"28,593","11,571",10,712,288,78,"3,203","1,296",108,"4,283","1,733",216,"11,804","4,777",7,196,79,136,"18,143","7,342",113,"11,045","4,470",7,189,76,3,152,62,158,"8,724","3,530",1,x,x,27,"2,844","1,151",1,x,x,141,38,8,3,6,7,10,163,"13,069","5,289",150,"11,872","4,804",18,"1,039",420,8,158,64,1,x,x,8,x,x,1,x,x
240438020,2438020,24,4,38,20,Lemieux,17,"10,629","4,301",17,"10,330","4,180",3,299,121,0,0,0,3,299,121,17,"10,629","4,301",14,"2,294",928,0,0,0,8,226,91,6,284,115,17,"7,825","3,167",1,x,x,10,"1,361",551,7,"1,281",518,1,x,x,0,0,0,12,883,357,0,0,0,1,x,x,0,0,0,7,5,0,0,0,1,1,10,833,337,10,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240438030,2438030,24,4,38,30,Saint-Joseph-de-Blandford,17,"6,644","2,689",17,"6,221","2,518",4,423,171,0,0,0,4,423,171,17,"6,644","2,689",15,"2,489","1,007",0,0,0,9,692,280,10,491,199,16,"2,972","1,203",0,0,0,10,"1,460",591,9,384,155,0,0,0,0,0,0,14,998,404,0,0,0,1,x,x,0,0,0,12,1,0,0,0,0,3,14,628,254,11,x,x,1,x,x,4,65,26,0,0,0,0,0,0,0,0,0
240438035,2438035,24,4,38,35,Sainte-Franáoise,26,"9,006","3,645",26,"8,397","3,398",6,609,246,1,x,x,6,x,x,26,"9,006","3,645",23,"4,232","1,713",0,0,0,15,"1,063",430,9,482,195,22,"3,229","1,307",0,0,0,17,"2,110",854,11,752,304,0,0,0,0,0,0,17,"2,227",901,0,0,0,6,"1,057",428,1,x,x,18,5,0,0,1,0,0,17,"1,287",521,16,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
240438040,2438040,24,4,38,40,Sainte-Sophie-de-LÇvrard,34,"10,753","4,352",34,"9,656","3,908",14,"1,097",444,2,x,x,12,x,x,34,"10,753","4,352",29,"5,832","2,360",2,x,x,14,857,347,15,"1,409",570,27,x,x,0,0,0,21,"3,398","1,375",23,"2,554","1,034",1,x,x,1,x,x,23,"1,709",692,0,0,0,12,"2,619","1,060",0,0,0,24,1,0,1,0,1,0,26,"3,011","1,219",23,"2,831","1,146",1,x,x,4,x,x,1,x,x,1,x,x,0,0,0
240438050,2438050,24,4,38,50,Sainte-Philomäne-de-Fortierville,34,"7,614","3,081",32,"5,618","2,274",10,"1,996",808,3,341,138,8,"1,655",670,34,"7,614","3,081",33,"5,741","2,323",1,x,x,10,169,68,19,711,288,22,x,x,0,0,0,17,"2,753","1,114",12,"1,447",586,1,x,x,2,x,x,25,"2,206",893,0,0,0,11,"1,231",498,0,0,0,17,4,0,0,0,0,0,22,"2,509","1,015",18,"1,988",805,2,x,x,3,x,x,1,x,x,0,0,0,0,0,0
240438055,2438055,24,4,38,55,Parisville,33,"5,957","2,411",33,"5,694","2,304",5,263,106,2,x,x,5,x,x,33,"5,957","2,411",31,"3,823","1,547",0,0,0,17,435,176,17,516,209,33,"1,183",479,2,x,x,17,"1,779",720,21,"1,081",437,1,x,x,2,x,x,22,"1,718",695,0,0,0,6,598,242,0,0,0,26,5,0,0,0,0,0,22,"1,141",462,18,972,393,5,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240438060,2438060,24,4,38,60,Sainte-CÇcile-de-LÇvrard,31,"7,000","2,833",31,"6,151","2,489",9,849,344,1,x,x,8,x,x,31,"7,000","2,833",30,"4,953","2,004",1,x,x,13,317,128,8,208,84,25,x,x,3,42,17,22,"2,856","1,156",22,"2,047",828,2,x,x,1,x,x,20,"1,881",761,0,0,0,9,814,329,0,0,0,24,2,1,0,0,0,0,26,"2,648","1,072",24,"2,452",992,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0
240438065,2438065,24,4,38,65,Saint-Pierre-les-Becquets,35,"5,560","2,250",33,"4,806","1,945",8,754,305,2,x,x,7,x,x,35,"5,560","2,250",33,"3,624","1,467",1,x,x,12,198,80,10,450,182,28,x,x,1,x,x,26,"1,687",683,22,"1,207",488,6,40,16,4,119,48,26,"1,316",533,1,x,x,5,x,x,0,0,0,30,3,2,1,3,2,0,28,"1,562",632,25,"1,226",496,4,x,x,1,x,x,0,0,0,1,x,x,1,x,x
240438070,2438070,24,4,38,70,Deschaillons-sur-Saint-Laurent,24,"4,991","2,020",24,"4,806","1,945",6,185,75,0,0,0,6,185,75,24,"4,991","2,020",23,"3,137","1,269",0,0,0,8,121,49,7,260,105,21,"1,473",596,0,0,0,17,"1,402",567,19,785,318,5,51,21,3,25,10,17,"1,477",598,0,0,0,6,603,244,1,x,x,18,3,2,0,1,0,0,14,925,374,14,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240439000,2439000,24,4,39,0,Arthabaska,"1,068","262,554","106,252","1,052","239,493","96,919",191,"23,061","9,332",21,"2,116",856,181,"20,945","8,476","1,068","262,554","106,252",822,"128,748","52,102",10,586,237,348,"16,374","6,626",468,"25,053","10,139",984,"91,793","37,147",36,"1,710",692,617,"95,729","38,740",460,"41,484","16,788",36,"1,526",618,30,"1,510",611,646,"45,501","18,414",14,"1,740",704,227,"27,900","11,291",14,"1,198",485,528,133,25,19,12,21,46,571,"50,137","20,290",511,"42,432","17,172",76,"5,247","2,123",59,"2,458",995,3,91,37,4,80,32,3,415,168
240439010,2439010,24,4,39,10,Ham-Nord,51,"14,709","5,953",51,"13,896","5,624",6,813,329,1,x,x,6,x,x,51,"14,709","5,953",33,"3,805","1,540",2,x,x,18,873,353,23,"1,259",509,50,x,x,0,0,0,27,"3,200","1,295",14,347,140,3,106,43,0,0,0,28,"1,987",804,0,0,0,4,438,177,0,0,0,17,5,0,1,1,0,2,15,286,116,13,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x
240439015,2439015,24,4,39,15,Notre-Dame-de-Lourdes-de-Ham,20,"3,553","1,438",20,"3,496","1,415",3,57,23,0,0,0,3,57,23,20,"3,553","1,438",12,667,270,0,0,0,6,249,101,11,938,380,17,"1,699",688,0,0,0,4,343,139,3,25,10,0,0,0,0,0,0,12,558,226,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,3,27,11,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
240439020,2439020,24,4,39,20,Saint-RÇmi-de-Tingwick,45,"10,550","4,269",45,"9,777","3,957",5,773,313,1,x,x,5,x,x,45,"10,550","4,269",36,"4,314","1,746",0,0,0,14,491,199,28,"2,132",863,42,"3,613","1,462",0,0,0,29,"3,591","1,453",13,410,166,0,0,0,0,0,0,30,"1,815",735,1,x,x,6,606,245,2,x,x,24,10,1,1,2,0,4,17,777,314,11,413,167,0,0,0,8,364,147,0,0,0,0,0,0,0,0,0
240439025,2439025,24,4,39,25,Tingwick,98,"27,657","11,192",98,"26,154","10,584",13,"1,503",608,3,412,167,11,"1,091",442,98,"27,657","11,192",75,"11,818","4,783",2,x,x,37,"1,926",779,52,"3,219","1,303",92,x,x,3,23,9,54,"8,533","3,453",38,"2,090",846,3,53,21,4,53,21,57,"4,955","2,005",2,x,x,24,"2,586","1,047",1,x,x,42,24,2,3,1,2,4,49,"3,292","1,332",43,"2,739","1,108",7,305,123,7,248,100,0,0,0,1,x,x,1,x,x
240439030,2439030,24,4,39,30,Chesterville,62,"16,815","6,805",62,"16,183","6,549",9,632,256,1,x,x,8,x,x,62,"16,815","6,805",46,"6,930","2,804",0,0,0,22,"1,382",559,38,"2,087",845,57,"6,416","2,596",2,x,x,32,"3,784","1,531",25,"1,272",515,0,0,0,0,0,0,34,"2,847","1,152",1,x,x,13,"1,078",436,1,x,x,34,9,0,2,0,0,0,20,"1,141",462,18,798,323,1,x,x,8,x,x,0,0,0,0,0,0,0,0,0
240439035,2439035,24,4,39,35,Chester-Est,37,"8,370","3,387",36,"8,185","3,312",3,185,75,0,0,0,3,185,75,37,"8,370","3,387",22,"1,839",744,1,x,x,10,322,130,18,789,319,36,x,x,1,x,x,13,"1,031",417,3,36,15,0,0,0,0,0,0,18,"1,017",412,0,0,0,4,230,93,0,0,0,8,8,0,1,0,0,1,6,82,33,5,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0
240439042,2439042,24,4,39,42,Saint-Norbert-d'Arthabaska,94,"19,507","7,894",90,"18,805","7,610",10,702,284,0,0,0,10,702,284,94,"19,507","7,894",69,"7,922","3,206",0,0,0,35,"1,889",764,34,"1,536",622,86,"8,160","3,302",3,379,153,50,"5,066","2,050",28,"1,112",450,3,53,21,1,x,x,58,"3,639","1,473",3,140,57,17,"1,419",574,0,0,0,37,9,2,0,0,1,2,37,"1,817",735,33,"1,622",656,4,127,51,4,68,28,0,0,0,0,0,0,0,0,0
240439062,2439062,24,4,39,62,Victoriaville,121,"28,896","11,694",121,"25,676","10,391",23,"3,220","1,303",3,655,265,21,"2,565","1,038",121,"28,896","11,694",83,"13,204","5,343",2,x,x,34,"1,960",793,53,"3,364","1,361",109,x,x,11,223,90,65,"9,322","3,772",52,"3,970","1,607",10,399,161,9,314,127,64,"4,655","1,884",0,0,0,22,"3,255","1,317",2,x,x,51,14,4,2,1,1,8,57,"5,033","2,037",48,"4,544","1,839",6,131,53,8,358,145,1,x,x,0,0,0,1,x,x
240439080,2439080,24,4,39,80,Warwick,111,"23,857","9,655",110,"21,849","8,842",26,"2,008",813,1,x,x,25,x,x,111,"23,857","9,655",95,"16,116","6,522",1,x,x,41,"1,259",509,40,"1,305",528,101,x,x,2,x,x,90,"14,486","5,862",75,"5,725","2,317",5,87,35,5,354,143,80,"6,755","2,734",1,x,x,25,"3,120","1,263",1,x,x,82,15,3,4,2,4,5,84,"6,679","2,703",80,"5,807","2,350",13,747,302,4,125,51,0,0,0,1,x,x,0,0,0
240439085,2439085,24,4,39,85,Saint-Albert-de-Warwick,43,"11,380","4,605",43,"10,266","4,155",4,"1,114",451,0,0,0,4,"1,114",451,43,"11,380","4,605",39,"8,426","3,410",0,0,0,9,537,217,14,380,154,34,"2,037",824,2,x,x,29,"7,255","2,936",27,"4,284","1,734",0,0,0,0,0,0,28,"2,588","1,047",3,"1,193",483,21,"2,808","1,136",1,x,x,28,2,3,0,0,2,1,33,"4,570","1,849",31,"4,072","1,648",3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240439090,2439090,24,4,39,90,Sainte-êlisabeth-de-Warwick,44,"10,112","4,092",44,"8,700","3,521",5,"1,412",571,0,0,0,5,"1,412",571,44,"10,112","4,092",39,"7,862","3,182",0,0,0,10,345,140,23,767,310,42,"1,138",461,3,118,48,31,"6,090","2,465",26,"3,997","1,618",2,x,x,2,x,x,35,"2,069",837,0,0,0,9,"1,053",426,2,x,x,30,5,6,2,0,2,7,34,"4,641","1,878",33,"3,665","1,483",6,x,x,1,x,x,0,0,0,0,0,0,0,0,0
240439100,2439100,24,4,39,100,Kingsey Falls,39,"10,191","4,124",37,"9,033","3,656",11,"1,158",469,2,x,x,10,x,x,39,"10,191","4,124",34,"4,680","1,894",1,x,x,11,523,212,20,"1,140",461,36,x,x,3,315,127,23,"3,575","1,447",18,"1,343",543,2,x,x,0,0,0,29,"1,797",727,0,0,0,8,814,329,1,x,x,16,1,1,1,1,0,0,30,"2,280",923,28,"1,943",786,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0
240439105,2439105,24,4,39,105,Sainte-SÇraphine,40,"11,463","4,639",40,"9,007","3,645",11,"2,456",994,2,x,x,11,x,x,40,"11,463","4,639",25,"6,977","2,823",0,0,0,12,343,139,12,562,227,39,"3,581","1,449",0,0,0,20,"5,364","2,171",21,"4,359","1,764",1,x,x,3,240,97,14,"1,031",417,1,x,x,16,"3,682","1,490",2,x,x,22,0,0,0,0,1,4,24,"5,187","2,099",23,"3,839","1,554",8,"1,348",546,0,0,0,0,0,0,0,0,0,0,0,0
240439115,2439115,24,4,39,115,Sainte-Clothilde-de-Horton,45,"11,751","4,755",45,"10,630","4,302",9,"1,121",454,2,x,x,8,x,x,45,"11,751","4,755",38,"5,903","2,389",0,0,0,19,777,314,19,736,298,43,"4,335","1,754",0,0,0,26,"3,943","1,596",23,"2,072",839,1,x,x,1,x,x,28,"1,442",584,0,0,0,11,"1,398",566,0,0,0,26,4,0,0,0,1,0,30,"2,424",981,28,"2,141",866,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240439125,2439125,24,4,39,125,Saint-Jacques-de-Horton,21,"6,026","2,439",21,"5,758","2,330",4,268,108,0,0,0,4,268,108,21,"6,026","2,439",17,"3,206","1,297",0,0,0,8,324,131,7,600,243,17,"1,896",767,1,x,x,15,"2,324",940,11,"1,614",653,0,0,0,0,0,0,11,717,290,0,0,0,6,"1,009",408,1,x,x,12,4,0,0,0,0,1,16,"1,794",726,14,"1,607",650,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240439130,2439130,24,4,39,130,Saint-Samuel,24,"5,641","2,283",22,"4,029","1,630",11,"1,612",652,1,x,x,10,x,x,24,"5,641","2,283",22,"4,282","1,733",0,0,0,7,495,200,10,454,184,21,410,166,0,0,0,18,"3,180","1,287",14,"1,865",755,2,x,x,1,x,x,14,810,328,0,0,0,7,"1,067",432,0,0,0,16,2,1,0,1,1,1,21,"2,409",975,20,"1,973",798,4,436,176,0,0,0,0,0,0,0,0,0,0,0,0
240439135,2439135,24,4,39,135,Saint-Valäre,68,"15,621","6,322",68,"14,618","5,916",15,"1,003",406,1,x,x,15,x,x,68,"15,621","6,322",58,"9,183","3,716",0,0,0,24,963,390,30,"1,345",544,64,"4,130","1,671",3,55,22,41,"6,463","2,615",35,"3,405","1,378",2,x,x,2,x,x,47,"3,182","1,288",1,x,x,15,"1,747",707,0,0,0,38,6,0,1,1,1,1,41,"3,812","1,543",37,"3,647","1,476",5,110,45,3,55,22,0,0,0,0,0,0,0,0,0
240439145,2439145,24,4,39,145,Saint-Rosaire,49,"11,801","4,776",48,"10,753","4,352",7,"1,048",424,1,x,x,6,x,x,49,"11,801","4,776",35,"5,197","2,103",0,0,0,15,895,362,10,418,169,47,"5,291","2,141",0,0,0,23,"3,372","1,365",17,"1,540",623,1,x,x,1,x,x,24,"1,769",716,1,x,x,11,"1,278",517,0,0,0,19,3,0,0,0,1,3,23,"1,922",778,19,"1,567",634,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240439150,2439150,24,4,39,150,Sainte-Anne-du-Sault,38,"8,628","3,492",35,"7,065","2,859",13,"1,563",633,2,x,x,13,x,x,38,"8,628","3,492",30,"4,912","1,988",1,x,x,10,479,194,15,797,323,33,x,x,0,0,0,19,"3,307","1,338",12,"1,477",598,0,0,0,0,0,0,22,"1,194",483,0,0,0,4,72,29,0,0,0,17,6,1,0,0,1,0,23,"1,748",707,21,"1,557",630,4,x,x,1,x,x,0,0,0,1,x,x,0,0,0
240439170,2439170,24,4,39,170,Saint-Louis-de-Blandford,18,"6,026","2,439",16,"5,613","2,272",3,413,167,0,0,0,3,413,167,18,"6,026","2,439",14,"1,505",609,0,0,0,6,342,138,11,"1,225",496,18,"2,954","1,195",2,x,x,8,"1,500",607,5,541,219,1,x,x,1,x,x,13,674,273,0,0,0,4,240,97,0,0,0,7,3,1,1,1,3,2,8,216,87,4,161,65,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240449000,2449000,24,4,49,0,Drummond,925,"209,526","84,792",906,"178,410","72,200",265,"31,116","12,592",30,"2,078",841,252,"29,038","11,751",925,"209,526","84,792",774,"124,831","50,517",21,"1,006",407,302,"16,221","6,564",365,"15,101","6,111",784,"52,367","21,192",29,"3,711","1,502",568,"88,536","35,829",486,"56,944","23,044",50,"4,096","1,658",44,"4,381","1,773",519,"29,744","12,037",4,376,152,223,"20,080","8,126",20,"2,734","1,106",509,129,29,6,13,15,31,591,"71,092","28,770",538,"57,494","23,267",102,"10,526","4,260",58,"3,072","1,243",7,377,153,11,464,188,5,165,67
240449005,2449005,24,4,49,5,Kingsey,80,"20,916","8,464",79,"18,689","7,563",20,"2,227",901,1,x,x,20,x,x,80,"20,916","8,464",71,"10,798","4,370",0,0,0,41,"2,322",940,52,"3,123","1,264",69,"4,673","1,891",0,0,0,47,"5,937","2,403",37,"2,242",907,1,x,x,1,x,x,57,"3,214","1,301",0,0,0,23,"2,371",960,0,0,0,47,10,1,1,0,1,3,53,"3,508","1,420",46,"2,879","1,165",6,170,69,14,459,186,0,0,0,0,0,0,0,0,0
240449015,2449015,24,4,49,15,Durham-Sud,66,"19,225","7,780",65,"15,625","6,323",19,"3,600","1,457",3,182,74,18,"3,418","1,383",66,"19,225","7,780",63,"9,920","4,014",0,0,0,28,"1,540",623,39,"2,157",873,56,"5,608","2,269",1,x,x,30,"3,822","1,547",16,781,316,2,x,x,1,x,x,54,"4,651","1,882",0,0,0,16,"1,596",646,0,0,0,29,24,1,1,1,0,1,27,"1,315",532,26,"1,200",486,2,x,x,4,x,x,0,0,0,0,0,0,0,0,0
240449020,2449020,24,4,49,20,Lefebvre,29,"6,754","2,733",28,"6,137","2,484",10,617,250,3,8,3,8,609,246,29,"6,754","2,733",23,"3,131","1,267",1,x,x,13,665,269,13,540,219,26,x,x,1,x,x,13,"1,722",697,12,"1,125",455,1,x,x,1,x,x,18,"1,892",766,1,x,x,5,700,283,1,x,x,17,6,1,1,1,2,3,18,"1,633",661,13,"1,022",414,5,260,105,4,351,142,1,x,x,0,0,0,0,0,0
240449025,2449025,24,4,49,25,L'Avenir,60,"12,671","5,128",57,"11,251","4,553",9,"1,420",575,2,x,x,8,x,x,60,"12,671","5,128",49,"4,663","1,887",4,286,116,19,"1,518",614,36,"1,912",774,55,"4,292","1,737",3,16,6,27,"3,065","1,240",17,976,395,2,x,x,3,17,7,38,"1,852",749,0,0,0,11,"1,298",525,0,0,0,21,17,7,0,0,1,6,22,"1,247",505,18,"1,037",420,4,92,37,3,118,48,0,0,0,2,x,x,3,x,x
240449030,2449030,24,4,49,30,Saint-Lucien,18,"4,355","1,762",18,"3,707","1,500",5,648,262,0,0,0,5,648,262,18,"4,355","1,762",15,"1,944",787,0,0,0,7,581,235,5,132,53,15,"1,698",687,0,0,0,8,955,386,6,969,392,1,x,x,1,x,x,10,480,194,0,0,0,4,605,245,0,0,0,10,2,0,0,0,0,2,10,"1,078",436,8,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240449035,2449035,24,4,49,35,Saint-NicÇphore,30,"5,034","2,037",28,"3,965","1,605",13,"1,069",433,3,3,1,13,"1,066",431,30,"5,034","2,037",23,"2,817","1,140",0,0,0,9,442,179,6,191,77,28,"1,584",641,0,0,0,17,"1,525",617,16,"1,255",508,0,0,0,1,x,x,16,"1,394",564,0,0,0,8,710,287,2,x,x,16,3,1,0,0,2,0,21,"1,318",533,21,"1,289",522,0,0,0,3,29,12,0,0,0,0,0,0,0,0,0
240449040,2449040,24,4,49,40,Wickham,88,"14,168","5,734",88,"11,478","4,645",21,"2,690","1,089",2,x,x,20,x,x,88,"14,168","5,734",63,"7,664","3,102",4,164,66,18,684,277,23,774,313,76,"4,882","1,976",1,x,x,41,"4,991","2,020",41,"3,715","1,503",4,185,75,3,350,142,33,"2,693","1,090",0,0,0,47,"3,297","1,334",2,x,x,32,7,2,0,1,1,2,47,"5,032","2,036",41,"3,491","1,413",9,"1,341",543,4,200,81,2,x,x,2,x,x,0,0,0
240449048,2449048,24,4,49,48,Saint-Germain-de-Grantham,78,"14,687","5,944",76,"11,873","4,805",24,"2,814","1,139",3,16,6,23,"2,798","1,132",78,"14,687","5,944",59,"11,594","4,692",2,x,x,18,552,223,19,447,181,60,x,x,3,126,51,45,"8,898","3,601",41,"6,870","2,780",6,618,250,3,408,165,36,"2,218",898,1,x,x,20,"2,060",834,5,872,353,37,4,4,1,3,5,1,46,"8,104","3,280",44,"6,154","2,490",11,"1,176",476,4,774,313,1,x,x,1,x,x,0,0,0
240449057,2449057,24,4,49,57,Drummondville,20,"9,582","3,878",20,"9,033","3,656",6,549,222,1,x,x,6,x,x,20,"9,582","3,878",16,"2,088",845,0,0,0,4,179,72,7,381,154,18,"6,934","2,806",3,182,74,11,849,344,8,631,255,3,182,74,3,53,21,9,272,110,0,0,0,1,x,x,0,0,0,7,2,0,1,0,1,1,12,809,327,9,750,304,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240449070,2449070,24,4,49,70,Saint-Cyrille-de-Wendover,73,"13,956","5,648",72,"11,576","4,685",21,"2,380",963,2,x,x,20,x,x,73,"13,956","5,648",61,"9,079","3,674",3,193,78,21,795,322,29,"1,606",650,62,"2,283",924,1,x,x,52,"6,586","2,665",42,"3,182","1,288",3,124,50,2,x,x,44,"2,222",899,0,0,0,11,699,283,0,0,0,40,9,1,0,1,0,2,49,"4,195","1,698",44,"3,502","1,417",8,611,247,3,82,33,3,x,x,1,x,x,0,0,0
240449080,2449080,24,4,49,80,Notre-Dame-du-Bon-Conseil,39,"9,729","3,937",39,"9,001","3,643",11,728,295,0,0,0,11,728,295,39,"9,729","3,937",30,"5,881","2,380",1,x,x,16,987,399,23,848,343,33,x,x,2,x,x,25,"4,647","1,881",21,"2,426",982,2,x,x,2,x,x,24,"1,316",533,0,0,0,8,712,288,0,0,0,23,5,1,0,0,0,2,26,"3,313","1,341",26,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
240449085,2449085,24,4,49,85,Sainte-Brigitte-des-Saults,54,"16,462","6,662",54,"15,359","6,216",13,"1,103",446,0,0,0,13,"1,103",446,54,"16,462","6,662",50,"10,892","4,408",0,0,0,23,"1,621",656,31,864,350,49,"3,085","1,248",2,x,x,47,"10,237","4,143",43,"6,827","2,763",4,941,381,5,"1,581",640,43,"1,823",738,0,0,0,15,"1,180",478,0,0,0,45,5,6,1,0,0,1,49,"7,475","3,025",47,"5,837","2,362",13,"1,198",485,6,440,178,0,0,0,0,0,0,0,0,0
240449090,2449090,24,4,49,90,Saint-Joachim-de-Courval,26,"5,736","2,321",23,"4,336","1,755",9,"1,400",567,0,0,0,9,"1,400",567,26,"5,736","2,321",18,"2,723","1,102",0,0,0,12,"1,172",474,7,188,76,21,"1,653",669,0,0,0,19,"1,962",794,15,"1,340",542,2,x,x,1,x,x,12,867,351,0,0,0,5,590,239,2,x,x,13,3,0,0,0,0,1,16,"1,476",597,14,"1,108",448,4,88,36,3,280,113,0,0,0,0,0,0,0,0,0
240449095,2449095,24,4,49,95,Saint-Majorique-de-Grantham,27,"4,629","1,873",27,"3,769","1,525",8,860,348,0,0,0,8,860,348,27,"4,629","1,873",23,"3,377","1,367",0,0,0,10,272,110,8,324,131,26,656,265,1,x,x,20,"2,431",984,17,"1,244",503,0,0,0,1,x,x,14,659,267,0,0,0,2,x,x,1,x,x,14,4,1,0,1,0,0,18,"1,630",660,18,"1,340",542,4,290,117,0,0,0,0,0,0,0,0,0,0,0,0
240449100,2449100,24,4,49,100,Saint-Edmond-de-Grantham,30,"5,042","2,040",30,"3,922","1,587",7,"1,120",453,1,x,x,6,x,x,30,"5,042","2,040",20,"2,995","1,212",3,38,15,5,369,149,5,245,99,24,"1,395",565,3,508,206,20,"3,241","1,312",17,"2,268",918,3,38,15,3,32,13,11,349,141,0,0,0,7,"1,048",424,2,x,x,17,3,0,0,0,0,0,18,"2,307",934,16,"1,686",682,5,621,251,0,0,0,0,0,0,2,x,x,1,x,x
240449105,2449105,24,4,49,105,Saint-Eugäne,53,"8,498","3,439",51,"7,453","3,016",7,"1,045",423,0,0,0,7,"1,045",423,53,"8,498","3,439",48,"6,356","2,572",1,x,x,9,170,69,11,278,113,43,x,x,1,x,x,27,"3,448","1,395",24,"2,826","1,144",4,90,36,3,68,28,18,613,248,2,x,x,11,"1,032",418,2,x,x,26,8,1,0,2,1,3,34,"4,335","1,754",30,"3,419","1,384",5,x,x,1,x,x,0,0,0,1,x,x,0,0,0
240449113,2449113,24,4,49,113,Saint-Guillaume,67,"19,267","7,797",66,"15,173","6,140",26,"4,094","1,657",4,783,317,23,"3,311","1,340",67,"19,267","7,797",62,"14,891","6,026",1,x,x,25,"1,529",619,15,327,132,51,x,x,3,"2,162",875,53,"13,781","5,577",50,"10,316","4,175",5,211,85,3,162,66,30,"1,018",412,0,0,0,12,558,226,1,x,x,52,8,0,0,1,0,0,58,"12,116","4,903",55,"10,362","4,193",7,"1,655",670,3,99,40,0,0,0,1,x,x,0,0,0
240449125,2449125,24,4,49,125,Saint-Bonaventure,55,"12,298","4,977",53,"10,279","4,160",26,"2,019",817,3,137,55,24,"1,882",762,55,"12,298","4,977",52,"9,055","3,664",1,x,x,17,547,221,24,457,185,45,x,x,4,50,20,45,"6,696","2,710",43,"4,856","1,965",6,113,46,6,478,193,35,"1,667",675,0,0,0,9,746,302,1,x,x,42,8,2,0,2,1,3,45,"6,567","2,658",40,"5,300","2,145",11,x,x,1,x,x,0,0,0,0,0,0,1,x,x
240449130,2449130,24,4,49,130,Saint-Pie-de-Guire,32,"6,517","2,637",32,"5,784","2,341",10,733,297,2,x,x,10,x,x,32,"6,517","2,637",28,"4,963","2,008",0,0,0,7,276,112,12,307,124,27,971,393,0,0,0,21,"3,743","1,515",20,"3,095","1,253",1,x,x,1,x,x,17,544,220,0,0,0,8,498,202,1,x,x,21,1,0,0,0,0,0,22,"3,634","1,471",22,"2,780","1,125",4,742,300,3,112,45,0,0,0,0,0,0,0,0,0
