AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTFCAP,TOTFCAP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NCAPITAL,CAPITAL,NCAPBLDG,CAPBLDG,NCAPQUOT,CAPQUOT,NCAPLAND,CAPLAND,NCAPLDIM,CAPLDIM,NNEWCAR,NEWCAR,NNEWTRUK,NEWTRUK,NNEWMACH,NEWMACH,NUSEDVEH,USEDVEH
240544055,2444055,24,5,44,55,Sainte-Edwidge-de-Clifton,68,"34,735,185",68,"24,027,910",67,"23,124,710",13,"903,200",65,"5,721,877",57,"4,985,398",40,"3,566,374",28,"2,250,289",6,"213,875",0,0,10,"123,547",3,"44,500",4,"107,500",22,"549,213",16,"277,450"
240544060,2444060,24,5,44,60,Martinville,19,"7,219,960",19,"4,310,322",19,"4,105,322",3,"205,000",19,"1,411,501",16,"1,498,137",9,"181,055",7,"47,850",1,x,1,x,1,x,0,0,1,x,4,"4,460",6,"51,625"
240544067,2444067,24,5,44,67,Compton,77,"44,434,271",77,"31,407,034",76,"28,317,834",18,"3,089,200",75,"7,554,351",58,"5,472,886",46,"2,609,741",24,"435,055",11,"563,463",7,"801,000",15,"54,895",2,x,2,x,26,"551,140",19,"158,445"
240544075,2444075,24,5,44,75,Compton Station,71,"48,698,144",71,"34,583,310",70,"33,060,710",16,"1,522,600",71,"7,817,113",54,"6,297,721",42,"4,981,403",27,"1,979,880",14,"1,184,090",3,"440,772",20,"132,226",2,x,5,x,18,"963,905",14,"130,000"
240545000,2445000,24,5,45,0,MemphrÇmagog,348,"121,801,040",348,"91,204,920",337,"83,839,825",75,"7,365,095",336,"19,119,869",238,"11,476,251",145,"4,788,962",79,"1,440,892",8,"378,877",6,"657,200",38,"164,170",10,"144,555",13,"284,097",52,"1,049,040",66,"670,131"
240545020,2445020,24,5,45,20,Ogden,46,"15,758,168",46,"10,954,458",46,"10,263,878",13,"690,580",45,"2,801,479",35,"2,002,231",19,"836,601",12,"96,904",3,x,1,x,6,"33,107",2,x,0,0,8,"170,427",13,"294,963"
240545025,2445025,24,5,45,25,Stanstead,27,"9,351,827",27,"6,635,432",26,"6,367,817",8,"267,615",26,"1,623,196",19,"1,093,199",12,"303,778",8,"75,031",1,x,0,0,6,"30,448",1,x,3,"75,500",4,"52,281",7,x
240545030,2445030,24,5,45,30,Potton,56,"20,569,260",56,"15,822,200",54,"14,554,200",13,"1,268,000",51,"2,921,199",36,"1,825,861",21,"747,816",7,"82,523",0,0,3,x,4,"6,144",0,0,5,x,8,"147,400",8,x
240545043,2445043,24,5,45,43,Hatley,34,"15,517,842",34,"10,724,300",32,"8,174,300",11,"2,550,000",34,"3,053,850",28,"1,739,692",19,"596,513",9,"70,400",2,x,1,x,5,"27,400",3,x,0,0,8,"146,500",9,"65,388"
240545055,2445055,24,5,45,55,Hatley,17,"5,436,556",17,"4,452,800",17,"4,345,400",3,"107,400",17,"594,300",12,"389,456",9,"114,096",7,"64,836",1,x,0,0,1,x,0,0,1,x,2,x,1,x
240545060,2445060,24,5,45,60,Sainte-Catherine-de-Hatley,56,"19,248,898",56,"14,446,100",55,"13,753,700",10,"692,400",54,"2,757,709",36,"2,045,089",22,"1,383,603",12,"929,752",0,0,0,0,3,x,0,0,0,0,8,"371,443",8,x
240545075,2445075,24,5,45,75,Magog,46,"15,603,856",46,"11,939,400",43,"10,735,400",12,"1,204,000",46,"2,583,953",29,"1,080,503",17,"281,239",7,"24,149",0,0,0,0,6,"38,000",3,x,2,x,8,"97,785",8,"67,700"
240545085,2445085,24,5,45,85,Austin,48,"15,277,301",48,"12,203,825",46,"11,618,725",5,"585,100",45,"2,183,761",31,"889,715",17,"367,511",12,"81,576",0,0,1,x,5,"10,475",0,0,1,x,5,x,6,"52,181"
240545105,2445105,24,5,45,105,Stukely-Sud,18,"5,037,332",18,"4,026,405",18,"4,026,405",0,0,18,"600,422",12,"410,505",9,"157,805",5,"15,721",1,x,0,0,2,x,1,x,1,x,1,x,6,"28,509"
240600000,2400000,24,6,0,0,MontrÇal-Laval,288,"154,490,010",288,"126,542,511",265,"103,596,751",101,"22,945,760",280,"23,422,548",64,"4,524,951",102,"4,125,204",56,"1,145,751",6,"290,344",6,"295,150",20,"213,271",7,"146,400",18,"429,540",42,"1,118,665",31,"486,083"
240665000,2465000,24,6,65,0,Laval,202,"111,070,196",202,"92,022,094",190,"78,374,686",72,"13,647,408",200,"17,478,131",31,"1,569,971",72,"2,536,510",37,"970,241",0,0,3,x,12,"108,632",4,x,13,"265,540",32,"817,559",21,"269,073"
240665005,2465005,24,6,65,5,Laval,202,"111,070,196",202,"92,022,094",190,"78,374,686",72,"13,647,408",200,"17,478,131",31,"1,569,971",72,"2,536,510",37,"970,241",0,0,3,x,12,"108,632",4,x,13,"265,540",32,"817,559",21,"269,073"
240666000,2466000,24,6,66,0,CommunautÇ-Urbaine-de-MontrÇal,86,"43,419,814",86,"34,520,417",75,"25,222,065",29,"9,298,352",80,"5,944,417",33,"2,954,980",30,"1,588,694",19,"175,510",6,"290,344",3,x,8,"104,639",3,x,5,"164,000",10,"301,106",10,"217,010"
240666025,2466025,24,6,66,25,MontrÇal,86,"43,419,814",86,"34,520,417",75,"25,222,065",29,"9,298,352",80,"5,944,417",33,"2,954,980",30,"1,588,694",19,"175,510",6,"290,344",3,x,8,"104,639",3,x,5,"164,000",10,"301,106",10,"217,010"
240700000,2400000,24,7,0,0,Lanaudiäre,"2,105","1,044,729,726","2,105","756,039,611","2,065","659,874,165",646,"96,165,446","2,057","199,087,023","1,350","89,603,092","1,054","49,355,893",525,"14,148,264",120,"5,065,569",89,"7,056,813",285,"2,039,019",51,"829,268",105,"2,399,477",464,"12,207,357",467,"5,610,126"
240752000,2452000,24,7,52,0,D'Autray,565,"277,798,627",565,"195,960,229",556,"171,028,433",181,"24,931,796",556,"56,448,548",399,"25,389,850",316,"13,684,593",166,"3,957,307",37,"1,252,197",25,"1,770,750",92,"716,301",18,"324,467",36,"752,432",134,"2,983,163",145,"1,927,976"
240752010,2452010,24,7,52,10,Saint-Antoine-de-Lavaltrie,36,"17,372,043",36,"12,682,030",33,"11,767,530",13,"914,500",35,"4,391,472",11,"298,541",22,"824,400",6,"112,824",2,x,2,x,8,"28,175",2,x,3,x,10,"321,880",9,"67,686"
240752020,2452020,24,7,52,20,Lanoraie-d'Autray,54,"33,816,995",54,"24,535,475",54,"22,029,975",17,"2,505,500",53,"8,857,272",11,"424,248",28,"1,199,141",13,"193,516",2,x,1,x,11,"81,680",3,"42,793",4,"194,600",13,"350,500",13,"111,620"
240752030,2452030,24,7,52,30,Sainte-êlisabeth,84,"47,237,647",84,"33,061,844",83,"28,237,760",25,"4,824,084",83,"9,578,321",57,"4,597,482",56,"2,425,460",34,"716,303",2,x,5,"387,500",10,"184,985",2,x,3,x,26,"584,049",26,"375,801"
240752040,2452040,24,7,52,40,Sainte-Geneviäve-de-Berthier,43,"23,569,152",43,"17,057,800",43,"12,228,800",13,"4,829,000",42,"4,636,718",30,"1,874,634",23,"878,465",12,"262,916",3,x,2,x,7,"34,728",0,0,1,x,5,"82,091",11,"273,255"
240752045,2452045,24,7,52,45,Saint-Ignace-de-Loyola,39,"14,565,235",39,"10,434,233",39,"9,033,521",18,"1,400,712",39,"2,530,756",33,"1,600,246",20,"389,023",11,"132,888",2,x,0,0,5,"12,611",2,x,3,"5,976",7,"98,972",10,"95,650"
240752055,2452055,24,7,52,55,Saint-BarthÇlÇmy,68,"32,532,069",68,"23,222,578",67,"20,870,078",23,"2,352,500",68,"6,190,212",55,"3,119,279",37,"1,181,032",18,"270,245",4,"128,255",0,0,12,"68,709",2,x,5,x,16,"326,390",20,"241,233"
240752065,2452065,24,7,52,65,Saint-Cuthbert,82,"38,129,755",82,"26,342,976",82,"23,342,576",25,"3,000,400",80,"7,951,718",65,"3,835,061",51,"2,866,254",25,"442,436",11,"372,324",9,"591,550",19,"94,310",3,x,6,x,22,"707,021",30,"521,799"
240752070,2452070,24,7,52,70,Saint-Norbert,39,"18,210,919",39,"13,537,837",39,"11,885,837",13,"1,652,000",38,"2,893,320",32,"1,779,762",20,"788,633",10,"230,334",4,"121,910",4,x,4,"70,792",0,0,1,x,6,"116,140",10,"141,757"
240752085,2452085,24,7,52,85,Saint-Gabriel-de-Brandon,86,"38,384,214",86,"25,990,034",84,"23,494,934",21,"2,495,100",85,"6,502,361",75,"5,891,819",41,"2,616,578",26,"1,325,925",6,"338,916",2,x,8,"67,462",2,x,7,"209,425",23,"322,300",8,"42,550"
240752090,2452090,24,7,52,90,Saint-Didace,34,"13,980,598",34,"9,095,422",32,"8,137,422",13,"958,000",33,"2,916,398",30,"1,968,778",18,"515,607",11,"269,920",1,x,0,0,8,"72,849",2,x,3,"8,893",6,"73,820",8,"56,625"
240760000,2460000,24,7,60,0,L'Assomption,192,"104,406,471",192,"79,731,115",189,"62,548,101",64,"17,183,014",190,"18,372,623",114,"6,302,733",92,"3,133,089",35,"410,068",8,"126,179",7,"683,366",23,"150,917",2,x,6,x,45,"1,158,065",40,"407,794"
240760010,2460010,24,7,60,10,Le Gardeur,26,"14,161,402",26,"11,158,600",26,x,12,x,25,"1,776,700",22,"1,226,102",15,"419,612",4,"6,065",2,x,1,x,3,x,1,x,0,0,10,"216,300",7,"53,141"
240760020,2460020,24,7,60,20,Saint-Sulpice,24,"18,095,661",24,"14,619,100",24,"11,234,600",10,"3,384,500",24,"3,134,280",5,"342,281",11,"515,255",1,x,0,0,1,x,1,x,0,0,3,"52,500",2,x,7,"153,012"
240760027,2460027,24,7,60,27,L'Assomption,58,"31,660,435",58,"22,777,193",57,"20,882,192",15,"1,895,001",57,"6,871,386",31,"2,011,856",30,"1,182,001",16,"268,389",3,"64,980",4,"396,500",9,"35,777",1,x,2,x,16,"258,375",10,"84,780"
240760040,2460040,24,7,60,40,L'êpiphanie,46,"20,050,391",46,"14,782,738",44,"10,314,185",18,"4,468,553",46,"3,264,219",36,"2,003,434",21,"703,399",6,x,2,x,1,x,6,"45,497",0,0,0,0,8,"445,125",11,"97,731"
240760045,2460045,24,7,60,45,Saint-GÇrard-Majella,38,"20,438,582",38,"16,393,484",38,x,9,x,38,"3,326,038",20,"719,060",15,"312,822",8,"77,530",1,x,0,0,4,"41,537",0,0,1,x,9,x,5,"19,130"
240761000,2461000,24,7,61,0,Joliette,328,"152,930,113",328,"102,484,309",323,"91,660,164",96,"10,824,145",324,"37,949,124",202,"12,496,680",168,"7,999,388",79,"2,155,410",17,"979,080",13,"696,126",48,"341,978",5,"37,700",16,"339,493",65,"2,375,290",87,"1,074,311"
240761005,2461005,24,7,61,5,Saint-Paul,97,"42,810,887",97,"30,071,448",96,"26,932,878",29,"3,138,570",95,"9,025,610",58,"3,713,829",46,"1,819,809",17,"303,138",3,"264,608",4,"331,000",12,"72,909",2,x,3,x,18,"585,786",21,"203,968"
240761027,2461027,24,7,61,27,Saint-Thomas,79,"44,924,077",79,"29,122,556",77,"25,620,906",23,"3,501,650",77,"13,725,324",39,"2,076,197",43,"3,141,986",20,"1,164,216",4,"58,253",5,"261,200",12,x,1,x,6,"186,320",18,"1,124,711",23,"293,417"
240761040,2461040,24,7,61,40,Saint-Ambroise-de-Kildare,82,"30,992,312",82,"20,562,344",82,"19,413,419",22,"1,148,925",82,"5,920,519",65,"4,509,449",39,"1,150,105",24,"331,913",3,"165,913",2,x,10,"80,454",0,0,2,x,13,"285,990",20,"175,534"
240761045,2461045,24,7,61,45,Notre-Dame-de-Lourdes,27,"15,108,243",27,"10,684,000",26,"8,399,000",10,"2,285,000",27,"3,915,100",12,"509,143",16,"689,390",7,"92,603",4,"195,318",0,0,9,x,1,x,2,x,5,"60,093",11,"167,350"
240761050,2461050,24,7,61,50,Sainte-MÇlanie,43,"19,094,594",43,"12,043,961",42,"11,293,961",12,"750,000",43,"5,362,571",28,"1,688,062",24,"1,198,098",11,"263,540",3,"294,988",2,x,5,"23,220",1,x,3,x,11,"318,710",12,"234,042"
240762000,2462000,24,7,62,0,Matawinie,276,"118,625,585",276,"87,656,038",267,"83,061,450",57,"4,594,588",265,"16,959,520",199,"14,010,027",116,"4,805,267",61,"2,114,505",17,"707,888",6,"102,250",29,"168,430",6,"93,344",16,"526,376",50,"882,326",30,"210,148"
240762010,2462010,24,7,62,10,Saint-FÇlix-de-Valois,106,"60,811,409",106,"44,331,834",105,"43,054,634",18,"1,277,200",104,"8,192,390",91,"8,287,185",53,"3,132,030",28,"1,333,286",14,x,4,x,9,"52,651",3,"68,449",8,"386,790",25,"524,394",9,"84,322"
240762015,2462015,24,7,62,15,Saint-Jean-de-Matha,48,"20,640,018",48,"15,618,401",47,"15,110,901",8,"507,500",48,"2,833,771",34,"2,187,846",14,"612,519",6,"239,000",1,x,1,x,4,"17,993",1,x,1,x,8,"203,281",2,x
240762020,2462020,24,7,62,20,Sainte-BÇatrix,27,"8,814,491",27,"6,461,833",27,"6,114,333",6,"347,500",27,"1,542,500",16,"810,158",14,"349,895",7,"272,100",0,0,1,x,1,x,0,0,1,x,3,"42,845",4,x
240762030,2462030,24,7,62,30,Sainte-Marcelline-de-Kildare,30,"6,870,474",30,"5,752,088",26,"4,481,600",11,"1,270,488",24,"676,334",12,"442,052",8,"138,979",5,"42,105",0,0,0,0,4,x,0,0,1,x,4,x,5,"26,600"
240762040,2462040,24,7,62,40,Rawdon,40,"15,580,006",40,"11,503,282",38,"10,904,582",9,"598,700",38,"2,715,950",29,"1,360,774",19,"512,297",12,"221,914",2,x,0,0,6,"48,122",2,x,3,x,8,"64,235",8,"52,266"
240762075,2462075,24,7,62,75,Saint-Damien,25,"5,909,187",25,"3,988,600",24,"3,395,400",5,"593,200",24,"998,575",17,"922,012",8,"59,547",3,"6,100",0,0,0,0,5,"21,264",0,0,2,x,2,x,2,x
240763000,2463000,24,7,63,0,Montcalm,594,"333,764,002",594,"246,046,375",588,"215,144,593",196,"30,901,782",578,"59,571,568",348,"28,146,059",312,"17,943,158",160,"5,305,459",35,"1,838,095",31,"3,151,075",77,"516,205",19,"313,557",26,"563,501",151,"4,455,550",139,"1,799,716"
240763005,2463005,24,7,63,5,Sainte-Marie-SalomÇ,26,"10,122,698",26,"7,482,900",26,"6,608,200",7,"874,700",25,"1,489,900",20,"1,149,898",10,"296,454",6,"106,063",1,x,1,x,1,x,1,x,1,x,4,"78,373",6,"27,288"
240763015,2463015,24,7,63,15,Saint-Jacques,87,"46,407,170",87,"35,198,072",87,"30,974,422",26,"4,223,650",83,"7,358,448",51,"3,850,650",44,"1,798,644",20,"630,120",7,"96,674",8,"402,990",10,x,1,x,5,"68,874",14,"279,790",26,"277,063"
240763025,2463025,24,7,63,25,Saint-Alexis,70,"39,706,359",70,"29,564,765",69,"26,018,565",22,"3,546,200",68,"7,047,535",43,"3,094,059",41,"3,087,975",24,"562,426",6,"269,344",4,"1,010,085",13,"44,845",2,x,2,x,23,"910,364",15,"228,111"
240763030,2463030,24,7,63,30,Saint-Esprit,85,"53,154,411",85,"39,615,824",85,"34,056,424",28,"5,559,400",80,"8,310,599",52,"5,227,988",45,"2,466,172",24,"1,052,079",8,"510,926",3,"247,500",4,"14,961",5,"101,400",3,"83,000",11,"220,751",21,"235,555"
240763035,2463035,24,7,63,35,Saint-Roch-de-l'Achigan,134,"94,259,512",134,"69,234,267",131,"59,668,562",55,"9,565,705",133,"16,622,849",74,"8,402,396",79,"6,165,182",43,"1,542,177",10,"865,351",8,"1,110,500",21,"156,869",3,"54,200",8,"174,627",52,"1,823,877",30,"437,581"
240763050,2463050,24,7,63,50,Saint-Lin,100,"51,629,263",100,"36,918,773",98,"32,157,372",30,"4,761,401",99,"11,723,673",49,"2,986,817",47,"2,729,120",22,"896,641",2,x,3,"193,000",13,x,7,"120,327",4,"90,709",28,"877,183",21,"416,790"
240763060,2463060,24,7,63,60,Sainte-Julienne,41,"15,939,979",41,"11,670,318",41,"11,170,192",10,"500,126",40,"2,835,038",26,"1,434,623",20,"486,762",6,"162,341",1,x,1,x,8,"45,166",0,0,1,x,8,"93,791",9,"98,573"
240763065,2463065,24,7,63,65,Saint-Liguori,51,"22,544,610",51,"16,361,456",51,"14,490,856",18,"1,870,600",50,"4,183,526",33,"1,999,628",26,"912,849",15,"353,612",0,0,3,x,7,x,0,0,2,x,11,"171,421",11,"78,755"
240764000,2464000,24,7,64,0,Les Moulins,150,"57,204,928",150,"44,161,545",142,"36,431,424",52,"7,730,121",144,"9,785,640",88,"3,257,743",50,"1,790,398",24,"205,515",6,"162,130",7,"653,246",16,"145,188",1,x,5,x,19,"352,963",26,"190,181"
240764010,2464010,24,7,64,10,Terrebonne,45,"18,498,411",45,"14,386,807",38,"12,067,707",18,"2,319,100",43,"3,160,501",25,"951,103",7,"357,801",4,x,1,x,1,x,0,0,0,0,1,x,5,"84,206",3,"62,300"
240764015,2464015,24,7,64,15,Mascouche,76,"27,024,099",76,"21,258,068",76,"17,405,867",20,"3,852,201",73,"4,420,247",45,"1,345,784",29,"1,033,027",15,"150,240",2,x,5,x,9,"73,942",0,0,3,x,10,"229,522",17,"112,763"
240764020,2464020,24,7,64,20,La Plaine,29,"11,682,418",29,"8,516,670",28,"6,957,850",14,"1,558,820",28,"2,204,892",18,"960,856",14,"399,570",5,x,3,x,1,x,7,"71,246",1,x,1,x,4,"39,235",6,"15,118"
240800000,2400000,24,8,0,0,Outaouais,"1,585","490,915,409","1,585","329,250,379","1,552","290,433,147",464,"38,817,232","1,559","96,041,968","1,344","65,623,062",673,"15,223,367",407,"2,906,956",24,"731,571",43,"2,321,667",148,"548,769",37,"535,600",74,"1,516,628",228,"3,944,758",285,"2,717,418"
240880000,2480000,24,8,80,0,Papineau,389,"119,492,201",389,"81,259,668",380,"73,036,515",103,"8,223,153",384,"23,246,373",318,"14,986,160",182,"4,948,972",117,"1,198,907",8,"189,459",13,"1,145,966",52,"194,867",8,"86,725",18,"336,836",59,"1,135,815",73,"660,397"
240880015,2480015,24,8,80,15,Notre-Dame-de-Bon-Secours-Partie-Nord,25,"11,621,196",25,"8,560,805",25,"7,130,572",10,"1,430,233",25,"1,477,329",23,"1,583,062",14,"570,122",10,"127,381",0,0,1,x,9,x,2,x,1,x,6,"108,299",7,"79,000"
240880020,2480020,24,8,80,20,Notre-Dame-de-la-Paix,29,"8,048,656",29,"5,441,923",29,"4,880,423",7,"561,500",28,"1,895,285",20,"711,448",13,"271,410",6,"24,566",3,"52,394",1,x,5,x,1,x,1,x,5,"54,146",9,"70,902"
240880030,2480030,24,8,80,30,Saint-AndrÇ-Avellin,69,"19,893,480",69,"13,768,131",69,"12,445,211",15,"1,322,920",69,"3,856,589",56,"2,268,760",30,"671,017",20,"213,451",2,x,1,x,7,"44,852",1,x,3,"41,896",8,"129,030",12,"107,003"
240880040,2480040,24,8,80,40,Sainte-AngÇlique,33,"8,320,351",33,"5,650,887",31,"5,141,357",9,"509,530",31,"1,779,079",23,"890,385",16,"206,913",7,"26,464",0,0,1,x,2,x,0,0,1,x,5,"86,230",3,x
240880045,2480045,24,8,80,45,Plaisance,20,"6,295,332",20,"3,949,119",20,"3,637,119",7,"312,000",19,"1,498,861",14,"847,352",10,"826,510",8,"227,067",1,x,1,x,4,x,0,0,0,0,7,"270,893",4,x
240880055,2480055,24,8,80,55,Lochaber,53,"18,361,210",53,"11,328,000",49,"10,588,630",15,"739,370",53,"3,578,049",46,"3,455,161",22,"648,573",18,"75,327",0,0,2,x,3,"8,392",0,0,4,x,7,"192,215",10,"86,904"
240880060,2480060,24,8,80,60,Lochaber-Partie-Ouest,32,"13,730,347",32,"9,200,607",32,"7,555,107",14,"1,645,500",32,"2,775,649",29,"1,754,091",15,"571,281",9,"163,081",1,x,1,x,4,"15,200",0,0,1,x,7,"127,400",8,"107,600"
240880065,2480065,24,8,80,65,Mayo,17,"5,090,638",17,"3,418,170",16,"3,144,570",5,"273,600",16,"957,000",13,"715,468",7,"228,205",4,x,1,x,1,x,3,"3,320",1,x,0,0,2,x,3,"19,500"
240880070,2480070,24,8,80,70,Saint-Sixte,23,"5,538,329",23,"3,847,300",23,"3,366,800",6,"480,500",23,"1,138,000",18,"553,029",11,"357,764",8,"62,478",0,0,2,x,1,x,1,x,1,x,3,"42,000",3,x
240880080,2480080,24,8,80,80,Ripon,38,"6,994,843",38,"5,255,301",38,"5,138,301",5,"117,000",38,"1,225,600",31,"513,942",20,"189,343",13,"66,860",0,0,1,x,7,"17,858",1,x,3,"5,500",3,x,7,"36,650"
240880085,2480085,24,8,80,85,Mulgrave-et-Derry,24,"7,297,669",24,"5,419,225",23,"5,299,225",4,"120,000",24,"1,137,300",23,"741,144",10,"70,747",5,x,0,0,0,0,3,"6,900",1,x,2,x,1,x,3,"3,900"
240880115,2480115,24,8,80,115,Boileau,26,"8,300,151",26,"5,420,200",25,"4,709,200",6,"711,000",26,"1,927,632",22,"952,319",14,"337,087",9,"192,600",0,0,1,x,4,x,0,0,1,x,5,"50,127",4,"32,850"
240881000,2481000,24,8,81,0,CommunautÇ-Urbaine-de-l'Outaouais,113,"41,034,138",113,"30,851,511",113,"27,658,911",36,"3,192,600",110,"6,582,431",76,"3,600,196",45,"933,546",31,"259,685",1,x,2,x,7,"38,348",1,x,3,"43,800",11,"211,919",17,"170,294"
240881010,2481010,24,8,81,10,Masson-Angers,27,"9,678,365",27,"7,296,200",27,"6,714,600",9,"581,600",26,"1,389,899",16,"992,266",8,"66,911",6,"45,111",0,0,0,0,0,0,0,0,0,0,2,x,2,x
240881015,2481015,24,8,81,15,Gatineau,58,"20,605,578",58,"15,153,211",58,"12,888,211",22,"2,265,000",57,"3,600,562",45,"1,851,805",27,"521,830",18,"95,874",1,x,1,x,4,x,0,0,1,x,8,"189,819",10,"122,394"
240881025,2481025,24,8,81,25,Aylmer,28,"10,750,196",28,"8,402,100",28,"8,056,100",5,"346,000",27,"1,591,970",15,"756,126",10,"344,805",7,"118,700",0,0,1,x,3,x,1,x,2,x,1,x,5,x
240882000,2482000,24,8,82,0,Les Collines-de-l'Outaouais,402,"126,068,731",402,"90,421,344",391,"79,704,035",117,"10,717,309",393,"21,931,664",343,"13,715,723",142,"2,609,967",91,"466,967",3,"116,763",10,"308,701",36,"109,856",6,"104,696",17,"359,034",48,"743,348",60,"400,602"
240882005,2482005,24,8,82,5,L'Ange-Gardien,84,"19,387,281",84,"14,670,198",83,"14,045,398",15,"624,800",81,"2,923,001",71,"1,794,082",25,"247,437",20,"85,732",0,0,1,x,7,"11,727",0,0,2,x,5,"9,509",9,"36,469"
240882010,2482010,24,8,82,10,Notre-Dame-de-la-Salette,29,"10,363,002",29,"8,018,006",27,"7,563,112",11,"454,894",29,"1,504,827",23,"840,169",11,"233,065",6,"74,325",2,x,0,0,3,x,0,0,3,"57,378",5,"33,309",4,"13,030"
240882015,2482015,24,8,82,15,Val-des-Monts,59,"18,272,705",59,"13,854,273",57,"12,975,077",13,"879,196",57,"2,878,838",55,"1,539,594",19,"304,543",14,"60,292",0,0,1,x,2,x,0,0,1,x,4,x,9,"57,102"
240882020,2482020,24,8,82,20,Cantley,36,"8,774,649",36,"6,682,878",34,"6,295,350",13,"387,528",36,"1,394,480",31,"697,291",8,"77,840",5,"11,054",0,0,0,0,5,x,0,0,1,x,1,x,4,"10,000"
240882030,2482030,24,8,82,30,Pontiac,109,"42,963,789",109,"28,142,533",108,"23,679,718",37,"4,462,815",108,"8,938,523",91,"5,882,733",48,"1,300,745",29,"173,981",1,x,7,"152,215",9,x,4,x,8,"171,880",20,"445,418",21,"175,584"
240882035,2482035,24,8,82,35,La Pàche,85,"26,307,305",85,"19,053,456",82,"15,145,380",28,"3,908,076",82,"4,291,995",72,"2,961,854",31,"446,337",17,"61,583",0,0,1,x,10,"22,840",2,x,2,x,13,"152,197",13,"108,417"
240883000,2483000,24,8,83,0,La VallÇe-de-la-Gatineau,240,"67,815,100",240,"43,015,943",237,"37,750,102",72,"5,265,841",235,"14,745,655",216,"10,053,502",107,"2,304,000",62,"399,742",5,x,5,x,20,"73,946",7,x,15,"396,322",37,"580,611",50,"490,648"
240883010,2483010,24,8,83,10,Low,46,"13,232,060",46,"8,662,650",45,"7,561,900",16,"1,100,750",46,"2,719,830",43,"1,849,580",23,"400,669",13,"124,530",2,x,1,x,5,"8,278",2,x,4,"101,266",6,"51,493",9,"29,100"
240883015,2483015,24,8,83,15,Kazabazua,20,"6,100,507",20,"4,075,640",19,"2,994,640",9,"1,081,000",18,"1,204,649",19,"820,218",7,x,4,"9,037",0,0,0,0,1,x,0,0,0,0,2,x,4,x
240883020,2483020,24,8,83,20,Lac-Sainte-Marie,25,"6,646,168",25,"3,834,300",25,"3,449,000",7,"385,300",25,"1,699,904",23,"1,111,964",15,"129,754",8,"18,606",0,0,0,0,1,x,0,0,0,0,6,"71,748",9,x
240883025,2483025,24,8,83,25,Northfield,17,"4,682,500",17,"3,156,376",17,"2,817,800",3,"338,576",17,"962,452",17,"563,672",5,x,4,"4,659",0,0,1,x,1,x,0,0,0,0,1,x,2,x
240883035,2483035,24,8,83,35,Wright,26,"9,391,417",26,"5,821,110",26,"4,785,910",8,"1,035,200",25,"2,265,846",23,"1,304,461",13,"369,826",8,"101,850",0,0,1,x,2,x,2,x,3,"75,000",5,"90,700",5,"43,900"
240883050,2483050,24,8,83,50,Bouchette,32,"8,413,831",32,"5,628,450",31,"5,329,000",5,"299,450",32,"1,475,107",26,"1,310,274",13,"258,096",9,"39,592",2,x,0,0,3,"4,450",1,x,2,x,4,"69,100",5,"62,704"
240883060,2483060,24,8,83,60,Messines,32,"7,348,257",32,"5,252,900",32,"4,939,900",8,"313,000",31,"1,137,144",25,"958,213",10,"214,443",5,"22,053",1,x,1,x,1,x,2,x,2,x,3,x,4,"32,000"
240883080,2483080,24,8,83,80,Montcerf,42,"12,000,361",42,"6,584,517",42,"5,871,952",16,"712,565",41,"3,280,723",40,"2,135,121",21,"728,134",11,"79,415",0,0,1,x,6,x,0,0,4,"189,000",10,"225,470",12,"212,662"
240884000,2484000,24,8,84,0,Pontiac,441,"136,505,237",441,"83,701,913",431,"72,283,584",136,"11,418,329",437,"29,535,845",391,"23,267,479",197,"4,426,882",106,"581,655",7,"264,297",13,"608,500",33,"131,752",15,"191,500",21,"380,636",73,"1,273,065",85,"995,477"
240884005,2484005,24,8,84,5,Bristol,61,"18,550,979",61,"11,101,712",58,"9,367,753",22,"1,733,959",61,"4,512,436",57,"2,936,831",27,"458,204",14,"73,021",2,x,0,0,5,x,5,"97,500",4,"73,739",7,"116,802",8,"32,450"
240884015,2484015,24,8,84,15,Clarendon,156,"54,796,193",156,"32,324,349",155,"27,951,179",44,"4,373,170",154,"12,750,325",134,"9,721,519",79,"2,153,128",42,"241,620",5,x,3,x,12,"60,650",5,x,9,"180,047",35,"797,245",38,"416,219"
240884035,2484035,24,8,84,35,Grand-Calumet,40,"12,145,913",40,"7,355,020",40,"6,499,820",12,"855,200",40,"2,466,104",37,"2,324,789",14,"300,587",6,"15,522",0,0,2,x,1,x,1,x,0,0,5,"51,100",7,"78,350"
240884040,2484040,24,8,84,40,Litchfield,46,"15,614,632",46,"10,258,364",45,"8,788,764",18,"1,469,600",46,"2,951,602",40,"2,404,666",25,"450,112",17,"102,287",0,0,1,x,5,x,2,x,1,x,8,"146,205",11,"113,300"
240884045,2484045,24,8,84,45,Thorne,27,"5,065,748",27,"3,437,432",24,x,8,x,27,"1,053,504",23,"574,812",7,"167,287",2,x,0,0,1,x,1,x,0,0,1,x,4,"33,100",4,"44,443"
