AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NXMSAREA,XMSAREA,EXMSAREA,NXMASTRE,XMASTRE,NMAPLET,MAPLET,NVFTPROD,VFTPROD
350312028,3512028,35,3,12,28,Hungerford,153,4,35,14,2,x,6,"1,625",10,"64,221"
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,23,1,x,x,0,0,3,420,2,x
350312036,3512036,35,3,12,36,Madoc,114,3,69,28,2,x,11,"3,777",9,"93,340"
350312041,3512041,35,3,12,41,Marmora and Lake,62,2,x,x,0,0,5,699,3,x
350312064,3512064,35,3,12,64,Dungannon,18,4,74,30,1,x,2,x,3,x
350312068,3512068,35,3,12,68,Mayo,18,1,x,x,1,x,0,0,1,x
350312071,3512071,35,3,12,71,Carlow,28,1,x,x,0,0,3,"2,430",6,"23,902"
350312074,3512074,35,3,12,74,Monteagle,35,2,x,x,0,0,3,x,6,"35,480"
350312078,3512078,35,3,12,78,Herschel,30,4,13,5,0,0,8,"1,013",11,"40,043"
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",24,2,x,x,0,0,8,"2,377",6,"7,500"
350313000,3513000,35,3,13,0,Prince Edward County,618,7,141,57,3,x,30,"12,442",31,"88,636"
350313001,3513001,35,3,13,1,North Marysburgh,43,1,x,x,0,0,2,x,4,x
350313004,3513004,35,3,13,4,South Marysburgh,51,0,0,0,0,0,2,x,2,x
350313008,3513008,35,3,13,8,Athol,55,1,x,x,0,0,3,"5,175",5,"17,483"
350313011,3513011,35,3,13,11,Hallowell,134,2,x,x,2,x,10,"2,765",12,"23,814"
350313018,3513018,35,3,13,18,Sophiasburgh,109,1,x,x,1,x,4,345,3,"5,050"
350313022,3513022,35,3,13,22,Hillier,85,1,x,x,0,0,1,x,1,x
350313028,3513028,35,3,13,28,Ameliasburgh,141,1,x,x,0,0,8,"3,158",4,"3,469"
350314000,3514000,35,3,14,0,Northumberland County,"1,366",31,537,217,13,"15,281",42,"21,600",82,"475,071"
350314001,3514001,35,3,14,1,Murray,152,1,x,x,0,0,4,x,7,"64,803"
350314006,3514006,35,3,14,6,Brighton,129,6,63,25,1,x,6,368,12,"30,892"
350314011,3514011,35,3,14,11,Cramahe,113,3,18,7,2,x,3,805,11,"148,322"
350314016,3514016,35,3,14,16,Haldimand,186,8,320,129,6,"13,730",3,"1,345",10,"26,885"
350314019,3514019,35,3,14,19,Hamilton,183,4,49,20,1,x,5,"1,580",8,"19,977"
350314023,3514023,35,3,14,23,Hope,200,6,78,32,3,414,6,"5,744",7,x
350314026,3514026,35,3,14,26,Alnwick,45,1,x,x,0,0,2,x,2,x
350314029,3514029,35,3,14,29,Percy,126,0,0,0,0,0,3,"6,068",10,"47,153"
350314034,3514034,35,3,14,34,Seymour,232,2,x,x,0,0,10,"3,685",15,"77,619"
350315000,3515000,35,3,15,0,Peterborough County,"1,369",31,359,145,9,696,64,"30,373",82,"365,149"
350315001,3515001,35,3,15,1,Asphodel,155,1,x,x,0,0,5,"2,230",3,x
350315006,3515006,35,3,15,6,Otonabee,242,6,58,23,1,x,7,"5,039",12,"44,620"
350315007,3515007,35,3,15,7,South Monaghan,72,0,0,0,0,0,2,x,1,x
350315009,3515009,35,3,15,9,Cavan,203,5,24,10,1,x,13,"11,073",8,"30,541"
350315011,3515011,35,3,15,11,North Monaghan,36,2,x,x,1,x,2,x,0,0
350315016,3515016,35,3,15,16,Ennismore,64,1,x,x,0,0,1,x,4,"18,755"
350315018,3515018,35,3,15,18,Smith,155,3,23,9,0,0,6,"3,178",11,"37,868"
350315022,3515022,35,3,15,22,Douro,147,4,93,38,4,211,5,"1,895",9,"17,725"
350315026,3515026,35,3,15,26,Dummer,134,1,x,x,0,0,5,"2,416",10,"70,377"
350315031,3515031,35,3,15,31,Belmont and Methuen,84,3,16,6,1,x,11,"1,976",8,"12,725"
350315038,3515038,35,3,15,38,Burleigh and Anstruther,33,2,x,x,1,x,5,510,9,"42,068"
350315042,3515042,35,3,15,42,Harvey,44,3,64,26,0,0,2,x,7,"82,256"
350316000,3516000,35,3,16,0,Victoria County,"1,710",31,973,394,12,"17,714",46,"14,759",52,"219,328"
350316001,3516001,35,3,16,1,Emily,231,3,x,x,1,x,6,"1,370",2,x
350316006,3516006,35,3,16,6,Ops,221,3,40,16,1,x,2,x,3,x
350316008,3516008,35,3,16,8,Manvers,205,13,636,257,8,"17,145",7,"1,627",8,"69,396"
350316011,3516011,35,3,16,11,Mariposa,342,0,0,0,0,0,5,"1,985",7,"27,475"
350316016,3516016,35,3,16,16,Eldon,171,6,146,59,0,0,4,205,3,"4,300"
350316021,3516021,35,3,16,21,Fenelon,197,2,x,x,0,0,6,279,6,"26,295"
350316026,3516026,35,3,16,26,Verulam,167,1,x,x,1,x,5,"2,250",6,"41,035"
350316031,3516031,35,3,16,31,Somerville,68,1,x,x,0,0,4,836,7,"7,799"
350316034,3516034,35,3,16,34,Bexley,32,2,x,x,1,x,0,0,4,"2,600"
350316036,3516036,35,3,16,36,Carden,34,0,0,0,0,0,1,x,0,0
350316039,3516039,35,3,16,39,Dalton,17,0,0,0,0,0,2,x,0,0
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",25,0,0,0,0,0,4,"4,720",6,"31,287"
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,001",67,"1,750",708,36,"21,634",43,"5,997",55,"219,728"
350318001,3518001,35,3,18,1,Pickering,111,1,x,x,0,0,2,x,1,x
350318005,3518005,35,3,18,5,Ajax,28,1,x,x,0,0,0,0,0,0
350318009,3518009,35,3,18,9,Whitby,88,2,x,x,0,0,1,x,1,x
350318013,3518013,35,3,18,13,Oshawa,70,3,39,16,3,x,0,0,2,x
350318017,3518017,35,3,18,17,Clarington,529,22,899,364,12,"14,495",14,900,16,"44,359"
350318020,3518020,35,3,18,20,Scugog,445,16,366,148,11,"3,712",9,"1,074",19,"134,969"
350318029,3518029,35,3,18,29,Uxbridge,363,15,317,128,9,"2,922",10,"1,562",9,"11,610"
350318039,3518039,35,3,18,39,Brock,367,7,102,41,1,x,7,"2,293",7,"18,490"
350319000,3519000,35,3,19,0,York Regional Municipality,"1,211",47,"1,248",505,27,"21,704",31,"5,305",30,"221,671"
350319028,3519028,35,3,19,28,Vaughan,139,4,435,176,1,x,3,430,2,x
350319036,3519036,35,3,19,36,Markham,107,2,x,x,1,x,3,955,0,0
350319038,3519038,35,3,19,38,Richmond Hill,34,0,0,0,0,0,1,x,0,0
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,201,22,483,195,17,"15,445",5,"1,560",10,"182,174"
350319046,3519046,35,3,19,46,Aurora,24,1,x,x,0,0,0,0,0,0
350319049,3519049,35,3,19,49,King,314,10,253,102,4,698,7,"1,612",6,"11,347"
350319054,3519054,35,3,19,54,East Gwillimbury,209,8,68,28,4,x,4,x,4,x
350319070,3519070,35,3,19,70,Georgina,183,0,0,0,0,0,8,553,8,"12,315"
350344000,3544000,35,3,44,0,Muskoka District Municipality,260,13,103,42,5,x,40,"10,801",45,"122,082"
350344002,3544002,35,3,44,2,Gravenhurst,34,2,x,x,1,x,1,x,1,x
350344018,3544018,35,3,44,18,Bracebridge,53,3,27,11,2,x,4,x,9,"44,970"
350344027,3544027,35,3,44,27,Lake of Bays,18,1,x,x,0,0,7,"3,645",4,x
350344042,3544042,35,3,44,42,Huntsville,78,5,26,11,2,x,16,"3,157",17,"36,663"
350344053,3544053,35,3,44,53,Muskoka Lakes,77,2,x,x,0,0,12,"2,672",14,"23,037"
350346000,3546000,35,3,46,0,Haliburton County,87,3,7,3,1,x,26,"12,970",16,"75,002"
350346006,3546006,35,3,46,6,Monmouth,28,1,x,x,0,0,7,"2,805",6,"22,255"
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",33,0,0,0,0,0,8,"5,935",5,"41,201"
350346024,3546024,35,3,46,24,Dysart and Others,26,2,x,x,1,x,11,"4,230",5,"11,546"
350349000,3549000,35,3,49,0,Parry Sound District,425,17,458,185,5,683,73,"57,011",78,"197,190"
350349014,3549014,35,3,49,14,Perry,28,4,112,45,1,x,11,"3,924",8,"17,906"
350349019,3549019,35,3,49,19,Armour,25,2,x,x,0,0,4,"2,450",1,x
350349024,3549024,35,3,49,24,Ryerson,35,4,x,x,1,x,4,"2,460",6,"15,441"
350349028,3549028,35,3,49,28,McKellar,30,1,x,x,0,0,8,"3,036",9,"34,437"
350349031,3549031,35,3,49,31,McDougall,43,2,x,x,1,x,6,x,13,"28,522"
350349042,3549042,35,3,49,42,Chapman,26,0,0,0,0,0,3,"2,250",5,"9,957"
350349046,3549046,35,3,49,46,Strong,46,1,x,x,0,0,7,"11,053",6,"22,888"
350349054,3549054,35,3,49,54,Machar,20,1,x,x,1,x,6,"9,174",4,x
350349059,3549059,35,3,49,59,South Himsworth,62,1,x,x,0,0,6,"1,995",6,"5,906"
350349066,3549066,35,3,49,66,North Himsworth,17,0,0,0,0,0,1,x,2,x
350349071,3549071,35,3,49,71,Nipissing,36,1,x,x,1,x,5,"2,525",9,"24,960"
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",57,0,0,0,0,0,12,"16,807",9,"29,951"
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,473",247,"5,840","2,363",117,"58,038",522,"301,513",729,"2,967,842"
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","2,113",49,809,327,18,"5,348",60,"23,706",73,"193,738"
350401001,3501001,35,4,1,1,Lancaster,168,4,89,36,0,0,11,"7,611",8,"52,260"
350401006,3501006,35,4,1,6,Charlottenburgh,219,2,x,x,1,x,12,"4,624",11,"20,092"
350401010,3501010,35,4,1,10,Cornwall,100,2,x,x,0,0,4,"1,655",7,"8,380"
350401015,3501015,35,4,1,15,Osnabruck,141,3,155,63,1,x,2,x,7,"20,400"
350401017,3501017,35,4,1,17,Williamsburgh,133,8,58,23,2,x,4,"1,200",6,x
350401022,3501022,35,4,1,22,Matilda,186,4,106,43,4,"1,640",2,x,6,"20,072"
350401027,3501027,35,4,1,27,Mountain,222,4,55,22,3,x,0,0,3,"5,300"
350401031,3501031,35,4,1,31,Winchester,240,1,x,x,0,0,1,x,1,x
350401038,3501038,35,4,1,38,Finch,148,1,x,x,1,x,2,x,0,0
350401045,3501045,35,4,1,45,Roxborough,170,10,80,32,4,x,5,"2,340",9,"10,976"
350401048,3501048,35,4,1,48,Kenyon,151,4,162,66,1,x,6,"2,204",8,"23,799"
350401053,3501053,35,4,1,53,Lochiel,235,6,46,19,1,x,11,"2,662",7,"19,870"
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,239",35,897,363,15,"28,445",34,"18,111",39,"72,130"
350402001,3502001,35,4,2,1,East Hawkesbury,164,1,x,x,0,0,5,"4,200",5,"11,380"
350402006,3502006,35,4,2,6,West Hawkesbury,77,1,x,x,0,0,1,x,3,"4,453"
350402012,3502012,35,4,2,12,Caledonia,112,3,40,16,1,x,1,x,2,x
350402016,3502016,35,4,2,16,Longueuil,46,1,x,x,0,0,1,x,1,x
350402021,3502021,35,4,2,21,Alfred,114,3,x,x,2,x,4,"1,960",4,"4,835"
350402026,3502026,35,4,2,26,South Plantagenet,135,8,405,164,4,x,5,"2,545",6,"9,038"
350402031,3502031,35,4,2,31,North Plantagenet,111,3,43,17,2,x,3,960,5,"5,875"
350402037,3502037,35,4,2,37,Clarence,160,11,234,95,4,"1,830",8,"2,195",8,"29,407"
350402042,3502042,35,4,2,42,Cambridge,150,2,x,x,2,x,6,"2,750",5,"4,280"
350402048,3502048,35,4,2,48,Russell,170,2,x,x,0,0,0,0,0,0
350406000,3506000,35,4,6,0,Ottawa-Carleton Regional Municipality,"1,455",32,639,259,18,"5,355",38,"7,410",50,"157,937"
350406001,3506001,35,4,6,1,Osgoode,289,6,112,45,6,665,7,"1,214",12,"28,548"
350406004,3506004,35,4,6,4,Cumberland,188,2,x,x,1,x,7,"3,225",6,"20,373"
350406006,3506006,35,4,6,6,Gloucester,88,2,x,x,2,x,1,x,1,x
350406012,3506012,35,4,6,12,Nepean,70,1,x,x,1,x,1,x,3,x
350406018,3506018,35,4,6,18,Rideau,211,8,114,46,1,x,10,"1,325",5,x
350406027,3506027,35,4,6,27,Goulbourn,164,5,122,49,4,"1,305",2,x,8,"15,675"
350406030,3506030,35,4,6,30,Kanata,45,2,x,x,0,0,0,0,0,0
350406042,3506042,35,4,6,42,West Carleton,400,6,37,15,3,450,10,846,15,"43,514"
350407000,3507000,35,4,7,0,Leeds and Grenville United Counties,"1,493",45,638,258,20,"5,862",93,"66,604",108,"276,928"
350407001,3507001,35,4,7,1,Edwardsburgh,158,5,73,30,2,x,9,"7,036",13,"36,053"
350407006,3507006,35,4,7,6,Augusta,142,4,73,30,0,0,5,"2,081",11,"18,950"
350407012,3507012,35,4,7,12,Elizabethtown,159,6,68,28,2,x,7,"2,015",9,"34,320"
350407017,3507017,35,4,7,17,Front of Yonge,53,4,30,12,2,x,3,930,4,"8,240"
350407020,3507020,35,4,7,20,Front of Escott,54,2,x,x,0,0,1,x,1,x
350407022,3507022,35,4,7,22,Front of Leeds and Lansdowne,125,0,0,0,0,0,1,x,5,"2,945"
350407027,3507027,35,4,7,27,Rear of Leeds and Lansdowne,83,0,0,0,0,0,2,x,4,"20,703"
350407029,3507029,35,4,7,29,South Crosby,62,2,x,x,1,x,9,"7,315",11,"23,734"
350407031,3507031,35,4,7,31,North Crosby,53,2,x,x,0,0,5,"1,770",6,"15,985"
350407039,3507039,35,4,7,39,Bastard and South Burgess,121,3,11,4,1,x,21,"22,397",9,"32,739"
350407041,3507041,35,4,7,41,Rear of Yonge and Escott,57,1,x,x,1,x,4,"3,300",5,"12,345"
350407046,3507046,35,4,7,46,Kitley,95,0,0,0,0,0,7,"4,105",7,"16,260"
350407049,3507049,35,4,7,49,South Elmsley,42,0,0,0,0,0,5,"4,550",2,x
350407051,3507051,35,4,7,51,Wolford,62,2,x,x,1,x,3,"3,575",5,"11,700"
350407056,3507056,35,4,7,56,Oxford-on-Rideau,156,11,249,101,8,"4,229",9,"4,150",12,"20,464"
350407061,3507061,35,4,7,61,South Gower,71,3,43,17,2,x,2,x,4,"6,400"
350409000,3509000,35,4,9,0,Lanark County,"1,065",23,525,212,16,"5,057",104,"111,085",116,"510,320"
350409001,3509001,35,4,9,1,Montague,101,3,55,22,1,x,2,x,7,"15,924"
350409008,3509008,35,4,9,8,North Elmsley,55,0,0,0,0,0,7,"12,333",1,x
350409011,3509011,35,4,9,11,North Burgess,34,0,0,0,0,0,2,x,2,x
350409014,3509014,35,4,9,14,South Sherbrooke,17,1,x,x,1,x,4,"5,362",6,"11,335"
350409016,3509016,35,4,9,16,Bathurst,125,0,0,0,0,0,8,"2,928",12,"69,580"
350409019,3509019,35,4,9,19,Drummond,144,3,23,9,2,x,6,"2,253",15,"87,316"
350409024,3509024,35,4,9,24,Beckwith,101,3,x,x,3,x,6,926,9,"39,653"
350409029,3509029,35,4,9,29,Ramsay,185,4,48,19,2,x,16,"3,657",13,"23,146"
350409034,3509034,35,4,9,34,Lanark,95,5,72,29,5,"1,000",11,"17,233",18,"114,776"
350409040,3509040,35,4,9,40,"Lavant, Dalhousie, and North Sherbrooke",92,2,x,x,2,x,36,"58,197",26,"107,262"
350409046,3509046,35,4,9,46,Pakenham,116,2,x,x,0,0,6,"7,486",7,"34,128"
350410000,3510000,35,4,10,0,Frontenac County,823,15,507,205,8,"2,094",58,"35,308",54,"200,397"
350410001,3510001,35,4,10,1,Wolfe Island,88,0,0,0,0,0,2,x,1,x
350410006,3510006,35,4,10,6,Pittsburgh,138,3,42,17,2,x,6,"5,025",4,"11,758"
350410009,3510009,35,4,10,9,Kingston,99,3,50,20,2,x,3,x,3,"3,416"
350410014,3510014,35,4,10,14,Storrington,104,1,x,x,0,0,3,750,2,x
350410018,3510018,35,4,10,18,Loughborough,86,2,x,x,1,x,7,"2,528",6,"19,164"
350410022,3510022,35,4,10,22,Portland,127,1,x,x,1,x,13,"4,757",8,"22,180"
350410026,3510026,35,4,10,26,Hinchinbrooke,58,2,x,x,2,x,3,"1,530",10,"15,231"
350410029,3510029,35,4,10,29,Bedford,42,0,0,0,0,0,3,892,2,x
350410032,3510032,35,4,10,32,Oso,24,1,x,x,0,0,10,"14,900",7,"29,023"
350410036,3510036,35,4,10,36,Olden,31,0,0,0,0,0,4,"1,450",5,x
350410046,3510046,35,4,10,46,Clarendon and Miller,26,2,x,x,0,0,4,"2,696",6,"40,736"
350411000,3511000,35,4,11,0,Lennox and Addington County,753,13,365,148,8,"3,695",33,"8,539",37,"114,638"
350411001,3511001,35,4,11,1,Amherst Island,25,0,0,0,0,0,0,0,0,0
350411004,3511004,35,4,11,4,Ernestown,158,2,x,x,1,x,5,894,4,x
350411011,3511011,35,4,11,11,South Fredericksburgh,63,2,x,x,0,0,1,x,3,x
350411014,3511014,35,4,11,14,Adolphustown,20,0,0,0,0,0,2,x,1,x
350411016,3511016,35,4,11,16,North Fredericksburgh,56,0,0,0,0,0,1,x,0,0
350411019,3511019,35,4,11,19,Richmond,121,0,0,0,0,0,2,x,5,"7,259"
350411024,3511024,35,4,11,24,Camden East,213,1,x,x,0,0,16,"3,788",11,"17,477"
350411031,3511031,35,4,11,31,Sheffield,67,1,x,x,1,x,0,0,3,x
350411034,3511034,35,4,11,34,"Kaladar, Anglesea and Effingham",30,7,294,119,6,x,6,"1,355",10,"35,710"
350447000,3547000,35,4,47,0,Renfrew County,"1,532",35,"1,460",591,14,"2,182",102,"30,750",252,"1,441,754"
350447001,3547001,35,4,47,1,McNab,172,6,25,10,2,x,14,"3,707",12,"34,799"
350447006,3547006,35,4,47,6,Bagot and Blythfield,28,2,x,x,2,x,4,665,8,x
350447016,3547016,35,4,47,16,Sebastopol,37,1,x,x,0,0,7,"2,290",13,"80,333"
350447019,3547019,35,4,47,19,Brudenell and Lyndoch,41,0,0,0,0,0,6,"1,981",14,"63,160"
350447022,3547022,35,4,47,22,Raglan,38,0,0,0,0,0,7,"4,732",18,"103,118"
350447026,3547026,35,4,47,26,"Sherwood, Jones and Burns",43,1,x,x,0,0,5,"2,803",15,"68,408"
350447031,3547031,35,4,47,31,Hagarty and Richards,60,2,x,x,0,0,8,"3,847",21,"101,581"
350447036,3547036,35,4,47,36,South Algona,45,3,75,30,1,x,0,0,12,"218,668"
350447038,3547038,35,4,47,38,Grattan,90,2,x,x,1,x,6,"1,163",23,"114,130"
350447042,3547042,35,4,47,42,Admaston,120,1,x,x,1,x,3,806,6,"85,562"
350447046,3547046,35,4,47,46,Horton,88,1,x,x,1,x,7,"1,012",8,"25,638"
350447049,3547049,35,4,47,49,Ross,135,3,x,x,0,0,8,"1,582",10,"23,779"
350447054,3547054,35,4,47,54,Bromley,113,0,0,0,0,0,1,x,7,"21,854"
350447058,3547058,35,4,47,58,Westmeath,208,4,127,51,2,x,7,"1,694",20,"87,695"
350447062,3547062,35,4,47,62,Pembroke,26,2,x,x,0,0,1,x,2,x
350447066,3547066,35,4,47,66,Stafford,69,0,0,0,0,0,3,133,8,"37,446"
350447069,3547069,35,4,47,69,Wilberforce,95,1,x,x,1,x,8,"2,479",29,"134,257"
350447074,3547074,35,4,47,74,Alice and Fraser,98,2,x,x,0,0,6,976,21,"83,244"
350447092,3547092,35,4,47,92,"Rolph, Buchanan, Wylie and McKay",26,4,77,31,3,510,1,x,5,"33,734"
350500000,3500000,35,5,0,0,Northern Ontario Region - RÇgion du Nord de l'Ontario,"2,915",59,"1,303",527,22,"7,625",91,"84,537",284,"2,122,968"
350548000,3548000,35,5,48,0,Nipissing District,299,7,167,68,4,"1,500",16,"10,299",40,"257,487"
350548013,3548013,35,5,48,13,Papineau-Cameron,22,0,0,0,0,0,2,x,7,"36,778"
350548022,3548022,35,5,48,22,Calvin,28,2,x,x,2,x,2,x,5,x
350548027,3548027,35,5,48,27,Bonfield,45,3,80,32,0,0,4,"1,600",6,"66,130"
350548031,3548031,35,5,48,31,Chisholm,52,0,0,0,0,0,5,"2,898",7,x
350548051,3548051,35,5,48,51,Springer,27,1,x,x,1,x,0,0,1,x
350548058,3548058,35,5,48,58,Caldwell,49,0,0,0,0,0,0,0,3,"29,378"
350548094,3548094,35,5,48,94,"Nipissing, Unorganized, North Part",76,1,x,x,1,x,3,"4,700",11,"85,676"
350551000,3551000,35,5,51,0,Manitoulin District,316,1,x,x,0,0,18,"5,306",31,"210,651"
350551001,3551001,35,5,51,1,Tehkummah,27,0,0,0,0,0,1,x,1,x
350551004,3551004,35,5,51,4,Carnarvon,36,1,x,x,0,0,2,x,9,"95,257"
350551011,3551011,35,5,51,11,Assiginack,47,0,0,0,0,0,1,x,4,"16,297"
350551016,3551016,35,5,51,16,Howland,54,0,0,0,0,0,3,340,3,x
350551021,3551021,35,5,51,21,Billings,29,0,0,0,0,0,3,700,2,x
350551024,3551024,35,5,51,24,Gordon,41,0,0,0,0,0,4,"1,877",3,"3,929"
350551028,3551028,35,5,51,28,Burpee,31,0,0,0,0,0,2,x,5,"52,833"
350551092,3551092,35,5,51,92,"Manitoulin, Unorganized, Centre Part",51,0,0,0,0,0,2,x,4,"12,010"
350552000,3552000,35,5,52,0,Sudbury District,193,4,78,32,0,0,2,x,16,"102,002"
350552001,3552001,35,5,52,1,"Cosby, Mason and Martland",29,1,x,x,0,0,1,x,1,x
350552004,3552004,35,5,52,4,"Casimir, Jennings and Appleby",41,1,x,x,0,0,0,0,1,x
350552008,3552008,35,5,52,8,Ratter and Dunnet,32,0,0,0,0,0,1,x,2,x
350552020,3552020,35,5,52,20,The Spanish River,58,1,x,x,0,0,0,0,9,"82,184"
350552093,3552093,35,5,52,93,"Sudbury, Unorganized, North Part",33,1,x,x,0,0,0,0,3,"3,548"
350553000,3553000,35,5,53,0,Sudbury Regional Municipality,172,7,188,76,2,x,2,x,7,"12,900"
350553012,3553012,35,5,53,12,Walden,47,6,x,x,1,x,1,x,3,x
350553024,3553024,35,5,53,24,Rayside-Balfour,75,1,x,x,1,x,0,0,1,x
350553028,3553028,35,5,53,28,Valley East,50,0,0,0,0,0,1,x,3,"3,400"
350554000,3554000,35,5,54,0,Timiskaming District,589,4,146,59,0,0,4,702,21,"186,782"
350554012,3554012,35,5,54,12,Haileybury,29,3,x,x,0,0,0,0,1,x
350554014,3554014,35,5,54,14,Harris,26,0,0,0,0,0,0,0,0,0
350554016,3554016,35,5,54,16,Dymond,38,0,0,0,0,0,0,0,0,0
350554021,3554021,35,5,54,21,Hudson,37,0,0,0,0,0,0,0,0,0
350554024,3554024,35,5,54,24,Kerns,59,0,0,0,0,0,0,0,2,x
350554026,3554026,35,5,54,26,Harley,39,0,0,0,0,0,0,0,2,x
350554029,3554029,35,5,54,29,Casey,33,0,0,0,0,0,0,0,0,0
350554032,3554032,35,5,54,32,Brethour,21,0,0,0,0,0,0,0,1,x
350554034,3554034,35,5,54,34,Hilliard,32,0,0,0,0,0,0,0,1,x
350554036,3554036,35,5,54,36,Armstrong,46,0,0,0,0,0,0,0,1,x
350554046,3554046,35,5,54,46,Dack,32,0,0,0,0,0,0,0,0,0
350554049,3554049,35,5,54,49,Evanturel,32,0,0,0,0,0,0,0,3,"17,174"
350554054,3554054,35,5,54,54,Chamberlain,24,0,0,0,0,0,0,0,2,x
350554094,3554094,35,5,54,94,"Timiskaming, Unorganized, West Part",141,1,x,x,0,0,4,702,8,"120,178"
350556000,3556000,35,5,56,0,Cochrane District,228,0,0,0,0,0,0,0,14,"81,722"
350556014,3556014,35,5,56,14,Black River-Matheson,66,0,0,0,0,0,0,0,5,"36,483"
350556027,3556027,35,5,56,27,Timmins,36,0,0,0,0,0,0,0,2,x
350556031,3556031,35,5,56,31,Iroquois Falls,24,0,0,0,0,0,0,0,3,"4,248"
350556092,3556092,35,5,56,92,"Cochrane, Unorganized, North Part",102,0,0,0,0,0,0,0,4,x
350557000,3557000,35,5,57,0,Algoma District,365,18,336,136,9,"1,530",44,"65,846",52,"332,517"
350557008,3557008,35,5,57,8,St. Joseph,56,4,92,37,3,x,19,"56,854",12,"120,625"
350557011,3557011,35,5,57,11,Laird,37,3,90,36,0,0,0,0,2,x
350557016,3557016,35,5,57,16,Johnson,38,0,0,0,0,0,2,x,9,"23,781"
350557019,3557019,35,5,57,19,Plummer Additional,39,0,0,0,0,0,4,"1,191",4,"48,778"
350557024,3557024,35,5,57,24,Thessalon,31,1,x,x,1,x,2,x,5,"30,841"
350557029,3557029,35,5,57,29,Day and Bright Additional,35,2,x,x,1,x,4,"1,715",6,"35,412"
350557051,3557051,35,5,57,51,"Macdonald, Meredith and Aberdeen Additional",28,1,x,x,1,x,2,x,3,x
350557061,3557061,35,5,57,61,Sault Ste. Marie,28,2,x,x,2,x,2,x,0,0
350557095,3557095,35,5,57,95,"Algoma, Unorganized, North Part",73,5,66,27,1,x,9,"3,003",11,"56,061"
350558000,3558000,35,5,58,0,Thunder Bay District,307,14,360,146,6,"4,495",2,x,19,"166,461"
350558001,3558001,35,5,58,1,Neebing,23,1,x,x,0,0,1,x,1,x
350558004,3558004,35,5,58,4,Thunder Bay,32,2,x,x,2,x,0,0,2,x
350558008,3558008,35,5,58,8,Paipoonge,83,1,x,x,1,x,1,x,4,"45,151"
350558016,3558016,35,5,58,16,O'Connor,30,1,x,x,1,x,0,0,3,"31,172"
350558024,3558024,35,5,58,24,Oliver,41,2,x,x,1,x,0,0,2,x
350558090,3558090,35,5,58,90,"Thunder Bay, Unorganized",98,7,167,68,1,x,0,0,7,"57,961"
350559000,3559000,35,5,59,0,Rainy River District,336,3,x,x,1,x,2,x,67,"693,474"
350559011,3559011,35,5,59,11,Alberton,26,1,x,x,0,0,0,0,2,x
350559016,3559016,35,5,59,16,La Vallee,41,0,0,0,0,0,0,0,0,0
350559019,3559019,35,5,59,19,Emo,43,0,0,0,0,0,0,0,8,"85,421"
350559024,3559024,35,5,59,24,Chapple,72,1,x,x,0,0,0,0,18,"170,217"
350559031,3559031,35,5,59,31,Morley,45,0,0,0,0,0,2,x,13,"119,808"
350559039,3559039,35,5,59,39,Blue,33,0,0,0,0,0,0,0,3,x
350559041,3559041,35,5,59,41,Atwood,21,0,0,0,0,0,0,0,3,"24,942"
350559090,3559090,35,5,59,90,"Rainy River, Unorganized",55,1,x,x,1,x,0,0,20,"268,857"
350560000,3560000,35,5,60,0,Kenora District,110,1,x,x,0,0,1,x,17,"78,972"
350560090,3560090,35,5,60,90,"Kenora, Unorganized",110,1,x,x,0,0,1,x,17,"78,972"
460000000,4600000,46,0,0,0,Manitoba,"24,383",140,"2,152",871,34,"8,266",11,"7,395",227,"1,193,698"
460100000,4600000,46,1,0,0,Agricultural Region  1 - RÇgion agricole  1,"1,731",0,0,0,0,0,1,x,2,x
460105000,4605000,46,1,5,0,Division No.  5,"1,731",0,0,0,0,0,1,x,2,x
460105024,4605024,46,1,5,24,Turtle Mountain,240,0,0,0,0,0,0,0,0,0
460105031,4605031,46,1,5,31,Morton,213,0,0,0,0,0,1,x,1,x
460105037,4605037,46,1,5,37,Winchester,169,0,0,0,0,0,0,0,0,0
460105043,4605043,46,1,5,43,Brenda,177,0,0,0,0,0,0,0,0,0
460105050,4605050,46,1,5,50,Arthur,158,0,0,0,0,0,0,0,1,x
460105055,4605055,46,1,5,55,Edward,145,0,0,0,0,0,0,0,0,0
460105058,4605058,46,1,5,58,Albert,140,0,0,0,0,0,0,0,0,0
460105061,4605061,46,1,5,61,Cameron,137,0,0,0,0,0,0,0,0,0
460105067,4605067,46,1,5,67,Whitewater,116,0,0,0,0,0,0,0,0,0
460105070,4605070,46,1,5,70,Riverside,110,0,0,0,0,0,0,0,0,0
