AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALM,TOTALF,ONE,ONEM,ONEF,TWO,TWOM,TWOF
350552093,3552093,35,5,52,93,"Sudbury, Unorganized, North Part",45,25,15,20,15,0,25,10,10
350553000,3553000,35,5,53,0,Sudbury Regional Municipality,255,175,80,100,85,10,155,85,70
350553012,3553012,35,5,53,12,Walden,70,45,20,30,25,5,35,15,15
350553024,3553024,35,5,53,24,Rayside-Balfour,110,75,35,40,35,5,70,40,30
350553028,3553028,35,5,53,28,Valley East,75,55,25,25,25,0,55,30,20
350554000,3554000,35,5,54,0,Timiskaming District,870,620,245,320,300,15,550,315,230
350554012,3554012,35,5,54,12,Haileybury,35,25,10,20,20,5,10,10,10
350554014,3554014,35,5,54,14,Harris,35,30,10,15,15,0,25,15,10
350554016,3554016,35,5,54,16,Dymond,60,40,20,15,15,0,45,30,20
350554021,3554021,35,5,54,21,Hudson,55,35,20,20,20,0,40,20,20
350554024,3554024,35,5,54,24,Kerns,90,60,30,30,30,0,65,35,30
350554026,3554026,35,5,54,26,Harley,55,40,15,20,20,0,35,20,15
350554029,3554029,35,5,54,29,Casey,45,35,5,15,15,0,30,25,10
350554032,3554032,35,5,54,32,Brethour,30,25,10,10,10,0,20,10,10
350554034,3554034,35,5,54,34,Hilliard,50,40,15,15,15,0,35,25,10
350554036,3554036,35,5,54,36,Armstrong,75,55,25,20,20,0,60,35,25
350554046,3554046,35,5,54,46,Dack,45,35,10,20,20,0,30,20,10
350554049,3554049,35,5,54,49,Evanturel,45,30,15,20,15,0,30,15,15
350554054,3554054,35,5,54,54,Chamberlain,35,25,10,10,15,0,20,10,10
350554094,3554094,35,5,54,94,"Timiskaming, Unorganized, West Part",195,140,55,90,80,5,110,60,45
350556000,3556000,35,5,56,0,Cochrane District,320,245,80,145,135,15,175,105,65
350556014,3556014,35,5,56,14,Black River-Matheson,90,65,25,45,40,5,45,25,20
350556027,3556027,35,5,56,27,Timmins,55,40,15,20,15,0,35,20,15
350556031,3556031,35,5,56,31,Iroquois Falls,35,30,5,15,15,0,20,15,5
350556092,3556092,35,5,56,92,"Cochrane, Unorganized, North Part",140,105,35,70,65,5,70,45,25
350557000,3557000,35,5,57,0,Algoma District,505,355,150,225,195,25,280,160,120
350557008,3557008,35,5,57,8,St. Joseph,75,55,15,35,35,5,40,20,15
350557011,3557011,35,5,57,11,Laird,55,40,20,20,15,5,35,25,15
350557016,3557016,35,5,57,16,Johnson,55,35,20,25,20,0,35,15,20
350557019,3557019,35,5,57,19,Plummer Additional,50,35,15,30,25,0,25,10,10
350557024,3557024,35,5,57,24,Thessalon,50,40,15,15,15,0,35,20,10
350557029,3557029,35,5,57,29,Day and Bright Additional,50,35,15,15,15,0,35,20,15
350557051,3557051,35,5,57,51,"Macdonald, Meredith and Aberdeen Additional",40,30,10,15,20,0,20,10,10
350557061,3557061,35,5,57,61,Sault Ste. Marie,35,25,10,20,15,5,15,10,5
350557095,3557095,35,5,57,95,"Algoma, Unorganized, North Part",100,65,30,45,40,10,45,25,25
350558000,3558000,35,5,58,0,Thunder Bay District,475,325,150,165,140,20,315,190,125
350558001,3558001,35,5,58,1,Neebing,35,25,15,5,10,0,30,15,10
350558004,3558004,35,5,58,4,Thunder Bay,50,35,15,20,20,5,25,15,10
350558008,3558008,35,5,58,8,Paipoonge,140,100,40,40,35,0,100,65,35
350558016,3558016,35,5,58,16,O'Connor,40,25,10,20,15,5,20,10,10
350558024,3558024,35,5,58,24,Oliver,70,50,20,15,15,0,60,35,25
350558090,3558090,35,5,58,90,"Thunder Bay, Unorganized",140,90,50,65,45,15,80,45,35
350559000,3559000,35,5,59,0,Rainy River District,465,355,110,210,205,10,255,155,100
350559011,3559011,35,5,59,11,Alberton,35,30,5,20,20,0,15,10,5
350559016,3559016,35,5,59,16,La Vallee,60,45,20,25,20,5,35,20,10
350559019,3559019,35,5,59,19,Emo,60,45,20,25,20,5,35,20,15
350559024,3559024,35,5,59,24,Chapple,95,75,20,50,45,0,45,30,20
350559031,3559031,35,5,59,31,Morley,70,45,20,25,25,0,45,20,20
350559039,3559039,35,5,59,39,Blue,45,35,10,20,20,0,30,20,10
350559041,3559041,35,5,59,41,Atwood,30,20,10,15,15,0,15,5,5
350559090,3559090,35,5,59,90,"Rainy River, Unorganized",75,60,20,35,30,5,40,25,15
350560000,3560000,35,5,60,0,Kenora District,165,115,55,55,55,5,105,60,45
350560090,3560090,35,5,60,90,"Kenora, Unorganized",165,115,50,55,50,5,110,60,50
460000000,4600000,46,0,0,0,Manitoba,"33,255","26,080","7,175","15,895","15,195",700,"17,365","10,885","6,475"
460100000,4600000,46,1,0,0,Agricultural Region  1 - RÇgion agricole  1,"2,320","1,825",490,"1,165","1,120",45,"1,155",705,445
460105000,4605000,46,1,5,0,Division No.  5,"2,315","1,825",495,"1,165","1,120",45,"1,155",710,445
460105024,4605024,46,1,5,24,Turtle Mountain,330,255,80,160,150,10,175,100,70
460105031,4605031,46,1,5,31,Morton,290,220,70,135,135,5,160,90,65
460105037,4605037,46,1,5,37,Winchester,245,185,55,95,90,0,155,100,55
460105043,4605043,46,1,5,43,Brenda,235,175,60,105,100,5,130,75,60
460105050,4605050,46,1,5,50,Arthur,195,165,30,125,120,5,75,50,25
460105055,4605055,46,1,5,55,Edward,180,150,30,105,105,5,70,45,25
460105058,4605058,46,1,5,58,Albert,175,150,25,105,100,5,75,50,20
460105061,4605061,46,1,5,61,Cameron,190,155,35,90,90,5,100,65,35
460105067,4605067,46,1,5,67,Whitewater,155,125,35,80,80,0,80,45,35
460105070,4605070,46,1,5,70,Riverside,145,110,30,70,75,5,70,45,35
460105076,4605076,46,1,5,76,Strathcona,165,130,40,85,85,5,80,45,35
460200000,4600000,46,2,0,0,Agricultural Region  2 - RÇgion agricole  2,"3,380","2,580",800,"1,570","1,505",65,"1,810","1,075",735
460206000,4606000,46,2,6,0,Division No.  6,"1,290","1,010",275,655,635,20,630,375,255
460206015,4606015,46,2,6,15,Sifton,245,190,60,120,110,5,130,75,55
460206023,4606023,46,2,6,23,Pipestone,325,265,60,180,180,0,145,90,55
460206028,4606028,46,2,6,28,Wallace,410,320,95,215,205,10,195,110,85
460206037,4606037,46,2,6,37,Woodworth,305,240,65,145,140,0,160,100,60
460207000,4607000,46,2,7,0,Division No.  7,"2,090","1,570",525,910,865,40,"1,180",700,480
460207038,4607038,46,2,7,38,South Cypress,200,145,55,80,75,5,120,70,50
460207045,4607045,46,2,7,45,Oakland,265,200,65,120,115,5,145,85,60
460207051,4607051,46,2,7,51,Glenwood,210,165,45,90,85,5,120,80,40
460207057,4607057,46,2,7,57,Whitehead,210,165,50,105,105,0,105,60,40
460207065,4607065,46,2,7,65,North Cypress,405,295,110,155,145,5,255,150,100
460207071,4607071,46,2,7,71,Elton,595,445,155,270,255,15,325,190,135
460207075,4607075,46,2,7,75,Daly,200,155,50,95,90,5,105,65,45
460300000,4600000,46,3,0,0,Agricultural Region  3 - RÇgion agricole  3,"3,015","2,400",615,"1,505","1,455",50,"1,510",950,560
460315000,4615000,46,3,15,0,Division No. 15,"3,015","2,400",615,"1,505","1,450",50,"1,510",950,560
460315018,4615018,46,3,15,18,Langford,180,155,30,90,90,0,90,65,30
460315023,4615023,46,3,15,23,Odanah,150,115,30,65,65,5,80,50,30
460315027,4615027,46,3,15,27,Saskatchewan,240,175,65,105,100,10,130,75,60
460315033,4615033,46,3,15,33,Blanshard,175,140,35,85,85,0,90,60,35
460315036,4615036,46,3,15,36,Hamiota,200,160,35,120,110,5,85,50,35
460315041,4615041,46,3,15,41,Miniota,235,200,40,130,125,5,110,75,35
460315046,4615046,46,3,15,46,Archie,135,110,25,65,65,5,70,45,25
460315048,4615048,46,3,15,48,Ellice,125,100,30,55,50,5,75,45,30
460315055,4615055,46,3,15,55,Birtle,270,215,50,135,130,5,135,90,45
460315060,4615060,46,3,15,60,Shoal Lake,160,130,30,75,70,5,80,50,30
460315064,4615064,46,3,15,64,Strathclair,215,170,40,85,80,0,130,90,40
460315069,4615069,46,3,15,69,Harrison,165,130,35,90,85,0,70,40,30
460315073,4615073,46,3,15,73,Minto,160,125,35,85,80,5,75,40,30
460315078,4615078,46,3,15,78,Rosedale,325,260,65,175,175,0,150,85,60
460315091,4615091,46,3,15,91,Clanwilliam,140,105,30,70,65,0,65,40,25
460315095,4615095,46,3,15,95,Park (South),155,120,35,75,75,0,75,45,30
460400000,4600000,46,4,0,0,Agricultural Region  4 - RÇgion agricole  4,"1,465","1,160",310,715,695,20,750,460,290
460416000,4616000,46,4,16,0,Division No. 16,"1,470","1,160",310,715,695,25,750,460,290
460416002,4616002,46,4,16,2,Rossburn,255,200,60,115,110,5,135,85,50
460416019,4616019,46,4,16,19,Silver Creek,165,135,35,80,80,0,85,55,30
460416024,4616024,46,4,16,24,Russell,170,130,40,75,75,5,95,55,35
460416040,4616040,46,4,16,40,Shellmouth,190,145,45,80,80,0,110,65,40
460416042,4616042,46,4,16,42,Boulton,155,125,30,85,85,0,70,40,30
460416045,4616045,46,4,16,45,Hillsburg,180,135,45,90,85,5,85,55,35
460416049,4616049,46,4,16,49,Shell River,285,235,50,155,150,5,130,85,50
460416063,4616063,46,4,16,63,Park (North),70,55,15,30,30,0,40,25,15
460500000,4600000,46,5,0,0,Agricultural Region  5 - RÇgion agricole  5,"1,300","1,075",225,760,725,30,540,345,190
460520000,4620000,46,5,20,0,Division No. 20,"1,300","1,075",225,760,725,35,540,345,190
460520032,4620032,46,5,20,32,Mountain (South),180,145,35,95,90,5,85,50,35
460520037,4620037,46,5,20,37,Minitonas,335,275,50,190,185,5,145,95,50
460520041,4620041,46,5,20,41,Swan River,645,540,110,390,375,20,260,165,90
460520055,4620055,46,5,20,55,Mountain (North),135,110,25,85,85,5,50,30,20
460600000,4600000,46,6,0,0,Agricultural Region  6 - RÇgion agricole  6,"2,795","2,255",535,"1,450","1,405",45,"1,340",850,490
460617000,4617000,46,6,17,0,Division No. 17,"2,795","2,260",535,"1,450","1,405",45,"1,340",850,490
460617026,4617026,46,6,17,26,Alonsa,380,300,80,190,190,5,190,115,75
460617034,4617034,46,6,17,34,McCreary,210,165,45,110,105,0,105,60,45
460617040,4617040,46,6,17,40,Ste. Rose,165,145,20,100,105,0,65,45,20
460617045,4617045,46,6,17,45,Ochre River,200,150,50,100,95,5,105,60,45
460617048,4617048,46,6,17,48,Dauphin,550,435,110,280,270,10,270,170,105
460617053,4617053,46,6,17,53,Gilbert Plains,350,285,65,190,185,5,155,100,55
460617057,4617057,46,6,17,57,Grandview,330,275,55,170,165,5,160,110,50
460617063,4617063,46,6,17,63,Ethelbert,205,165,40,105,100,5,95,65,35
460617071,4617071,46,6,17,71,Mossey River,210,180,25,110,105,0,105,75,25
460617076,4617076,46,6,17,76,Lawrence,190,150,40,95,90,0,95,60,40
460700000,4600000,46,7,0,0,Agricultural Region  7 - RÇgion agricole  7,"3,880","3,100",775,"1,780","1,705",75,"2,095","1,390",705
460708000,4608000,46,7,8,0,Division No.  8,"1,970","1,560",405,940,905,30,"1,030",655,370
460708031,4608031,46,7,8,31,South Norfolk,290,240,50,135,130,0,155,105,50
460708042,4608042,46,7,8,42,Victoria,220,165,55,85,80,0,140,85,55
460708045,4608045,46,7,8,45,North Norfolk,520,415,105,275,260,15,245,150,90
460708054,4608054,46,7,8,54,Lansdowne,220,170,55,95,95,0,125,75,50
460708059,4608059,46,7,8,59,Westbourne,440,355,85,220,215,10,225,145,80
460708066,4608066,46,7,8,66,Lakeview,110,90,25,55,55,5,55,35,20
460708072,4608072,46,7,8,72,Glenella,155,125,35,65,70,0,90,60,35
460709000,4609000,46,7,9,0,Division No.  9,"1,145",940,205,530,505,25,615,430,185
460709017,4609017,46,7,9,17,Grey,430,335,85,165,160,10,260,175,80
460709024,4609024,46,7,9,24,Portage la Prairie,720,605,115,360,345,15,355,255,100
460710000,4610000,46,7,10,0,Division No. 10,760,595,165,315,295,20,445,305,145
460710035,4610035,46,7,10,35,Macdonald,510,400,105,220,200,10,290,200,95
460710043,4610043,46,7,10,43,Cartier,175,145,35,70,70,5,100,70,30
460710052,4610052,46,7,10,52,St. Francois Xavier,80,60,20,25,20,5,55,35,20
460800000,4600000,46,8,0,0,Agricultural Region  8 - RÇgion agricole  8,"4,690","3,715",975,"2,220","2,150",70,"2,470","1,565",905
460803000,4603000,46,8,3,0,Division No.  3,"2,900","2,295",610,"1,365","1,320",45,"1,540",975,565
460803030,4603030,46,8,3,30,Montcalm,225,170,55,75,70,5,150,100,50
460803036,4603036,46,8,3,36,Rhineland,695,540,150,295,290,5,395,255,140
460803047,4603047,46,8,3,47,Stanley,645,535,115,355,345,15,290,190,105
460803058,4603058,46,8,3,58,Thompson,210,170,40,110,105,5,105,65,40
460803062,4603062,46,8,3,62,Roland,195,155,40,100,100,0,95,60,35
460803065,4603065,46,8,3,65,Morris,465,360,105,195,190,10,270,170,95
460803072,4603072,46,8,3,72,Dufferin,465,365,100,235,225,10,230,135,90
460804000,4604000,46,8,4,0,Division No.  4,"1,790","1,420",370,855,830,25,930,590,340
460804033,4604033,46,8,4,33,Pembina,415,340,75,225,215,5,195,125,65
460804039,4604039,46,8,4,39,Louise,350,275,75,170,160,5,180,115,65
460804051,4604051,46,8,4,51,Roblin,255,210,50,145,140,0,115,70,45
460804057,4604057,46,8,4,57,Argyle,310,225,80,120,115,10,185,110,75
460804063,4604063,46,8,4,63,Lorne,460,365,90,205,200,0,255,165,90
460900000,4600000,46,9,0,0,Agricultural Region  9 - RÇgion agricole  9,"4,250","3,185","1,065","1,800","1,685",115,"2,445","1,500",945
460902000,4602000,46,9,2,0,Division No.  2,"2,845","2,100",745,"1,065","1,015",55,"1,775","1,085",685
460902025,4602025,46,9,2,25,Franklin,350,265,80,150,145,5,200,120,75
460902032,4602032,46,9,2,32,De Salaberry,320,250,70,125,120,0,195,130,70
460902041,4602041,46,9,2,41,Hanover,935,675,255,345,330,15,590,345,245
460902053,4602053,46,9,2,53,La Broquerie,260,185,75,80,75,5,180,105,75
460902057,4602057,46,9,2,57,Ste. Anne,345,235,105,115,105,10,230,130,95
460902069,4602069,46,9,2,69,Tache,395,290,100,140,135,10,245,155,90
460902075,4602075,46,9,2,75,Ritchot,245,195,45,105,105,5,135,90,40
460911000,4611000,46,9,11,0,Division No. 11,240,175,65,120,100,20,120,75,50
460911040,4611040,46,9,11,40,Winnipeg,170,120,50,90,75,20,85,45,35
460911042,4611042,46,9,11,42,Headingley,70,55,15,30,30,0,40,25,15
460912000,4612000,46,9,12,0,Division No. 12,"1,165",910,260,620,575,45,550,340,210
460912047,4612047,46,9,12,47,Springfield,690,530,160,365,335,30,320,195,125
460912052,4612052,46,9,12,52,Brokenhead,480,380,100,250,235,15,235,145,85
461000000,4600000,46,10,0,0,Agricultural Region 10 - RÇgion agricole 10,"1,080",830,255,525,490,30,555,335,225
461001000,4601000,46,10,1,0,Division No.  1,"1,080",825,255,520,490,30,560,335,225
461001035,4601035,46,10,1,35,Stuartburn,325,235,85,130,125,10,190,115,75
461001039,4601039,46,10,1,39,Piney,170,140,35,90,80,5,85,55,30
461001043,4601043,46,10,1,43,Reynolds,100,80,20,55,55,0,45,25,20
461001046,4601046,46,10,1,46,Whitemouth,220,155,60,95,90,5,125,70,55
461001057,4601057,46,10,1,57,Lac du Bonnet,160,125,30,95,85,5,65,45,25
461001071,4601071,46,10,1,71,Alexander,110,85,30,60,55,5,50,25,20
461100000,4600000,46,11,0,0,Agricultural Region 11 - RÇgion agricole 11,"2,180","1,690",485,"1,050",985,65,"1,125",705,420
461113000,4613000,46,11,13,0,Division No. 13,860,690,175,445,415,30,415,270,145
461113032,4613032,46,11,13,32,East St. Paul,35,30,5,25,20,5,15,10,0
461113037,4613037,46,11,13,37,West St. Paul,40,40,5,25,25,0,15,15,0
461113043,4613043,46,11,13,43,St. Andrews,425,340,90,210,195,10,215,135,80
461113056,4613056,46,11,13,56,St. Clements,360,290,75,190,175,15,175,110,65
461114000,4614000,46,11,14,0,Division No. 14,"1,320","1,005",315,600,565,35,715,435,280
461114015,4614015,46,11,14,15,Rosser,185,150,40,85,75,10,100,75,30
461114031,4614031,46,11,14,31,Woodlands,440,325,110,195,185,10,245,145,95
461114036,4614036,46,11,14,36,Rockwood,690,525,165,325,305,20,365,220,145
461200000,4600000,46,12,0,0,Agricultural Region 12 - RÇgion agricole 12,"2,910","2,265",650,"1,355","1,270",80,"1,560",990,565
461218000,4618000,46,12,18,0,Division No. 18,"2,490","1,940",550,"1,150","1,080",70,"1,345",860,480
461218031,4618031,46,12,18,31,Gimli,105,80,20,60,55,5,45,25,15
461218037,4618037,46,12,18,37,Armstrong,415,310,105,185,170,10,230,135,90
461218040,4618040,46,12,18,40,St. Laurent,95,65,25,40,40,5,55,35,25
461218044,4618044,46,12,18,44,Coldwell,225,165,55,90,80,5,140,85,55
461218052,4618052,46,12,18,52,Eriksdale,180,125,50,75,65,10,105,60,45
461218057,4618057,46,12,18,57,Siglunes,210,160,50,105,100,5,105,60,45
461218060,4618060,46,12,18,60,Grahamdale,335,250,85,125,115,10,210,130,75
461218068,4618068,46,12,18,68,Fisher,395,325,70,210,200,5,185,120,60
461218071,4618071,46,12,18,71,Bifrost,530,450,80,260,250,10,270,205,75
461219000,4619000,46,12,19,0,Division No. 19,220,175,45,115,105,5,105,70,40
461219045,4619045,46,12,19,45,"Division No. 19, Unorganized",220,180,45,115,105,10,110,70,35
461221000,4621000,46,12,21,0,Division No. 21,205,150,55,95,85,5,105,65,50
461221078,4621078,46,12,21,78,"Division No. 21, Unorganized",200,150,55,90,85,5,110,65,50
470000000,4700000,47,0,0,0,Saskatchewan,"72,925","58,315","14,610","40,015","38,065","1,955","32,910","20,255","12,655"
470001000,4701000,47,0,1,0,Division No.  1,"3,790","3,100",690,"2,115","2,035",80,"1,675","1,065",610
470002000,4702000,47,0,2,0,Division No.  2,"3,745","3,045",700,"2,145","2,045",105,"1,605","1,005",600
470003000,4703000,47,0,3,0,Division No.  3,"3,705","2,930",780,"2,130","2,000",130,"1,575",930,645
470004000,4704000,47,0,4,0,Division No.  4,"2,600","2,010",590,"1,355","1,255",100,"1,250",755,490
470005000,4705000,47,0,5,0,Division No.  5,"4,615","3,725",890,"2,540","2,450",95,"2,070","1,275",795
470006000,4706000,47,0,6,0,Division No.  6,"5,875","4,555","1,325","3,060","2,880",185,"2,820","1,680","1,135"
470007000,4707000,47,0,7,0,Division No.  7,"3,995","3,200",795,"2,225","2,125",100,"1,770","1,075",695
470008000,4708000,47,0,8,0,Division No.  8,"4,395","3,420",975,"2,255","2,105",145,"2,140","1,310",830
470009000,4709000,47,0,9,0,Division No.  9,"4,515","3,685",835,"2,625","2,525",100,"1,890","1,160",730
470010000,4710000,47,0,10,0,Division No. 10,"3,610","2,990",620,"2,090","2,025",65,"1,515",960,555
470011000,4711000,47,0,11,0,Division No. 11,"5,165","4,025","1,145","2,640","2,500",145,"2,525","1,520","1,000"
470012000,4712000,47,0,12,0,Division No. 12,"3,655","2,805",850,"1,850","1,720",130,"1,810","1,080",725
470013000,4713000,47,0,13,0,Division No. 13,"3,780","3,080",700,"2,150","2,045",105,"1,630","1,035",595
470014000,4714000,47,0,14,0,Division No. 14,"5,430","4,390","1,040","3,090","2,945",145,"2,340","1,450",890
470015000,4715000,47,0,15,0,Division No. 15,"6,460","5,230","1,225","3,625","3,470",155,"2,825","1,760","1,070"
470016000,4716000,47,0,16,0,Division No. 16,"4,095","3,350",740,"2,315","2,215",100,"1,775","1,135",640
470017000,4717000,47,0,17,0,Division No. 17,"3,500","2,785",720,"1,805","1,715",85,"1,700","1,065",630
471000000,4700000,47,10,0,0,Agricultural Region 1A - RÇgion agricole 1A,"2,980","2,435",545,"1,665","1,605",65,"1,310",835,480
471001001,4701001,47,10,1,1,Argyle No. 1,155,130,25,90,85,0,65,40,20
471001006,4701006,47,10,1,6,Mount Pleasant No. 2,200,160,35,120,115,5,75,50,30
471001011,4701011,47,10,1,11,Enniskillen No. 3,230,190,40,115,115,0,115,75,45
471001016,4701016,47,10,1,16,Coalfields No. 4,165,135,30,85,85,0,75,50,25
471001022,4701022,47,10,1,22,Estevan No. 5,245,195,45,125,120,5,120,75,45
471001027,4701027,47,10,1,27,Benson No. 35,190,160,35,130,125,5,65,40,30
471001031,4701031,47,10,1,31,Browning No. 34,240,205,40,135,130,5,105,70,35
471001036,4701036,47,10,1,36,Moose Creek No. 33,190,155,35,110,100,5,80,50,30
471001039,4701039,47,10,1,39,Reciprocity No. 32,210,165,45,110,105,5,100,60,40
471001043,4701043,47,10,1,43,Storthoaks No. 31,155,125,30,80,80,0,75,50,30
471001047,4701047,47,10,1,47,Antler No. 61,245,200,50,125,120,5,125,75,45
471001053,4701053,47,10,1,53,Moose Mountain No. 63,230,185,45,145,135,5,90,55,40
471001058,4701058,47,10,1,58,Brock No. 64,160,135,30,95,90,5,65,40,25
471001063,4701063,47,10,1,63,Tecumseh No. 65,200,165,35,120,120,5,75,45,30
471002001,4702001,47,10,2,1,Cambria No. 6,155,125,35,80,80,5,75,45,30
471100000,4700000,47,11,0,0,Agricultural Region 1B - RÇgion agricole 1B,"2,950","2,375",580,"1,560","1,495",60,"1,395",880,520
471101069,4701069,47,11,1,69,Golden West No. 95,165,140,30,120,110,5,50,25,20
471101072,4701072,47,11,1,72,Hazelwood No. 94,155,135,25,95,95,0,60,35,25
471101076,4701076,47,11,1,76,Wawken No. 93,220,180,40,110,105,0,115,75,35
471101091,4701091,47,11,1,91,Walpole No. 92,205,165,40,105,100,5,100,60,35
471101094,4701094,47,11,1,94,Maryfield No. 91,210,165,45,100,90,0,115,75,40
471105001,4705001,47,11,5,1,Moosomin No. 121,190,150,35,100,95,5,90,55,30
471105007,4705007,47,11,5,7,Martin No. 122,160,125,35,85,75,5,75,45,30
471105011,4705011,47,11,5,11,Silverwood No. 123,225,175,50,100,100,0,125,75,45
471105014,4705014,47,11,5,14,Kingsley No. 124,230,190,40,110,105,5,120,85,35
471105018,4705018,47,11,5,18,Chester No. 125,240,195,45,135,125,5,105,70,35
471105027,4705027,47,11,5,27,Wolseley No. 155,235,205,35,145,140,0,95,65,30
471105028,4705028,47,11,5,28,Elcapo No. 154,275,220,50,150,145,5,125,80,45
471105033,4705033,47,11,5,33,Willowdale No. 153,195,145,50,100,95,5,90,50,40
471105037,4705037,47,11,5,37,Rocanville No. 151,245,175,65,105,100,5,135,75,60
472000000,4700000,47,20,0,0,Agricultural Region 2A - RÇgion agricole 2A,"2,260","1,835",420,"1,285","1,220",60,975,615,355
472002033,4702033,47,20,2,33,Lomond No. 37,145,130,25,105,100,5,50,30,15
472002037,4702037,47,20,2,37,Cymri No. 36,215,180,35,125,120,5,95,60,35
472002042,4702042,47,20,2,42,Griffin No. 66,190,155,30,115,110,10,75,45,25
472002044,4702044,47,20,2,44,Weyburn No. 67,290,235,55,150,145,5,140,95,50
472002051,4702051,47,20,2,51,Brokenshell No. 68,150,125,25,95,90,5,50,30,20
472002052,4702052,47,20,2,52,Norton No. 69,200,155,40,95,90,5,100,70,35
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,185,150,40,110,100,5,85,50,30
472002066,4702066,47,20,2,66,Caledonia No. 99,195,155,40,100,95,10,95,60,30
472002069,4702069,47,20,2,69,Scott No. 98,220,175,45,120,110,5,95,60,35
472002073,4702073,47,20,2,73,Wellington No. 97,225,180,50,130,120,10,95,55,35
472002076,4702076,47,20,2,76,Fillmore No. 96,235,200,45,140,135,0,95,60,40
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"4,145","3,175",975,"2,155","1,995",160,"1,995","1,180",815
472106001,4706001,47,21,6,1,Montmartre No. 126,310,245,65,180,170,10,130,75,55
472106004,4706004,47,21,6,4,Francis No. 127,385,305,75,205,195,10,175,110,70
472106011,4706011,47,21,6,11,Lajord No. 128,300,230,75,135,120,10,170,110,65
472106013,4706013,47,21,6,13,Bratt's Lake No. 129,235,175,60,125,115,20,105,65,40
472106016,4706016,47,21,6,16,Redburn No. 130,210,165,45,120,115,10,90,50,40
472106021,4706021,47,21,6,21,Pense No. 160,265,200,65,140,125,15,125,70,55
472106026,4706026,47,21,6,26,Sherwood No. 159,335,240,90,150,130,20,190,110,75
472106029,4706029,47,21,6,29,Edenwold No. 158,550,405,145,265,240,20,290,170,125
472106034,4706034,47,21,6,34,South Qu'Appelle No. 157,435,320,115,190,175,10,245,145,100
472106038,4706038,47,21,6,38,Indian Head No. 156,215,170,45,115,115,5,95,60,40
472107001,4707001,47,21,7,1,Baildon No. 131,230,180,45,130,125,5,105,55,45
472107036,4707036,47,21,7,36,Caron No. 162,165,135,35,105,100,5,65,40,25
472107038,4707038,47,21,7,38,Moose Jaw No. 161,320,255,70,170,165,10,145,85,60
472107042,4707042,47,21,7,42,Marquis No. 191,200,160,45,120,110,10,80,45,35
473000000,4700000,47,30,0,0,Agricultural Region 3AN - RÇgion agricole 3AN,"1,790","1,450",340,"1,045",995,50,750,455,290
473003068,4703068,47,30,3,68,Gravelbourg No. 104,235,185,50,130,125,5,105,55,45
473003074,4703074,47,30,3,74,Sutton No. 103,185,150,35,115,105,10,70,45,30
473003093,4703093,47,30,3,93,Lake Johnston No. 102,140,120,25,90,85,5,50,30,25
473003096,4703096,47,30,3,96,Terrell No. 101,175,135,35,110,105,10,60,30,25
473007004,4707004,47,30,7,4,Hillsborough No. 132,55,40,10,30,30,5,25,10,10
473007006,4707006,47,30,7,6,Rodgers No. 133,110,95,15,80,80,0,30,20,10
473007011,4707011,47,30,7,11,Shamrock No. 134,160,130,30,90,85,5,65,45,25
473007029,4707029,47,30,7,29,Chaplin No. 164,110,90,20,60,60,0,45,30,15
473007032,4707032,47,30,7,32,Wheatlands No. 163,125,105,25,70,70,0,60,30,25
473007047,4707047,47,30,7,47,Eyebrow No. 193,185,150,40,100,95,5,85,55,30
473007053,4707053,47,30,7,53,Enfield No. 194,200,165,35,115,110,5,85,55,30
473007071,4707071,47,30,7,71,Maple Bush No. 224,110,90,20,50,45,0,55,45,15
473100000,4700000,47,31,0,0,Agricultural Region 3AS - RÇgion agricole 3AS,"3,265","2,615",650,"1,865","1,770",95,"1,400",840,550
473102006,4702006,47,31,2,6,Souris Valley No. 7,185,150,30,115,110,5,65,40,25
473102011,4702011,47,31,2,11,Lake Alma No. 8,145,120,25,100,90,5,45,30,20
473102014,4702014,47,31,2,14,Surprise Valley No. 9,135,105,20,80,70,0,55,35,20
473102018,4702018,47,31,2,18,Happy Valley No. 10,75,65,10,55,55,0,20,10,5
473102024,4702024,47,31,2,24,Bengough No. 40,195,160,35,120,115,0,75,45,30
473102026,4702026,47,31,2,26,The Gap No. 39,160,135,25,95,90,5,70,45,20
473102029,4702029,47,31,2,29,Laurier No. 38,195,155,45,100,90,10,95,60,35
473102057,4702057,47,31,2,57,Key West No. 70,245,185,60,125,115,10,125,70,50
473103001,4703001,47,31,3,1,Hart Butte No. 11,150,120,30,90,85,5,65,35,30
473103006,4703006,47,31,3,6,Poplar Valley No. 12,140,110,30,80,80,5,60,40,25
473103011,4703011,47,31,3,11,Old Post No. 43,270,200,70,140,125,15,130,75,55
473103022,4703022,47,31,3,22,Waverley No. 44,205,155,45,100,90,5,105,60,45
473103026,4703026,47,31,3,26,Willow Bunch No. 42,250,200,50,130,125,5,120,75,45
473103029,4703029,47,31,3,29,Excel No. 71,225,185,40,145,135,5,80,45,30
473103034,4703034,47,31,3,34,Lake of the Rivers No. 72,200,170,35,110,110,5,90,60,30
473103038,4703038,47,31,3,38,Stonehenge No. 73,290,245,45,185,175,10,105,70,40
473103042,4703042,47,31,3,42,Wood River No. 74,200,150,50,100,100,5,95,50,45
