AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NTINSUR,TINSUR,NINSCROP,INSCROP,NINSOTH,INSOTH,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NSEEDCO,SEEDCO,NCONTAIN,CONTAIN,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTOM,CUSTOM,NTOTINT,TOTINT,NTELPHON,TELPHON,NELECTY,ELECTY,NFUELHT,FUELHT,NREPBLDG,REPBLDG,NOTHEXP,OTHEXP,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
240450090,2450090,24,4,50,90,Saint-ZÇphirin-de-Courval,60,"6,958,134",12,"76,704",11,x,1,x,37,"676,415",29,"485,701",18,"190,714",58,"425,276",45,"217,395",55,"207,881",57,"599,978",57,"224,850",56,"375,128",53,"1,029,359",48,"542,848",40,"165,263",46,"321,248",45,"273,976",30,"17,879",51,"1,833,070",49,"1,104,304",48,"1,051,509",30,"443,828",50,"284,938",52,"308,283",53,"902,033",60,"41,949",59,"203,356",19,"69,030",53,"237,977",56,"536,825",37,"2,176",28,"1,780",22,396
240450095,2450095,24,4,50,95,Saint-Elphäge,30,"4,009,439",7,"43,633",7,"43,633",0,0,21,"325,259",14,"232,020",15,"93,239",28,"214,518",24,"103,296",27,"111,222",30,"496,396",29,"160,023",30,"336,373",28,"934,651",27,"575,952",26,"102,512",25,"256,187",25,"248,148",11,"5,420",24,"644,531",24,"387,956",24,"311,350",14,"118,318",24,"138,257",25,"304,042",26,"438,344",29,"24,974",28,"90,838",11,"60,139",28,"121,297",29,"305,397",21,919,12,697,16,222
240450100,2450100,24,4,50,100,Baie-du-Febvre,63,"7,967,429",13,"74,547",12,x,1,x,42,"739,568",27,"436,022",30,"303,546",61,"495,599",42,"218,747",59,"276,852",61,"861,111",61,"337,753",60,"523,358",56,"1,143,597",52,"641,296",44,"182,266",46,"320,035",44,"292,990",31,"21,139",53,"1,613,041",53,"1,006,138",51,"797,166",36,"313,404",52,"293,499",54,"502,872",53,"1,189,738",59,"42,502",62,"224,264",12,"42,271",58,"234,487",58,"782,693",42,"2,039",24,"1,311",29,728
240450130,2450130,24,4,50,130,Saint-Franáois-du-Lac,111,"9,842,779",30,"132,287",30,x,1,x,53,"888,060",24,"376,973",39,"511,087",102,"713,850",49,"461,041",98,"252,809",105,"829,648",101,"319,550",99,"510,098",87,"2,000,518",80,"1,092,578",62,"277,589",67,"630,351",63,"525,436",55,"120,386",57,"2,776,668",50,"1,523,412",47,"1,420,125",35,"1,056,913",51,"196,343",54,"329,653",79,"713,566",99,"65,611",104,"243,357",36,"236,919",83,"268,736",92,"523,520",53,"2,140",15,835,45,"1,305"
240451000,2451000,24,4,51,0,MaskinongÇ,526,"98,486,152",162,"728,923",153,"673,102",11,"55,821",289,"6,457,651",161,"3,025,842",200,"3,431,809",510,"4,645,543",308,"2,941,881",480,"1,703,662",503,"4,126,244",486,"1,473,610",470,"2,652,634",401,"5,758,657",336,"3,000,201",304,"1,025,652",335,"1,732,804",321,"1,540,927",273,"377,634",394,"53,999,316",369,"32,658,459",359,"30,845,495",230,"19,559,623",358,"1,781,234",311,"6,585,214",377,"5,796,219",457,"323,484",494,"1,932,082",133,"1,030,634",454,"2,234,107",461,"4,490,444",289,"16,171",116,"11,106",231,"5,065"
240451010,2451010,24,4,51,10,Saint-Joseph-de-MaskinongÇ,51,"4,770,403",18,x,18,"57,050",2,x,24,"491,171",14,"217,151",16,"274,020",50,"320,910",28,"177,310",47,"143,600",48,"415,914",47,"122,811",44,"293,103",43,"548,399",34,"282,959",36,"125,509",36,"139,931",33,"111,689",34,"28,396",33,"1,593,305",32,"1,183,793",30,"1,106,845",14,"244,193",33,"165,319",31,x,33,"322,801",46,"27,776",46,"129,381",11,"54,624",40,"157,798",40,"475,554",24,"1,000",8,648,21,352
240451015,2451015,24,4,51,15,Louiseville,61,"17,488,643",20,"124,934",20,"124,934",0,0,39,"1,596,788",19,"337,838",25,"1,258,950",61,"569,674",28,"293,370",59,"276,304",58,"593,361",58,"193,095",55,"400,266",44,"828,613",39,"424,783",34,"113,315",35,"290,515",35,"270,536",24,"17,682",42,"10,519,960",41,"6,970,460",40,"6,183,280",25,"3,339,913",37,"209,587",37,"395,526",46,"882,908",53,"60,182",58,"377,710",21,"302,721",56,"462,348",56,"756,236",39,"4,110",12,"3,269",34,841
240451020,2451020,24,4,51,20,Yamachiche,82,"42,285,668",25,x,23,"60,352",2,x,55,"855,385",25,"413,449",43,"441,936",79,"1,588,882",57,"1,288,792",72,"300,090",77,"777,142",74,"284,005",75,"493,137",63,"1,318,549",59,"770,472",51,"192,292",56,"355,785",53,"313,419",38,x,63,"29,748,341",59,"16,533,370",58,"16,332,100",43,x,53,x,54,x,63,"938,375",76,x,80,"309,769",28,x,72,"403,868",76,"819,239",55,"2,071",19,"1,252",44,819
240451025,2451025,24,4,51,25,Saint-BarnabÇ,43,"6,436,456",15,"67,325",15,"67,325",0,0,23,"491,113",10,"275,909",16,"215,204",41,"614,301",31,"424,220",35,"190,081",41,"364,777",41,"133,185",37,"231,592",34,"470,317",25,"230,149",21,"119,020",26,"121,148",24,"101,390",25,"23,071",38,"2,997,446",35,"1,830,288",34,"1,629,448",20,"843,802",36,"323,356",23,x,32,"574,607",37,"31,367",39,"171,274",8,x,38,"125,213",36,"310,516",23,"1,393",13,"1,051",15,342
240451030,2451030,24,4,51,30,Saint-SÇväre,36,"3,241,033",9,"37,480",9,"37,480",0,0,22,"460,335",13,"366,035",16,"94,300",34,"166,257",30,"72,807",32,"93,450",35,"227,053",34,"77,116",34,"149,937",31,"370,100",30,"230,005",25,"60,991",24,"79,104",24,"68,843",23,x,31,"1,004,555",29,"725,797",28,"610,032",17,x,28,x,24,x,29,"384,212",33,x,36,"102,282",7,"7,341",33,"130,364",30,"218,756",22,"1,218",11,958,17,260
240451035,2451035,24,4,51,35,Saint-LÇon-le-Grand,73,"9,556,179",21,"112,695",21,"112,695",0,0,43,"1,281,475",27,"562,903",31,"718,572",72,"466,015",45,"201,441",71,"264,574",71,"705,141",69,"274,503",66,"430,638",65,"1,044,849",57,"502,244",54,"203,837",57,"338,768",52,"294,741",38,"154,001",61,"2,734,542",57,"1,821,008",54,"1,648,747",35,"632,442",57,"281,092",48,"218,851",55,"1,252,762",64,"49,532",67,"335,949",19,"218,551",64,"374,419",61,"607,397",43,"2,945",21,"1,568",33,"1,377"
240451040,2451040,24,4,51,40,Sainte-Ursule,52,"5,434,093",18,"110,415",15,"94,615",3,"15,800",26,"370,541",17,"249,397",17,"121,144",50,"289,040",33,"141,862",49,"147,178",50,"353,361",49,"118,038",50,"235,323",40,"394,461",37,"231,986",32,"62,708",32,"99,767",32,"90,420",27,"23,671",42,"2,273,142",38,"1,501,323",37,"1,357,184",26,"639,075",37,"132,744",34,"175,949",37,"512,821",47,"24,021",51,"153,728",15,"75,447",46,"183,467",50,"494,029",26,967,10,x,21,x
240451045,2451045,24,4,51,45,Saint-Justin,43,"4,052,764",17,x,15,"100,486",2,x,23,"389,751",15,x,16,x,43,"333,759",23,"198,108",42,"135,651",41,"355,390",41,"120,111",38,"235,279",30,"571,300",22,"242,685",22,"116,701",27,"211,914",27,"201,767",23,x,31,"1,091,666",29,"560,823",29,"522,010",20,x,27,x,23,x,31,"413,036",36,x,41,"136,387",8,x,38,"165,649",40,"319,625",23,"1,087",10,778,20,309
240451055,2451055,24,4,51,55,Sainte-Angäle-de-PrÇmont,27,"1,025,223",5,"6,700",5,"6,700",0,0,5,x,5,x,1,x,27,"71,845",11,"25,571",26,"46,274",25,"109,035",22,"49,671",24,"59,364",17,"71,562",13,"37,403",10,"8,623",13,"25,536",13,"21,044",13,x,16,"274,869",16,"185,915",16,"140,065",11,"58,887",14,"30,067",11,"32,616",15,"95,446",21,"9,878",26,"40,568",6,x,21,"49,239",24,"178,143",5,131,2,x,3,x
240451060,2451060,24,4,51,60,Saint-Paulin,58,"4,195,690",14,x,12,"11,465",2,x,29,x,16,x,19,"234,523",53,"224,860",22,"118,400",47,"106,460",57,"225,070",51,"101,075",47,"123,995",34,"140,507",20,"47,515",19,"22,656",29,"70,336",28,"67,079",28,"21,314",37,"1,761,490",33,"1,345,682",33,"1,315,783",19,x,36,x,26,x,36,"419,251",44,x,50,"175,034",10,"85,957",46,"181,742",48,"310,949",29,"1,249",10,886,23,363
240490000,2490000,24,4,90,0,Le Haut-Saint-Maurice,21,"752,020",5,"1,838",5,"1,838",0,0,4,x,2,x,2,x,16,"73,377",10,"39,021",15,"34,356",20,"84,250",18,"33,957",16,"50,293",14,"101,622",11,"51,919",7,"18,768",10,"30,935",8,"24,178",10,"17,783",15,"156,283",12,"56,282",10,"30,914",13,"82,955",13,"17,046",10,"34,609",12,"83,173",16,"9,199",16,"28,033",1,x,18,"37,390",17,"74,543",4,88,2,x,3,x
240490020,2490020,24,4,90,20,Langelier,21,"752,020",5,"1,838",5,"1,838",0,0,4,x,2,x,2,x,16,"73,377",10,"39,021",15,"34,356",20,"84,250",18,"33,957",16,"50,293",14,"101,622",11,"51,919",7,"18,768",10,"30,935",8,"24,178",10,"17,783",15,"156,283",12,"56,282",10,"30,914",13,"82,955",13,"17,046",10,"34,609",12,"83,173",16,"9,199",16,"28,033",1,x,18,"37,390",17,"74,543",4,88,2,x,3,x
240500000,2400000,24,5,0,0,Estrie,"3,143","233,030,340",732,"1,587,715",693,"1,470,007",66,"117,708","1,371","29,513,232",826,"13,091,741",975,"16,421,491","2,941","12,360,548","1,119","4,814,950","2,785","7,545,598","3,013","20,246,114","2,914","7,028,430","2,754","13,217,684","2,113","13,873,527","1,860","8,669,081",884,"1,516,348","1,398","3,688,098","1,281","3,151,350","1,689","2,908,061","2,214","86,638,161","2,042","58,001,830","1,964","50,996,911","1,252","20,796,965","2,035","7,839,366","1,491","6,867,017","1,934","22,480,348","2,490","1,563,189","2,803","7,607,885",466,"1,764,870","2,469","8,108,670","2,731","17,511,003","1,371","71,895",631,"50,918","1,038","20,977"
240530000,2430000,24,5,30,0,Le Granit,594,"29,844,204",128,"319,437",126,"306,501",5,"12,936",225,"4,071,987",139,"2,072,262",150,"1,999,725",561,"1,548,138",142,"433,021",537,"1,115,117",571,"3,285,968",551,"1,245,204",514,"2,040,764",301,"1,644,247",261,"1,026,830",109,"120,622",206,"496,795",189,"426,191",284,"470,901",290,"8,880,032",269,"5,995,437",261,"5,280,283",161,"1,956,597",272,"927,998",261,"877,119",365,"2,886,030",447,"219,566",513,"961,242",105,"254,377",431,"1,242,183",519,"3,182,977",225,"9,287",92,"5,726",183,"3,561"
240530005,2430005,24,5,30,5,Saint-Augustin-de-Woburn,24,"1,167,057",4,"8,142",4,"8,142",0,0,11,"95,343",5,"52,652",7,"42,691",22,"54,209",5,"17,481",19,"36,728",21,"86,741",20,"37,215",19,"49,526",13,"42,208",9,"27,025",5,"7,663",7,"7,520",7,"7,198",14,"26,239",12,"524,760",11,"434,496",11,"426,482",9,"70,625",12,"19,639",9,"30,911",15,"106,225",17,"6,554",22,"40,033",5,"6,796",21,"75,675",21,"63,221",11,296,2,x,11,x
240530020,2430020,24,5,30,20,Piopolis,36,"1,023,156",7,"9,491",7,"9,491",0,0,13,"86,969",7,"29,682",11,"57,287",36,"64,054",7,"11,409",34,"52,645",32,"138,157",29,"47,168",28,"90,989",15,"46,619",14,"31,574",5,"2,232",10,"12,813",10,"6,185",12,"27,915",14,"231,933",14,"176,582",14,"128,426",6,"24,030",14,"31,321",15,"25,265",21,"141,544",26,"13,878",31,"51,956",8,"10,539",26,"46,908",34,"127,928",13,390,3,134,13,256
240530025,2430025,24,5,30,25,Frontenac,28,"609,371",6,"20,082",6,"20,082",0,0,6,"19,582",5,x,2,x,27,"48,606",5,"13,666",26,"34,940",28,"127,345",28,"45,470",27,"81,875",10,"22,349",9,"13,020",2,x,6,x,6,"8,520",14,"15,865",10,"66,381",9,"51,756",9,"51,517",4,"8,495",8,"6,130",12,"24,088",15,"75,634",18,x,21,"25,298",4,x,19,"57,882",22,"94,296",6,72,1,x,5,x
240530045,2430045,24,5,30,45,Nantes,35,"1,258,333",8,"20,724",8,"20,724",0,0,9,"143,443",5,"30,750",6,"112,693",29,"82,616",10,"42,800",26,"39,816",34,"157,714",34,"65,139",30,"92,575",16,"77,351",14,"45,530",8,"10,323",14,"21,498",11,"16,174",12,"18,210",15,"395,352",14,"205,303",14,"203,704",9,"167,624",14,"22,425",13,"29,305",21,"103,449",26,"9,967",30,"37,544",8,"12,812",23,"49,210",29,"120,636",9,228,2,x,8,x
240530050,2430050,24,5,30,50,Sainte-CÇcile-de-Whitton,29,"1,491,081",3,x,2,x,1,x,12,"110,046",6,"55,474",8,"54,572",27,"72,538",7,"17,424",26,"55,114",28,"172,881",27,"62,633",28,"110,248",16,"72,736",15,"40,780",8,"6,678",11,"25,278",11,"23,369",15,"19,170",13,"444,467",12,"358,304",12,"330,282",8,"35,541",13,"50,622",17,"89,214",20,"189,236",22,"16,809",25,"63,010",4,x,21,"92,448",24,"142,574",12,390,6,241,9,149
240530055,2430055,24,5,30,55,Audet,45,"1,443,885",7,"4,077",7,x,1,x,10,"52,143",3,x,8,x,43,"107,212",11,"24,360",39,"82,852",43,"225,299",43,"110,439",36,"114,860",18,"85,016",14,"51,561",1,x,9,x,9,"30,607",17,"45,394",19,"361,280",17,"249,120",17,"195,517",10,"54,658",18,"57,502",15,"40,298",29,"175,751",32,"15,747",40,"71,533",10,"18,507",34,"89,962",41,"151,666",10,173,1,x,9,x
240530070,2430070,24,5,30,70,Saint-Robert-Bellarmin,58,"3,154,958",22,"64,410",22,"64,410",0,0,25,"631,972",12,"184,596",19,"447,376",55,"145,964",12,"24,101",52,"121,863",51,"330,035",49,"139,873",45,"190,162",27,"150,423",25,"96,492",4,"3,301",17,"50,630",16,"40,515",28,"36,653",27,"583,792",25,"449,644",25,"372,804",15,"54,572",27,"79,576",32,"116,070",38,"385,352",45,"17,913",55,"112,650",16,"89,278",43,"124,276",52,"366,170",25,"1,293",9,583,23,710
240530075,2430075,24,5,30,75,Gayhurst-Partie-Sud-Est,23,"2,596,964",6,"34,557",5,x,1,x,14,"240,390",7,"129,989",9,"110,401",22,"80,226",5,"23,609",22,"56,617",23,"195,991",22,"62,585",22,"133,406",19,"140,871",17,"87,379",8,"10,336",16,"43,156",16,"37,696",18,"58,744",19,"1,063,757",19,"749,374",18,"714,445",14,"249,814",17,"64,569",17,"77,852",19,"320,272",21,"12,783",22,"65,989",5,"8,732",19,"82,010",21,"214,790",14,654,6,400,11,254
240530080,2430080,24,5,30,80,Lac-Drolet,46,"2,051,571",11,"18,841",11,"18,841",0,0,15,"224,089",11,"180,539",8,"43,550",44,"102,963",10,"28,581",44,"74,382",44,"220,805",42,"80,388",41,"140,417",27,"139,858",24,"100,110",13,"13,230",16,"26,518",13,"12,747",23,"28,744",24,"724,389",22,"615,250",22,"592,137",11,"45,500",24,"63,639",19,"59,451",28,"195,537",34,"12,294",36,"61,913",7,"14,975",29,"77,319",41,"170,393",15,520,7,360,12,160
240530085,2430085,24,5,30,85,Saint-SÇbastien,54,"2,106,736",10,"14,951",10,x,1,x,25,"290,101",20,"199,021",15,"91,080",51,"140,773",9,"24,638",51,"116,135",54,"312,674",53,"128,114",52,"184,560",26,"166,137",23,"66,486",10,"5,514",19,"94,137",18,"92,313",23,"30,490",21,"433,882",19,"295,066",19,"264,728",11,"76,115",19,"62,701",18,"53,806",27,"192,575",37,"16,874",45,"74,773",12,"12,675",34,"83,558",46,"283,467",25,911,10,514,22,397
240530090,2430090,24,5,30,90,Courcelles,41,"1,811,763",11,"25,155",11,x,1,x,18,"233,141",12,"188,121",10,"45,020",36,"104,272",9,"30,176",34,"74,096",41,"189,731",39,"67,437",34,"122,294",24,"119,403",19,"90,400",8,"6,313",18,"22,690",17,"17,131",23,"24,848",25,"458,141",25,"350,490",25,"330,846",14,"39,060",23,"68,591",23,"47,409",30,"184,479",31,"9,456",35,"56,936",0,0,30,"80,543",36,"278,249",18,504,8,350,14,154
240530095,2430095,24,5,30,95,Lambton,71,"4,320,482",12,"29,398",12,"29,398",0,0,31,"522,274",24,"479,584",19,"42,690",67,"205,424",20,"65,532",64,"139,892",69,"448,233",67,"172,708",62,"275,525",44,"180,167",39,"124,023",17,"10,665",32,"45,479",30,"39,289",42,"67,273",46,"1,619,555",42,"816,438",40,"762,130",22,"574,432",43,"228,685",29,"135,732",45,"392,353",60,"23,351",63,"113,694",11,"14,390",55,"167,938",60,"400,700",31,"1,390",17,"1,225",20,165
240530100,2430100,24,5,30,100,Saint-Romain,32,"2,054,189",9,"16,693",9,"16,693",0,0,11,"385,450",8,"212,260",9,"173,190",31,"97,045",11,"30,672",30,"66,373",31,"226,115",29,"82,646",26,"143,469",18,"186,410",15,"126,044",8,"10,389",10,"49,977",7,"42,303",15,"15,063",15,"490,447",15,"360,496",13,"314,632",8,"51,841",14,"78,110",15,"35,476",20,"205,704",25,x,29,"54,580",3,x,27,"58,000",25,"242,071",11,613,7,411,7,202
240530105,2430105,24,5,30,105,Stornoway,41,"1,242,844",9,"46,537",9,"46,537",0,0,8,"277,555",4,"76,808",7,"200,747",41,"75,229",9,"19,263",41,"55,966",41,"191,071",39,"69,771",35,"121,300",15,"82,886",13,"59,769",5,x,10,x,8,"10,095",15,"17,478",11,"152,156",10,"42,583",8,"41,503",9,"92,388",11,"17,185",14,"49,322",18,"77,805",26,"13,459",31,"42,264",6,"8,140",25,"42,217",37,"166,725",8,380,3,227,6,153
240530110,2430110,24,5,30,110,Stratford,31,"3,511,814",3,x,3,x,0,0,17,"759,489",10,"226,070",12,"533,419",30,"167,007",12,"59,309",29,"107,698",31,"263,176",30,"73,618",29,"189,558",13,"131,813",11,"66,637",7,"21,474",11,"43,702",10,"42,050",13,"38,815",19,"1,329,740",15,"840,535",14,"551,129",11,"411,902",15,"77,303",13,"62,920",19,"140,114",27,x,28,"89,069",6,"32,122",25,"114,237",30,"360,091",17,"1,473",10,"1,128",13,345
240540000,2440000,24,5,40,0,Asbestos,298,"25,975,271",68,"99,539",62,"88,294",9,"11,245",139,"5,131,120",77,"1,049,471",106,"4,081,649",284,"1,209,903",127,"422,660",267,"787,243",288,"2,058,960",279,"637,212",275,"1,421,748",212,"1,643,680",185,"1,079,796",73,"175,554",149,"388,330",130,"337,493",173,x,242,"6,904,973",224,"4,469,765",214,"4,037,888",138,"1,612,795",222,"822,413",150,"501,470",193,"2,593,649",248,"188,286",268,"1,396,602",33,x,245,"987,422",258,"1,923,523",139,"11,646",60,"9,836",109,"1,810"
240540005,2440005,24,5,40,5,Saint-Joseph-de-Ham-Sud,21,"1,004,908",6,x,5,"5,160",2,x,10,"132,156",5,x,6,x,18,"60,540",5,"13,708",18,"46,832",20,"143,734",20,"43,006",18,"100,728",15,"56,680",10,"41,263",5,"10,104",6,"5,313",5,"4,988",9,"14,159",14,"253,742",13,"116,561",13,"113,741",12,"98,341",11,"38,840",14,x,14,"118,845",17,"10,032",17,"31,346",3,x,12,"23,015",19,"87,404",10,283,3,157,8,126
240540010,2440010,24,5,40,10,Saint-Adrien,29,"1,255,174",7,"8,185",7,"8,185",0,0,15,"173,913",10,x,11,x,28,"77,194",10,"19,925",27,"57,269",29,"118,724",28,"44,744",27,"73,980",13,"64,977",11,"49,088",6,"3,402",10,"12,487",8,"10,820",14,x,17,"314,836",15,"232,066",13,"196,548",9,"28,975",16,"53,795",11,"17,905",18,"160,477",26,x,24,"47,739",1,x,26,"57,666",25,"191,366",15,409,4,182,13,227
240540017,2440017,24,5,40,17,Wotton,78,"6,648,439",23,"34,867",21,"29,572",4,"5,295",40,"918,991",23,"409,908",32,"509,083",75,"335,346",36,"111,098",72,"224,248",73,"712,259",72,"201,015",69,"511,244",60,"505,906",55,"344,480",23,"27,510",46,"133,916",41,"109,633",50,"82,591",65,"1,862,500",62,"1,308,838",59,"1,146,901",46,"252,488",62,"301,174",42,"180,715",58,"793,579",67,x,71,"219,232",6,x,68,"226,207",68,"724,390",40,"2,367",20,"1,665",33,702
240540025,2440025,24,5,40,25,Saint-Camille,38,"2,123,744",9,"10,026",9,"10,026",0,0,21,"171,509",11,x,14,x,37,"145,574",18,"53,457",36,"92,117",37,"233,095",36,"72,686",37,"160,409",30,"169,366",30,"130,170",6,"6,904",18,"32,292",14,"25,910",27,x,32,"660,474",30,"502,261",29,"467,813",12,"55,893",30,"102,320",25,"49,264",25,"301,214",32,x,35,"97,263",6,"3,612",34,"66,026",35,"168,521",21,605,8,427,16,178
240540032,2440032,24,5,40,32,Saint-Georges-de-Windsor,55,"4,157,028",13,x,12,"22,897",1,x,22,"308,199",14,"207,405",17,"100,794",52,"240,408",27,"115,907",47,"124,501",54,"351,401",52,"114,072",52,"237,329",39,"242,822",32,"155,743",12,"23,562",24,"63,517",20,"52,939",30,"54,160",46,"1,664,271",41,"1,034,199",39,"931,336",20,"471,093",43,"158,979",22,"67,082",39,"458,299",47,x,48,"155,326",7,x,44,"168,907",45,"370,976",22,897,11,596,16,301
240540050,2440050,24,5,40,50,Shipton,77,"10,785,978",10,x,8,"12,454",2,x,31,"3,426,352",14,x,26,x,74,"350,841",31,"108,565",67,"242,276",75,"499,747",71,"161,689",72,"338,058",55,"603,929",47,"359,052",21,"104,072",45,"140,805",42,"133,203",43,x,68,"2,149,150",63,"1,275,840",61,"1,181,549",39,"706,005",60,"167,305",36,x,39,"761,235",59,x,73,"845,696",10,x,61,"445,601",66,"380,866",31,"7,085",14,"6,809",23,276
240541000,2441000,24,5,41,0,Le Haut-Saint-Franáois,624,"40,944,887",168,"307,134",162,"272,439",15,"34,695",268,"4,740,118",159,"2,009,909",191,"2,730,209",584,"2,592,771",256,"1,137,706",557,"1,455,065",604,"3,833,303",587,"1,482,223",544,"2,351,080",454,"2,573,109",413,"1,641,083",177,"275,057",289,"656,969",266,"514,712",347,"560,280",470,"14,674,950",426,"9,263,563",406,"7,978,458",283,"4,118,335",429,"1,293,052",298,"1,357,373",366,"3,855,153",490,"274,742",558,"1,142,744",91,"173,701",489,"1,317,405",553,"3,542,104",268,"11,508",116,"6,481",206,"5,027"
240541005,2441005,24,5,41,5,Saint-Malo,25,"2,399,403",6,"7,869",6,"7,869",0,0,18,"214,373",10,"126,282",14,"88,091",25,"132,982",8,"37,815",23,"95,167",25,"198,161",25,"66,779",22,"131,382",22,"136,986",20,"99,646",11,"14,325",15,"23,015",15,"21,393",14,"33,036",19,"927,627",19,"765,867",18,"592,792",9,"65,156",18,"96,604",18,"113,004",19,"292,036",22,x,21,"67,985",3,x,20,"82,461",22,"159,336",18,430,4,126,17,304
240541010,2441010,24,5,41,10,Clifton-Partie-Est,35,"2,681,426",11,"43,325",11,"43,325",0,0,21,"232,161",11,"136,861",17,"95,300",33,"121,875",8,"29,142",32,"92,733",35,"243,436",33,"78,539",35,"164,897",29,"136,311",26,"77,901",11,"17,512",22,"40,898",22,"33,022",20,"25,160",30,"990,145",27,"549,621",27,"461,633",21,"343,020",30,"97,504",19,"45,632",25,"364,441",33,"16,155",34,"82,558",7,"21,861",31,"73,882",31,"284,484",21,819,8,576,18,243
240541015,2441015,24,5,41,15,Saint-Isidore-d'Auckland,37,"1,629,041",7,"21,327",7,x,1,x,13,"49,864",6,"30,694",11,"19,170",36,"129,403",12,"52,219",35,"77,184",36,"175,303",35,"63,967",32,"111,336",24,"115,386",19,"71,708",6,"3,125",17,"40,553",17,"39,305",21,"23,677",30,"541,020",27,"265,191",25,"209,413",19,"144,102",27,"131,727",16,"66,268",21,"231,961",29,"14,919",32,"55,084",7,"9,583",30,"55,082",35,"140,164",13,255,5,160,11,95
240541030,2441030,24,5,41,30,Ditton,42,"2,726,185",14,"16,348",13,x,3,x,19,"371,562",11,"78,414",13,"293,148",40,"163,066",20,"88,012",36,"75,054",40,"291,929",40,"111,643",34,"180,286",35,"275,251",35,"181,856",13,"13,283",18,"80,112",17,"67,112",31,"46,769",28,"687,666",26,"398,109",25,"323,200",16,"181,972",26,"107,585",21,"92,721",27,"338,621",35,"19,989",38,"99,059",5,"8,685",33,"115,290",38,"199,229",19,762,8,347,14,415
240541035,2441035,24,5,41,35,Newport,45,"4,636,271",14,"18,000",14,"18,000",0,0,21,"351,441",15,"219,907",15,"131,534",44,"347,215",22,"211,731",44,"135,484",44,"280,940",44,"123,746",39,"157,194",32,"155,169",31,"108,211",11,"14,432",21,"32,526",20,"31,501",24,"22,279",40,"2,491,611",34,"1,641,346",30,"1,593,607",26,"706,937",37,"143,328",23,"90,638",21,"302,920",38,"20,411",41,"109,781",8,"3,453",35,"125,762",40,"316,651",21,865,12,624,14,241
240541050,2441050,24,5,41,50,Eaton,173,"14,582,111",47,"100,133",45,"86,933",5,"13,200",72,"2,216,129",41,"671,156",55,"1,544,973",161,"788,729",77,"338,127",154,"450,602",168,"1,404,806",163,"574,816",154,"829,990",137,"1,064,652",124,"658,381",59,"139,277",88,"266,994",79,"189,722",95,"251,279",135,"4,462,647",123,"2,797,211",122,"2,456,394",90,"1,343,843",122,"321,593",84,"602,691",107,"1,351,015",141,"90,719",163,"356,245",29,"61,959",149,"396,888",159,"1,434,219",72,"4,371",37,"2,439",50,"1,932"
240541055,2441055,24,5,41,55,Ascot Corner,31,"1,453,340",8,"6,922",7,x,1,x,16,"150,850",11,"85,277",9,"65,573",29,"105,949",11,"57,839",27,"48,110",31,"160,201",29,"65,552",27,"94,649",24,"100,115",23,"60,616",11,"9,705",16,"29,794",12,"23,862",18,"31,924",21,"450,739",19,"293,786",18,"286,236",9,"117,935",19,"39,018",17,"25,704",20,"105,192",24,x,27,"31,117",3,x,22,"37,086",28,"236,492",16,503,5,284,12,219
240541065,2441065,24,5,41,65,Westbury,34,"2,598,192",11,"21,860",11,x,1,x,15,"221,630",11,"216,018",6,"5,612",31,"175,525",13,"70,599",28,"104,926",32,"169,861",31,"64,833",26,"105,028",22,"62,068",19,"40,578",7,"3,338",14,"18,152",13,"13,478",20,"16,045",29,"1,487,868",27,"954,074",27,"641,510",14,"501,546",27,"32,248",13,"63,687",21,"114,816",26,"9,796",32,"61,426",5,"12,886",30,"114,194",27,"66,530",15,537,8,418,8,119
