AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NRHBARB,RHBARB,ERHBARB,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NOTHVEG,OTHVEG,EOTHVEG
240291035,2491035,24,2,91,35,Saint-Prime,46,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291040,2491040,24,2,91,40,Saint-FÇlicien,37,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
240291045,2491045,24,2,91,45,Saint-MÇthode,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291050,2491050,24,2,91,50,La DorÇ,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240291902,2491902,24,2,91,902,Lac-Ashuapmushuan,28,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292000,2492000,24,2,92,0,Maria-Chapdelaine,287,5,x,x,3,x,x,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,4,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x
240292005,2492005,24,2,92,5,Saint-Augustin,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292015,2492015,24,2,92,15,Sainte-Jeanne-d'Arc,29,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240292030,2492030,24,2,92,30,Albanel,47,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
240292040,2492040,24,2,92,40,Normandin,78,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292050,2492050,24,2,92,50,Saint-Edmond,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292055,2492055,24,2,92,55,Girardville,24,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
240292065,2492065,24,2,92,65,Saint-Eugäne,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240292902,2492902,24,2,92,902,Chute-des-Passes,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293000,2493000,24,2,93,0,Lac-Saint-Jean-Est,406,21,558,226,11,128,52,6,5,2,4,1,0,0,0,0,6,8,3,5,109,44,2,x,x,4,53,21,3,x,x,0,0,0,7,110,45,5,21,8,2,x,x,1,x,x,2,x,x,4,x,x,0,0,0,4,29,12,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,5,28,11
240293010,2493010,24,2,93,10,MÇtabetchouan,49,12,145,59,10,x,x,2,x,x,3,x,x,0,0,0,4,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,3,x,x,2,x,x,1,x,x,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,4,x,x
240293015,2493015,24,2,93,15,Lac-Ö-la-Croix,41,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
240293020,2493020,24,2,93,20,HÇbertville,83,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293030,2493030,24,2,93,30,Saint-Bruno,47,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293035,2493035,24,2,93,35,Saint-GÇdÇon,39,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293040,2493040,24,2,93,40,Alma,35,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293045,2493045,24,2,93,45,Saint-Nazaire,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293050,2493050,24,2,93,50,Delisle,46,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293065,2493065,24,2,93,65,L'Ascension-de-Notre-Seigneur,31,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240293070,2493070,24,2,93,70,Saint-Henri-de-Taillon,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240294000,2494000,24,2,94,0,Le Fjord-du-Saguenay,372,18,226,91,11,61,25,5,x,x,6,6,2,3,3,1,9,16,7,8,27,11,2,x,x,4,4,2,4,x,x,0,0,0,8,11,4,5,37,15,5,5,2,4,7,3,3,2,0,4,2,0,0,0,0,5,14,6,3,2,0,1,x,x,3,2,0,3,2,0,1,x,x,0,0,0,2,x,x
240294005,2494005,24,2,94,5,Petit-Saguenay,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240294035,2494035,24,2,94,35,Saint-Fulgence,17,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240294040,2494040,24,2,94,40,La Baie,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240294045,2494045,24,2,94,45,Laterriäre,90,9,170,69,5,26,11,1,x,x,3,5,2,3,3,1,4,11,4,5,22,9,2,x,x,3,x,x,3,7,3,0,0,0,4,8,3,4,x,x,3,x,x,3,x,x,3,2,0,3,x,x,0,0,0,4,x,x,3,2,0,1,x,x,3,2,0,3,2,0,1,x,x,0,0,0,2,x,x
240294055,2494055,24,2,94,55,Tremblay,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240294060,2494060,24,2,94,60,Saint-HonorÇ,36,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240294070,2494070,24,2,94,70,Jonquiäre,95,5,26,10,4,x,x,3,3,1,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240294090,2494090,24,2,94,90,Saint-Ambroise,52,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240295000,2495000,24,2,95,0,La Haute-Cìte-Nord,49,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240295010,2495010,24,2,95,10,SacrÇ-Coeur,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240295020,2495020,24,2,95,20,Bergeronnes,22,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240296000,2496000,24,2,96,0,Manicouagan,23,4,14,6,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240296020,2496020,24,2,96,20,Baie-Comeau,23,4,14,6,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240300000,2400000,24,3,0,0,QuÇbec,"1,398",183,"3,246","1,314",112,"1,284",520,76,75,31,57,121,49,16,6,3,82,304,123,40,91,37,3,x,x,16,67,27,17,186,75,4,x,x,78,418,169,43,114,46,46,53,21,14,8,3,29,31,13,34,36,15,5,4,2,29,127,51,6,3,1,20,40,16,47,104,42,12,6,2,4,x,x,1,x,x,41,78,31
240315000,2415000,24,3,15,0,Charlevoix-Est,85,8,35,14,5,16,6,3,2,0,3,x,x,3,x,x,6,2,0,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,5,2,0,6,3,1,2,x,x,1,x,x,1,x,x,0,0,0,4,2,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x
240315005,2415005,24,3,15,5,Saint-IrÇnÇe,21,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
240315025,2415025,24,3,15,25,Notre-Dame-des-Monts,39,5,17,7,2,x,x,3,2,0,2,x,x,1,x,x,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,3,x,x,3,2,0,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
240315045,2415045,24,3,15,45,Riviäre-Malbaie,25,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240316000,2416000,24,3,16,0,Charlevoix,162,10,53,21,5,x,x,2,x,x,2,x,x,1,x,x,4,4,2,3,5,2,0,0,0,0,0,0,1,x,x,0,0,0,4,x,x,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,6,17,7
240316015,2416015,24,3,16,15,Baie-Saint-Paul,35,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
240316035,2416035,24,3,16,35,Riviäre-du-Gouffre,22,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240316045,2416045,24,3,16,45,Les êboulements,42,6,42,17,3,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,5,x,x
240316050,2416050,24,3,16,50,Saint-Hilarion,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240316055,2416055,24,3,16,55,Saint-Urbain,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240320000,2420000,24,3,20,0,L'?le-d'OrlÇans,226,59,"1,331",539,17,111,45,19,28,11,11,73,29,1,x,x,25,217,88,4,43,17,2,x,x,5,54,22,5,x,x,2,x,x,9,250,101,5,68,27,1,x,x,0,0,0,6,12,5,5,15,6,0,0,0,4,x,x,0,0,0,4,x,x,9,42,17,2,x,x,1,x,x,1,x,x,14,40,16
240320005,2420005,24,3,20,5,Saint-Franáois,36,9,28,11,0,0,0,1,x,x,1,x,x,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,11,4
240320010,2420010,24,3,20,10,Sainte-Famille,69,22,154,62,9,49,20,13,21,8,5,x,x,1,x,x,11,28,11,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,3,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,4,x,x
240320015,2420015,24,3,20,15,Saint-Jean,39,3,141,57,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240320020,2420020,24,3,20,20,Saint-Laurent,48,18,564,228,3,x,x,2,x,x,4,67,27,0,0,0,4,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,3,x,x,4,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,4,37,15,0,0,0,1,x,x,1,x,x,5,14,6
240320025,2420025,24,3,20,25,Saint-Pierre,34,7,444,180,4,41,16,2,x,x,1,x,x,0,0,0,4,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
240321000,2421000,24,3,21,0,La Cìte-de-BeauprÇ,103,30,617,250,26,259,105,27,34,14,22,34,14,7,4,2,26,67,27,15,20,8,1,x,x,9,x,x,8,x,x,2,x,x,25,49,20,14,19,8,18,28,11,4,2,0,10,9,4,12,11,4,2,x,x,10,9,3,2,x,x,6,6,2,16,40,16,3,2,0,0,0,0,0,0,0,7,5,2
240321005,2421005,24,3,21,5,Saint-Tite-des-Caps,26,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
240321030,2421030,24,3,21,30,Sainte-Anne-de-BeauprÇ,25,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240321035,2421035,24,3,21,35,ChÉteau-Richer,27,13,354,143,13,144,58,11,19,8,10,20,8,3,1,0,12,34,14,6,13,5,1,x,x,5,6,2,2,x,x,0,0,0,12,31,13,7,13,5,7,15,6,2,x,x,4,5,2,4,4,2,1,x,x,3,5,2,1,x,x,2,x,x,8,31,13,1,x,x,0,0,0,0,0,0,3,2,0
240321040,2421040,24,3,21,40,L'Ange-Gardien,25,13,228,92,11,x,x,13,13,5,11,x,x,4,3,1,12,x,x,8,x,x,0,0,0,3,2,0,5,2,0,2,x,x,10,14,6,5,x,x,10,x,x,2,x,x,5,x,x,8,7,3,1,x,x,6,x,x,1,x,x,4,x,x,6,x,x,1,x,x,0,0,0,0,0,0,3,x,x
240322000,2422000,24,3,22,0,La Jacques-Cartier,70,4,25,10,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
240322005,2422005,24,3,22,5,Sainte-Catherine-de-la-Jacques-Cartier,27,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240322025,2422025,24,3,22,25,Saint-Gabriel-de-Valcartier,43,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
240323000,2423000,24,3,23,0,CommunautÇ-Urbaine-de-QuÇbec,181,19,300,121,12,119,48,9,x,x,4,5,2,1,x,x,4,x,x,6,17,7,0,0,0,2,x,x,2,x,x,0,0,0,10,53,21,5,11,5,5,15,6,4,4,2,3,6,3,4,4,1,2,x,x,4,23,9,0,0,0,5,x,x,7,11,4,2,x,x,0,0,0,0,0,0,8,9,4
240323025,2423025,24,3,23,25,QuÇbec,34,11,210,85,8,x,x,6,5,2,4,5,2,1,x,x,3,2,0,5,x,x,0,0,0,2,x,x,2,x,x,0,0,0,7,46,19,4,x,x,4,x,x,4,4,2,3,6,3,4,4,1,2,x,x,4,23,9,0,0,0,4,x,x,6,x,x,1,x,x,0,0,0,0,0,0,6,x,x
240323050,2423050,24,3,23,50,Val-BÇlair,22,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240323060,2423060,24,3,23,60,Sainte-Foy,48,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
240323070,2423070,24,3,23,70,Saint-Augustin-de-Desmaures,77,4,x,x,3,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
240334000,2434000,24,3,34,0,Portneuf,571,53,886,358,45,754,305,14,4,2,14,7,3,3,x,x,15,6,2,8,5,2,0,0,0,0,0,0,1,x,x,0,0,0,21,60,24,11,12,5,13,4,2,3,x,x,9,x,x,9,3,1,1,x,x,5,1,0,3,1,0,4,x,x,12,9,3,5,2,0,3,x,x,0,0,0,2,x,x
240334010,2434010,24,3,34,10,Pointe-aux-Trembles,54,27,687,278,26,637,258,6,2,0,8,5,2,2,x,x,10,4,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,11,x,x,8,11,4,7,3,1,0,0,0,4,2,0,5,2,0,0,0,0,1,x,x,1,x,x,3,x,x,3,4,2,1,x,x,0,0,0,0,0,0,1,x,x
240334020,2434020,24,3,34,20,Sainte-Jeanne-de-Pont-Rouge,73,7,92,37,7,38,15,3,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
