AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALF,TOTALR,TOTALC,ONE,ONEF,ONER,ONEC,TWO,TWOF,TWOR,TWOC
240665005,2465005,24,6,65,5,Laval,200,77,"163,229","549,852",120,79,"113,873","493,360",80,74,"235,457","632,524"
240666000,2466000,24,6,66,0,Communauté-Urbaine-de-Montréal,85,109,"570,415","504,882",65,126,"698,200","526,569",15,48,"119,807","428,404"
240666025,2466025,24,6,66,25,Montréal,85,109,"570,415","504,882",65,126,"698,200","526,569",20,48,"119,807","428,404"
240700000,2400000,24,7,0,0,Lanaudière,"2,105",173,"192,575","496,309","1,245",141,"181,247","406,842",855,221,"209,071","626,594"
240752000,2452000,24,7,52,0,D'Autray,565,209,"158,587","491,679",335,174,"123,802","397,738",230,259,"209,252","628,507"
240752010,2452010,24,7,52,10,Saint-Antoine-de-Lavaltrie,35,178,"177,651","482,557",20,151,"141,368","370,156",15,215,"228,447","639,918"
240752020,2452020,24,7,52,20,Lanoraie-d'Autray,55,246,"216,423","626,241",30,227,"210,267","608,451",20,273,"225,379","652,116"
240752030,2452030,24,7,52,30,Sainte-Élisabeth,85,213,"184,997","562,353",40,222,"112,262","493,142",40,203,"257,731","631,563"
240752040,2452040,24,7,52,40,Sainte-Geneviève-de-Berthier,45,247,"164,989","548,120",20,135,"69,424","281,690",20,345,"248,090","779,798"
240752045,2452045,24,7,52,45,Saint-Ignace-de-Loyola,40,179,"61,186","373,468",25,167,"55,730","361,900",10,206,"73,460","399,494"
240752055,2452055,24,7,52,55,Saint-Barthélémy,65,228,"107,404","478,413",35,167,"71,656","356,949",30,309,"155,479","641,760"
240752065,2452065,24,7,52,65,Saint-Cuthbert,80,232,"126,843","464,997",50,180,"103,786","372,601",30,328,"168,983","633,859"
240752070,2452070,24,7,52,70,Saint-Norbert,40,200,"121,424","466,947",20,171,"81,719","362,304",15,238,"172,806","602,366"
240752085,2452085,24,7,52,85,Saint-Gabriel-de-Brandon,85,151,"242,198","446,328",55,132,"223,632","369,134",30,188,"278,690","598,054"
240752090,2452090,24,7,52,90,Saint-Didace,35,219,"94,987","411,194",25,182,"60,367","327,324",10,288,"158,457","564,957"
240760000,2460000,24,7,60,0,L'Assomption,190,188,"120,128","543,784",120,152,"81,355","415,423",75,248,"183,335","753,029"
240760010,2460010,24,7,60,10,Le Gardeur,25,164,"82,239","544,669",15,153,"70,520","467,350",10,182,"100,989","668,381"
240760020,2460020,24,7,60,20,Saint-Sulpice,25,274,"141,530","753,986",10,245,"91,136","531,403",15,303,"191,924","976,568"
240760027,2460027,24,7,60,27,L'Assomption,60,188,"141,688","545,870",40,173,"115,967","476,346",20,220,"194,484","688,577"
240760040,2460040,24,7,60,40,L'Épiphanie,45,142,"105,933","435,878",25,111,"51,336","344,302",25,180,"170,929","544,898"
240760045,2460045,24,7,60,45,Saint-Gérard-Majella,40,206,"116,813","537,857",25,117,"61,226","310,960",10,425,"253,254","1,094,788"
240761000,2461000,24,7,61,0,Joliette,325,173,"159,124","466,250",195,155,"147,584","435,566",135,198,"175,832","510,674"
240761005,2461005,24,7,61,5,Saint-Paul,95,163,"161,896","441,349",65,143,"157,555","438,130",30,200,"170,316","447,593"
240761027,2461027,24,7,61,27,Saint-Thomas,75,199,"195,434","568,659",50,191,"203,172","540,373",30,211,"183,454","612,456"
240761040,2461040,24,7,61,40,Saint-Ambroise-de-Kildare,80,157,"109,877","377,955",50,137,"66,833","302,179",35,183,"167,678","479,711"
240761045,2461045,24,7,61,45,Notre-Dame-de-Lourdes,25,175,"170,354","559,565",15,157,"144,254","502,081",15,199,"202,978","631,420"
240761050,2461050,24,7,61,50,Sainte-Mélanie,40,177,"173,024","444,060",20,151,"174,525","439,394",20,201,"171,719","448,118"
240762000,2462000,24,7,62,0,Matawinie,275,148,"423,077","429,803",170,129,"547,423","413,258",105,177,"223,655","456,337"
240762010,2462010,24,7,62,10,Saint-Félix-de-Valois,105,113,"937,104","573,693",65,91,"1,281,020","592,950",35,151,"321,676","539,232"
240762015,2462015,24,7,62,15,Saint-Jean-de-Matha,50,155,"110,384","430,000",30,138,"75,113","399,380",15,184,"169,169","481,035"
240762020,2462020,24,7,62,20,Sainte-Béatrix,30,214,"114,286","326,463",15,208,"69,023","232,228",15,222,"170,864","444,256"
240762030,2462030,24,7,62,30,Sainte-Marcelline-de-Kildare,30,148,"50,577","229,016",20,130,"46,458","214,333",5,191,"60,189","263,275"
240762040,2462040,24,7,62,40,Rawdon,40,176,"125,293","389,500",25,140,"54,133","296,293",15,236,"243,892","544,845"
240762075,2462075,24,7,62,75,Saint-Damien,25,165,"100,927","236,367",15,210,"30,444","232,740",15,129,"156,306","239,218"
240763000,2463000,24,7,63,0,Montcalm,595,160,"186,943","561,892",320,117,"143,733","425,132",275,210,"238,095","723,792"
240763005,2463005,24,7,63,5,Sainte-Marie-Salomé,25,132,"121,484","389,335",15,150,"117,229","304,836",15,117,"125,131","461,762"
240763015,2463015,24,7,63,15,Saint-Jacques,85,182,"153,497","533,416",45,104,"81,856","349,503",45,264,"230,255","730,465"
240763025,2463025,24,7,63,25,Saint-Alexis,70,162,"151,190","567,234",40,139,"109,150","442,866",30,194,"207,245","733,058"
240763030,2463030,24,7,63,30,Saint-Esprit,85,180,"213,618","625,346",45,92,"146,928","369,356",40,275,"285,189","900,067"
240763035,2463035,24,7,63,35,Saint-Roch-de-l'Achigan,135,159,"295,983","703,429",75,124,"292,930","614,774",55,204,"299,863","816,127"
240763050,2463050,24,7,63,50,Saint-Lin,100,144,"156,386","516,293",55,113,"76,693","392,591",45,182,"257,812","673,731"
240763060,2463060,24,7,63,60,Sainte-Julienne,40,133,"80,264","388,780",25,108,"39,883","265,730",15,168,"137,273","562,497"
240763065,2463065,24,7,63,65,Saint-Liguori,50,154,"141,160","442,051",25,130,"120,736","348,850",25,178,"162,400","538,981"
240764000,2464000,24,7,64,0,Les Moulins,150,123,"84,654","381,366",110,88,"65,428","309,393",40,213,"134,094","566,440"
240764010,2464010,24,7,64,10,Terrebonne,45,123,"95,963","411,076",35,82,"68,800","313,643",15,236,"170,660","679,017"
240764015,2464015,24,7,64,15,Mascouche,75,106,"72,413","355,580",55,82,"55,273","302,963",20,169,"117,305","493,388"
240764020,2464020,24,7,64,20,La Plaine,30,170,"99,187","402,842",20,118,"87,790","320,065",5,287,"124,512","586,791"
240800000,2400000,24,8,0,0,Outaouais,"1,585",292,"45,775","309,726","1,090",272,"35,495","276,347",490,335,"68,479","383,442"
240880000,2480000,24,8,80,0,Papineau,385,239,"55,074","307,178",270,215,"44,190","267,640",120,293,"79,770","396,886"
240880015,2480015,24,8,80,15,Notre-Dame-de-Bon-Secours-Partie-Nord,25,221,"117,689","464,848",20,197,"139,509","490,085",5,296,"48,592","384,931"
240880020,2480020,24,8,80,20,Notre-Dame-de-la-Paix,30,251,"77,759","277,540",20,235,"68,928","242,105",10,281,"94,538","344,867"
240880030,2480030,24,8,80,30,Saint-André-Avellin,70,250,"55,088","288,311",50,213,"32,275","241,740",25,326,"100,714","381,453"
240880040,2480040,24,8,80,40,Sainte-Angélique,35,177,"55,120","252,132",20,129,"36,639","183,915",10,290,"97,627","409,030"
240880045,2480045,24,8,80,45,Plaisance,20,174,"73,238","314,767",15,157,"56,286","267,608",5,207,"104,720","402,347"
240880055,2480055,24,8,80,55,Lochaber,55,209,"56,744","346,438",35,194,"42,458","276,601",20,240,"84,523","482,231"
240880060,2480060,24,8,80,60,Lochaber-Partie-Ouest,30,267,"73,707","429,073",20,236,"51,382","381,230",15,306,"102,412","490,586"
240880065,2480065,24,8,80,65,Mayo,15,263,"33,399","299,449",5,212,"29,209","253,310",10,307,"37,122","340,462"
240880070,2480070,24,8,80,70,Saint-Sixte,25,246,"31,402","240,797",15,199,"30,338","222,286",5,417,"35,230","307,436"
240880080,2480080,24,8,80,80,Ripon,40,188,"22,630","184,075",30,207,"20,789","184,949",5,117,"29,535","180,797"
240880085,2480085,24,8,80,85,Mulgrave-et-Derry,20,349,"15,238","304,070",20,311,"11,348","274,012",5,540,"34,691","454,360"
240880115,2480115,24,8,80,115,Boileau,25,313,"48,468","319,237",25,296,"41,459","282,029",5,385,"77,902","475,508"
240881000,2481000,24,8,81,0,Communauté-Urbaine-de-l'Outaouais,115,207,"45,817","363,134",80,200,"31,999","313,890",35,221,"75,373","468,461"
240881010,2481010,24,8,81,10,Masson-Angers,25,256,"53,384","358,458",20,323,"42,381","324,240",10,143,"72,090","416,629"
240881015,2481015,24,8,81,15,Gatineau,60,199,"32,186","355,269",45,174,"21,698","308,643",15,267,"59,716","477,662"
240881025,2481025,24,8,81,25,Aylmer,25,174,"66,757","383,936",15,146,"46,229","316,360",10,224,"103,707","505,571"
240882000,2482000,24,8,82,0,Les Collines-de-l'Outaouais,405,245,"37,000","313,604",270,227,"29,878","291,281",130,281,"51,569","359,265"
240882005,2482005,24,8,82,5,L'Ange-Gardien,80,163,"21,615","230,801",55,146,"23,300","206,192",30,198,"18,057","282,752"
240882010,2482010,24,8,82,10,Notre-Dame-de-la-Salette,25,336,"38,754","357,345",20,347,"21,615","379,071",10,315,"71,318","316,064"
240882015,2482015,24,8,82,15,Val-des-Monts,60,233,"24,714","309,707",40,211,"17,675","284,756",15,282,"40,749","366,540"
240882020,2482020,24,8,82,20,Cantley,35,199,"14,922","243,740",30,157,"12,658","228,644",10,409,"26,244","319,221"
240882030,2482030,24,8,82,30,Pontiac,110,286,"69,112","394,163",70,287,"54,383","383,112",40,286,"96,631","414,812"
240882035,2482035,24,8,82,35,La Pêche,85,269,"28,307","309,498",55,244,"26,204","268,370",35,308,"31,620","374,306"
240883000,2483000,24,8,83,0,La Vallée-de-la-Gatineau,240,440,"36,477","282,563",170,414,"30,244","262,840",70,507,"51,925","331,441"
240883010,2483010,24,8,83,10,Low,50,362,"28,084","287,653",40,363,"25,799","278,406",5,359,"38,942","331,578"
240883015,2483015,24,8,83,15,Kazabazua,20,462,"48,755","305,025",15,472,"59,123","308,039",5,447,"33,202","300,505"
240883020,2483020,24,8,83,20,Lac-Sainte-Marie,25,443,"29,600","265,847",20,447,"23,258","256,831",5,434,"49,682","294,397"
240883025,2483025,24,8,83,25,Northfield,15,439,"24,260","275,441",10,424,"23,292","258,271",5,509,"28,776","355,567"
240883035,2483035,24,8,83,35,Wright,25,497,"41,826","361,208",15,458,"30,558","342,477",10,571,"63,109","396,589"
240883050,2483050,24,8,83,50,Bouchette,35,307,"39,614","262,932",20,284,"22,801","203,853",10,358,"76,603","392,907"
240883060,2483060,24,8,83,60,Messines,35,459,"30,846","229,633",25,366,"16,807","194,322",10,665,"61,731","307,318"
240883080,2483080,24,8,83,80,Montcerf,40,567,"47,452","285,723",25,547,"49,001","281,194",15,601,"44,664","293,875"
240884000,2484000,24,8,84,0,Pontiac,445,322,"50,621","309,536",300,301,"36,604","268,882",140,368,"81,397","398,797"
240884005,2484005,24,8,84,5,Bristol,65,294,"45,414","304,114",35,260,"30,137","242,245",25,347,"68,966","399,497"
240884015,2484015,24,8,84,15,Clarendon,160,273,"72,157","351,258",95,255,"45,170","286,486",60,302,"116,527","457,747"
240884035,2484035,24,8,84,35,Grand-Calumet,40,384,"45,389","303,648",35,362,"48,036","298,572",5,473,"34,799","323,952"
240884040,2484040,24,8,84,40,Litchfield,45,354,"44,464","339,449",40,353,"42,778","324,756",10,362,"53,861","421,307"
240884045,2484045,24,8,84,45,Thorne,25,352,"23,660","187,620",20,301,"16,873","167,305",10,454,"37,235","228,252"
240884065,2484065,24,8,84,65,Mansfield-et-Pontefract,25,318,"41,102","220,803",15,325,"39,153","208,331",5,292,"47,726","263,208"
240884075,2484075,24,8,84,75,L'Isle-aux-Allumettes-Partie-Est,25,333,"37,835","325,890",20,251,"22,844","285,829",10,497,"67,816","406,012"
240884085,2484085,24,8,84,85,L'Isle-aux-Allumettes,35,337,"23,693","236,239",25,307,"23,891","233,922",5,462,"22,868","245,897"
240884090,2484090,24,8,84,90,Chichester,30,443,"36,677","301,666",20,414,"20,556","247,665",10,495,"65,986","399,851"
240900000,2400000,24,9,0,0,Laurentides,"1,760",188,"90,517","378,152","1,065",163,"66,518","318,060",695,227,"127,083","469,713"
240972000,2472000,24,9,72,0,Deux-Montagnes,365,106,"96,613","434,994",200,89,"83,406","375,360",155,128,"113,665","511,991"
240972005,2472005,24,9,72,5,Saint-Eustache,130,109,"110,187","492,719",70,90,"101,685","425,328",60,132,"120,594","575,214"
240972025,2472025,24,9,72,25,Saint-Joseph-du-Lac,125,70,"61,987","359,584",75,59,"56,651","321,676",50,86,"70,044","416,832"
240972035,2472035,24,9,72,35,Oka,65,116,"136,040","471,310",35,100,"99,149","370,314",30,133,"175,311","578,822"
240972043,2472043,24,9,72,43,Saint-Placide,45,179,"96,278","424,231",25,155,"89,655","398,105",20,211,"104,887","458,194"
240973000,2473000,24,9,73,0,Thérèse-De Blainville,125,173,"85,304","389,721",85,103,"60,322","331,085",35,331,"141,673","522,026"
240973015,2473015,24,9,73,15,Blainville,35,221,"77,404","285,194",25,39,"60,784","264,842",5,791,"129,341","348,793"
240973035,2473035,24,9,73,35,Sainte-Anne-des-Plaines,95,156,"88,077","426,416",60,129,"60,139","357,372",30,212,"144,855","566,732"
240974000,2474000,24,9,74,0,Mirabel,475,163,"113,010","428,654",270,137,"75,073","372,137",205,197,"163,779","504,287"
240974005,2474005,24,9,74,5,Mirabel,480,163,"113,010","428,654",275,137,"75,073","372,137",205,197,"163,779","504,287"
240975000,2475000,24,9,75,0,La Rivière-du-Nord,100,104,"89,110","299,722",70,103,"72,380","258,513",30,107,"125,184","388,579"
240975010,2475010,24,9,75,10,Bellefeuille,55,116,"37,962","243,317",40,114,"25,467","194,224",15,120,"68,417","362,980"
240975030,2475030,24,9,75,30,Sainte-Sophie,45,90,"150,265","367,164",30,89,"133,367","342,090",15,94,"181,950","414,177"
240976000,2476000,24,9,76,0,Argenteuil,255,246,"81,549","388,096",150,233,"53,630","302,625",105,266,"122,209","512,569"
240976015,2476015,24,9,76,15,Saint-André-d'Argenteuil,95,183,"93,751","428,131",50,140,"74,318","356,806",45,232,"115,833","509,182"
240976020,2476020,24,9,76,20,Lachute,30,173,"50,101","345,956",20,116,"21,391","246,718",10,269,"97,951","511,351"
240976045,2476045,24,9,76,45,Chatham,70,229,"102,013","400,347",40,180,"52,073","266,268",30,294,"168,062","577,678"
240976060,2476060,24,9,76,60,Grenville,35,356,"45,983","313,717",25,348,"24,547","247,317",10,375,"95,288","466,438"
240976065,2476065,24,9,76,65,Harrington,20,513,"61,538","349,810",15,635,"75,074","375,863",10,190,"25,442","280,336"
240977000,2477000,24,9,77,0,Les Pays-d'en-Haut,15,120,"43,313","280,765",10,160,"49,702","298,419",5,33,"29,469","242,517"
240977045,2477045,24,9,77,45,Saint-Sauveur,20,120,"43,313","280,765",10,160,"49,702","298,419",5,33,"29,469","242,517"
240978000,2478000,24,9,78,0,Les Laurentides,135,241,"49,155","291,147",95,249,"39,286","255,669",40,220,"72,348","374,518"
240978055,2478055,24,9,78,55,Montcalm,20,155,"52,836","312,625",15,185,"48,981","345,980",10,84,"61,831","234,796"
240978060,2478060,24,9,78,60,Arundel,20,278,"71,109","315,530",15,264,"39,760","273,223",5,405,"337,576","675,140"
240978085,2478085,24,9,78,85,Saint-Jovite,30,203,"36,408","245,148",20,227,"40,893","253,641",10,162,"28,661","230,479"
240978115,2478115,24,9,78,115,La Conception,45,262,"57,839","342,484",30,235,"39,249","223,979",15,314,"93,778","571,594"
240978130,2478130,24,9,78,130,La Minerve,20,297,"25,803","206,777",15,349,"27,736","215,320",5,167,"20,971","185,417"
240979000,2479000,24,9,79,0,Antoine-Labelle,285,302,"78,544","282,975",170,241,"61,088","230,023",115,392,"104,499","361,712"
240979020,2479020,24,9,79,20,Saint-Aimé-du-Lac-des-Îles,25,416,"85,689","312,606",15,367,"21,998","192,308",10,484,"172,541","476,650"
240979025,2479025,24,9,79,25,Kiamika,30,310,"104,100","348,793",20,232,"97,118","308,566",10,454,"116,796","421,933"
240979030,2479030,24,9,79,30,Lac-Nominingue,45,220,"43,443","233,993",35,174,"20,831","172,917",10,364,"113,333","422,773"
240979080,2479080,24,9,79,80,Beaux-Rivages,20,106,"165,225","216,066",5,119,"306,643","299,849",10,93,"23,807","132,283"
240979085,2479085,24,9,79,85,Mont-Laurier,20,322,"50,182","315,775",15,248,"24,546","260,100",10,410,"80,945","382,584"
240979090,2479090,24,9,79,90,Des Ruisseaux,45,246,"48,778","259,352",30,183,"32,888","229,441",20,364,"78,572","315,435"
240979100,2479100,24,9,79,100,Ferme-Neuve,65,322,"81,596","281,401",30,249,"36,110","196,607",30,402,"131,629","374,674"
240979110,2479110,24,9,79,110,Mont-Saint-Michel,35,438,"102,605","313,319",20,412,"124,048","289,318",15,464,"79,901","338,732"
241000000,2400000,24,10,0,0,Abitibi-Témiscamingue--Nord-du-Québec,895,537,"83,253","282,350",500,468,"58,697","235,976",395,624,"114,010","340,436"
241085000,2485000,24,10,85,0,Témiscamingue,320,535,"99,006","315,242",165,481,"81,503","269,464",155,592,"117,632","363,954"
241085015,2485015,24,10,85,15,Saint-Édouard-de-Fabre,25,603,"135,139","332,118",10,538,"193,039","347,000",15,649,"93,782","321,488"
241085020,2485020,24,10,85,20,Béarn,35,590,"109,178","422,929",20,527,"114,576","352,258",15,691,"100,457","537,090"
241085030,2485030,24,10,85,30,Duhamel-Ouest,25,396,"71,579","309,301",15,381,"49,332","275,743",5,419,"103,713","357,774"
241085037,2485037,24,10,85,37,Lorrainville,35,491,"82,738","282,281",25,373,"40,489","192,776",15,694,"155,165","435,719"
241085045,2485045,24,10,85,45,Saint-Bruno-de-Guigues,55,386,"66,151","282,508",30,444,"66,657","288,852",25,309,"65,469","273,957"
241085050,2485050,24,10,85,50,Laverlochère,25,562,"132,443","299,813",10,510,"168,185","316,834",15,598,"108,616","288,466"
241085055,2485055,24,10,85,55,Fugèreville,25,704,"97,051","280,683",15,748,"91,028","282,166",10,644,"105,265","278,662"
241085085,2485085,24,10,85,85,Saint-Eugène-de-Guigues,20,766,"223,521","494,247",5,660,"131,984","346,182",15,801,"254,033","543,602"
241085090,2485090,24,10,85,90,Notre-Dame-du-Nord,25,423,"86,059","288,182",15,392,"35,081","215,516",15,463,"150,940","380,665"
241085100,2485100,24,10,85,100,Nédelec,30,525,"100,036","293,331",15,489,"77,928","224,916",20,559,"120,763","357,471"
241085105,2485105,24,10,85,105,Rémigny,25,646,"46,796","234,562",5,413,"18,291","146,907",15,770,"61,999","281,311"
241086000,2486000,24,10,86,0,Rouyn-Noranda,80,446,"45,473","242,054",50,366,"23,972","188,273",35,575,"80,153","328,797"
241086010,2486010,24,10,86,10,Rollet,20,435,"28,417","209,392",15,454,"30,901","200,088",10,384,"21,792","234,204"
241086025,2486025,24,10,86,25,Beaudry,25,418,"72,029","246,809",10,327,"19,578","169,195",15,489,"113,241","307,791"
241086050,2486050,24,10,86,50,McWatters,15,272,"13,869","151,155",10,201,"10,165","129,463",5,440,"22,759","203,215"
241086060,2486060,24,10,86,60,Saint-Norbert-de-Mont-Brun,20,675,"60,097","368,227",10,456,"33,348","254,320",5,"1,078","109,136","577,057"
241087000,2487000,24,10,87,0,Abitibi-Ouest,240,597,"74,376","255,360",130,499,"51,574","204,459",115,711,"100,464","313,599"
241087010,2487010,24,10,87,10,Rapide-Danseur,30,590,"63,488","221,777",15,471,"49,776","173,569",10,738,"80,627","282,038"
241087025,2487025,24,10,87,25,Palmarolle,35,434,"113,447","311,418",15,312,"70,259","212,519",20,521,"144,296","382,060"
241087030,2487030,24,10,87,30,Sainte-Germaine-Boulé,25,595,"93,196","288,471",10,473,"59,780","220,364",10,729,"129,953","363,390"
241087035,2487035,24,10,87,35,Poularies,20,634,"54,411","218,672",10,553,"48,583","217,091",15,670,"56,961","219,364"
