AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTSMFRTC,TSMFRTC,ETSMFRTC,NTARHRV,TARHRV,ETARHRV,NSTWBRYC,STWBRYC,ESTWBRYC,NSTWBRYH,STWBRYH,ESTWBRYH,NRASPBC,RASPBC,ERASPBC,NRASPBH,RASPBH,ERASPBH,NBLUEBC,BLUEBC,EBLUEBC,NBLUEBH,BLUEBH,EBLUEBH,NCRANBC,CRANBC,ECRANBC,NCRANBH,CRANBH,ECRANBH,NGRAPESC,GRAPESC,EGRAPESC,NGRAPESH,GRAPESH,EGRAPESH,NOTHBERC,OTHBERC,EOTHBERC,NOTHBERH,OTHBERH,EOTHBERH
240439130,2439130,24,4,39,130,Saint-Samuel,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240439135,2439135,24,4,39,135,Saint-Valäre,68,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240439145,2439145,24,4,39,145,Saint-Rosaire,49,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240439150,2439150,24,4,39,150,Sainte-Anne-du-Sault,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240439170,2439170,24,4,39,170,Saint-Louis-de-Blandford,18,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240449000,2449000,24,4,49,0,Drummond,925,17,301,122,17,252,102,12,68,27,12,55,22,6,x,x,6,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
240449005,2449005,24,4,49,5,Kingsey,80,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449015,2449015,24,4,49,15,Durham-Sud,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449020,2449020,24,4,49,20,Lefebvre,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449025,2449025,24,4,49,25,L'Avenir,60,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449030,2449030,24,4,49,30,Saint-Lucien,18,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449035,2449035,24,4,49,35,Saint-NicÇphore,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449040,2449040,24,4,49,40,Wickham,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449048,2449048,24,4,49,48,Saint-Germain-de-Grantham,78,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449057,2449057,24,4,49,57,Drummondville,20,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
240449070,2449070,24,4,49,70,Saint-Cyrille-de-Wendover,73,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449080,2449080,24,4,49,80,Notre-Dame-du-Bon-Conseil,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449085,2449085,24,4,49,85,Sainte-Brigitte-des-Saults,54,3,23,9,3,18,7,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449090,2449090,24,4,49,90,Saint-Joachim-de-Courval,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449095,2449095,24,4,49,95,Saint-Majorique-de-Grantham,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449100,2449100,24,4,49,100,Saint-Edmond-de-Grantham,30,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449105,2449105,24,4,49,105,Saint-Eugäne,53,3,x,x,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
240449113,2449113,24,4,49,113,Saint-Guillaume,67,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449125,2449125,24,4,49,125,Saint-Bonaventure,55,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240449130,2449130,24,4,49,130,Saint-Pie-de-Guire,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450000,2450000,24,4,50,0,Nicolet-Yamaska,694,19,167,68,19,135,55,17,136,55,17,113,46,8,20,8,7,x,x,6,x,x,3,7,3,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
240450005,2450005,24,4,50,5,Sainte-Eulalie,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450015,2450015,24,4,50,15,Saint-Raphaâl-Partie-Sud,23,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450023,2450023,24,4,50,23,Saint-Wenceslas,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450035,2450035,24,4,50,35,Saint-CÇlestin,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450042,2450042,24,4,50,42,Saint-LÇonard-d'Aston,43,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450050,2450050,24,4,50,50,Sainte-PerpÇtue,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450060,2450060,24,4,50,60,Sainte-Monique,43,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450065,2450065,24,4,50,65,Grand-Saint-Esprit,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450075,2450075,24,4,50,75,Saint-Jean-Baptiste-de-Nicolet,39,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450080,2450080,24,4,50,80,Nicolet-Sud,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450085,2450085,24,4,50,85,La Visitation-de-Yamaska,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450090,2450090,24,4,50,90,Saint-ZÇphirin-de-Courval,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450095,2450095,24,4,50,95,Saint-Elphäge,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450100,2450100,24,4,50,100,Baie-du-Febvre,63,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240450130,2450130,24,4,50,130,Saint-Franáois-du-Lac,111,14,126,51,14,108,44,13,111,45,13,96,39,5,8,3,4,7,3,3,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
240451000,2451000,24,4,51,0,MaskinongÇ,526,14,72,29,12,44,18,10,40,16,9,27,11,4,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
240451010,2451010,24,4,51,10,Saint-Joseph-de-MaskinongÇ,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451015,2451015,24,4,51,15,Louiseville,61,4,7,3,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451020,2451020,24,4,51,20,Yamachiche,82,3,28,11,3,14,6,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451025,2451025,24,4,51,25,Saint-BarnabÇ,43,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451030,2451030,24,4,51,30,Saint-SÇväre,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451035,2451035,24,4,51,35,Saint-LÇon-le-Grand,73,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451040,2451040,24,4,51,40,Sainte-Ursule,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451045,2451045,24,4,51,45,Saint-Justin,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240451055,2451055,24,4,51,55,Sainte-Angäle-de-PrÇmont,27,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
240451060,2451060,24,4,51,60,Saint-Paulin,58,3,10,4,3,10,4,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240490000,2490000,24,4,90,0,Le Haut-Saint-Maurice,21,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240490020,2490020,24,4,90,20,Langelier,21,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240500000,2400000,24,5,0,0,Estrie,"3,143",104,704,285,98,462,187,42,336,136,41,201,81,53,207,84,50,157,64,27,103,42,24,85,34,1,x,x,1,x,x,5,41,16,3,x,x,9,x,x,8,11,4
240530000,2430000,24,5,30,0,Le Granit,594,13,65,26,13,50,20,7,45,18,7,32,13,8,x,x,8,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530005,2430005,24,5,30,5,Saint-Augustin-de-Woburn,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530020,2430020,24,5,30,20,Piopolis,36,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530025,2430025,24,5,30,25,Frontenac,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530045,2430045,24,5,30,45,Nantes,35,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530050,2430050,24,5,30,50,Sainte-CÇcile-de-Whitton,29,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530055,2430055,24,5,30,55,Audet,45,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530070,2430070,24,5,30,70,Saint-Robert-Bellarmin,58,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530075,2430075,24,5,30,75,Gayhurst-Partie-Sud-Est,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530080,2430080,24,5,30,80,Lac-Drolet,46,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530085,2430085,24,5,30,85,Saint-SÇbastien,54,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530090,2430090,24,5,30,90,Courcelles,41,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530095,2430095,24,5,30,95,Lambton,71,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530100,2430100,24,5,30,100,Saint-Romain,32,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530105,2430105,24,5,30,105,Stornoway,41,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240530110,2430110,24,5,30,110,Stratford,31,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240540000,2440000,24,5,40,0,Asbestos,298,7,24,10,5,6,3,4,17,7,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240540005,2440005,24,5,40,5,Saint-Joseph-de-Ham-Sud,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240540010,2440010,24,5,40,10,Saint-Adrien,29,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240540017,2440017,24,5,40,17,Wotton,78,2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240540025,2440025,24,5,40,25,Saint-Camille,38,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240540032,2440032,24,5,40,32,Saint-Georges-de-Windsor,55,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240540050,2440050,24,5,40,50,Shipton,77,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541000,2441000,24,5,41,0,Le Haut-Saint-Franáois,624,24,143,58,24,109,44,12,54,22,12,33,13,14,67,27,14,60,24,8,22,9,8,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541005,2441005,24,5,41,5,Saint-Malo,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541010,2441010,24,5,41,10,Clifton-Partie-Est,35,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541015,2441015,24,5,41,15,Saint-Isidore-d'Auckland,37,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541030,2441030,24,5,41,30,Ditton,42,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541035,2441035,24,5,41,35,Newport,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541050,2441050,24,5,41,50,Eaton,173,8,51,21,8,47,19,4,x,x,4,x,x,4,33,13,4,33,13,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541055,2441055,24,5,41,55,Ascot Corner,31,5,46,19,5,27,11,4,27,11,4,14,5,4,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541065,2441065,24,5,41,65,Westbury,34,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541070,2441070,24,5,41,70,Bury,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541085,2441085,24,5,41,85,Lingwick,42,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541105,2441105,24,5,41,105,Weedon,53,3,10,4,3,9,4,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240541117,2441117,24,5,41,117,Dudswell,53,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542000,2442000,24,5,42,0,Le Val-Saint-Franáois,576,13,77,31,13,45,18,3,17,7,3,13,5,6,41,16,5,20,8,5,x,x,5,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
240542005,2442005,24,5,42,5,Stoke,45,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542015,2442015,24,5,42,15,Brompton,58,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542020,2442020,24,5,42,20,Saint-Franáois-Xavier-de-Brompton,51,4,54,22,4,24,10,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
240542032,2442032,24,5,42,32,Racine,39,3,7,3,3,7,3,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542040,2442040,24,5,42,40,Bonsecours,30,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542050,2442050,24,5,42,50,Sainte-Anne-de-la-Rochelle,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542060,2442060,24,5,42,60,Valcourt,40,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542065,2442065,24,5,42,65,Maricourt,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542075,2442075,24,5,42,75,Melbourne,64,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542095,2442095,24,5,42,95,Val-Joli,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542100,2442100,24,5,42,100,Saint-Claude,46,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240542110,2442110,24,5,42,110,Cleveland,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240543000,2443000,24,5,43,0,Sherbrooke,131,13,159,64,12,98,40,3,100,41,3,59,24,6,33,13,6,23,9,4,15,6,4,x,x,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x
240543015,2443015,24,5,43,15,Ascot,49,5,65,26,5,43,17,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240543025,2443025,24,5,43,25,Sherbrooke,27,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240543030,2443030,24,5,43,30,Rock Forest,24,4,60,24,3,34,14,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x
240543040,2443040,24,5,43,40,Saint-êlie-d'Orford,31,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544000,2444000,24,5,44,0,Coaticook,572,18,140,57,18,95,38,9,86,35,9,49,20,7,23,9,6,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,4,x,x,4,x,x
240544010,2444010,24,5,44,10,East Hereford,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544015,2444015,24,5,44,15,Saint-HermÇnÇgilde,36,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544023,2444023,24,5,44,23,Dixville,34,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544030,2444030,24,5,44,30,Barford,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544040,2444040,24,5,44,40,Barnston,105,4,14,6,4,5,2,0,0,0,0,0,0,3,13,5,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
240544045,2444045,24,5,44,45,Barnston-Ouest,47,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
240544050,2444050,24,5,44,50,Stanstead-Est,64,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
240544055,2444055,24,5,44,55,Sainte-Edwidge-de-Clifton,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544060,2444060,24,5,44,60,Martinville,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544067,2444067,24,5,44,67,Compton,77,3,24,10,3,15,6,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240544075,2444075,24,5,44,75,Compton Station,71,6,69,28,6,53,21,4,x,x,4,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
