AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTCHICK,TCHICK,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NHENHTCH,HENHTCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NBROILPD,BROILPD,GBROILPD,NTURKPRD,TURKPRD,GTURKPRD,NHATCHNM,HATCHNM,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NSTEERS,STEERS,NCALFU1,CALFU1,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NBISON,BISON,NDEER,DEER,NLAMAS,LAMAS,NOTHLIV,NBEES,BEES
240107040,2407040,24,1,7,40,Sainte-Iräne,44,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"2,596",16,26,28,"1,025",16,535,13,490,28,338,7,407,27,800,3,"1,842",3,11,3,212,3,"1,619",8,"2,727",7,70,8,"1,749",7,908,5,13,0,0,1,x,0,0,0,0,0,0,2,x,0,0,0,0,0
240107047,2407047,24,1,7,47,Amqui,45,2,x,0,0,0,0,2,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,36,"2,992",20,61,35,"1,583",26,"1,104",16,479,33,569,11,59,35,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240107055,2407055,24,1,7,55,Saint-Edmond,19,3,78,1,x,0,0,2,x,0,0,2,x,0,0,1,x,x,1,x,x,0,0,15,"1,373",7,x,15,646,11,418,6,228,13,264,2,x,14,406,0,0,0,0,0,0,0,0,2,x,1,x,2,x,1,x,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240107070,2407070,24,1,7,70,Saint-Tharcisius,21,2,x,1,x,0,0,2,x,0,0,1,x,0,0,1,x,x,0,0,0,0,0,19,"1,315",12,x,16,642,9,373,10,269,13,158,1,x,18,497,3,x,2,x,2,x,2,x,1,x,1,x,1,x,1,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240107080,2407080,24,1,7,80,Val-Brillant,30,2,x,0,0,0,0,2,x,0,0,1,x,1,x,2,x,x,1,x,x,0,0,25,"2,046",14,22,25,"1,107",18,755,11,352,24,361,5,56,25,500,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,4,8,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240107085,2407085,24,1,7,85,Sayabec,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,14,"1,146",5,46,12,534,10,385,4,149,12,190,4,48,14,328,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0
240107105,2407105,24,1,7,105,Saint-Damase,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"1,366",12,36,17,685,11,435,11,250,13,208,5,177,15,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240108000,2408000,24,1,8,0,Matane,171,18,"3,043",4,x,0,0,16,x,0,0,5,x,8,100,4,x,x,6,"1,014","2,235",0,0,128,"9,554",73,140,123,"4,538",75,"2,895",60,"1,643",102,"1,710",46,692,121,"2,474",9,"1,356",5,x,7,x,7,"1,208",12,"3,709",10,58,11,"2,106",10,"1,545",25,101,8,23,9,120,0,0,0,0,0,0,0,0,0,0,1,2,x
240108025,2408025,24,1,8,25,Sainte-FÇlicitÇ,17,1,x,1,x,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,13,811,7,9,13,427,7,248,7,179,12,156,4,42,12,177,0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240108045,2408045,24,1,8,45,Saint-Luc,45,3,85,0,0,0,0,3,85,0,0,0,0,1,x,0,0,0,1,x,x,0,0,38,"2,539",22,32,37,"1,201",16,650,23,551,29,483,16,149,35,674,1,x,1,x,1,x,1,x,3,x,2,x,3,x,1,x,7,32,3,x,3,34,0,0,0,0,0,0,0,0,0,0,1,0,0
240108050,2408050,24,1,8,50,Petit-Matane,32,4,46,0,0,0,0,4,46,0,0,0,0,2,x,1,x,x,1,x,x,0,0,22,"1,415",11,13,22,712,14,454,11,258,18,269,4,24,22,397,2,x,1,x,1,x,2,x,4,"2,147",3,33,3,"1,192",4,922,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240108065,2408065,24,1,8,65,Saint-LÇandre,18,4,x,2,x,0,0,2,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,13,979,7,33,12,501,9,436,4,65,10,164,5,79,12,202,2,x,1,x,2,x,1,x,0,0,0,0,0,0,0,0,4,12,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240108075,2408075,24,1,8,75,Saint-Ulric-de-Matane,33,2,x,0,0,0,0,2,x,0,0,2,x,1,x,0,0,0,1,x,x,0,0,24,"2,214",17,39,24,"1,038",18,708,10,330,22,399,10,195,24,543,2,x,1,x,2,x,1,x,1,x,1,x,1,x,1,x,4,38,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240108080,2408080,24,1,8,80,Baie-des-Sables,26,4,x,1,x,0,0,4,137,0,0,2,x,4,23,1,x,x,2,x,x,0,0,18,"1,596",9,14,15,659,11,399,5,260,11,239,7,203,16,481,2,x,1,x,1,x,2,x,2,x,2,x,2,x,2,x,3,5,3,10,3,9,0,0,0,0,0,0,0,0,0,0,0,2,x
240109000,2409000,24,1,9,0,La Mitis,321,23,834,1,x,0,0,22,x,0,0,8,x,6,44,4,956,"2,108",5,"1,504","3,316",0,0,232,"15,560",113,309,227,"8,075",157,"5,445",90,"2,630",201,"2,748",54,563,222,"3,865",9,x,5,x,6,x,8,"5,293",45,"15,512",42,275,44,"9,723",42,"5,514",40,135,5,46,8,70,0,0,0,0,2,x,3,74,0,0,1,3,x
240109010,2409010,24,1,9,10,Saint-Charles-Garnier,22,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,616,11,x,15,344,4,119,13,225,12,107,2,x,12,141,0,0,0,0,0,0,0,0,5,849,5,17,5,614,5,218,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240109015,2409015,24,1,9,15,Les Hauteurs,36,2,x,0,0,0,0,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,33,"2,283",10,125,32,"1,216",27,"1,029",8,187,28,442,6,18,31,482,0,0,0,0,0,0,0,0,3,725,2,x,3,x,3,x,3,6,0,0,2,x,0,0,0,0,2,x,1,x,0,0,0,0,0
240109020,2409020,24,1,9,20,Sainte-Jeanne-d'Arc,20,2,x,0,0,0,0,2,x,0,0,1,x,0,0,1,x,x,2,x,x,0,0,17,982,12,22,16,500,9,231,9,269,14,128,4,6,14,326,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240109025,2409025,24,1,9,25,Saint-Gabriel,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,23,"1,946",12,x,23,908,18,646,7,262,21,332,4,x,23,383,0,0,0,0,0,0,0,0,12,"5,635",11,87,12,"3,575",12,"1,973",3,7,1,x,1,x,0,0,0,0,0,0,1,x,0,0,0,0,0
240109030,2409030,24,1,9,30,Saint-Donat,27,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,813,8,10,13,409,7,234,6,175,13,146,3,10,14,238,1,x,0,0,1,x,1,x,4,"1,607",4,28,4,"1,052",4,527,4,32,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,1,x
240109035,2409035,24,1,9,35,Sainte-Angäle-de-MÇrici,35,7,343,1,x,0,0,6,x,0,0,4,71,0,0,1,x,x,1,x,x,0,0,22,"1,380",18,29,22,754,11,372,12,382,17,176,6,17,22,404,3,x,2,x,2,x,2,x,8,"2,945",7,53,8,"1,827",7,"1,065",5,19,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,1,x
240109055,2409055,24,1,9,55,Saint-Octave-de-MÇtis,51,4,53,0,0,0,0,4,53,0,0,3,35,2,x,1,x,x,1,x,x,0,0,38,"3,044",18,50,38,"1,567",24,843,16,724,30,439,10,75,37,913,3,x,2,x,2,x,3,x,9,"2,505",9,42,9,"1,509",8,954,11,24,1,x,2,x,0,0,0,0,0,0,1,x,0,0,0,0,0
240109085,2409085,24,1,9,85,Sainte-Flavie,52,4,209,0,0,0,0,4,209,0,0,0,0,1,x,0,0,0,1,x,x,0,0,42,"2,624",20,28,41,"1,421",31,"1,046",15,375,40,501,10,80,42,594,2,x,1,x,1,x,2,x,1,x,1,x,1,x,1,x,4,6,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240109095,2409095,24,1,9,95,Sainte-Luce,42,1,x,0,0,0,0,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,28,"1,872",4,4,27,956,26,925,4,31,26,477,9,51,27,384,0,0,0,0,0,0,0,0,2,x,2,x,1,x,1,x,5,31,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
240110000,2410000,24,1,10,0,Rimouski-Neigette,296,18,x,4,208,3,45,15,x,0,0,3,49,6,x,4,957,"2,110",6,878,"1,936",0,0,186,"13,718",75,159,184,"7,246",133,"5,503",63,"1,743",171,"2,835",33,210,177,"3,268",9,x,3,3,3,x,9,436,28,"9,723",24,147,24,"5,034",27,"4,542",32,190,10,64,6,191,0,0,1,x,0,0,4,144,0,0,2,6,220
240110015,2410015,24,1,10,15,Saint-Narcisse-de-Rimouski,35,4,220,0,0,1,x,4,x,0,0,0,0,2,x,1,x,x,1,x,x,0,0,17,"1,172",7,x,17,585,9,454,8,131,13,272,1,x,17,305,5,39,2,x,2,x,5,x,7,"4,974",6,55,6,"2,298",7,"2,621",5,12,3,22,1,x,0,0,0,0,0,0,0,0,0,0,0,1,x
240110025,2410025,24,1,10,25,Saint-Marcellin,21,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,10,680,3,x,9,404,7,343,3,61,7,107,1,x,9,134,0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240110030,2410030,24,1,10,30,Saint-Anaclet-de-Lessard,35,1,x,0,0,0,0,1,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,27,"2,380",6,8,27,"1,216",24,"1,124",4,92,27,612,3,34,27,510,0,0,0,0,0,0,0,0,3,"1,881",3,30,3,990,3,861,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x
240110045,2410045,24,1,10,45,Rimouski,37,2,x,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,012",2,x,14,543,12,x,3,x,13,244,1,x,13,207,1,x,0,0,0,0,1,x,1,x,1,x,1,x,1,x,5,69,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
240110050,2410050,24,1,10,50,Sainte-Odile-sur-Rimouski,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"1,307",8,x,16,724,10,456,6,268,13,218,2,x,16,322,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240110055,2410055,24,1,10,55,Sainte-Blandine,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,8,611,5,7,8,434,7,x,2,x,7,61,0,0,7,109,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,1,x,1,x,0,0,1,x,0,0,1,x,0,0,0,1,x
240110060,2410060,24,1,10,60,Saint-ValÇrien,26,3,107,1,x,1,x,2,x,0,0,2,x,0,0,0,0,0,0,0,0,0,0,17,"1,079",14,21,17,561,9,286,9,275,17,209,6,24,15,264,2,x,0,0,0,0,2,x,6,532,5,12,5,289,5,231,5,19,0,0,0,0,0,0,0,0,0,0,2,x,0,0,1,0,0
240110065,2410065,24,1,10,65,Le Bic,42,3,235,2,x,1,x,2,x,0,0,0,0,2,x,1,x,x,1,x,x,0,0,31,"2,344",12,21,31,"1,142",19,728,14,414,30,454,10,58,29,669,0,0,0,0,0,0,0,0,3,x,2,x,2,x,3,161,5,22,3,26,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240110070,2410070,24,1,10,70,Saint-Fabien,40,3,54,0,0,0,0,3,54,0,0,0,0,1,x,1,x,x,1,x,x,0,0,34,"2,344",13,22,34,"1,264",27,941,11,323,32,480,6,38,33,540,1,x,1,x,1,x,1,x,2,x,1,x,1,x,2,x,3,30,1,x,2,x,0,0,0,0,0,0,0,0,0,0,1,1,x
240110075,2410075,24,1,10,75,Saint-Eugäne-de-Ladriäre,24,1,x,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,12,789,5,20,11,373,9,292,3,81,12,178,3,10,11,208,0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,1,x,0,0,1,x,0,0,0,0,0,0,1,x,0,0,0,0,0
240111000,2411000,24,1,11,0,Les Basques,240,13,x,4,x,0,0,10,x,0,0,3,106,3,31,9,x,x,5,882,"1,944",0,0,150,"10,483",77,142,147,"5,449",109,"3,947",56,"1,502",138,"1,870",39,517,148,"2,505",10,"10,409",4,25,5,"2,124",10,"8,260",11,"3,082",9,42,9,"1,796",11,"1,244",16,36,2,x,5,58,0,0,0,0,0,0,3,x,2,x,0,2,x
240111005,2411005,24,1,11,5,Saint-ClÇment,29,1,x,1,x,0,0,1,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,25,"1,755",10,15,24,932,17,669,11,263,23,370,5,61,24,377,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,4,9,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240111010,2411010,24,1,11,10,Saint-Jean-de-Dieu,50,3,168,1,x,0,0,2,x,0,0,2,x,1,x,1,x,x,2,x,x,0,0,41,"3,067",25,49,41,"1,608",30,"1,066",16,542,37,416,13,208,40,786,4,"6,087",0,0,1,x,4,x,3,x,2,x,2,x,3,x,4,8,1,x,1,x,0,0,0,0,0,0,1,x,1,x,0,1,x
240111015,2411015,24,1,11,15,Sainte-Rita,28,1,x,0,0,0,0,1,x,0,0,1,x,1,x,1,x,x,2,x,x,0,0,5,187,3,x,5,103,2,x,4,x,5,31,1,x,5,49,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0
240111030,2411030,24,1,11,30,Sainte-Franáoise,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,531,5,x,8,271,7,x,2,x,7,85,2,x,8,121,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0
240111035,2411035,24,1,11,35,Saint-êloi,27,2,x,1,x,0,0,1,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,21,"1,721",7,12,21,875,19,666,4,209,21,310,6,119,21,405,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240111045,2411045,24,1,11,45,Notre-Dame-des-Neiges-des-Trois-Pistoles,47,4,x,0,0,0,0,4,x,0,0,0,0,1,x,3,522,"1,151",0,0,0,0,0,25,"1,563",11,17,25,838,16,626,10,212,25,341,5,27,25,340,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,3,8,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240111050,2411050,24,1,11,50,Saint-Mathieu-de-Rioux,17,2,x,1,x,0,0,1,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,10,590,8,x,10,289,8,242,4,47,9,124,2,x,10,149,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240111055,2411055,24,1,11,55,Saint-Simon,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,069",8,10,13,533,10,379,5,154,11,193,5,55,15,278,0,0,0,0,0,0,0,0,5,"1,183",4,14,4,631,5,538,0,0,0,0,1,x,0,0,0,0,0,0,0,0,1,x,0,1,x
240112000,2412000,24,1,12,0,Riviäre-du-Loup,310,19,"53,646",5,x,3,x,16,x,0,0,6,x,12,"2,266",8,"15,370","33,885",7,"15,727","34,672",0,0,222,"16,345",107,183,218,"7,936",173,"6,139",69,"1,797",200,"3,023",56,"1,535",210,"3,668",12,"3,622",5,6,6,145,12,"3,471",14,"2,893",13,56,14,"1,549",14,"1,288",33,157,2,x,6,76,0,0,1,x,0,0,1,x,0,0,1,3,x
240112005,2412005,24,1,12,5,Saint-Cyprien,26,2,x,0,0,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"1,010",7,12,17,590,11,385,9,205,14,172,3,10,16,226,0,0,0,0,0,0,0,0,4,339,3,8,4,213,4,118,5,20,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240112010,2412010,24,1,12,10,Saint-Hubert,26,2,x,1,x,0,0,1,x,0,0,1,x,1,x,2,x,x,2,x,x,0,0,18,"1,498",12,15,17,522,15,x,4,x,17,x,4,x,16,164,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,2,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240112015,2412015,24,1,12,15,Saint-Antonin,39,5,190,1,x,0,0,4,x,0,0,2,x,3,20,1,x,x,1,x,x,0,0,24,"1,265",14,18,24,664,13,401,13,263,21,200,7,38,24,345,1,x,0,0,1,x,1,x,2,x,2,x,2,x,2,x,8,39,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,1,x
240112030,2412030,24,1,12,30,Saint-êpiphane,26,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,22,"1,621",12,23,22,856,16,521,10,335,18,269,6,63,22,410,4,x,1,x,1,x,4,x,2,x,2,x,2,x,2,x,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240112035,2412035,24,1,12,35,Saint-Paul-de-la-Croix,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,817,7,15,14,504,11,347,4,157,12,122,4,16,13,160,2,x,2,x,2,x,2,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,1,1,x
240112050,2412050,24,1,12,50,Saint-Jean-Baptiste-de-l'Isle-Verte,55,2,x,1,x,1,x,1,x,0,0,1,x,2,x,1,x,x,1,x,x,0,0,42,"3,123",18,32,41,"1,643",36,"1,426",9,217,39,668,9,50,41,730,3,x,2,x,2,x,3,680,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240112060,2412060,24,1,12,60,Saint-Georges-de-Cacouna,27,3,x,1,x,1,x,3,x,0,0,0,0,2,x,1,x,x,0,0,0,0,0,18,"2,340",7,15,16,698,16,x,2,x,17,x,5,x,17,593,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,1,x
240112065,2412065,24,1,12,65,Saint-Arsäne,58,3,78,0,0,0,0,3,78,0,0,2,x,3,29,1,x,x,2,x,x,0,0,46,"3,017",14,21,46,"1,577",44,"1,484",6,93,44,669,13,67,43,683,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,7,14,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240112075,2412075,24,1,12,75,Saint-Patrice-de-la-Riviäre-du-Loup,35,2,x,1,x,0,0,2,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,21,"1,654",16,32,21,882,11,406,12,476,18,355,5,28,18,357,0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,5,41,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240113000,2413000,24,1,13,0,TÇmiscouata,367,12,x,1,x,1,x,12,x,0,0,1,x,6,"1,263",3,x,x,4,476,"1,049",0,0,185,"12,868",109,414,181,"6,485",114,"4,182",86,"2,303",160,"2,123",49,424,178,"3,422",6,x,3,3,4,x,4,25,6,"1,539",5,31,6,958,6,550,29,129,3,51,9,701,1,x,3,x,1,x,3,39,0,0,5,4,36
240113005,2413005,24,1,13,5,DÇgelis,25,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"1,826",8,x,19,856,17,712,4,144,18,279,4,x,19,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240113015,2413015,24,1,13,15,Packington,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"1,848",19,26,25,954,11,444,16,510,22,257,10,93,24,518,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x
240113030,2413030,24,1,13,30,Saint-Eusäbe,33,3,37,0,0,0,0,3,37,0,0,1,x,1,x,1,x,x,2,x,x,0,0,19,"1,067",10,32,18,560,10,366,10,194,16,175,7,65,15,235,1,x,0,0,0,0,1,x,1,x,0,0,1,x,1,x,6,19,2,x,3,x,0,0,0,0,0,0,0,0,0,0,1,1,x
240113035,2413035,24,1,13,35,Notre-Dame-du-Lac,29,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"1,444",6,15,23,777,17,599,7,178,21,264,5,33,22,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240113040,2413040,24,1,13,40,Saint-Juste-du-Lac,27,2,x,1,x,0,0,2,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,11,655,8,x,11,326,8,266,4,60,11,130,2,x,11,173,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,3,35,0,0,2,x,1,x,1,x,0,0,0,0,0,0,1,1,x
240113045,2413045,24,1,13,45,Auclair,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,2,x,2,x,1,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0
240113050,2413050,24,1,13,50,Lejeune,26,1,x,0,0,0,0,1,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,4,x,2,x,4,x,2,x,2,x,3,x,0,0,4,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0
240113055,2413055,24,1,13,55,Biencourt,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,964,13,x,17,535,9,269,12,266,12,78,1,x,17,325,1,x,0,0,1,x,0,0,1,x,1,x,1,x,1,x,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240113065,2413065,24,1,13,65,Saint-Michel-du-Squatec,38,1,x,0,0,0,0,1,x,0,0,0,0,1,x,1,x,x,1,x,x,0,0,21,"1,210",17,26,20,607,10,295,12,312,16,191,4,31,21,355,1,x,1,x,1,x,0,0,3,x,3,x,3,x,3,x,3,7,0,0,1,x,0,0,1,x,0,0,2,x,0,0,1,0,0
240113080,2413080,24,1,13,80,Saint-Louis-du-Ha! Ha!,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,426",6,41,14,678,10,544,4,134,13,275,3,47,15,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0
240113095,2413095,24,1,13,95,PohÇnÇgamook,52,2,x,0,0,0,0,2,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,25,"1,436",17,26,25,734,17,475,11,259,23,299,9,26,25,351,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,4,18,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240113100,2413100,24,1,13,100,Saint-Athanase,23,1,x,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,3,63,3,4,3,x,1,x,3,25,3,11,2,x,3,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240114000,2414000,24,1,14,0,Kamouraska,518,30,"1,115",7,x,1,x,26,705,0,0,8,x,9,97,12,"8,996","19,833",11,"2,681","5,911",0,0,408,"29,074",237,503,402,"15,048",304,"11,594",145,"3,454",375,"6,075",81,"1,318",391,"6,130",23,"23,669",13,417,13,"2,570",22,"20,682",15,"4,207",11,70,12,"2,142",13,"1,995",43,166,10,32,17,"1,536",0,0,0,0,1,x,3,82,0,0,1,8,287
240114005,2414005,24,1,14,5,Mont-Carmel,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"1,630",15,19,28,890,18,622,11,268,25,291,4,25,28,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0
240114020,2414020,24,1,14,20,Saint-Pascal,57,3,x,1,x,0,0,3,x,0,0,1,x,2,x,2,x,x,2,x,x,0,0,41,"3,090",29,104,41,"1,622",29,"1,080",19,542,39,549,8,73,39,742,4,x,3,16,3,x,4,x,0,0,0,0,0,0,0,0,5,29,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,2,x
240114025,2414025,24,1,14,25,Sainte-HÇläne,45,5,225,1,x,0,0,5,x,0,0,1,x,1,x,2,x,x,1,x,x,0,0,39,"2,620",27,67,38,"1,314",29,"1,082",12,232,37,617,10,123,37,499,5,"3,956",3,x,3,x,5,"3,614",1,x,1,x,1,x,1,x,3,18,2,x,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0
240114030,2414030,24,1,14,30,Saint-Joseph-de-Kamouraska,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,022",11,x,14,524,12,449,4,75,14,236,4,x,14,240,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240114035,2414035,24,1,14,35,Saint-Alexandre,56,7,109,0,0,1,x,7,x,0,0,1,x,1,x,0,0,0,1,x,x,0,0,43,"3,212",18,38,42,"1,613",34,"1,273",13,340,39,617,7,163,41,781,0,0,0,0,0,0,0,0,5,"2,403",4,37,5,"1,216",3,"1,150",10,31,1,x,5,x,0,0,0,0,0,0,0,0,0,0,0,0,0
