AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NHENEGG,HENEGG,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NEGGS,EGGS,NNOCHCK,NOCHCK,NNOTURK,NOTURK,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCOWMLK,COWMLK,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NOTHLIV,NBEES,BEES
240330020,24,3,30,20,2430020,- Piopolis,33,2,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,1,x,0,0,12,547,7,9,9,289,8,273,3,16,9,x,7,x,2,x,1,x,2,x,11,106,7,206,1,x,1,x,1,x,1,x,0,0,1,x,0,0,4,199,4,5,4,118,4,76,3,5,0,0,0,0,0,0,0,0,1,0,0
240330025,24,3,30,25,2430025,- Frontenac,33,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,625,11,x,14,279,8,225,7,54,16,166,9,128,6,24,4,14,3,x,16,140,8,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,1,x,0,0,0,0,0,0,0
240330045,24,3,30,45,2430045,- Nantes,37,3,x,0,0,1,x,2,x,0,0,0,0,0,0,1,x,3,215,1,x,15,789,9,13,13,385,5,170,9,215,15,x,6,87,9,58,2,x,2,x,13,234,5,159,1,x,0,0,0,0,1,x,0,0,1,x,1,x,2,x,2,x,2,x,2,x,8,17,1,x,1,x,0,0,0,0,0,1,x
240330050,24,3,30,50,2430050,- Sainte-CÇcile-de-Whitton,32,5,503,1,x,5,x,1,x,0,0,1,x,0,0,2,x,1,x,0,0,17,"1,054",11,19,17,586,16,542,3,44,16,x,14,x,2,x,1,x,1,x,15,204,15,485,2,x,2,x,2,x,2,x,2,x,1,x,1,x,1,x,1,x,1,x,1,x,5,9,0,0,0,0,0,0,0,0,0,0,0
240330055,24,3,30,55,2430055,- Audet,55,4,x,1,x,3,32,1,x,0,0,0,0,1,x,1,x,1,x,0,0,24,"1,023",9,11,23,537,15,414,9,123,17,x,11,167,6,16,1,x,2,x,22,268,16,357,3,x,0,0,0,0,3,x,1,x,1,x,2,x,1,x,1,x,1,x,1,x,5,8,0,0,1,x,0,0,1,x,0,0,0
240330070,24,3,30,70,2430070,- Saint-Robert-Bellarmin,60,4,368,0,0,3,x,2,x,0,0,0,0,1,x,1,x,0,0,0,0,30,"1,599",15,20,29,870,21,711,8,159,26,x,19,288,6,37,1,x,3,x,29,365,21,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,3,25,0,0,0,0,0,1,x
240330075,24,3,30,75,2430075,- Gayhurst-Partie-Sud-Est,22,2,x,0,0,1,x,1,x,0,0,0,0,1,x,1,x,1,x,0,0,19,"1,664",16,x,19,916,17,826,5,90,19,336,17,293,4,29,3,14,3,x,19,331,17,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240330080,24,3,30,80,2430080,- Lac-Drolet,43,2,x,0,0,2,x,1,x,0,0,0,0,0,0,2,x,2,x,0,0,29,"1,231",18,29,26,605,18,473,11,132,24,255,17,211,9,30,5,14,4,16,26,326,18,415,2,x,2,x,2,x,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,2,0,0
240330085,24,3,30,85,2430085,- Saint-SÇbastien,55,2,x,0,0,0,0,2,x,0,0,0,0,1,x,0,0,2,x,0,0,27,"1,442",14,x,27,751,18,574,9,177,21,x,17,268,5,20,2,x,4,21,25,357,18,519,2,x,1,x,2,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,8,15,1,x,1,x,0,0,0,0,0,0,0
240330090,24,3,30,90,2430090,- Courcelles,39,5,338,0,0,3,90,3,248,0,0,2,x,0,0,1,x,2,x,2,x,24,"1,499",19,45,24,739,21,626,10,113,24,367,19,307,10,39,6,21,4,19,24,329,20,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,x,0,0,0,0,0,0,0,0,0
240330095,24,3,30,95,2430095,- Lambton,75,9,x,3,x,3,38,6,357,0,0,1,x,4,16,1,x,2,x,0,0,51,"2,839",32,51,49,"1,455",36,"1,121",15,334,44,658,33,538,13,75,6,45,5,22,47,653,36,"1,013",4,"1,581",1,x,0,0,3,x,2,x,3,736,3,x,1,x,1,x,1,x,1,x,9,12,2,x,0,0,0,0,0,0,1,0,0
240330100,24,3,30,100,2430100,- Saint-Romain,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,910,8,x,16,469,9,318,8,151,16,181,9,142,7,39,0,0,1,x,16,243,9,285,2,x,1,x,1,x,2,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,5,7,0,0,1,x,0,0,0,0,0,0,0
240330105,24,3,30,105,2430105,- Stornoway,31,3,x,1,x,1,x,1,x,0,0,1,x,0,0,2,x,0,0,1,x,13,762,11,x,13,361,5,96,8,265,10,x,3,34,7,39,1,x,2,x,13,273,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0
240330110,24,3,30,110,2430110,- Stratford,31,3,283,2,x,3,86,2,x,0,0,2,x,0,0,3,920,3,206,2,x,14,"1,001",5,8,13,530,7,383,6,147,8,192,6,x,2,x,0,0,3,30,11,241,6,313,6,"4,513",3,24,3,460,6,"4,029",5,"1,817",4,"1,168",3,"1,044",2,x,2,x,2,x,2,x,5,14,2,x,2,x,0,0,0,0,0,0,0
240331000,24,3,31,0,2431000,- L'Amiante,779,63,"167,383",14,303,43,"1,152",32,"165,928",0,0,3,103,10,342,26,"7,946",28,"778,629",7,175,482,"28,847",332,561,467,"13,795",227,"7,098",298,"6,697",393,"5,035",220,"3,437",202,"1,220",64,378,111,895,456,"8,561",234,"6,317",63,"45,424",40,260,42,"5,066",62,"40,098",44,"14,464",43,"12,321",33,"13,313",19,"1,280",17,33,19,767,17,480,129,315,13,158,15,"1,500",1,x,4,562,6,2,x
240331010,24,3,31,10,2431010,- Garthby,23,4,94,2,x,3,x,1,x,0,0,1,x,0,0,2,x,0,0,0,0,19,747,10,15,18,349,7,172,13,177,18,156,8,95,12,52,3,9,7,24,16,203,9,158,4,x,3,14,3,x,3,x,2,x,1,x,2,x,2,x,2,x,2,x,2,x,6,13,0,0,2,x,0,0,0,0,0,0,0
240331020,24,3,31,20,2431020,- Disraâli,30,3,x,1,x,2,x,1,x,0,0,0,0,1,x,2,x,1,x,0,0,23,"1,510",16,31,23,716,5,219,20,497,19,219,7,129,13,x,1,x,5,50,21,494,5,186,8,"6,195",7,52,7,949,8,"5,194",7,"2,371",6,"1,563",4,"1,260",1,x,0,0,1,x,1,x,7,31,0,0,0,0,0,0,0,0,0,0,0
240331025,24,3,31,25,2431025,- Saint-Jacques-le-Majeur-de-Wolfestown,17,3,x,0,0,3,18,2,x,0,0,0,0,2,x,2,x,2,x,0,0,9,601,5,9,9,301,7,228,3,73,9,130,6,103,4,x,1,x,0,0,9,161,7,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,3,9,0,0,1,x,0,0,0,0,0,1,x
240331030,24,3,31,30,2431030,- Saint-Fortunat,35,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,17,994,3,4,17,540,15,x,3,x,14,259,13,x,1,x,1,x,0,0,17,191,16,483,3,"4,183",3,29,3,584,3,"3,570",3,x,1,x,1,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0
240331035,24,3,31,35,2431035,- Saint-Julien,27,2,x,0,0,1,x,1,x,0,0,0,0,0,0,1,x,0,0,0,0,16,"1,061",14,23,16,560,9,290,10,270,15,196,9,99,8,x,2,x,3,14,15,268,9,265,4,"1,373",3,17,4,451,4,905,4,905,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
240331040,24,3,31,40,2431040,- Irlande,73,5,236,0,0,3,85,3,151,0,0,1,x,0,0,1,x,2,x,1,x,40,"2,533",29,44,39,"1,059",18,585,25,474,29,420,19,346,12,x,2,x,4,11,39,999,18,539,4,x,2,x,2,x,4,"2,700",4,950,3,950,3,800,1,x,1,x,1,x,1,x,6,14,3,10,0,0,0,0,1,x,0,0,0
240331050,24,3,31,50,2431050,- Sainte-Praxäde,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,659,6,11,9,344,4,190,5,154,6,96,4,x,2,x,0,0,0,0,9,208,4,167,4,"5,826",2,x,2,x,4,x,2,x,3,"2,150",3,x,1,x,1,x,1,x,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
240331055,24,3,31,55,2431055,- Saint-MÇthode-de-Frontenac,57,5,x,2,x,2,x,3,x,0,0,0,0,0,0,2,x,4,x,0,0,32,"2,734",27,62,32,"1,197",18,596,21,601,27,495,16,334,14,106,8,55,10,258,32,722,18,521,5,"3,728",2,x,3,x,5,x,2,x,5,"1,414",3,x,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0
240331060,24,3,31,60,2431060,- Sainte-Clotilde-de-Beauce,48,3,74,1,x,3,x,1,x,0,0,0,0,2,x,2,x,1,x,1,x,26,"1,075",25,50,24,557,12,301,15,256,20,146,11,78,11,63,4,5,5,40,24,282,13,289,3,x,3,27,3,478,3,x,3,x,1,x,2,x,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,1,x,0,0,0
240331070,24,3,31,70,2431070,- SacrÇ-Coeur-de-Marie-Partie-Sud,50,10,900,2,x,6,x,6,775,0,0,0,0,1,x,2,x,5,770,1,x,36,"1,651",28,42,34,776,9,241,29,535,27,246,9,123,20,91,4,32,13,59,35,528,9,225,7,"2,384",3,8,3,185,7,"2,191",4,482,6,839,3,870,2,x,2,x,2,x,2,x,15,29,0,0,3,35,0,0,0,0,2,0,0
240331080,24,3,31,80,2431080,- Thetford-Partie-Sud,30,2,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,15,551,12,13,15,260,4,68,11,192,11,74,4,37,6,x,2,x,3,12,15,192,5,x,3,x,1,x,1,x,3,x,2,x,3,x,2,x,1,x,1,x,1,x,1,x,5,41,0,0,0,0,1,x,0,0,0,0,0
240331085,24,3,31,85,2431085,- Black Lake,23,1,x,1,x,1,x,1,x,0,0,0,0,0,0,1,x,1,x,0,0,16,833,8,9,16,417,7,273,9,144,13,175,7,149,6,x,2,x,5,14,14,218,7,242,1,x,0,0,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0
240331095,24,3,31,95,2431095,- Saint-Adrien-d'Irlande,32,1,x,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,23,"1,045",7,12,20,512,15,439,7,73,21,275,15,231,3,22,5,22,4,35,19,211,15,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,2,x,0,0,0,0,0,0,0,0,0
240331100,24,3,31,100,2431100,- Saint-Jean-de-BrÇbeuf,47,1,x,0,0,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0,33,"2,671",28,53,32,"1,268",10,269,29,999,25,284,11,134,21,126,5,24,10,48,32,"1,018",10,235,3,x,2,x,2,x,3,x,2,x,3,x,2,x,0,0,0,0,0,0,0,0,5,12,0,0,1,x,0,0,0,0,2,0,0
240331105,24,3,31,105,2431105,- Kinnear's Mills,37,2,x,0,0,2,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0,20,"1,430",16,34,20,743,12,306,12,437,18,184,10,128,10,x,1,x,3,10,20,459,12,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x,2,x,2,x,5,13,0,0,0,0,0,0,0,0,0,0,0
240331110,24,3,31,110,2431110,- Pontbriand,30,4,312,4,115,3,x,2,x,0,0,0,0,2,x,3,"1,800",2,x,2,x,12,640,10,13,11,300,1,x,11,x,7,57,1,x,6,43,2,x,5,16,11,254,1,x,3,x,2,x,2,x,3,x,2,x,2,x,0,0,2,x,2,x,2,x,2,x,5,15,1,x,3,x,0,0,1,x,0,0,0
240331130,24,3,31,130,2431130,- SacrÇ-Coeur-de-JÇsus,66,8,211,1,x,7,115,3,x,0,0,1,x,1,x,2,x,3,145,1,x,54,"2,578",46,63,52,"1,253",31,792,28,461,47,487,29,365,21,101,9,21,17,79,51,696,30,691,5,"1,032",3,5,3,79,5,948,3,112,3,390,4,446,1,x,1,x,1,x,1,x,20,44,5,62,2,x,0,0,0,0,1,0,0
240331135,24,3,31,135,2431135,- Saint-Pierre-de-Broughton,77,5,x,0,0,4,87,2,x,0,0,0,0,0,0,3,754,4,x,1,x,45,"2,454",22,43,43,"1,265",23,875,26,390,32,495,22,406,14,67,6,22,11,106,41,545,23,736,2,x,1,x,1,x,2,x,1,x,2,x,1,x,3,367,3,x,3,212,2,x,12,19,1,x,1,x,0,0,0,0,1,0,0
240331140,24,3,31,140,2431140,- Saint-Jacques-de-Leeds,62,3,"31,800",0,0,0,0,3,"31,800",0,0,0,0,0,0,0,0,3,"153,500",0,0,37,"3,080",20,30,37,"1,378",20,707,21,671,35,641,19,371,18,150,6,120,6,119,36,912,23,635,4,"3,650",3,16,3,311,4,"3,323",3,"1,200",3,"1,004",3,"1,119",1,x,1,x,1,x,1,x,10,15,0,0,2,x,0,0,0,0,0,1,x
240400000,24,4,0,0,2400000,- Bois-Francs,"4,191",294,"3,197,478",54,"420,366",162,"633,143",157,"2,143,969",17,"288,764",49,"154,709",56,"14,799",116,"11,319,241",155,"15,213,316",46,"310,044","2,795","193,082","1,321","2,655","2,663","97,434","2,009","78,514",826,"18,920","2,400","40,727","1,887","34,922",570,"3,999",177,"1,806",290,"3,862","2,573","48,404","1,971","66,100",354,"294,687",236,"1,467",246,"30,608",347,"262,612",272,"102,025",217,"79,747",194,"80,840",113,"11,944",82,269,105,"7,512",97,"4,163",503,"1,980",93,"1,948",111,"13,206",1,x,7,265,20,47,"4,709"
240432000,24,4,32,0,2432000,- L'êrable,752,52,"155,984",8,x,35,x,22,"73,064",1,x,9,630,13,262,24,"1,129,152",26,"449,770",8,x,507,"33,890",275,440,499,"17,165",323,"11,830",213,"5,335",443,"6,732",295,"5,201",165,"1,211",35,320,84,"1,002",474,"8,551",315,"9,968",48,"38,480",25,121,25,"2,726",48,"35,633",39,"11,406",34,"12,444",33,"11,783",20,"2,359",16,56,19,"1,410",19,893,123,370,16,149,19,309,0,0,0,0,4,5,267
240432005,24,4,32,5,2432005,- Vianney,24,2,x,0,0,1,x,2,x,0,0,0,0,1,x,1,x,1,x,0,0,19,847,9,11,19,442,15,363,5,79,16,x,14,x,1,x,1,x,3,x,17,213,15,321,3,x,2,x,2,x,3,x,3,x,1,x,1,x,0,0,0,0,0,0,0,0,6,8,1,x,3,x,0,0,0,0,0,0,0
240432015,24,4,32,15,2432015,- Halifax-Sud,72,3,71,1,x,2,x,1,x,0,0,0,0,1,x,1,x,0,0,0,0,39,"2,072",28,37,38,"1,006",18,443,22,563,32,x,14,173,18,123,2,x,2,x,36,652,18,384,3,x,0,0,0,0,3,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,12,93,2,x,2,x,0,0,0,0,0,1,x
240432020,24,4,32,20,2432020,- Halifax-Nord,82,5,"1,553",2,x,2,x,2,x,0,0,2,x,3,36,2,x,3,425,2,x,48,"2,679",22,43,48,"1,526",34,"1,179",19,347,40,523,31,446,10,64,4,13,4,18,46,569,34,964,2,x,0,0,0,0,2,x,2,x,1,x,1,x,5,638,4,17,5,303,5,318,23,61,0,0,1,x,0,0,0,0,0,2,x
240432035,24,4,32,35,2432035,- Princeville,107,5,x,0,0,4,x,2,x,0,0,0,0,0,0,1,x,0,0,0,0,82,"6,710",32,42,81,"3,419",70,"2,971",16,448,75,x,64,"1,422",15,208,2,x,9,x,77,"1,343",68,"2,499",3,x,2,x,2,x,3,x,3,x,1,x,1,x,2,x,1,x,2,x,1,x,15,53,1,x,1,x,0,0,0,0,1,0,0
240432045,24,4,32,45,2432045,- Plessisville,90,8,"74,352",3,x,5,"34,826",4,x,1,x,1,x,1,x,5,x,5,"68,315",1,x,56,"4,460",23,26,56,"2,472",50,"2,291",10,181,50,970,43,852,10,106,3,12,8,80,54,912,49,"1,921",8,x,1,x,1,x,8,"7,100",7,"2,000",7,"2,661",6,"2,439",0,0,0,0,0,0,0,0,5,8,1,x,1,x,0,0,0,0,2,0,0
240432050,24,4,32,50,2432050,- Saint-Pierre-Baptiste,75,2,x,0,0,1,x,1,x,0,0,1,x,0,0,0,0,2,x,0,0,44,"2,593",22,33,43,"1,375",25,794,25,581,39,x,25,343,18,78,2,x,8,x,40,752,23,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,654,3,12,3,382,3,260,16,32,1,x,0,0,0,0,0,0,0,0,0
240432060,24,4,32,60,2432060,- Inverness,119,15,539,1,x,13,x,4,258,0,0,3,71,5,71,8,"1,632",5,202,2,x,77,"5,109",64,101,75,"2,412",19,563,61,"1,849",64,591,19,284,47,240,7,67,19,159,71,"1,846",19,499,7,"4,582",5,24,5,454,7,"4,104",4,"1,516",6,"1,262",5,"1,326",6,797,5,21,5,546,6,230,17,44,4,x,3,x,0,0,0,0,1,0,0
240432065,24,4,32,65,2432065,- Lyster,64,6,x,1,x,4,64,3,x,0,0,0,0,1,x,5,936,5,x,2,x,49,"3,875",22,54,48,"1,785",33,"1,320",16,465,44,881,31,709,14,111,4,61,9,215,45,940,32,"1,109",7,"9,101",4,32,4,755,7,"8,314",5,"2,355",6,"3,278",7,"2,681",3,x,2,x,3,x,3,x,5,11,3,12,5,103,0,0,0,0,0,1,x
240432075,24,4,32,75,2432075,- Sainte-Julie,70,5,x,0,0,2,x,3,x,0,0,2,x,0,0,1,x,4,x,1,x,53,"3,904",28,64,53,"1,883",37,"1,294",22,589,46,823,36,612,13,173,5,38,14,207,51,927,35,"1,084",12,"10,517",9,38,9,957,12,"9,522",11,"3,094",9,"3,069",10,"3,359",0,0,0,0,0,0,0,0,6,22,2,x,1,x,0,0,0,0,0,1,x
240432080,24,4,32,80,2432080,- Notre-Dame-de-Lourdes,31,1,x,0,0,1,x,0,0,0,0,0,0,1,x,0,0,1,x,0,0,26,940,18,21,24,448,12,321,12,127,23,223,9,118,13,66,4,39,6,19,24,229,12,286,2,x,1,x,1,x,2,x,2,x,1,x,0,0,1,x,1,x,1,x,1,x,11,23,1,x,2,x,0,0,0,0,0,0,0
240432085,24,4,32,85,2432085,- Villeroy,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,701,7,8,14,397,10,291,5,106,14,x,9,x,6,x,1,x,2,x,13,168,10,257,1,x,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0
240438000,24,4,38,0,2438000,- BÇcancour,559,41,"508,937",8,x,17,366,26,x,0,0,7,x,11,574,15,"2,813",27,"3,385,901",7,x,403,"23,674",202,322,388,"12,250",282,"10,049",121,"2,201",348,"4,767",268,"4,124",81,481,26,162,26,235,378,"6,100",275,"8,202",29,"18,469",22,107,20,"2,400",26,"15,962",19,"7,077",21,"5,221",16,"3,664",18,"1,486",15,31,17,"1,024",16,431,89,350,9,63,19,"2,673",0,0,0,0,1,8,541
240438005,24,4,38,5,2438005,- Saint-Sylväre,72,8,"218,604",0,0,1,x,7,x,0,0,2,x,0,0,1,x,8,x,2,x,49,"3,305",27,x,48,"1,673",37,"1,362",14,311,43,x,34,590,8,59,2,x,5,55,45,873,34,"1,114",6,"1,671",4,x,3,x,6,"1,367",3,467,4,529,4,371,0,0,0,0,0,0,0,0,7,19,2,x,2,x,0,0,0,0,0,2,x
240438010,24,4,38,10,2438010,- BÇcancour,243,25,x,7,x,14,344,14,"156,004",0,0,3,12,9,x,11,"2,298",13,"904,550",3,x,164,"8,897",97,150,157,"4,510",103,"3,365",60,"1,145",137,"1,520",96,"1,214",42,211,14,95,8,59,151,"2,658",101,"2,800",13,"9,123",8,30,8,646,11,"8,447",7,"2,078",11,"3,766",9,"2,603",14,"1,416",12,28,13,988,13,400,37,167,5,44,7,138,0,0,0,0,0,4,144
240438020,24,4,38,20,2438020,- Lemieux,19,1,x,0,0,1,x,0,0,0,0,0,0,1,x,1,x,0,0,0,0,11,736,0,0,11,378,10,x,1,x,11,181,9,x,2,x,0,0,1,x,11,x,10,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0
240438030,24,4,38,30,2438030,- Saint-Joseph-de-Blandford,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,822,13,14,16,478,9,279,8,199,11,83,7,58,5,25,0,0,0,0,15,247,8,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,1,x,1,x,0,0,0,0,0,0,0
240438035,24,4,38,35,2438035,- Sainte-Franáoise,25,1,x,0,0,0,0,1,x,0,0,1,x,0,0,0,0,0,0,0,0,22,"1,462",3,x,21,761,18,x,4,x,22,x,18,354,4,9,2,x,3,6,21,322,17,556,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0
240438040,24,4,38,40,2438040,- Sainte-Sophie-de-LÇvrard,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"1,822",11,x,23,881,20,843,5,38,22,x,19,415,3,11,1,x,1,x,24,475,20,671,2,x,2,x,2,x,2,x,2,x,1,x,0,0,1,x,1,x,1,x,1,x,4,11,0,0,1,x,0,0,0,0,0,1,x
240438050,24,4,38,50,2438050,- Sainte-Philomäne-de-Fortierville,37,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,2,x,0,0,33,"1,652",14,32,32,858,21,737,11,121,29,x,22,350,7,25,1,x,1,x,32,380,20,605,2,x,2,x,2,x,2,x,2,x,1,x,1,x,0,0,0,0,0,0,0,0,9,21,0,0,2,x,0,0,0,0,0,0,0
240438055,24,4,38,55,2438055,- Parisville,23,1,x,0,0,0,0,1,x,0,0,1,x,0,0,0,0,1,x,1,x,19,937,5,6,18,518,15,476,3,42,17,x,15,x,2,x,1,x,1,x,18,x,16,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,4,9,0,0,2,x,0,0,0,0,1,0,0
240438060,24,4,38,60,2438060,- Sainte-CÇcile-de-LÇvrard,29,1,x,0,0,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0,24,"1,537",11,18,22,815,17,645,7,170,22,x,18,303,5,58,2,x,2,x,23,300,18,555,3,x,3,7,2,x,2,x,2,x,2,x,1,x,0,0,0,0,0,0,0,0,6,12,1,x,1,x,0,0,0,0,0,0,0
240438065,24,4,38,65,2438065,- Saint-Pierre-les-Becquets,37,3,x,1,x,0,0,2,x,0,0,0,0,1,x,1,x,3,x,1,x,20,"1,170",10,16,20,645,15,576,5,69,17,x,14,188,3,29,2,x,3,x,19,214,15,484,1,x,1,x,1,x,1,x,1,x,1,x,0,0,1,x,1,x,1,x,1,x,5,44,0,0,2,x,0,0,0,0,0,1,x
240438070,24,4,38,70,2438070,- Deschaillons-sur-Saint-Laurent,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"1,334",11,14,20,733,17,678,3,55,17,x,16,319,0,0,1,x,1,x,19,266,16,540,1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,0,0,1,x,0,0,3,5,0,0,1,x,0,0,0,0,0,0,0
240439000,24,4,39,0,2439000,- Arthabaska,"1,093",73,"462,786",14,"149,573",48,"153,456",28,"159,757",9,x,15,"94,851",16,x,36,"2,292,747",22,"2,789,161",12,"161,568",748,"56,988",329,700,718,"28,003",560,"22,634",211,"5,369",639,"13,126",524,"11,261",139,"1,085",48,780,74,"1,019",689,"14,140",553,"19,309",79,"64,405",57,386,59,"7,461",78,"56,558",60,"23,558",50,"17,056",44,"15,944",23,"3,868",18,80,23,"2,528",20,"1,260",126,464,29,774,24,"7,470",0,0,3,52,6,12,"2,633"
240439010,24,4,39,10,2439010,- Ham-Nord,53,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,1,x,0,0,36,"2,219",14,23,36,"1,136",24,794,15,342,32,503,22,365,11,125,4,13,7,28,35,529,25,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0
240439015,24,4,39,15,2439015,- Notre-Dame-de-Lourdes-de-Ham,24,1,x,0,0,1,x,0,0,0,0,0,0,1,x,1,x,0,0,0,0,13,642,7,11,12,245,5,109,8,136,11,x,5,x,6,35,2,x,2,x,12,278,5,94,2,x,0,0,0,0,2,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,7,20,2,x,0,0,0,0,0,0,0,0,0
240439020,24,4,39,20,2439020,- Saint-RÇmi-de-Tingwick,43,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,2,x,0,0,34,"2,049",15,38,34,"1,061",28,920,7,141,30,469,26,428,4,29,3,12,6,41,32,440,28,759,1,x,1,x,1,x,1,x,1,x,1,x,1,x,3,"1,411",3,26,3,917,3,468,7,12,0,0,1,x,0,0,0,0,0,0,0
240439025,24,4,39,25,2439025,- Tingwick,97,6,374,0,0,4,x,2,x,0,0,0,0,0,0,3,x,4,410,0,0,75,"6,129",32,76,71,"3,046",50,"2,109",27,937,61,"1,382",48,"1,210",18,172,0,0,3,11,69,"1,614",48,"1,770",2,x,2,x,2,x,2,x,1,x,2,x,1,x,2,x,2,x,2,x,2,x,9,25,4,x,2,x,0,0,0,0,0,2,x
240439030,24,4,39,30,2439030,- Chesterville,58,3,"82,000",1,x,1,x,1,x,0,0,0,0,1,x,1,x,1,x,0,0,44,"3,735",17,61,43,"1,776",30,"1,254",14,522,33,716,27,647,6,x,1,x,6,81,41,"1,101",30,"1,055",3,502,2,x,2,x,3,x,2,x,0,0,1,x,3,x,2,x,3,181,2,x,1,x,1,x,1,x,0,0,0,0,0,0,0
240439035,24,4,39,35,2439035,- Chester-Est,37,2,x,0,0,2,x,2,x,0,0,2,x,1,x,1,x,0,0,1,x,20,869,7,x,19,453,16,363,7,90,15,220,12,183,5,25,5,12,1,x,18,187,14,289,1,x,1,x,1,x,1,x,1,x,0,0,0,0,2,x,2,x,2,x,2,x,7,35,2,x,2,x,0,0,0,0,1,1,x
