AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NELECTY,ELECTY,NTINTRST,TINTRST,NINTOPER,INTOPER,NINTOTHD,INTOTHD,NTELPHON,TELPHON,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NFUELHT,FUELHT,NOTHEXP,OTHEXP,SALEDST,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_11,FRMTYP1_9,FRMTYP1_10,FRMTYP1_12,NVFTPRD,VFTPRD,NMAPLET,MAPLET,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
240439040,24,4,39,40,2439040,- Chester-Nord,41,"1,960,783",5,"6,240",5,"6,240",0,0,19,"128,556",11,"85,992",15,"42,564",39,"82,335",34,"297,573",20,"197,969",19,"99,604",34,"10,430",41,"182,751",39,"56,473",37,"126,278",19,"24,636",31,"138,640",31,"123,437",7,x,12,x,35,"804,039",35,"502,685",35,"413,015",16,"227,444",34,"73,910",3,"3,304",28,"282,279",41,"2,908,696",1,3,0,8,5,13,10,1,0,40,27,6,1,0,0,0,0,0,0,6,0,0,17,"65,857",22,"45,500",19,228,2,x,17,x
240439050,24,4,39,50,2439050,- Saint-Norbert-d'Arthabaska,73,"4,499,718",11,"45,470",11,"45,470",0,0,43,"532,199",23,"316,622",29,"215,577",63,"152,992",49,"690,516",34,"308,003",32,"382,513",39,"30,219",65,"484,223",58,"163,191",58,"321,032",27,"67,615",38,"248,715",34,"161,594",24,"21,392",24,"65,729",49,"1,645,571",44,"1,199,763",43,"882,400",24,"284,630",44,"161,178",13,"46,751",41,"555,447",73,"5,731,738",9,8,6,8,6,8,25,2,1,64,27,7,2,4,0,1,3,0,0,18,0,2,11,"51,631",21,"53,500",43,"1,356",20,892,29,464
240439060,24,4,39,60,2439060,- Saint-Christophe-d'Arthabaska,61,"4,828,172",17,"19,033",16,x,2,x,40,"658,895",29,"423,242",28,"235,653",51,"119,246",48,"646,235",32,"192,078",34,"454,157",50,"19,209",60,"477,779",53,"160,226",57,"317,553",26,"94,653",44,"242,706",40,"168,421",25,"29,067",28,"45,218",48,"1,913,268",46,"1,282,671",46,"1,198,708",34,"434,537",44,"196,060",11,"34,412",47,"602,736",61,"6,176,712",4,4,8,5,4,7,24,5,0,57,28,8,0,3,0,2,2,1,1,12,0,0,23,"104,643",21,"59,000",40,"1,726",24,"1,294",27,432
240439070,24,4,39,70,2439070,- Sainte-Victoire-d'Arthabaska,58,"6,669,615",11,"54,000",8,x,3,x,36,"973,121",27,"566,398",20,"406,723",52,"189,453",44,"933,350",37,"261,157",29,"672,193",42,"32,569",53,"660,096",51,"223,419",51,"436,677",29,"122,646",45,"446,192",38,"291,001",24,"30,571",31,"124,620",44,"2,403,391",41,"1,492,256",40,"1,284,929",24,"683,357",42,"227,778",7,"26,093",43,"828,704",58,"8,581,090",2,2,6,3,6,8,22,5,4,56,25,7,4,5,0,2,3,1,2,6,0,1,4,"30,150",5,"24,600",36,"2,561",21,"1,856",25,705
240439080,24,4,39,80,2439080,- Warwick,120,"12,882,435",19,"45,928",17,x,3,x,73,"1,497,995",48,"936,255",53,"561,740",116,"392,206",99,"2,367,861",60,"697,395",79,"1,670,466",100,"50,070",112,"1,291,910",106,"368,478",100,"923,432",77,"472,355",104,"1,121,181",99,"754,493",68,"142,594",75,"224,094",99,"3,584,208",97,"2,276,166",97,"1,848,964",69,"844,193",91,"463,849",12,"15,846",93,"2,042,875",120,"16,639,027",1,8,8,8,7,14,63,9,2,119,79,9,2,1,0,4,6,2,2,11,0,3,17,"88,598",22,"38,117",73,"3,404",38,"2,560",46,844
240439085,24,4,39,85,2439085,- Saint-Albert-de-Warwick,43,"7,794,648",5,"12,050",5,"12,050",0,0,30,"592,209",18,"329,140",20,"263,069",38,"189,512",35,"1,272,680",28,"551,771",25,"720,909",36,x,36,"375,048",34,"109,688",33,"265,360",28,"376,432",32,"423,909",28,"263,551",22,"38,784",27,"121,574",38,"3,946,818",38,"2,383,327",38,"2,197,674",27,"1,404,914",36,"158,577",2,x,30,"571,449",43,"9,975,658",2,1,2,1,3,5,18,7,4,41,25,2,4,5,0,2,1,0,0,2,0,0,0,0,1,x,30,"1,159",20,896,18,263
240439090,24,4,39,90,2439090,- Sainte-êlisabeth-de-Warwick,42,"4,242,061",6,x,5,x,1,x,28,"367,604",17,"177,462",19,"190,142",39,"151,847",37,"970,037",28,"296,087",31,"673,950",34,"22,267",37,"354,061",37,"108,083",32,"245,978",24,"159,434",34,"444,836",34,"270,102",28,"46,754",30,"127,980",36,"1,094,997",36,"632,997",36,"493,441",18,"253,651",36,"208,349",5,x,31,"640,953",42,"5,220,833",2,0,0,3,4,8,22,3,0,40,30,4,2,0,0,3,1,0,0,0,0,0,3,x,3,"2,225",28,771,7,449,23,322
240439100,24,4,39,100,2439100,- Kingsey Falls,17,"1,563,757",2,x,2,x,0,0,13,"168,833",11,"138,053",8,"30,780",16,"50,323",15,"225,546",7,"106,922",10,"118,624",12,x,17,"126,158",17,"44,462",17,"81,696",8,"27,922",14,"131,323",12,"73,895",9,"11,129",11,"46,299",16,"409,825",16,"311,103",16,"277,425",8,"46,884",16,"51,838",2,x,13,"358,698",17,"2,091,759",0,0,2,2,0,3,9,1,0,17,10,4,1,0,0,0,0,0,0,1,1,0,4,"21,587",2,x,13,324,3,208,10,116
240439105,24,4,39,105,2439105,- Sainte-SÇraphine,41,"8,263,789",8,"15,931",8,"15,931",0,0,26,"516,055",20,"216,157",19,"299,898",40,"227,565",36,"1,041,473",25,"387,874",29,"653,599",38,"30,216",37,"778,455",34,"279,054",35,"499,401",29,"168,438",29,"634,351",27,"397,916",23,"101,845",23,"134,590",36,"3,992,798",36,"2,796,117",36,"2,304,963",29,"933,666",35,"263,015",6,"30,227",30,"828,280",41,"9,989,290",0,0,1,2,2,5,14,11,6,41,15,3,19,0,0,3,0,0,0,1,0,0,6,"37,313",0,0,26,905,15,673,22,232
240439115,24,4,39,115,2439115,- Sainte-Clothilde-de-Horton,54,"3,676,843",8,"24,160",7,x,1,x,24,"301,217",15,"209,478",17,"91,739",47,"119,129",36,"534,752",21,"233,611",26,"301,141",41,"16,525",51,"406,077",45,"120,855",47,"285,222",29,"144,596",39,"368,462",33,"245,371",22,"42,386",30,"80,705",42,"1,348,082",41,"980,306",41,"818,676",27,"211,304",38,"156,472",7,"34,348",36,"379,495",54,"5,221,636",5,5,2,11,4,9,14,1,3,49,22,10,5,0,0,2,4,0,1,5,0,0,9,"19,701",4,"6,525",24,"1,046",10,704,20,342
240439125,24,4,39,125,2439125,- Saint-Jacques-de-Horton,18,"1,314,507",2,x,2,x,0,0,9,"111,308",5,"20,660",7,"90,648",15,"48,683",13,"198,847",8,"76,112",9,"122,735",15,x,17,"149,063",16,"38,926",14,"110,137",11,"58,268",14,"149,555",13,"86,896",10,"14,870",13,"47,789",18,"387,188",16,"193,962",16,"142,623",9,"122,201",16,"71,025",3,x,13,"188,724",18,"1,770,090",0,1,1,2,2,5,6,1,0,18,9,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,9,281,3,148,8,133
240439130,24,4,39,130,2439130,- Saint-Samuel,26,"1,959,793",4,"15,920",4,"15,920",0,0,19,"173,903",10,"83,693",16,"90,210",21,"70,176",22,"345,907",16,"127,154",18,"218,753",22,"14,050",25,"197,671",23,"52,575",23,"145,096",19,"99,992",24,"231,446",22,"142,310",19,"24,651",21,"64,485",19,"452,445",19,"326,599",19,"300,072",5,"34,382",17,"91,464",3,"3,157",17,"355,126",26,"2,439,279",2,2,0,2,4,7,7,2,0,24,14,3,1,0,0,3,1,0,1,1,0,0,1,x,0,0,19,457,5,334,14,123
240439135,24,4,39,135,2439135,- Saint-Valäre,72,"6,345,463",12,"36,867",12,x,1,x,37,"522,441",23,"347,486",26,"174,955",67,"191,101",50,"1,120,578",39,"337,863",33,"782,715",54,"23,512",66,"635,335",62,"172,386",61,"462,949",43,"121,565",52,"498,859",49,"339,541",32,"54,323",32,"104,995",58,"2,270,822",54,"1,337,987",54,"970,313",37,"765,949",55,"166,886",10,"34,842",56,"889,541",72,"7,549,316",2,3,9,13,4,10,26,4,1,70,33,15,4,2,0,3,1,1,0,8,2,1,7,x,8,"11,295",37,"1,199",12,814,30,385
240439145,24,4,39,145,2439145,- Saint-Rosaire,49,"4,076,569",7,"9,373",7,"9,373",0,0,27,"295,939",17,"141,395",18,"154,544",47,"132,979",38,"625,251",25,"223,852",26,"401,399",39,"17,504",46,"354,842",40,"77,818",42,"277,024",26,"79,970",35,"226,733",33,"148,566",21,"23,534",27,"54,633",42,"1,854,251",42,"1,336,158",42,"1,097,033",25,"407,837",39,"110,256",5,"8,464",31,"471,263",49,"5,161,295",5,4,5,1,5,9,14,6,0,44,20,9,7,1,0,1,0,0,0,6,0,0,7,"35,396",7,"22,600",27,822,11,536,18,286
240439150,24,4,39,150,2439150,- Sainte-Anne-du-Sault,44,"2,331,324",11,"37,222",9,x,2,x,17,"188,213",5,"58,420",13,"129,793",41,"96,578",33,"292,933",17,"107,958",26,"184,975",30,x,40,"197,348",37,"60,836",38,"136,512",21,"75,149",29,"127,463",25,"90,184",11,"8,957",21,"28,322",33,"944,942",32,"643,638",32,"594,456",19,"231,414",30,"69,890",3,x,27,"336,021",44,"2,851,079",5,4,1,12,4,7,9,2,0,39,15,10,2,1,0,2,3,0,0,4,1,1,7,"17,734",6,"6,350",17,479,5,279,14,200
240439170,24,4,39,170,2439170,- Saint-Louis-de-Blandford,22,"1,771,702",3,x,3,x,0,0,10,"256,849",6,x,7,x,18,"37,048",13,"546,594",7,"91,341",11,"455,253",14,"14,977",18,"157,687",16,"43,107",16,"114,580",7,"20,338",14,"101,171",11,"61,385",3,x,8,x,20,"299,264",19,"208,120",18,"113,895",6,x,17,x,2,x,13,"330,243",22,"1,978,821",2,2,3,3,2,5,4,0,1,20,9,4,1,0,0,0,0,1,0,5,0,0,7,"32,283",3,"1,450",10,709,5,457,6,252
240449000,24,4,49,0,2449000,- Drummond,998,"95,564,918",238,"644,986",228,"618,151",16,"26,835",561,"10,115,362",329,"4,695,034",393,"5,420,328",890,"3,087,061",712,"12,382,429",470,"3,980,980",515,"8,401,449",838,"488,258",908,"8,420,763",855,"2,972,864",811,"5,447,899",559,"2,430,058",731,"9,069,563",666,"5,660,179",495,"1,151,124",525,"2,258,260",775,"35,777,316",748,"23,747,706",738,"19,579,499",495,"9,345,667",671,"2,683,943",222,"1,131,617",670,"12,017,505",998,"123,616,004",53,68,73,97,113,179,313,67,35,945,372,148,115,47,2,88,54,9,11,73,11,15,66,"292,306",64,"146,097",561,"23,350",244,"15,213",410,"8,137"
240449005,24,4,49,5,2449005,- Kingsey,101,"8,466,998",18,"22,269",17,x,2,x,51,"763,880",35,"505,835",37,"258,045",94,"267,278",73,"1,154,236",50,"580,785",46,"573,451",88,"41,896",94,"760,330",87,"249,006",81,"511,324",55,"141,162",74,"561,467",69,"412,408",44,"49,173",46,"99,886",88,"3,599,221",84,"2,675,957",82,"2,339,786",48,"619,933",79,"303,331",16,"42,607",62,"1,112,652",101,"10,684,440",5,8,7,9,13,18,33,6,2,96,46,26,7,3,0,2,5,0,0,6,1,0,8,"115,642",14,"28,350",51,"2,017",24,"1,497",37,520
240449010,24,4,49,10,2449010,- Ulverton,16,"1,342,123",6,"18,533",6,"18,533",0,0,7,"128,078",6,"107,134",5,"20,944",14,x,15,"267,678",9,"130,529",12,"137,149",14,"13,658",16,"157,003",15,"45,898",15,"111,105",10,"42,938",12,"137,803",10,"104,092",7,"9,461",9,"24,250",15,"323,125",15,"232,852",15,"207,693",6,"59,739",14,"30,534",1,x,10,x,16,"1,374,618",1,0,4,3,1,1,5,1,0,15,6,3,0,0,0,0,1,0,0,2,2,1,4,"13,300",0,0,7,250,2,x,6,x
240449015,24,4,49,15,2449015,- Durham-Sud,65,"5,654,409",12,"20,304",11,x,1,x,40,"559,260",17,"242,207",30,"317,053",58,"161,974",45,"569,742",31,"150,148",31,"419,594",54,"28,407",62,"349,680",60,"103,940",56,"245,740",33,"74,284",44,"211,858",42,"137,281",18,"25,816",29,"48,761",63,"2,933,003",62,"1,845,928",60,"1,741,921",36,"885,212",58,"201,863",9,"47,891",48,"698,006",65,"7,097,017",1,3,7,10,7,11,21,4,1,64,34,13,4,1,0,1,2,0,0,8,1,0,7,"15,163",4,"16,870",40,"1,270",15,863,30,407
240449020,24,4,49,20,2449020,- Lefebvre,22,"2,184,326",6,"8,410",6,x,1,x,15,"103,471",10,x,7,x,20,"65,141",19,"274,047",16,"84,230",15,"189,817",21,"13,231",22,"194,992",21,"62,745",22,"132,247",10,"31,166",18,"161,781",18,"94,495",12,"26,794",16,"40,492",20,"1,071,355",20,"612,550",20,"490,279",14,"376,699",17,"82,106",4,"4,000",16,"256,732",22,"3,201,735",0,0,2,2,1,3,12,0,2,22,13,2,3,0,0,0,1,0,0,2,1,0,4,"9,285",4,"20,250",15,291,5,x,10,x
240449025,24,4,49,25,2449025,- L'Avenir,60,"2,526,697",14,"22,799",14,"22,799",0,0,28,"292,292",14,"107,207",19,"185,085",55,"102,242",38,"328,069",24,"178,580",23,"149,489",54,"25,656",53,"270,242",51,"88,158",45,"182,084",26,"54,709",37,"155,476",35,"112,143",23,"13,005",20,"30,328",48,"766,063",45,"442,350",45,"359,464",35,"256,821",41,"66,892",11,"13,223",36,"495,926",60,"3,465,396",3,8,9,4,9,15,11,1,0,57,20,17,4,0,0,0,5,1,0,8,0,2,4,"20,022",13,"24,450",28,"1,022",11,309,19,713
240449030,24,4,49,30,2449030,- Saint-Lucien,21,"1,035,774",6,"22,490",6,"22,490",0,0,10,"111,338",7,"53,238",6,"58,100",20,"39,170",13,x,9,"66,926",10,x,18,"5,889",21,"89,177",18,"30,339",19,"58,838",7,x,13,"112,878",12,"82,524",3,"11,450",6,"18,904",15,"442,783",13,"317,798",13,"312,777",11,"85,473",15,"39,512",3,x,11,x,21,"1,324,465",2,6,1,2,2,4,2,2,0,19,2,5,4,0,0,2,0,1,1,2,1,1,4,"8,665",2,x,10,386,3,273,8,113
240449035,24,4,49,35,2449035,- Saint-NicÇphore,32,"3,781,584",8,"5,951",7,x,1,x,22,"515,502",12,"292,341",14,"223,161",31,"96,969",24,"320,511",11,"69,423",19,"251,088",27,"13,634",30,"317,572",29,"173,997",27,"143,575",16,"50,288",23,"209,703",22,"81,112",15,"24,296",15,"104,295",25,"1,766,959",25,"1,215,239",25,"931,683",16,"459,777",23,"91,943",10,"46,654",25,"437,841",32,"4,996,955",1,1,1,4,5,6,7,5,2,31,7,5,7,4,0,2,1,0,0,5,0,0,2,x,2,x,22,"1,115",10,580,15,535
240449040,24,4,49,40,2449040,- Wickham,84,"16,266,185",11,"16,430",11,"16,430",0,0,50,"2,076,974",29,"714,585",35,"1,362,389",77,"532,615",60,"1,320,035",39,"427,981",45,"892,054",65,"39,660",74,"993,360",67,"410,686",67,"582,674",39,"283,873",44,"469,454",37,"279,883",28,"70,253",28,"119,318",72,"9,098,979",72,"6,308,298",71,"4,973,951",41,"2,356,755",53,"433,926",23,"229,117",57,"1,205,688",84,"20,816,884",4,2,4,4,5,18,24,13,10,80,21,8,24,18,0,2,2,1,0,3,0,1,6,"10,500",0,0,50,"4,164",36,"3,746",26,418
240449050,24,4,49,50,2449050,- Saint-Germain-de-Grantham,78,"9,268,094",23,"54,678",22,x,1,x,41,"806,519",28,"470,918",27,"335,601",68,"239,477",57,"1,113,171",37,"333,757",45,"779,414",61,"30,369",69,"791,000",67,"258,880",59,"532,120",37,"185,898",48,"684,025",44,"432,014",32,"95,268",32,"156,743",50,"4,317,588",50,"2,817,612",50,"2,385,778",36,"1,247,883",39,"252,093",20,"127,104",55,"918,265",78,"11,228,470",6,10,4,7,6,10,21,8,6,72,20,7,12,10,0,8,4,2,1,6,1,1,4,x,6,"8,275",41,"1,692",16,"1,029",32,663
240449055,24,4,49,55,2449055,- Grantham-Ouest,21,"3,476,367",6,"4,271",6,"4,271",0,0,14,"716,433",6,x,10,x,15,x,14,x,12,"43,503",8,x,15,x,18,"89,504",18,"28,342",16,"61,162",9,x,17,"164,922",12,"76,478",10,"44,691",14,"43,753",12,"223,700",10,"110,201",10,"94,799",9,"78,036",11,"35,463",6,x,14,x,21,"4,938,374",4,0,4,1,4,3,4,0,1,17,6,4,0,0,0,1,1,2,1,1,0,1,0,0,0,0,14,692,5,206,12,486
240449065,24,4,49,65,2449065,- Saint-Charles-de-Drummond,76,"4,561,153",23,"95,152",23,x,3,x,37,"373,545",25,"223,692",25,"149,853",65,"139,067",50,"658,714",34,"203,713",36,"455,001",62,"40,810",68,"584,177",63,"178,707",58,"405,470",53,"186,988",62,"454,261",56,"284,386",45,"66,875",47,"103,000",62,"1,441,195",59,"952,390",56,"812,483",39,"334,608",54,"154,197",20,"58,488",45,"528,756",76,"5,599,332",2,4,8,9,15,16,21,1,0,74,29,20,6,1,0,6,3,0,0,5,3,1,3,"4,229",3,"6,000",37,"1,095",16,698,29,397
240449080,24,4,49,80,2449080,- Notre-Dame-du-Bon-Conseil,46,"4,395,636",10,"30,506",9,x,1,x,24,"402,958",11,"107,987",17,"294,971",38,"139,737",35,"582,064",22,"207,597",24,"374,467",39,"21,553",41,"433,001",40,"120,051",37,"312,950",26,"89,199",31,"941,128",29,"546,499",23,"99,613",26,"295,016",39,"1,056,298",35,"703,573",35,"647,139",27,"182,013",36,"170,712",8,"44,906",34,"654,286",46,"5,157,138",3,5,2,4,2,7,21,1,1,43,19,5,4,1,0,3,3,0,0,5,0,3,1,x,3,"17,142",24,"1,288",13,852,16,436
240449085,24,4,49,85,2449085,- Sainte-Brigitte-des-Saults,64,"7,417,343",18,"56,102",17,x,2,x,43,"816,061",25,"423,150",29,"392,911",61,"184,011",47,"1,310,118",30,"319,319",35,"990,799",60,"30,605",59,"800,742",56,"233,201",54,"567,541",42,"234,739",56,"1,231,386",52,"809,597",43,"131,059",42,"290,730",54,"1,301,676",48,"794,239",48,"636,712",36,"305,912",46,"201,525",13,"68,563",47,"1,383,340",64,"9,931,937",8,0,2,1,4,6,31,10,2,56,39,3,4,1,0,3,5,0,1,0,0,0,3,x,3,"4,000",43,"1,846",16,"1,057",34,789
240449090,24,4,49,90,2449090,- Saint-Joachim-de-Courval,28,"3,189,331",7,"9,996",7,"9,996",0,0,17,"237,049",9,"93,389",13,"143,660",27,"72,197",22,"385,604",15,"125,672",18,"259,932",26,"16,745",25,"305,907",23,"94,471",22,"211,436",15,"112,728",22,"260,010",21,"142,101",17,"48,033",16,"69,876",21,"1,316,737",20,"677,083",20,"561,785",17,"538,770",20,"100,884",5,"7,638",21,"464,720",28,"4,029,858",1,2,1,2,3,7,9,2,1,27,14,3,2,1,0,1,1,1,0,4,0,0,3,"14,800",2,x,17,584,4,391,15,193
240449095,24,4,49,95,2449095,- Saint-Majorique-de-Grantham,31,"1,591,509",8,"6,715",8,"6,715",0,0,19,"208,697",7,"75,393",17,"133,304",27,"51,519",21,"247,832",13,"99,122",11,"148,710",26,"7,413",27,"228,784",26,"80,600",24,"148,184",20,"46,783",25,"269,529",22,"166,904",15,"30,149",17,"72,476",24,"353,074",24,"236,431",23,"220,586",16,"68,540",22,"48,103",4,"25,226",21,"145,937",31,"2,057,678",2,2,4,0,9,5,9,0,0,29,13,6,0,0,0,3,4,0,0,2,0,1,1,x,1,x,19,480,7,376,14,104
240449100,24,4,49,100,2449100,- Saint-Edmond-de-Grantham,29,"4,390,586",7,"10,850",6,x,1,x,18,"383,931",8,"106,489",15,"277,442",25,"138,618",22,"750,988",19,"151,756",17,"599,232",24,"19,426",26,"344,022",24,"139,383",25,"204,639",17,"82,213",21,"391,758",19,"259,670",17,"57,624",16,"74,464",23,"1,869,888",23,"1,033,986",23,"641,410",19,"718,987",23,"116,915",11,"65,524",22,"333,368",29,"5,787,043",0,1,1,2,3,4,11,5,2,29,9,4,8,0,0,1,1,0,2,1,0,3,0,0,0,0,18,904,10,534,10,370
240449105,24,4,49,105,2449105,- Saint-Eugäne,56,"3,711,914",9,"26,391",9,"26,391",0,0,25,"409,395",14,"278,169",17,"131,226",46,"145,072",30,"457,908",14,"135,914",25,"321,994",40,"20,786",44,"248,192",42,"107,834",38,"140,358",27,"112,538",36,"338,339",29,"207,768",24,"34,444",27,"96,127",36,"1,473,418",36,"1,173,476",36,"1,005,955",17,"186,268",27,"113,674",8,"27,170",29,"452,705",56,"4,733,266",2,13,3,5,7,10,12,2,2,54,8,4,12,3,0,9,11,0,1,6,0,0,2,x,2,x,25,738,11,606,17,132
240449115,24,4,49,115,2449115,- Saint-Guillaume,84,"5,977,855",24,"144,197",22,x,2,x,51,"444,537",32,"293,731",31,"150,806",74,"150,309",65,"1,179,855",40,"366,333",48,"813,522",74,"30,689",80,"701,582",75,"234,155",74,"467,427",55,"317,414",75,"1,263,113",70,"776,516",61,"176,891",61,"309,706",49,"951,746",48,"522,976",47,"392,751",37,"325,411",41,"103,359",25,"106,801",64,"687,612",84,"7,888,856",2,0,6,21,7,17,26,4,1,82,27,6,11,1,2,25,3,1,2,4,0,0,3,"1,882",2,x,51,"1,430",18,856,40,574
240449125,24,4,49,125,2449125,- Saint-Bonaventure,58,"4,535,026",17,"40,252",16,x,1,x,35,"600,553",23,"322,609",30,"277,944",53,"125,532",45,"661,172",34,"240,839",31,"420,333",48,"26,717",54,"547,740",50,"246,877",48,"300,863",43,"239,920",51,"683,786",47,"435,693",43,"90,622",39,"157,471",39,"1,072,021",39,"832,830",39,"653,581",21,"139,963",35,"99,228",15,"60,832",35,"476,501",58,"6,657,460",6,0,1,5,6,13,25,1,1,52,29,3,1,2,0,13,0,0,2,2,0,0,3,942,2,x,35,"1,679",16,680,29,999
240449130,24,4,49,130,2449130,- Saint-Pie-de-Guire,26,"1,792,008",5,"28,690",5,"28,690",0,0,14,"164,889",11,"97,376",9,"67,513",22,"78,535",17,"224,580",11,"64,853",16,"159,727",22,x,25,"213,756",23,"85,594",24,"128,162",19,"95,589",22,"366,886",20,"218,615",15,"45,607",19,"102,664",20,"398,487",20,"241,937",20,"168,966",14,"118,867",17,"37,683",10,"38,285",18,x,26,"2,645,082",0,3,2,2,4,5,8,1,1,26,10,4,2,1,0,6,1,0,0,1,1,0,4,"20,373",1,x,14,407,6,308,11,99
240450000,24,4,50,0,2450000,- Nicolet-Yamaska,789,"84,275,297",196,"622,731",186,"587,441",11,"35,290",485,"8,175,139",295,"4,629,517",349,"3,545,622",719,"2,252,258",612,"12,626,241",423,"4,302,723",451,"8,323,518",674,"414,575",746,"8,268,233",696,"2,869,802",688,"5,398,431",537,"3,088,989",662,"9,970,992",604,"5,884,798",499,"1,426,221",530,"2,659,973",603,"26,686,048",592,"17,342,373",587,"14,544,224",363,"7,097,284",558,"2,246,391",170,"928,073",583,"11,242,018",789,"109,786,977",29,46,42,54,53,150,319,66,30,760,421,68,37,19,1,96,33,12,6,56,2,9,41,"172,398",58,"99,558",485,"19,319",194,"12,134",390,"7,185"
240450005,24,4,50,5,2450005,- Sainte-Eulalie,29,"1,911,822",11,"24,273",11,"24,273",0,0,16,"91,832",6,"41,662",13,"50,170",28,"60,764",23,"472,093",17,"169,485",16,"302,608",26,x,26,"276,464",26,"74,836",26,"201,628",17,"55,016",25,"261,436",25,"164,150",16,"33,135",20,"64,151",24,"335,293",24,"245,133",24,"186,048",14,"31,509",23,"58,651",2,x,25,"308,166",29,"2,580,915",1,1,2,5,2,4,12,2,0,28,15,6,0,0,0,2,2,0,0,3,0,0,2,x,2,x,16,270,1,x,16,x
240450015,24,4,50,15,2450015,- Saint-Raphaâl-Partie-Sud,23,"1,472,266",5,"15,750",5,"15,750",0,0,11,"122,805",8,"76,630",9,"46,175",22,"45,174",20,"328,666",18,"205,947",11,"122,719",19,x,21,"193,748",21,"55,991",20,"137,757",15,"58,777",19,"212,182",18,"134,562",14,"30,570",13,"47,050",18,"345,956",18,"213,537",18,"181,246",11,"95,157",15,"37,262",5,x,14,"129,769",23,"2,106,628",2,3,0,1,1,8,7,1,0,21,13,4,0,0,0,2,1,1,0,0,0,0,4,"3,741",3,"4,850",11,287,3,x,10,x
240450025,24,4,50,25,2450025,- Saint-Wenceslas,63,"10,386,164",11,"6,850",11,"6,850",0,0,38,"1,041,515",23,"532,193",28,"509,322",60,"251,714",50,"928,144",34,"309,229",35,"618,915",57,"36,576",60,"564,694",52,"163,626",58,"401,068",37,"118,225",43,"351,385",39,"205,759",26,"32,584",33,"113,042",55,"5,947,685",55,"4,221,035",55,"3,690,514",35,"1,548,775",50,"177,875",7,"11,395",47,"1,127,981",63,"12,571,812",3,6,7,3,5,6,21,4,8,60,32,6,5,4,0,2,2,0,0,8,1,0,3,x,6,"13,275",38,"2,838",21,"1,922",32,916
240450035,24,4,50,35,2450035,- Saint-CÇlestin,50,"4,016,874",19,"29,875",18,x,1,x,30,"282,507",14,"130,690",21,"151,817",42,"106,495",38,"640,206",28,"240,518",27,"399,688",42,"28,430",47,"433,985",44,"137,920",44,"296,065",34,"209,608",40,"479,404",35,"287,576",33,"105,577",28,"86,251",40,"1,122,151",40,"702,417",40,"572,508",24,"333,547",36,"86,187",12,"35,386",41,"648,827",50,"5,544,233",0,3,2,5,2,16,18,3,1,50,30,2,4,0,0,9,1,0,0,4,0,0,4,"11,266",4,"2,450",30,707,9,425,25,282
240450040,24,4,50,40,2450040,- Saint-LÇonard,55,"5,362,049",18,"67,680",17,x,1,x,31,"1,047,874",16,"498,565",24,"549,309",50,"159,602",36,"1,157,678",28,"422,334",21,"735,344",41,"26,917",50,"641,914",47,"238,770",42,"403,144",34,"159,614",44,"716,924",35,"394,124",26,"125,648",30,"197,152",38,"770,856",33,"551,993",33,"499,077",18,"94,504",31,"124,359",6,"37,938",34,"575,052",55,"6,669,447",4,6,2,9,4,8,15,4,3,51,20,14,1,0,0,3,7,1,0,4,0,1,2,x,4,"2,830",31,"1,626",13,"1,127",27,499
240450050,24,4,50,50,2450050,- Sainte-PerpÇtue,74,"10,435,646",15,"55,160",14,x,1,x,51,"775,359",34,"526,788",35,"248,571",71,"271,849",60,"1,278,248",35,"425,629",46,"852,619",63,"39,587",71,"834,320",67,"271,437",67,"562,883",56,"298,546",62,"750,275",60,"442,818",52,"102,714",53,"204,743",70,"4,866,570",68,"3,095,294",68,"2,450,583",46,"1,409,605",67,"361,671",14,"112,067",51,"1,153,665",74,"13,610,938",0,2,3,2,4,16,35,8,4,74,51,4,8,4,0,3,2,1,0,1,0,0,1,x,0,0,51,"2,124",25,"1,620",34,504
