AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,ALL1,ALL2,ALL3,SEX1,SEX2,AGE1,AGE2,AGE3,RES1,OFF1,OFF2,OFF3,OFF4,OFF5,OFF6,AVAGE1,AVOFF1
240548015,24,5,48,15,2448015,Roxton,200,70,130,140,60,55,120,30,180,145,0,10,25,25,55,43.1,54.2
240548020,24,5,48,20,2448020,Sainte-Christine,80,30,45,55,25,15,50,10,70,70,5,0,5,0,15,43.8,23.4
240548030,24,5,48,30,2448030,Saint-AndrÇ-d'Acton,90,35,55,60,25,25,50,15,80,75,0,0,10,5,15,42.7,37.6
240548040,24,5,48,40,2448040,Saint-êphrem-d'Upton,145,45,95,100,45,45,80,15,130,120,0,0,15,10,25,40.2,29.0
240548045,24,5,48,45,2448045,Saint-ThÇodore-d'Acton,115,35,85,80,35,35,55,25,110,95,5,0,10,5,20,42.9,36.0
240548050,24,5,48,50,2448050,Saint-Nazaire-d'Acton,125,50,70,95,30,30,70,20,110,100,5,0,10,10,25,42.6,35.0
240600000,24,6,0,0,2400000,"Richelieu,Saint-Hyacinthe",5970,2725,3245,4465,1505,1395,3225,1350,5315,4425,80,180,590,695,1545,44.7,54.5
240646000,24,6,46,0,2446000,Brome-Missisquoi,"1,265",570,695,940,320,245,665,355,"1,140",850,25,50,155,185,410,46.7,67.8
240646010,24,6,46,10,2446010,Frelighsburg,70,40,25,60,10,15,40,20,65,40,5,5,15,10,30,46.4,78.9
240646020,24,6,46,20,2446020,Saint-Armand-Ouest,90,50,40,65,25,20,50,20,80,65,0,5,15,5,30,47.5,55.1
240646025,24,6,46,25,2446025,St-Pierre-de-VÇronne-Pike-River,75,35,40,60,15,10,30,30,65,70,0,0,0,5,5,48.0,24.1
240646040,24,6,46,40,2446040,Bedford,30,15,10,25,5,5,15,10,20,15,0,0,5,5,10,50.0,88.1
240646045,24,6,46,45,2446045,Stanbridge,60,25,35,45,15,15,35,10,60,50,0,0,5,5,15,44.8,43.1
240646050,24,6,46,50,2446050,Dunham,225,105,120,170,55,35,120,65,200,130,0,10,35,45,90,47.5,86.2
240646060,24,6,46,60,2446060,Sutton,115,45,75,85,35,20,55,45,115,65,0,10,20,25,55,50.0,96.7
240646065,24,6,46,65,2446065,Bolton-Ouest,55,15,35,35,15,10,25,15,50,30,0,0,10,5,25,48.9,74.6
240646075,24,6,46,75,2446075,Lac-Brome,150,75,75,105,45,20,80,50,130,85,5,10,20,30,60,49.4,93.2
240646090,24,6,46,90,2446090,Brigham,90,45,45,60,25,20,55,20,85,60,5,0,20,10,30,43.6,67.7
240646095,24,6,46,95,2446095,Saint-Ignace-de-Stanbridge,85,30,50,70,15,25,40,25,75,65,0,0,5,5,15,45.7,30.7
240646100,24,6,46,100,2446100,Notre-Dame-de-Stanbridge,55,25,30,45,10,10,30,10,50,45,0,0,0,5,10,43.3,43.7
240646105,24,6,46,105,2446105,Sainte-Sabine,80,25,50,50,25,25,45,10,65,65,5,5,5,5,10,42.7,37.0
240646110,24,6,46,110,2446110,Rainville,95,30,65,70,30,25,50,20,80,70,0,5,5,15,25,42.8,63.2
240653000,24,6,53,0,2453000,Le Bas-Richelieu,570,265,305,435,135,145,290,135,510,430,5,15,55,65,135,44.8,52.4
240653005,24,6,53,5,2453005,Saint-David,95,50,45,75,20,25,45,25,85,75,5,5,10,5,20,43.6,36.6
240653015,24,6,53,15,2453015,Saint-AimÇ,115,35,80,85,30,40,50,25,105,100,5,5,5,10,15,42.1,32.1
240653020,24,6,53,20,2453020,Saint-Robert,80,35,40,60,20,20,40,20,65,50,0,0,10,10,25,46.1,64.7
240653025,24,6,53,25,2453025,Sainte-Victoire-de-Sorel,55,25,35,40,15,15,35,10,50,45,0,0,10,5,15,43.5,56.2
240653035,24,6,53,35,2453035,Saint-Ours,50,25,30,45,10,15,25,15,50,35,0,0,5,10,15,43.5,72.3
240653040,24,6,53,40,2453040,Saint-Roch-de-Richelieu,35,20,15,25,10,5,20,5,25,20,0,0,5,5,15,46.1,94.9
240653060,24,6,53,60,2453060,Saint-Pierre-de-Sorel,25,15,10,20,5,0,10,15,15,15,0,0,0,5,5,56.1,73.5
240653065,24,6,53,65,2453065,Sainte-Anne-de-Sorel,25,15,10,20,10,5,10,10,25,20,0,0,5,5,10,48.5,87.1
240653080,24,6,53,80,2453080,Saint-Michel-d'Yamaska,50,30,20,40,15,10,30,15,45,40,0,0,10,5,15,47.4,58.1
240653085,24,6,53,85,2453085,Saint-GÇrard-Majella,40,15,25,35,5,10,20,10,40,40,0,0,5,0,5,43.0,17.5
240654000,24,6,54,0,2454000,Les Maskoutains,"2,010",945,"1,060","1,520",485,515,"1,100",395,"1,780","1,590",20,50,135,210,415,43.5,44.7
240654010,24,6,54,10,2454010,Saint-Pie,180,85,90,140,40,60,85,30,155,130,5,5,15,25,45,41.9,57.4
240654020,24,6,54,20,2454020,Saint-Damase,185,85,100,145,40,45,95,40,175,150,0,5,10,20,35,43.7,40.0
240654030,24,6,54,30,2454030,Sainte-Marie-Madeleine,85,45,40,65,20,20,50,20,80,65,0,5,5,10,25,44.9,56.2
240654035,24,6,54,35,2454035,La PrÇsentation,155,75,85,125,30,30,90,45,130,135,0,0,10,15,20,46.8,31.6
240654040,24,6,54,40,2454040,Saint-Thomas-d'Aquin,80,45,40,65,15,15,40,25,65,55,5,5,0,20,30,47.7,88.4
240654045,24,6,54,45,2454045,Saint-Hyacinthe,90,55,40,70,20,25,55,15,80,60,0,10,5,15,25,44.4,55.0
240654060,24,6,54,60,2454060,Saint-Dominique,140,65,75,100,35,30,80,30,125,125,0,0,10,10,20,43.0,33.9
240654065,24,6,54,65,2454065,Saint-ValÇrien-de-Milton,185,80,105,130,50,60,100,30,165,155,5,0,10,15,30,42.5,38.1
240654075,24,6,54,75,2454075,Saint-Liboire,145,65,75,110,40,45,70,30,140,115,0,5,10,10,30,43.3,43.3
240654085,24,6,54,85,2454085,Sainte-Rosalie,80,45,40,60,20,10,45,20,65,65,0,0,10,10,20,46.8,49.7
240654090,24,6,54,90,2454090,Saint-Simon,100,40,60,75,20,25,40,30,85,80,0,5,10,5,20,43.8,31.6
240654095,24,6,54,95,2454095,Sainte-HÇläne-de-Bagot,105,50,55,80,30,20,70,15,100,90,5,0,5,10,15,42.5,38.5
240654100,24,6,54,100,2454100,Saint-Hugues,135,65,70,100,35,40,75,15,120,105,0,5,15,15,30,40.8,44.3
240654105,24,6,54,105,2454105,Saint-BarnabÇ,75,40,40,60,15,15,50,10,70,55,5,0,5,10,20,44.1,47.3
240654110,24,6,54,110,2454110,Saint-Jude,75,40,30,55,15,15,45,10,65,60,5,0,5,10,15,43.7,49.7
240654115,24,6,54,115,2454115,Saint-Bernard-Partie-Sud,50,15,35,35,15,15,30,5,45,45,0,5,5,0,5,39.9,13.7
240654120,24,6,54,120,2454120,Saint-Louis,65,30,35,55,10,25,35,5,55,45,0,0,10,10,20,40.5,69.6
240654125,24,6,54,125,2454125,Saint-Marcel-de-Richelieu,70,35,40,50,15,20,40,10,60,60,0,5,5,5,10,42.5,31.1
240655000,24,6,55,0,2455000,Rouville,"1,065",450,615,785,275,290,565,215,960,810,15,30,120,90,255,43.4,47.6
240655010,24,6,55,10,2455010,Saint-Ange-Gardien,165,70,90,125,45,50,90,25,160,140,0,5,15,15,25,41.5,34.7
240655015,24,6,55,15,2455015,Saint-Paul-d'Abbotsford,190,90,100,145,45,50,100,45,165,135,5,10,25,20,55,44.8,62.7
240655025,24,6,55,25,2455025,Saint-CÇsaire,155,70,85,120,40,35,85,25,140,125,0,0,20,5,35,42.8,36.1
240655030,24,6,55,30,2455030,Sainte-Angäle-de-Monnoir,75,25,50,55,20,25,40,15,70,55,5,0,15,5,25,42.7,56.7
240655035,24,6,55,35,2455035,Saint-Michel-de-Rougemont,140,60,90,100,40,40,75,25,130,120,0,0,15,5,20,43.4,26.8
240655050,24,6,55,50,2455050,Sainte-Marie-de-Monnoir,90,30,60,65,30,30,45,15,85,70,5,5,10,5,15,42.1,34.3
240655060,24,6,55,60,2455060,Notre-Dame-de-Bon-Secours,35,20,20,30,10,10,20,10,35,30,0,0,5,5,10,44.3,43.9
240655065,24,6,55,65,2455065,Saint-Mathias-sur-Richelieu,95,30,65,60,30,20,50,30,80,55,5,5,15,15,40,47.2,80.9
240655070,24,6,55,70,2455070,Saint-Jean-Baptiste,110,60,55,90,25,30,65,20,100,85,0,5,10,15,25,42.9,60.2
240657000,24,6,57,0,2457000,La VallÇe-du-Richelieu,650,300,345,480,170,130,360,160,570,455,10,25,65,100,190,46.1,65.7
240657010,24,6,57,10,2457010,Carignan,55,30,25,45,15,5,30,20,50,35,5,5,5,10,20,50.9,71.1
240657020,24,6,57,20,2457020,Saint-Basile-le-Grand,45,25,20,40,10,0,30,15,40,25,0,0,5,10,20,48.3,106.9
240657035,24,6,57,35,2457035,Mont-Saint-Hilaire,75,30,40,50,20,5,45,20,65,35,0,0,10,20,35,48.7,122.1
240657045,24,6,57,45,2457045,Saint-Mathieu-de-Beloeil,85,50,35,60,20,15,40,30,75,60,0,5,10,10,20,49.7,50.4
240657050,24,6,57,50,2457050,Saint-Marc-sur-Richelieu,90,30,60,65,25,25,50,20,90,65,5,0,5,20,30,44.3,74.2
240657060,24,6,57,60,2457060,Saint-Charles,90,40,50,65,25,25,50,15,75,60,0,5,10,15,25,43.1,74.6
240657070,24,6,57,70,2457070,Saint-Denis,110,50,60,80,30,30,60,20,100,90,5,0,10,5,20,43.3,29.9
240657075,24,6,57,75,2457075,Saint-Antoine-sur-Richelieu,95,45,50,70,25,20,55,20,85,70,5,5,5,10,20,45.2,38.0
240658000,24,6,58,0,2458000,Champlain,35,15,15,20,10,5,15,20,25,25,0,5,5,0,5,52.2,45.5
240658020,24,6,58,20,2458020,Saint-Hubert,35,15,15,20,10,5,15,15,30,25,0,0,5,5,5,52.2,45.5
240659000,24,6,59,0,2459000,Lajemmerais,375,175,210,280,105,65,235,75,330,255,10,10,55,50,125,45.0,66.4
240659005,24,6,59,5,2459005,Boucherville,45,25,20,25,15,5,30,10,35,30,5,0,10,5,10,45.5,53.4
240659010,24,6,59,10,2459010,Sainte-Julie,20,10,15,20,5,0,10,10,20,20,5,0,0,0,5,47.5,34.0
240659015,24,6,59,15,2459015,Saint-Amable,55,15,40,35,20,10,35,15,50,35,0,0,5,5,20,47.0,59.3
240659020,24,6,59,20,2459020,Varennes,80,45,35,65,20,20,45,20,70,65,0,0,10,10,20,44.8,55.3
240659025,24,6,59,25,2459025,Verchäres,95,35,55,60,35,20,65,10,80,70,0,5,15,10,25,43.5,51.7
240659030,24,6,59,30,2459030,Calixa-LavallÇe,45,25,20,35,10,10,25,5,40,25,0,0,10,5,25,44.5,102.2
240659035,24,6,59,35,2459035,Contrecoeur,40,20,20,30,10,5,30,10,35,20,0,0,10,10,25,45.4,128.3
240700000,24,7,0,0,2400000,Sud-Ouest de MontrÇal,5400,2430,2970,4115,1290,1360,2660,1380,4850,4105,45,175,530,545,1295,45.1,49.0
240756000,24,7,56,0,2456000,Le Haut-Richelieu,"1,075",435,645,820,255,300,545,225,970,875,10,30,65,95,200,43.7,39.2
240756010,24,7,56,10,2456010,Saint-Georges-de-Clarenceville,55,25,35,40,20,15,20,25,55,50,0,5,5,5,5,48.8,21.1
240756015,24,7,56,15,2456015,Noyan,45,15,30,40,10,10,20,10,40,40,0,0,0,0,5,45.1,27.5
240756025,24,7,56,25,2456025,Notre-Dame-du-Mont-Carmel,50,25,25,40,10,10,25,15,50,40,0,5,5,10,10,46.0,62.8
240756030,24,7,56,30,2456030,Saint-Valentin,35,15,20,30,10,15,15,5,35,30,0,5,0,5,5,39.8,41.4
240756035,24,7,56,35,2456035,Saint-Paul-de-l'?le-aux-Noix,30,10,20,25,5,10,15,10,25,30,0,0,0,5,5,44.1,24.7
240756045,24,7,56,45,2456045,Henryville,100,35,70,75,30,30,50,25,90,85,0,5,5,10,10,43.7,28.7
240756050,24,7,56,50,2456050,Saint-SÇbastien,85,35,50,65,15,15,40,25,75,75,0,5,5,5,10,45.9,17.5
240756055,24,7,56,55,2456055,Saint-Alexandre,115,25,85,80,30,35,60,20,105,100,0,0,5,5,15,41.5,29.4
240756060,24,7,56,60,2456060,Sainte-Anne-de-Sabrevois,60,25,40,50,10,20,30,15,55,50,5,5,5,10,15,43.3,39.0
240756065,24,7,56,65,2456065,Saint-Blaise,65,30,40,50,15,10,40,15,60,50,0,5,5,5,20,46.0,45.4
240756070,24,7,56,70,2456070,L'Acadie,75,30,45,60,15,25,35,15,65,55,5,0,10,0,20,43.7,30.6
240756075,24,7,56,75,2456075,Saint-Luc,20,20,5,20,5,10,5,10,20,15,0,0,0,5,5,42.7,74.8
240756080,24,7,56,80,2456080,Saint-Jean-sur-Richelieu,30,15,15,25,5,10,20,0,20,20,0,0,0,5,5,41.7,31.3
240756090,24,7,56,90,2456090,Saint-Athanase,55,35,15,40,15,15,30,5,45,45,0,0,5,5,10,44.3,50.5
240756100,24,7,56,100,2456100,Saint-GrÇgoire-le-Grand,120,55,70,90,30,35,60,30,105,85,0,0,15,25,40,43.0,74.8
240756105,24,7,56,105,2456105,Sainte-Brigide-d'Iberville,120,35,85,90,30,30,75,10,110,100,0,5,5,10,20,41.4,34.3
240767000,24,7,67,0,2467000,Roussillon,390,220,170,320,70,85,185,120,335,280,5,15,40,50,105,46.1,59.9
240767005,24,7,67,5,2467005,Saint-Mathieu,40,25,10,30,5,5,15,20,30,20,0,0,10,10,15,50.2,104.3
240767010,24,7,67,10,2467010,Saint-Philippe,70,35,30,65,5,20,25,20,55,50,0,0,5,10,20,44.9,63.5
240767015,24,7,67,15,2467015,La Prairie,25,20,5,20,5,5,15,5,20,10,0,0,0,10,15,48.0,142.9
240767035,24,7,67,35,2467035,Saint-Constant,75,30,35,55,20,15,40,20,65,50,0,5,10,5,15,45.6,52.4
240767040,24,7,67,40,2467040,Saint-Isidore,85,50,40,75,15,15,50,20,75,65,0,0,10,5,20,45.1,48.0
240767045,24,7,67,45,2467045,Mercier,100,55,50,80,25,25,45,30,95,85,0,5,10,5,20,46.1,34.9
240768000,24,7,68,0,2468000,Les Jardins-de-Napierville,"1,245",525,720,935,305,250,675,325,"1,110",975,10,35,120,110,275,46.0,43.7
240768005,24,7,68,5,2468005,Saint-Bernard-de-Lacolle,125,45,75,90,35,20,70,30,110,100,0,5,15,10,25,46.4,39.8
240768015,24,7,68,15,2468015,Hemmingford,170,70,95,125,45,30,85,55,155,110,5,5,20,30,60,49.1,77.3
240768020,24,7,68,20,2468020,Sainte-Clothilde-de-ChÉteauguay,110,30,80,80,30,25,60,25,100,85,0,0,5,10,25,46.3,47.2
240768025,24,7,68,25,2468025,Saint-Patrice-de-Sherrington,150,55,90,105,40,35,80,30,125,125,0,5,5,10,20,44.6,27.3
240768035,24,7,68,35,2468035,Saint-Cyprien-de-Napierville,125,65,55,90,30,20,80,25,115,100,5,0,15,5,25,46.5,35.0
240768040,24,7,68,40,2468040,Saint-Jacques-le-Mineur,85,55,35,75,10,15,40,35,80,75,0,0,5,10,10,47.7,33.7
240768045,24,7,68,45,2468045,Saint-êdouard,95,40,55,75,20,15,55,25,85,80,0,0,10,5,15,45.1,33.4
240768050,24,7,68,50,2468050,Saint-Michel,175,65,110,130,40,40,100,30,155,130,0,5,25,15,45,42.6,50.5
240768055,24,7,68,55,2468055,Saint-RÇmi,215,95,120,165,55,50,100,65,185,170,0,10,20,15,40,46.2,36.8
240769000,24,7,69,0,2469000,Le Haut-Saint-Laurent,"1,190",520,670,910,280,335,550,305,"1,095",850,20,50,135,135,340,45.0,56.6
240769005,24,7,69,5,2469005,Havelock,100,50,55,80,25,20,55,30,95,60,0,0,15,20,45,46.9,91.1
240769010,24,7,69,10,2469010,Franklin,140,65,80,120,25,45,60,40,125,90,0,10,25,25,60,44.7,80.9
240769020,24,7,69,20,2469020,Saint-Jean-Chrysostome,125,65,60,95,30,40,55,30,115,85,5,5,15,20,40,44.1,71.0
240769030,24,7,69,30,2469030,Träs-Saint-Sacrement,130,60,70,105,25,35,60,35,115,100,0,5,15,10,25,46.2,37.4
240769040,24,7,69,40,2469040,Saint-Malachie-d'Ormstown,155,80,70,120,30,40,65,45,145,115,5,15,15,10,45,46.6,41.8
240769045,24,7,69,45,2469045,Hinchinbrook,135,45,85,95,35,30,70,40,120,95,5,5,15,20,35,46.0,63.1
240769050,24,7,69,50,2469050,Elgin,55,20,35,35,15,15,25,20,55,45,0,0,10,5,10,46.1,46.3
240769060,24,7,69,60,2469060,Godmanchester,145,55,90,110,40,50,75,30,140,110,5,5,15,15,40,43.1,54.0
240769065,24,7,69,65,2469065,Sainte-Barbe,40,15,25,30,10,10,25,5,35,35,0,0,0,0,5,43.7,28.4
240769070,24,7,69,70,2469070,Saint-Anicet,105,45,60,85,25,35,60,20,95,80,0,10,10,10,25,42.2,48.4
240769075,24,7,69,75,2469075,Dundee,50,15,35,35,15,20,10,20,50,45,0,5,0,0,5,44.3,18.0
240770000,24,7,70,0,2470000,Beauharnois-Salaberry,610,280,325,470,140,190,280,135,545,480,5,15,55,60,125,43.3,44.3
240770015,24,7,70,15,2470015,Saint-Paul-de-ChÉteauguay,185,100,85,140,45,60,80,40,170,155,0,5,15,10,30,42.2,32.1
240770025,24,7,70,25,2470025,Beauharnois,70,20,50,55,20,25,30,20,65,60,0,0,10,5,15,43.0,41.6
240770030,24,7,70,30,2470030,Saint-êtienne-de-Beauharnois,60,25,35,55,15,20,40,10,55,45,0,0,10,15,20,42.8,81.5
240770035,24,7,70,35,2470035,Saint-Louis-de-Gonzague,110,40,65,80,30,35,50,25,95,85,0,5,10,15,25,43.2,55.7
240770040,24,7,70,40,2470040,Saint-Stanislas-de-Kostka,90,45,50,70,20,25,45,25,80,70,0,5,10,10,20,45.0,48.8
240770055,24,7,70,55,2470055,Saint-TimothÇe,85,50,40,70,15,25,40,20,75,75,0,0,5,5,10,44.4,25.3
240771000,24,7,71,0,2471000,Vaudreuil-Soulanges,890,450,440,660,230,200,425,270,790,645,5,35,110,105,245,46.7,56.7
240771015,24,7,71,15,2471015,Saint-TÇlesphore,95,40,55,70,30,10,60,30,90,70,0,10,15,5,30,48.8,47.3
240771020,24,7,71,20,2471020,Saint-Polycarpe,130,60,70,95,35,35,75,25,110,100,5,5,15,15,30,44.1,43.0
240771040,24,7,71,40,2471040,Coteau-du-Lac,60,30,30,45,15,15,20,20,55,40,0,5,15,10,20,45.8,73.9
240771045,24,7,71,45,2471045,Saint-Clet,55,30,25,45,15,15,25,10,50,45,0,5,5,5,10,45.8,34.2
240771050,24,7,71,50,2471050,Les Cädres,90,55,40,70,20,25,35,35,80,70,0,0,10,10,20,48.6,55.8
240771065,24,7,71,65,2471065,Notre-Dame-de-l'?le-Perrot,30,5,15,20,5,5,10,15,15,25,0,0,0,5,5,48.9,54.2
240771085,24,7,71,85,2471085,Vaudreuil,125,65,55,90,35,15,60,45,115,90,0,5,20,15,40,49.3,70.0
240771110,24,7,71,110,2471110,Sainte-Marthe,100,50,45,80,25,30,45,25,95,65,0,5,20,15,40,43.9,80.9
240771115,24,7,71,115,2471115,Sainte-Justine-de-Newton,100,50,45,75,25,15,50,30,90,65,0,5,10,15,30,47.0,55.8
240771125,24,7,71,125,2471125,Träs-Saint-RÇdempteur,35,15,20,20,10,15,15,5,35,30,0,0,5,5,5,42.1,36.8
240771135,24,7,71,135,2471135,Sainte-Madeleine-de-Rigaud,75,35,45,55,20,15,30,30,65,55,0,10,5,10,20,48.0,52.8
240800000,24,8,0,0,2400000,Outaouais-Laurentides,3355,1640,1715,2485,870,625,1685,1040,3050,2050,50,165,600,490,1300,47.6,76.4
240876000,24,8,76,0,2476000,Argenteuil,385,155,235,275,110,80,180,125,355,285,5,10,50,35,100,47.5,52.6
240876015,24,8,76,15,2476015,Saint-AndrÇ-d'Argenteuil,145,60,85,110,35,35,75,40,135,115,0,0,20,10,25,46.6,41.0
240876020,24,8,76,20,2476020,Lachute,50,20,35,35,15,15,25,15,45,25,0,0,10,15,30,45.9,119.1
240876045,24,8,76,45,2476045,Chatham,115,40,80,80,35,35,55,30,110,95,0,0,15,5,20,45.7,28.6
240876060,24,8,76,60,2476060,Grenville,40,15,25,30,15,5,10,25,40,35,0,5,5,5,10,55.2,50.8
240876065,24,8,76,65,2476065,Harrington,30,15,10,25,10,0,20,10,30,15,0,0,5,5,10,50.4,87.3
240877000,24,8,77,0,2477000,Les Pays-d'en-Haut,20,10,10,15,10,5,5,5,20,20,0,0,5,0,5,48.3,25.1
240877045,24,8,77,45,2477045,Saint-Sauveur,25,10,15,15,10,5,10,10,15,20,0,0,5,0,5,48.3,25.1
240878000,24,8,78,0,2478000,Les Laurentides,180,95,85,135,45,40,95,45,165,115,0,15,35,15,65,45.2,69.0
240878020,24,8,78,20,2478020,Sainte-Lucie-des-Laurentides,25,15,10,20,10,5,15,0,20,20,0,0,5,5,5,44.2,62.2
240878060,24,8,78,60,2478060,Arundel,45,30,15,35,10,5,20,15,45,25,0,0,10,5,20,50.8,89.3
240878075,24,8,78,75,2478075,BrÇbeuf,25,10,15,20,5,10,10,5,25,15,0,0,10,0,10,39.6,101.1
240878085,24,8,78,85,2478085,Saint-Jovite,20,10,10,20,5,5,15,0,20,15,0,0,5,0,10,39.0,53.3
240878120,24,8,78,120,2478120,Labelle,65,30,35,45,15,15,30,20,60,40,0,5,5,5,25,46.0,50.7
240879000,24,8,79,0,2479000,Antoine-Labelle,480,230,255,350,135,135,260,90,435,310,5,25,90,50,175,43.2,67.8
240879020,24,8,79,20,2479020,Saint-AimÇ-du-Lac-des-?les,40,25,15,30,5,10,25,5,40,25,0,0,10,5,15,41.6,56.8
240879025,24,8,79,25,2479025,Kiamika,45,15,30,35,15,15,25,5,45,35,0,5,10,0,10,40.6,36.3
240879030,24,8,79,30,2479030,Lac-Nominingue,85,40,45,60,25,25,45,15,70,30,0,5,20,25,55,44.1,128.4
240879080,24,8,79,80,2479080,Beaux-Rivages,40,20,20,30,10,15,15,10,35,25,0,0,5,5,15,42.3,84.0
240879085,24,8,79,85,2479085,Mont-Laurier,55,35,20,40,10,15,30,15,50,30,5,0,10,5,25,45.6,67.2
240879090,24,8,79,90,2479090,Des Ruisseaux,70,35,35,50,20,5,40,15,60,50,5,0,5,10,20,46.0,61.2
240879100,24,8,79,100,2479100,Ferme-Neuve,105,40,60,70,35,40,45,15,95,75,0,5,15,5,30,40.9,47.1
240879110,24,8,79,110,2479110,Mont-Saint-Michel,50,25,30,35,15,5,35,10,45,35,0,5,10,0,15,44.9,40.2
240880000,24,8,80,0,2480000,Papineau,545,275,275,415,130,100,305,145,500,320,10,30,110,75,230,46.4,79.2
240880015,24,8,80,15,2480015,N.-D.-de-Bon-Secours-Partie-Nord,35,15,20,25,5,5,15,15,30,30,0,0,5,5,0,51.5,27.9
240880020,24,8,80,20,2480020,Notre-Dame-de-la-Paix,45,25,20,35,10,10,25,10,40,25,0,5,10,0,20,45.0,74.6
240880030,24,8,80,30,2480030,Saint-AndrÇ-Avellin,90,50,35,70,15,10,50,30,80,45,0,0,15,20,40,48.9,99.7
240880040,24,8,80,40,2480040,Sainte-AngÇlique,50,20,30,35,15,10,30,5,45,35,0,0,5,5,10,43.4,57.0
240880045,24,8,80,45,2480045,Plaisance,25,10,20,20,5,10,15,0,25,25,0,0,5,5,5,41.1,63.4
240880055,24,8,80,55,2480055,Lochaber,75,30,40,55,20,15,35,20,75,50,0,5,15,10,25,46.7,64.7
240880060,24,8,80,60,2480060,Lochaber-Partie-Ouest,45,15,30,25,15,10,25,5,45,25,0,0,15,0,15,43.1,72.4
240880065,24,8,80,65,2480065,Mayo,25,15,10,20,5,0,15,10,20,15,5,0,5,5,10,48.6,74.0
240880070,24,8,80,70,2480070,Saint-Sixte,25,10,10,20,10,5,15,0,25,10,0,5,0,5,10,42.2,74.7
240880080,24,8,80,80,2480080,Ripon,65,40,30,50,15,10,45,10,60,25,0,5,25,10,40,45.0,122.7
240880085,24,8,80,85,2480085,Mulgrave-et-Derry,30,30,5,30,5,0,15,15,35,15,5,5,5,5,15,50.9,86.5
240880130,24,8,80,130,2480130,Lac-des-Plages,45,20,25,30,15,5,25,10,40,20,5,5,5,10,20,47.6,81.7
240881000,24,8,81,0,2481000,Commun. urbaine de l'Outaouais,185,90,95,135,45,30,90,65,165,115,0,10,25,35,75,48.8,82.7
240881010,24,8,81,10,2481010,Masson,65,25,40,45,15,10,35,15,55,40,0,0,5,10,25,46.8,79.3
240881015,24,8,81,15,2481015,Gatineau,75,40,35,65,15,10,35,35,70,45,0,5,15,20,40,50.8,105.3
240881025,24,8,81,25,2481025,Aylmer,40,25,20,25,15,5,20,15,40,35,0,5,5,5,15,48.2,46.0
240882000,24,8,82,0,2482000,Les Collines-de-l'Outaouais,550,275,275,400,150,70,285,195,510,310,10,25,110,100,240,49.9,91.5
240882005,24,8,82,5,2482005,L'Ange-Gardien,95,40,50,70,20,5,55,25,90,55,0,5,15,20,40,49.9,97.4
240882010,24,8,82,10,2482010,Notre-Dame-de-la-Salette,40,15,25,25,15,10,15,10,35,20,0,5,5,10,15,46.7,97.2
240882015,24,8,82,15,2482015,Val-des-Monts,55,25,30,35,15,5,30,10,50,25,0,5,15,10,30,47.0,107.6
240882020,24,8,82,20,2482020,Cantley,35,20,15,35,5,10,20,15,35,20,0,0,10,10,20,48.7,106.9
240882030,24,8,82,30,2482030,Pontiac,195,105,90,145,45,25,95,75,170,115,5,5,40,35,75,51.0,84.8
240882035,24,8,82,35,2482035,La Pàche,140,60,75,90,50,15,65,55,135,75,0,5,25,20,60,50.8,84.7
240883000,24,8,83,0,2483000,La VallÇe-de-la-Gatineau,350,195,155,265,85,70,150,135,315,205,10,25,70,45,145,48.7,73.5
240883010,24,8,83,10,2483010,Low,65,35,35,45,20,10,20,35,60,40,0,0,15,10,30,52.9,89.2
240883015,24,8,83,15,2483015,Kazabazua,25,15,15,20,10,0,10,15,25,15,0,5,5,5,10,50.4,84.4
240883020,24,8,83,20,2483020,Lac-Sainte-Marie,35,15,20,25,10,5,15,10,25,25,0,5,5,5,10,49.6,61.9
240883025,24,8,83,25,2483025,Northfield,20,10,10,15,5,5,5,10,25,15,5,0,5,5,10,48.7,68.3
240883035,24,8,83,35,2483035,Wright,45,25,25,30,10,20,15,15,45,30,5,0,5,5,15,42.1,43.3
240883050,24,8,83,50,2483050,Bouchette,40,30,10,30,5,10,20,10,30,25,0,0,10,5,15,47.4,86.0
240883060,24,8,83,60,2483060,Messines,40,25,15,35,5,5,25,15,35,25,5,5,10,5,20,49.6,58.0
240883080,24,8,83,80,2483080,Montcerf,50,30,20,40,10,10,25,15,50,25,5,5,10,10,30,46.8,84.9
240883090,24,8,83,90,2483090,Aumond,20,10,10,15,5,0,10,5,15,15,0,0,5,0,10,51.1,75.2
240884000,24,8,84,0,2484000,Pontiac,655,325,325,495,155,100,305,245,585,375,15,35,115,120,275,49.6,85.6
240884005,24,8,84,5,2484005,Bristol,115,50,65,80,30,20,55,45,105,70,5,10,20,20,50,49.2,84.5
240884015,24,8,84,15,2484015,Clarendon,250,110,140,190,60,35,115,100,225,150,5,10,35,45,100,51.0,78.7
240884035,24,8,84,35,2484035,Grand-Calumet,55,35,20,45,10,5,35,15,45,35,0,5,10,5,20,47.3,64.4
240884040,24,8,84,40,2484040,Litchfield,55,35,20,50,10,15,25,25,55,30,5,0,10,15,25,48.9,107.3
240884045,24,8,84,45,2484045,Thorne,40,10,30,25,15,5,25,15,40,25,0,0,5,10,15,47.6,98.1
240884065,24,8,84,65,2484065,Mansfield-et-Pontefract,25,25,5,20,0,5,15,5,20,10,0,5,10,10,15,47.4,135.5
