HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NTRCU60,TRCU60,VTRCU60,NTRCO60,TRCO60,VTRCO60,NTRCU100,TRCU100,VTRCU100,NTRC100,TRC100,VTRC100,NTRC149,TRC149,VTRC149,NTOTTRC,TOTTRC,TVALTRC,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VAUTMBL,NCULTSD,CULTSD,VCULTSD,NCOMB,COMB,VCOMB,NSWTMOW,SWTMOW,VSWTMOW,NBALER,BALER,VBALER,NHARVST,HARVST,VHARVST,NVIRRIG,VIRRIG,NVALOEQ,VALOEQ,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NTOTFCAP,TOTFCAP
24,13,48,28,Acton Vale,74,74,"60,141,572",71,"50,800,872",29,"9,340,700",60,141,"1,144,727",47,92,"1,753,262",69,233,"2,897,989",25,35,"1,799,018",8,14,"990,143",69,282,"5,687,150",61,96,"1,402,928",61,83,"1,101,452",10,13,"301,476",22,22,"213,000",42,161,"1,296,929",8,8,"745,000",24,27,"290,676",28,33,"381,314",17,18,"214,512",9,"243,500",58,"1,974,000",74,"12,449,009",55,"6,288,897",74,"78,879,478"
24,13,48,38,Upton,69,69,"69,383,861",69,"63,518,370",17,"5,865,491",55,115,"673,975",55,94,"2,449,824",65,210,"3,123,799",46,64,"2,916,165",17,20,"1,570,087",65,293,"7,610,051",61,88,"1,095,369",61,80,"1,044,569",6,8,"50,800",25,27,"232,200",50,164,"1,740,000",16,17,"1,365,820",27,35,"378,060",34,38,"547,391",27,29,"542,452",4,"87,500",55,"2,016,950",69,"15,615,793",62,"7,594,199",69,"92,593,853"
24,13,48,45,Saint-ThÇodore-d'Acton,60,60,"49,157,890",60,"44,278,790",14,"4,879,100",47,87,"444,379",42,77,"1,591,453",54,164,"2,035,832",26,46,"2,105,351",17,24,"1,906,500",55,234,"6,047,683",48,77,"789,669",48,65,"596,660",9,12,"193,009",26,27,"206,022",39,157,"1,154,186",14,13,"1,001,750",23,33,"312,208",26,33,"238,005",14,18,x,2,x,45,"1,731,557",60,"11,665,118",47,"5,541,585",60,"66,364,593"
24,13,48,50,Saint-Nazaire-d'Acton,63,63,"59,853,531",63,"53,239,740",19,"6,613,791",49,104,"534,200",40,61,"1,159,730",55,165,"1,693,930",30,41,"1,758,000",10,13,"897,000",59,219,"4,348,930",45,68,"678,560",43,61,"553,560",7,7,"125,000",26,34,"300,900",40,137,"1,192,050",12,13,"830,100",15,18,"203,500",18,21,"262,200",11,10,"231,400",7,"250,000",45,"1,198,200",63,"9,495,840",47,"7,824,230",63,"77,173,601"
24,14,49,0,Drummond,813,813,"577,095,895",785,"512,071,875",265,"65,024,020",612,"1,278","6,784,391",524,866,"19,233,590",749,"2,144","26,017,981",298,466,"20,220,247",124,189,"13,966,197",779,"2,798","60,204,425",590,829,"10,250,315",569,699,"7,620,154",85,131,"2,630,161",228,271,"2,801,451",540,"2,079","13,776,507",106,108,"6,561,401",296,375,"2,814,982",375,468,"3,546,696",125,139,"1,431,116",25,"725,124",586,"18,843,451",813,"120,955,468",592,"58,927,798",813,"756,979,161"
24,14,49,5,Saint-FÇlix-de-Kingsey,75,75,"38,442,817",73,"36,302,440",21,"2,140,377",55,110,"588,935",60,98,"2,064,652",71,208,"2,653,587",25,35,"1,195,429",11,15,"743,000",75,257,"4,592,016",53,62,"698,689",49,55,"624,689",7,7,"74,000",26,27,"228,409",46,142,"679,365",9,9,"266,562",38,49,"339,641",44,59,"375,818",14,16,x,1,x,52,"1,502,708",75,"8,826,959",63,"5,215,138",75,"52,484,914"
24,14,49,15,Durham-Sud,50,50,"36,331,714",48,"32,103,626",21,"4,228,088",36,88,"503,261",34,54,"1,233,627",49,142,"1,736,888",11,15,x,3,4,x,49,161,"2,728,337",33,42,"356,079",30,34,"308,579",7,8,"47,500",17,18,"206,458",36,132,"499,864",4,5,x,27,35,"215,500",32,45,"331,047",4,5,x,2,x,41,"927,616",50,"5,348,901",44,"3,357,213",50,"45,037,828"
24,14,49,20,Lefebvre,24,24,"13,987,212",23,"13,152,212",7,"835,000",20,37,"228,436",16,32,"716,000",23,69,"944,436",9,x,x,2,x,x,23,84,"1,414,936",15,24,"293,500",15,x,x,2,x,x,9,12,"154,500",14,62,"288,500",1,x,x,10,16,"114,500",12,15,"75,500",4,4,x,1,x,18,"453,596",24,"3,134,032",21,"1,644,692",24,"18,765,936"
24,14,49,25,L'Avenir,55,55,"28,232,700",55,"25,739,500",16,"2,493,200",43,86,"593,500",38,63,"1,168,500",54,149,"1,762,000",14,20,"895,995",3,3,"191,000",55,172,"2,848,995",44,52,"696,000",43,x,x,2,x,x,20,22,"204,200",41,125,"351,550",8,9,"104,500",28,32,"193,700",35,46,"237,750",14,15,x,2,x,41,"996,700",55,"5,730,895",49,"3,903,830",55,"37,867,425"
24,14,49,30,Saint-Lucien,18,18,"9,022,074",17,"8,017,074",5,"1,005,000",13,24,"127,650",12,16,"312,250",18,40,"439,900",7,x,x,1,x,x,18,49,"981,875",13,19,"285,200",13,13,x,4,6,x,8,11,"102,700",10,27,"150,300",1,x,x,4,4,x,5,8,"88,100",1,x,x,0,0,8,"133,200",18,"1,878,075",9,"988,217",18,"11,888,366"
24,14,49,40,Wickham,76,76,"59,903,534",76,"54,580,534",20,"5,323,000",52,107,"665,406",50,84,"1,584,404",68,191,"2,249,810",32,51,"2,501,885",10,14,"1,141,797",70,256,"5,893,492",52,85,"1,152,973",50,68,x,6,17,x,16,23,"207,298",44,157,"982,947",13,12,"904,051",17,23,x,26,29,"251,910",16,19,"229,300",3,x,57,"1,786,922",76,"11,595,144",68,"10,607,066",76,"82,105,744"
24,14,49,48,Saint-Germain-de-Grantham,67,67,"63,512,028",65,"52,812,690",26,"10,699,338",48,93,"464,352",44,66,"1,474,675",58,159,"1,939,027",21,36,"1,809,517",15,29,"2,101,665",63,224,"5,850,209",47,64,"856,388",47,55,"633,388",6,9,"223,000",15,16,"219,474",48,199,"1,882,317",12,13,"1,031,500",18,25,"137,426",24,29,"154,755",6,7,"45,474",3,"34,153",44,"1,516,049",67,"11,727,745",43,"5,472,092",67,"80,711,865"
24,14,49,58,Drummondville,144,144,"73,322,189",139,"62,295,383",53,"11,026,806",103,216,"1,000,652",87,144,"3,609,861",132,360,"4,610,513",48,85,"3,743,912",18,21,"1,336,800",137,466,"9,691,225",97,138,"1,606,879",91,121,"1,275,065",13,17,"331,814",37,48,"480,182",97,368,"2,454,009",11,11,"306,000",49,63,"379,204",63,76,"609,969",21,22,"243,127",5,"270,000",101,"2,317,958",144,"18,358,553",92,"8,598,243",144,"100,278,985"
24,14,49,80,Notre-Dame-du-Bon-Conseil,36,36,"24,800,173",34,"21,737,492",12,"3,062,681",31,58,"271,700",21,33,"649,000",36,91,"920,700",13,24,"932,000",7,9,"530,000",36,124,"2,382,700",25,37,"312,500",25,33,"301,000",4,4,"11,500",9,12,"103,000",22,95,"514,050",1,x,x,14,17,"150,000",16,20,"242,800",7,9,x,0,0,23,"849,840",36,"4,734,065",23,"2,604,185",36,"32,138,423"
24,14,49,85,Sainte-Brigitte-des-Saults,49,49,"62,105,740",47,"59,815,259",13,"2,290,481",40,75,"331,100",32,61,"1,473,006",43,136,"1,804,106",26,37,"1,890,500",14,26,"2,730,000",44,199,"6,424,606",34,58,"819,100",33,39,"412,000",6,19,"407,100",10,14,"228,000",36,173,"1,494,900",9,8,"746,000",19,31,"513,200",24,28,"324,300",11,12,"217,000",0,0,40,"3,263,092",49,"14,030,198",38,"3,846,090",49,"79,982,028"
24,14,49,95,Saint-Majorique-de-Grantham,25,25,"14,498,742",24,"13,227,482",9,"1,271,260",19,44,"215,353",14,23,"800,678",21,67,"1,016,031",9,x,x,2,x,x,24,84,"1,844,652",18,21,"273,713",18,x,x,2,x,x,3,3,x,20,69,"339,944",3,3,"171,000",13,13,"58,638",16,19,"116,217",5,6,x,0,0,18,"332,135",25,"3,165,899",16,"890,255",25,"18,554,896"
24,14,49,100,Saint-Edmond-de-Grantham,21,21,"14,753,430",21,"12,336,130",8,"2,417,300",18,45,"216,000",13,24,"471,000",20,69,"687,000",7,x,x,2,x,x,20,89,"1,590,000",14,17,"292,000",13,14,x,3,3,x,8,10,"81,800",14,58,"567,100",4,5,"445,000",5,5,x,8,10,"76,500",2,x,x,2,x,15,"546,000",21,"3,702,900",14,"1,494,482",21,"19,950,812"
24,14,49,105,Saint-Eugäne,39,39,"20,697,059",37,"18,637,859",7,"2,059,200",27,66,"453,727",21,27,"535,141",32,93,"988,868",13,19,"731,000",5,7,"260,600",36,119,"1,980,468",31,44,"547,777",30,39,"485,777",4,5,"62,000",9,10,"120,201",22,98,"406,473",2,x,x,7,7,"24,000",11,11,"60,560",1,x,x,2,x,32,"468,055",39,"3,654,163",26,"2,331,354",39,"26,682,576"
24,14,49,113,Saint-Guillaume,62,62,"56,864,659",58,"50,383,796",19,"6,480,863",48,100,"516,963",39,62,"1,404,724",58,162,"1,921,687",33,53,"2,135,045",18,25,"1,686,515",60,239,"5,743,247",51,73,"908,552",50,61,"600,713",8,12,"307,839",20,24,"297,000",42,176,"1,628,922",15,17,"1,158,240",16,20,"136,000",21,28,"248,700",5,6,x,1,x,45,"1,853,963",62,"12,046,124",34,"3,478,316",62,"72,389,099"
24,14,49,125,Saint-Bonaventure,50,50,"42,158,201",47,"34,753,806",17,"7,404,395",40,83,"397,160",29,58,"1,200,813",45,141,"1,597,973",20,25,"1,187,419",7,16,"1,805,000",47,182,"4,590,392",45,71,"925,665",44,57,"700,374",9,14,"225,291",16,18,x,29,146,"1,067,318",10,9,"924,890",18,22,"219,305",24,32,"245,266",11,14,"195,989",1,x,35,"1,482,034",50,"9,788,667",37,"2,977,918",50,"54,924,786"
24,14,49,130,Saint-Pie-de-Guire,22,22,"18,463,623",21,"16,176,592",11,"2,287,031",19,47,"210,196",14,23,"535,259",21,70,"745,455",10,16,"597,000",6,9,"304,820",22,95,"1,647,275",18,24,"225,300",18,x,x,2,x,x,5,5,"33,121",19,55,"468,948",3,3,x,13,14,"111,917",14,15,"107,504",3,3,x,2,x,16,"413,583",22,"3,233,148",15,"1,518,707",22,"23,215,478"
24,14,50,0,Nicolet-Yamaska,558,558,"541,529,615",553,"475,843,067",183,"65,686,548",424,889,"5,012,806",388,648,"14,408,249",511,"1,537","19,421,055",287,453,"20,760,569",122,179,"14,504,388",534,"2,168","54,686,012",445,607,"7,926,695",433,535,"6,640,155",59,72,"1,286,540",173,204,"1,967,602",426,"1,646","15,351,568",103,105,"12,022,410",241,304,"2,537,368",288,345,"3,498,795",151,164,"2,188,880",11,"172,500",421,"17,098,755",558,"117,450,585",376,"41,272,875",558,"700,253,075"
24,14,50,5,Sainte-Eulalie,39,39,"31,660,237",39,"29,190,237",14,"2,470,000",31,69,"401,500",21,40,"579,940",36,109,"981,440",13,23,"1,352,000",5,8,"560,000",38,140,"2,893,440",28,37,"435,865",25,28,"336,900",8,9,"98,965",10,10,"44,000",28,162,"1,613,927",5,5,"691,500",18,34,"238,257",22,28,"258,884",9,10,"114,000",0,0,29,"1,632,715",39,"7,922,588",25,"1,840,161",39,"41,422,986"
24,14,50,23,Saint-Wenceslas,42,42,"36,171,262",41,"33,601,000",18,"2,570,262",30,57,"323,404",28,54,"987,988",36,111,"1,311,392",20,43,"1,698,654",8,8,"421,500",39,162,"3,431,546",33,41,"414,112",33,x,x,2,x,x,13,16,x,30,106,"1,309,425",6,6,"1,010,000",15,22,"107,497",24,32,"335,030",11,12,"234,093",1,x,32,"941,572",42,"7,889,551",37,"5,090,866",42,"49,151,679"
24,14,50,35,Saint-CÇlestin,36,36,"32,895,387",36,"30,020,387",15,"2,875,000",28,75,"424,363",30,48,"1,172,552",34,123,"1,596,915",19,26,"1,522,000",8,9,"575,000",35,158,"3,693,915",29,36,"528,032",29,x,x,2,x,x,12,14,x,30,120,"898,909",10,10,"997,000",19,24,"229,484",26,29,"263,849",12,13,"59,300",1,x,28,"882,775",36,"7,695,695",23,"2,250,364",36,"42,841,446"
24,14,50,42,Saint-LÇonard-d'Aston,38,38,"39,236,856",38,"36,657,656",14,"2,579,200",34,68,"399,183",28,48,"921,000",38,116,"1,320,183",15,27,"1,151,409",9,12,"626,533",38,155,"3,098,125",30,44,"554,629",30,x,x,2,x,x,12,15,x,28,110,"899,275",6,6,"629,490",17,25,"209,242",18,24,"197,500",11,12,"195,000",1,x,31,"1,253,823",38,"7,270,696",26,"2,968,062",38,"49,475,614"
24,14,50,50,Sainte-PerpÇtue,54,54,"45,175,266",54,"39,195,866",17,"5,979,400",41,81,"408,229",37,60,"1,217,005",49,141,"1,625,234",30,48,"1,734,682",11,17,"1,473,000",50,206,"4,832,916",44,56,"860,973",43,52,"825,908",4,4,"35,065",15,16,"221,058",38,109,"818,223",10,12,"1,405,000",24,26,"235,711",32,38,"330,823",19,20,"162,400",0,0,37,"1,563,757",54,"10,430,861",48,"4,905,476",54,"60,511,603"
24,14,50,57,Sainte-Monique,38,38,"32,970,325",38,"26,721,590",17,"6,248,735",28,57,"364,197",30,47,"940,963",35,104,"1,305,160",22,36,"1,825,288",12,17,"1,522,243",37,157,"4,652,691",34,40,"466,472",33,37,x,3,3,x,17,19,"169,179",29,103,"1,159,381",8,9,"564,000",22,24,"198,234",23,28,"350,258",17,19,"250,541",0,0,33,"1,064,604",38,"8,875,360",26,"2,878,652",38,"44,724,337"
24,14,50,65,Grand-Saint-Esprit,17,17,"18,871,600",17,x,4,x,13,31,"236,841",7,16,"394,773",14,47,"631,614",9,14,"610,826",3,5,"241,812",16,66,"1,484,252",10,15,"121,555",9,x,x,2,x,x,7,10,"78,500",11,45,"364,000",5,7,"559,258",6,6,"39,300",9,11,"159,759",4,4,"47,000",0,0,11,"634,877",17,"3,488,501",10,"1,028,688",17,"23,388,789"
24,14,50,72,Nicolet,52,52,"73,046,561",51,"59,662,510",25,"13,384,051",37,81,"466,810",33,62,"1,386,198",46,143,"1,853,008",36,56,"2,190,045",23,37,"2,855,020",50,235,"6,898,073",43,60,"884,218",41,52,"704,218",6,8,"180,000",17,25,x,48,187,"1,955,026",13,12,"1,213,142",28,32,"314,530",28,30,"314,230",16,20,"499,450",2,x,41,"2,442,794",52,"14,748,863",29,"4,564,761",52,"92,360,185"
24,14,50,85,La Visitation-de-Yamaska,30,30,"31,887,050",30,"29,357,050",7,"2,530,000",22,40,"213,474",19,27,"942,760",27,67,"1,156,234",19,26,"1,262,949",4,9,"785,000",29,102,"3,204,183",25,30,"555,173",25,x,x,2,x,x,10,11,"161,101",25,82,"865,308",4,5,"875,000",14,16,"144,991",19,21,"303,169",7,8,"65,000",0,0,21,"510,025",30,"6,683,950",25,"2,489,496",30,"41,060,496"
24,14,50,90,Saint-ZÇphirin-de-Courval,59,59,"57,537,839",59,"54,782,089",7,"2,755,750",40,89,"450,505",42,67,"1,798,152",51,156,"2,248,657",29,43,"2,475,208",13,21,"2,285,880",55,220,"7,009,745",42,68,"844,304",40,54,"538,500",8,14,"305,804",22,30,"330,202",44,163,"1,459,179",8,7,"971,500",24,29,"252,038",32,37,"397,909",17,18,"239,977",0,0,45,"1,739,809",59,"13,244,663",46,"5,600,887",59,"76,383,389"
24,14,50,95,Saint-Elphäge,23,23,"28,118,700",23,x,5,x,20,42,"246,233",19,24,"393,887",22,66,"640,120",14,19,"662,000",6,12,"745,000",22,97,"2,047,120",20,30,"404,000",20,24,"341,000",6,6,"63,000",5,5,"49,386",20,83,"433,502",4,4,"565,000",12,17,"152,058",15,18,"158,558",6,6,"54,519",0,0,20,"809,157",23,"4,673,300",16,"1,926,787",23,"34,718,787"
24,14,50,100,Baie-du-Febvre,55,55,"53,662,009",52,"45,258,709",15,"8,403,300",43,90,"409,941",43,79,"1,803,936",52,169,"2,213,877",32,49,"2,413,000",7,8,"942,000",53,226,"5,568,877",47,68,"890,957",46,58,"661,457",7,10,"229,500",12,12,x,45,181,"1,587,300",9,8,"898,520",27,35,"306,500",28,35,"328,500",16,17,"178,600",1,x,43,"2,032,950",55,"11,918,345",39,"3,985,235",55,"69,565,589"
24,14,50,113,Pierreville,75,75,"60,296,523",75,"50,528,173",25,"9,768,350",57,109,"668,126",51,76,"1,869,095",71,185,"2,537,221",29,43,"1,862,508",13,16,"1,471,400",72,244,"5,871,129",60,82,"966,405",59,75,"860,405",7,7,"106,000",21,22,"201,816",50,198,"1,988,113",15,15,"1,643,000",15,15,"109,526",12,15,"100,326",6,6,"89,000",5,"49,000",50,"1,589,897",75,"12,608,212",26,"1,743,440",75,"74,648,175"
24,4,51,0,MaskinongÇ,515,515,"352,947,231",500,"300,868,549",212,"52,078,682",402,870,"4,586,487",339,596,"14,987,332",471,"1,466","19,573,819",178,252,"11,220,216",63,84,"6,871,624",488,"1,801","37,665,659",390,521,"7,042,793",381,445,"5,681,847",59,76,"1,360,946",146,164,"1,705,263",351,"1,358","8,569,957",96,102,"6,260,100",235,291,"2,300,251",263,332,"2,649,674",118,133,"1,214,465",26,"590,318",364,"10,666,872",515,"78,665,352",360,"37,967,738",515,"469,580,321"
24,4,51,8,MaskinongÇ,30,30,"25,556,242",30,"20,239,784",14,"5,316,458",23,52,"191,652",22,31,"916,404",29,83,"1,108,056",14,19,"923,855",5,6,"697,000",29,107,"2,728,911",21,28,"553,908",21,x,x,1,x,x,10,12,"112,000",24,87,"732,076",7,8,"651,541",18,26,"141,163",18,23,"134,601",5,6,x,2,x,21,"286,450",30,"5,378,650",14,"903,999",30,"31,838,891"
24,4,51,15,Louiseville,39,39,"39,576,687",39,"32,292,512",19,"7,284,175",28,49,"242,300",22,42,"784,948",34,91,"1,027,248",16,23,"882,562",8,12,"744,507",36,126,"2,654,317",31,50,"1,031,254",29,38,"629,254",6,12,"402,000",13,17,"216,599",24,98,"530,902",6,6,"197,000",16,17,"115,600",18,25,"267,420",5,5,x,1,x,27,"865,381",39,"5,958,701",25,"3,874,131",39,"49,409,519"
24,4,51,20,Yamachiche,74,74,"52,389,573",71,"45,172,936",30,"7,216,637",56,137,"749,524",48,89,"2,283,691",65,226,"3,033,215",32,39,"1,654,155",9,10,"635,000",70,274,"5,322,370",58,79,"1,099,782",58,68,"888,836",8,11,"210,946",18,21,"155,000",52,202,"1,320,648",18,20,"1,234,500",34,38,"265,700",38,45,"242,100",21,21,x,4,x,58,"1,831,325",74,"11,781,843",52,"4,909,755",74,"69,081,171"
24,4,51,25,Saint-BarnabÇ,35,35,"27,874,041",34,"23,627,491",15,"4,246,550",28,56,"328,500",25,47,"1,000,000",34,103,"1,328,500",10,15,"658,000",5,6,"550,000",34,124,"2,536,500",27,35,"415,700",26,30,"369,700",4,5,"46,000",9,9,"96,000",24,116,"767,700",4,4,"730,000",17,19,"188,200",17,23,"156,600",11,12,x,1,x,20,"513,500",35,"5,510,900",28,"3,202,398",35,"36,587,339"
24,4,51,30,Saint-SÇväre,28,28,"17,528,050",27,"15,839,500",14,"1,688,550",22,51,"243,037",24,53,"1,297,496",28,104,"1,540,533",8,x,x,2,x,x,28,117,"2,253,548",24,31,"236,500",23,28,"191,500",3,3,"45,000",7,8,"71,850",25,86,"405,735",6,7,"266,000",17,25,"151,700",20,27,"223,700",12,19,x,1,x,26,"763,438",28,"4,472,271",26,"1,865,234",28,"23,865,555"
24,4,51,35,Saint-LÇon-le-Grand,59,59,"48,397,800",58,"40,713,800",22,"7,684,000",48,101,"424,401",39,71,"1,551,321",54,172,"1,975,722",24,41,"1,807,010",9,18,"1,614,500",55,231,"5,397,232",48,70,"682,777",48,60,"558,777",7,10,"124,000",21,23,"207,200",45,154,"964,940",15,16,"946,300",27,30,"320,570",30,36,"364,971",13,14,x,1,x,41,"1,682,450",59,"10,793,410",41,"4,777,771",59,"63,968,981"
24,4,51,40,Sainte-Ursule,44,44,"28,466,716",43,"25,903,716",18,"2,563,000",38,88,"407,863",34,60,"1,514,701",40,148,"1,922,564",14,17,"736,036",4,4,"298,000",42,168,"2,956,600",34,45,"444,600",34,42,x,3,3,x,18,21,"201,206",35,133,"858,949",8,9,"185,259",25,34,"254,118",30,39,"365,230",16,19,x,2,x,35,"966,878",44,"6,401,357",35,"3,187,307",44,"38,055,380"
24,4,51,45,Saint-Justin,37,37,"34,053,001",35,"27,585,401",18,"6,467,600",29,67,"286,392",25,48,"1,105,500",34,115,"1,391,892",18,29,"1,315,200",9,10,"991,000",35,154,"3,698,092",32,36,"509,200",32,x,x,1,x,x,8,8,"85,008",27,130,"774,100",12,13,"775,500",20,24,"195,500",22,32,"370,500",9,11,"73,000",0,0,31,"1,206,056",37,"7,686,956",28,"3,539,214",37,"45,279,171"
24,4,51,55,Sainte-Angäle-de-PrÇmont,30,30,"8,914,260",30,"8,025,100",10,"889,160",25,45,"299,500",21,30,"839,500",29,75,"1,139,000",5,x,x,1,x,x,30,87,"1,551,500",18,23,"269,800",18,x,x,2,x,x,8,10,"114,500",21,75,"299,500",3,x,"350,000",10,12,"100,200",12,14,x,3,3,"8,000",3,x,17,"228,000",30,"3,022,200",17,"987,513",30,"12,923,973"
24,4,51,60,Saint-Paulin,46,46,"27,826,712",41,"23,562,636",19,"4,264,076",37,72,"417,326",27,46,"1,218,309",41,118,"1,635,635",16,23,"1,176,000",4,5,"595,000",44,145,"3,406,635",36,46,"746,264",35,37,"618,764",8,9,"127,500",7,7,"61,400",30,109,"1,039,095",5,6,x,20,26,"248,300",27,34,"229,052",10,11,x,2,x,33,"977,161",46,"7,176,557",36,"4,449,638",46,"39,452,907"
24,4,51,80,Charette,19,19,"4,833,550",18,"4,416,050",5,"417,500",16,34,"231,000",13,18,"443,500",18,52,"674,500",4,x,x,1,x,x,18,59,"768,500",11,15,"108,000",9,11,"73,000",4,4,"35,000",8,9,"120,500",11,29,"66,100",5,5,"68,000",12,17,"60,300",14,16,"57,300",3,3,"11,000",0,0,9,"127,250",19,"1,386,950",13,"507,014",19,"6,727,514"
24,4,51,85,Saint-Boniface,36,36,"13,119,050",36,"12,150,650",11,"968,400",25,61,"311,200",19,33,"911,000",32,94,"1,222,200",8,x,x,1,x,x,33,106,"1,753,200",23,29,"365,200",22,23,"298,200",5,6,"67,000",8,9,"102,500",16,62,"388,350",5,4,"264,000",10,13,"150,200",11,12,"102,000",5,5,x,1,x,23,"553,006",36,"3,795,456",25,"2,281,536",36,"19,196,042"
24,4,51,90,Saint-êtienne-des-Gräs,38,38,"24,411,549",38,"21,338,973",17,"3,072,576",27,57,"453,792",20,30,"1,120,962",33,87,"1,574,754",9,12,"618,500",5,5,"445,000",34,104,"2,638,254",27,35,"579,808",26,28,"510,808",7,7,"69,000",11,12,"161,500",17,78,"421,862",2,x,x,9,10,"108,700",6,7,x,5,5,"169,000",8,"321,000",23,"665,977",38,"5,300,101",20,"3,482,228",38,"33,193,878"
24,7,52,0,D'Autray,466,466,"364,839,869",441,"321,373,759",179,"43,466,110",360,816,"4,598,530",314,587,"13,730,338",425,"1,404","18,328,868",164,245,"11,401,768",72,96,"7,232,717",443,"1,745","36,963,353",352,543,"7,266,320",342,453,"5,454,033",61,90,"1,812,287",147,170,"1,587,233",315,"1,298","8,614,406",90,99,"6,095,729",191,228,"1,795,538",211,265,"2,062,071",99,113,"886,138",57,"4,872,389",323,"12,743,353",466,"82,886,530",282,"29,055,212",466,"476,781,611"
24,7,52,7,Lavaltrie,38,38,"35,382,980",35,"31,656,230",11,"3,726,750",32,68,"393,400",23,46,"930,100",34,114,"1,323,500",12,22,"1,109,000",4,9,"745,000",37,145,"3,177,500",31,69,"996,800",30,56,"768,800",9,13,"228,000",13,14,"156,000",29,181,"1,208,692",4,4,"256,380",9,11,"268,250",9,16,x,2,x,x,19,"2,198,460",29,"1,177,500",38,"9,578,682",6,"301,361",38,"45,263,023"
24,7,52,17,Lanoraie,42,42,"37,565,856",40,"29,742,356",14,"7,823,500",35,102,"623,466",27,49,"1,023,080",39,151,"1,646,546",16,27,"1,233,000",4,7,"527,042",40,185,"3,406,588",34,72,"987,668",33,59,"591,668",6,13,"396,000",16,18,"148,700",29,120,"996,405",4,5,x,6,8,"19,100",7,8,x,2,x,x,21,"2,081,629",30,"2,205,063",42,"10,068,692",12,"948,567",42,"48,583,115"
24,7,52,30,Sainte-êlisabeth,68,68,"60,584,096",66,"55,763,196",25,"4,820,900",51,112,"583,788",47,90,"2,462,738",61,202,"3,046,526",33,57,"2,888,545",13,18,"1,434,000",67,277,"7,369,071",58,87,"1,382,208",58,69,"887,608",12,18,"494,600",23,27,"170,582",54,225,"1,589,586",19,23,"1,899,000",29,36,"238,028",29,40,"382,634",21,26,"131,292",6,"296,000",56,"1,952,838",68,"15,411,239",43,"5,503,020",68,"81,498,355"
24,7,52,40,Sainte-Geneviäve-de-Berthier,31,31,"26,271,710",27,"22,199,290",15,"4,072,420",23,56,"286,000",20,34,"1,050,000",26,90,"1,336,000",11,20,"865,000",9,12,"923,500",27,122,"3,124,500",20,31,"357,500",20,x,x,2,x,x,10,10,"107,000",19,75,"629,000",11,12,"995,000",10,17,"138,000",10,14,x,5,5,x,2,x,21,"1,150,500",31,"6,736,100",18,"4,308,920",31,"37,316,730"
24,7,52,45,Saint-Ignace-de-Loyola,30,30,"17,332,449",27,"12,672,949",17,"4,659,500",18,33,"194,701",21,38,"770,051",27,71,"964,752",9,x,x,3,x,x,28,87,"1,656,485",19,25,"353,861",18,20,x,3,5,x,6,6,"75,000",22,64,"355,874",10,11,"226,211",15,16,"115,428",19,23,"161,695",4,6,"26,000",0,0,19,"237,762",30,"3,208,316",20,"1,794,905",30,"22,335,670"
24,7,52,55,Saint-BarthÇlemy,55,55,"38,486,793",53,"33,896,673",24,"4,590,120",43,92,"385,665",44,84,"1,655,804",54,176,"2,041,469",24,30,"1,174,754",9,10,"930,273",54,216,"4,146,496",38,43,"476,666",36,x,x,2,x,x,22,26,"293,858",42,167,"1,153,897",13,14,"1,001,000",26,31,"269,523",34,40,"290,100",16,16,"97,100",0,0,37,"983,659",55,"8,712,299",31,"2,046,967",55,"49,246,059"
24,7,52,62,Saint-Cuthbert,63,63,"55,284,287",59,"50,455,287",25,"4,829,000",48,105,"465,785",44,83,"1,764,273",57,188,"2,230,058",28,34,"1,665,700",16,19,"1,209,899",60,240,"5,105,657",53,65,"837,488",53,57,"668,701",5,8,"168,787",21,25,"233,293",50,184,"1,398,958",15,16,"899,459",38,47,"298,842",41,50,"339,676",22,24,x,3,x,47,"2,245,730",63,"11,766,795",46,"3,504,167",63,"70,555,249"
24,7,52,70,Saint-Norbert,38,38,"20,805,065",37,"19,876,065",10,"929,000",33,66,"496,000",25,38,"870,800",37,104,"1,366,800",10,13,"690,000",5,6,"350,000",37,123,"2,406,800",27,34,"586,300",27,29,"473,300",5,5,"113,000",10,13,"149,500",18,69,"299,300",3,3,x,21,23,"168,100",18,20,"221,800",8,8,"130,500",2,x,22,"761,800",38,"4,810,100",26,"1,589,509",38,"27,204,674"
24,7,52,85,Saint-Gabriel-de-Brandon,64,64,"54,074,673",64,"47,162,753",25,"6,911,920",50,127,"862,968",44,91,"2,410,280",59,218,"3,273,248",13,19,"826,703",7,10,"737,119",60,247,"4,837,070",45,69,"788,068",40,58,"683,068",9,11,"105,000",19,23,"179,000",32,137,"782,039",7,7,"332,600",24,25,"184,006",29,35,"330,724",12,16,x,1,x,39,"1,408,786",64,"8,961,943",52,"6,890,194",64,"69,926,810"
