HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NBEEHON,BEEHON,NBEEPOLL,BEEPOLL,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NTCHICK,TCHICK,NHENHATCH,HENHATCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NTURKPRD,TURKPRD,ETURKPRD,NBROILPRD,BROILPRD,EBROILPRD,NHATCHNUM,HATCHNUM,NCALFU1,CALFU1,NSTEERS,STEERS,NHEIFER,HEIFER,NFDHEIF,FDHEIF,NBFHEIF,BFHEIF,NMLKHEIF,MLKHEIF,NTOTCOW,TOTCOW,NBFCOWS,BFCOWS,NMLKCOW,MLKCOW,NBULLS,BULLS,NTCATTL,TCATTL,NRAMS,RAMS,NEWES,EWES,NLAMBS,LAMBS,NTSHEEP,TSHEEP,NBOARS,BOARS,NSOWS,SOWS,NNURPIG,NURPIG,NGRWPIG,GRWPIG,NTOPIGS,TOPIGS,NHORSES,HORSES,NGOATS,GOATS,NWLDBOAR,WLDBOAR,NMINK,MINK,NFOX,FOX,NBISON,BISON,NLAMAS,LAMAS,NDEER,DEER,NELK,ELK
24,5,45,30,Potton,38,0,0,0,0,1,x,0,0,3,x,3,140,0,0,2,x,0,0,0,0,0,1,x,x,0,0,23,959,10,39,17,200,4,x,14,151,2,x,23,"1,234",22,x,2,x,20,61,23,"2,493",1,x,1,x,3,30,3,x,0,0,0,0,0,0,0,0,0,0,7,31,1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0
24,5,45,43,Hatley,27,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,882,4,471,11,323,2,x,6,x,5,269,15,"1,229",11,688,6,541,8,25,15,"2,930",0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,2,x,6,30,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,45,55,Hatley,33,0,0,0,0,3,x,0,0,4,x,4,193,0,0,0,0,1,x,2,x,x,3,560,"1,235",0,0,6,129,3,5,6,91,3,21,2,x,2,x,4,201,3,x,1,x,4,5,7,431,1,x,2,x,2,x,2,x,0,0,0,0,0,0,1,x,1,x,6,96,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,45,60,Sainte-Catherine-de-Hatley,42,1,x,0,0,1,x,0,0,6,x,6,134,0,0,0,0,2,x,0,0,0,1,x,x,0,0,19,288,1,x,11,177,4,47,7,54,4,76,18,556,15,293,6,263,12,x,20,"1,049",3,9,3,216,3,167,3,392,0,0,0,0,0,0,0,0,0,0,6,17,3,x,0,0,0,0,0,0,0,0,0,0,2,x,0,0
24,5,45,72,Magog,41,0,0,0,0,4,x,1,x,4,325,7,x,0,0,0,0,1,x,2,x,x,7,x,x,0,0,13,462,4,11,13,199,8,116,6,x,2,x,10,492,8,x,2,x,8,19,15,"1,183",1,x,2,x,2,x,3,x,1,x,1,x,1,x,1,x,2,x,11,47,2,x,0,0,0,0,0,0,0,0,2,x,1,x,0,0
24,5,45,95,Bolton-Est,18,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,7,87,3,14,6,37,1,x,4,x,1,x,6,140,5,x,1,x,6,10,7,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,45,105,Stukely-Sud,24,0,0,0,0,1,x,0,0,3,x,4,161,0,0,1,x,1,x,0,0,0,0,0,0,0,0,12,203,7,46,11,102,2,x,9,60,2,x,12,378,11,x,1,x,12,21,15,750,1,x,1,x,1,x,1,x,1,x,1,x,1,x,0,0,1,x,3,11,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,45,115,Orford,18,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,5,125,3,x,4,37,3,x,2,x,0,0,3,167,3,167,0,0,4,x,6,415,1,x,3,15,2,x,3,x,1,x,1,x,1,x,1,x,1,x,8,50,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,46,0,Brome-Missisquoi,721,11,609,1,x,34,"537,506",6,x,60,x,82,"1,180,498",0,0,14,x,27,"29,567",14,"832,352","1,835,022",36,"8,710,208","19,202,720",1,x,281,"9,072",74,"3,927",237,"4,827",31,191,89,716,136,"3,920",282,"11,352",151,"3,818",141,"7,534",153,325,318,"29,503",32,104,41,"3,346",37,"2,217",44,"5,667",19,362,23,"31,350",20,"51,766",42,"114,428",48,"197,906",133,813,34,230,2,x,0,0,1,x,2,x,5,51,3,88,5,210
24,13,46,10,Frelighsburg,42,4,260,0,0,2,x,0,0,6,x,6,219,0,0,0,0,2,x,0,0,0,0,0,0,0,0,9,x,5,15,6,43,1,x,6,x,0,0,10,313,10,313,0,0,8,x,10,572,3,6,3,127,4,116,4,249,2,x,2,x,1,x,1,x,3,x,3,17,1,x,0,0,0,0,0,0,1,x,0,0,0,0,1,x
24,13,46,17,Saint-Armand,52,0,0,0,0,1,x,0,0,4,x,4,102,0,0,0,0,1,x,0,0,0,1,x,x,0,0,31,774,6,23,28,557,2,x,8,x,20,504,32,"1,231",11,218,22,"1,013",13,31,33,"2,616",1,x,1,x,1,x,1,x,0,0,1,x,0,0,1,x,2,x,13,62,3,22,0,0,0,0,0,0,0,0,0,0,1,x,1,x
24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,45,0,0,0,0,4,"27,100",0,0,3,69,6,"27,169",0,0,1,x,0,0,0,0,0,3,"343,841","758,040",0,0,15,261,2,x,12,453,0,0,0,0,12,453,15,882,2,x,13,x,4,x,17,"1,629",1,x,0,0,0,0,1,x,3,21,3,x,3,x,4,"6,555",4,"10,861",4,18,1,x,0,0,0,0,1,x,0,0,1,x,0,0,0,0
24,13,46,40,Bedford,22,1,x,0,0,0,0,2,x,3,x,3,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,7,424,3,x,4,x,2,x,0,0,2,x,6,150,4,31,4,119,1,x,8,"1,165",1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,3,11,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,46,45,Stanbridge East,47,0,0,0,0,3,250,1,x,2,x,4,310,0,0,1,x,3,x,1,x,x,2,x,x,0,0,13,316,4,32,9,118,2,x,2,x,5,95,16,256,11,109,5,147,9,17,20,739,3,12,5,779,4,407,5,"1,198",0,0,0,0,0,0,1,x,1,x,13,57,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0
24,13,46,50,Dunham,135,2,x,0,0,10,"99,301",1,x,11,x,17,"99,434",0,0,5,58,5,52,1,x,x,12,"1,485,453","3,274,863",0,0,37,"1,599",11,344,29,373,8,46,15,96,11,231,36,"1,033",25,592,12,441,22,31,44,"3,380",4,14,7,468,6,207,7,689,0,0,1,x,1,x,5,x,6,"13,767",24,128,10,103,0,0,0,0,0,0,0,0,1,x,1,x,2,x
24,13,46,58,Sutton,46,1,x,1,x,1,x,0,0,4,x,4,x,0,0,1,x,1,x,1,x,x,1,x,x,0,0,22,496,10,86,20,255,5,27,13,93,6,135,23,761,18,599,5,162,17,27,24,"1,625",1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,14,64,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,46,65,Bolton-Ouest,27,0,0,0,0,1,x,0,0,3,x,4,120,0,0,0,0,0,0,1,x,x,1,x,x,0,0,12,209,3,x,10,x,2,x,8,97,2,x,11,425,11,x,2,x,10,x,12,"1,524",3,8,4,184,3,141,4,333,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
24,13,46,75,Lac-Brome,84,1,x,0,0,5,x,2,x,10,241,14,x,0,0,3,x,4,x,4,x,x,7,x,x,1,x,29,828,11,85,25,407,1,x,19,x,7,256,30,"1,079",26,715,5,364,24,55,34,"2,454",5,18,6,518,6,355,6,891,2,x,2,x,2,x,3,x,3,x,23,248,5,69,0,0,0,0,0,0,0,0,1,x,0,0,0,0
24,13,46,90,Brigham,52,0,0,0,0,1,x,0,0,5,61,6,x,0,0,0,0,6,x,1,x,x,2,x,x,0,0,16,254,5,14,17,268,2,x,6,x,10,220,19,764,9,187,10,577,11,33,21,"1,333",2,x,1,x,1,x,2,x,3,9,5,"1,413",3,"1,305",9,"13,874",10,"16,601",7,43,3,7,1,x,0,0,0,0,1,x,0,0,1,x,0,0
24,13,46,95,Saint-Ignace-de-Stanbridge,40,1,x,0,0,3,"125,500",0,0,3,138,6,"125,638",0,0,1,x,1,x,4,x,x,4,"1,789,934","3,946,129",0,0,22,"1,111",4,26,21,564,2,x,4,x,15,511,21,"1,117",8,202,14,915,12,15,24,"2,833",1,x,3,x,2,x,3,x,3,x,3,x,3,"2,540",9,"12,653",9,"15,963",6,32,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,46,100,Notre-Dame-de-Stanbridge,33,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,x,2,x,15,x,1,x,1,x,14,421,18,871,4,62,15,809,5,10,19,"2,339",0,0,1,x,1,x,1,x,1,x,1,x,1,x,2,x,2,x,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,46,105,Sainte-Sabine,43,1,x,0,0,2,x,0,0,2,x,3,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,26,779,3,15,23,733,2,x,2,x,19,674,24,"1,479",4,154,21,"1,325",9,12,26,"3,018",2,x,2,x,2,x,2,x,1,x,1,x,2,x,2,x,3,"5,745",5,13,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x
24,13,46,112,Farnham,53,0,0,0,0,1,x,0,0,3,x,4,117,0,0,2,x,3,x,1,x,x,2,x,x,0,0,24,"1,286",5,"1,513",18,445,1,x,5,x,13,367,21,991,8,226,13,765,8,41,26,"4,276",5,14,6,547,5,383,6,944,4,17,4,"2,705",4,"8,700",5,"11,890",5,"23,312",9,55,4,6,0,0,0,0,0,0,0,0,1,x,0,0,0,0
24,13,47,0,La Haute-Yamaska,483,8,221,4,5,34,x,0,0,15,x,47,"1,551,879",1,x,6,"82,003",5,x,6,"2,467,283","5,439,428",35,"19,690,389","43,409,874",0,0,179,"6,017",54,420,150,"2,690",33,390,50,370,86,"1,930",180,"8,243",99,"3,726",88,"4,517",98,181,205,"17,551",18,82,20,"2,400",20,"1,676",21,"4,158",29,110,36,"10,487",39,"38,999",66,"90,224",80,"139,820",77,669,16,118,0,0,0,0,0,0,0,0,4,12,3,37,0,0
24,13,47,5,Bromont,43,3,8,1,x,0,0,0,0,6,114,6,114,0,0,0,0,2,x,0,0,0,0,0,0,0,0,18,389,6,21,14,211,5,22,8,70,7,119,17,729,12,460,7,269,12,22,19,"1,372",4,25,5,934,5,579,6,"1,538",0,0,1,x,0,0,1,x,2,x,18,201,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0
24,13,47,10,Saint-Alphonse,53,0,0,0,0,23,x,0,0,1,x,23,"1,184,527",1,x,2,x,0,0,2,x,x,22,"14,878,121","32,800,640",0,0,15,289,3,x,14,303,2,x,2,x,11,297,13,713,2,x,11,x,4,x,15,"1,314",0,0,1,x,1,x,1,x,4,12,4,"1,603",5,"6,908",9,"16,231",9,"24,754",4,25,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,47,20,Granby,83,1,x,1,x,4,x,0,0,2,x,6,"129,824",0,0,1,x,1,x,1,x,x,4,"1,215,348","2,679,384",0,0,29,"1,080",5,x,23,659,6,x,2,x,17,448,29,"1,695",13,685,16,"1,010",13,x,33,"3,654",6,33,6,812,6,610,6,"1,455",3,8,4,"1,350",5,"3,624",6,"10,086",10,"15,068",11,72,5,26,0,0,0,0,0,0,0,0,0,0,1,x,0,0
24,13,47,35,Shefford,72,2,x,1,x,3,x,0,0,1,x,3,x,0,0,1,x,1,x,1,x,x,3,x,x,0,0,32,"1,074",11,37,21,320,5,34,10,84,9,202,30,"1,256",23,769,9,487,19,33,35,"2,720",2,x,2,x,2,x,2,x,5,17,6,x,5,"2,287",8,x,9,x,10,55,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,47,40,Saint-Joachim-de-Shefford,80,1,x,1,x,0,0,0,0,3,82,3,82,0,0,1,x,0,0,1,x,x,2,x,x,0,0,38,"1,895",13,102,35,516,6,48,14,93,18,375,37,"1,707",20,895,18,812,20,38,43,"4,258",4,16,4,408,4,264,4,688,8,38,9,"1,739",10,"10,100",17,"16,496",19,"28,373",6,73,1,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0
24,13,47,47,Roxton Pond,89,0,0,0,0,2,x,0,0,1,x,3,x,0,0,0,0,1,x,0,0,0,2,x,x,0,0,28,886,8,42,26,460,3,12,9,86,16,362,34,"1,553",19,705,17,848,19,32,38,"2,973",1,x,1,x,1,x,1,x,5,23,6,"1,909",7,"10,328",15,"26,071",18,"38,331",17,141,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
24,13,47,55,Sainte-CÇcile-de-Milton,63,1,x,0,0,2,x,0,0,1,x,3,x,0,0,1,x,0,0,1,x,x,2,x,x,0,0,19,404,8,30,17,221,6,74,5,20,8,127,20,590,10,x,10,x,11,15,22,"1,260",1,x,1,x,1,x,1,x,4,12,6,"2,273",7,"5,752",10,"13,640",13,"21,677",11,102,4,58,0,0,0,0,0,0,0,0,1,x,1,x,0,0
24,13,48,0,Acton,444,0,0,0,0,8,x,3,x,14,x,20,"269,159",1,x,2,x,10,x,1,x,x,7,"1,098,149","2,421,004",1,x,214,"15,283",20,266,160,"4,304",27,291,29,324,122,"3,689",177,"9,084",61,"1,770",125,"7,314",63,94,236,"29,031",10,50,10,"1,200",12,835,13,"2,085",36,246,39,"11,990",56,"64,110",82,"109,279",102,"185,625",44,198,17,"1,680",2,x,0,0,0,0,0,0,0,0,1,x,0,0
24,13,48,5,BÇthanie,34,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,23,983,3,15,16,300,3,12,6,45,10,243,17,800,8,x,11,x,7,11,24,"2,109",0,0,0,0,0,0,0,0,3,8,3,x,3,x,5,"4,800",6,"8,413",3,11,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,48,15,Roxton,102,0,0,0,0,0,0,2,x,3,22,5,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,45,"1,352",3,x,34,633,6,25,14,74,21,534,42,"1,991",23,782,21,"1,209",29,x,49,"4,046",4,x,4,x,4,255,4,803,8,108,9,"2,088",16,"15,062",19,"15,376",28,"32,634",14,103,2,x,1,x,0,0,0,0,0,0,0,0,1,x,0,0
24,13,48,20,Sainte-Christine,42,0,0,0,0,1,x,0,0,2,x,2,x,0,0,1,x,2,x,0,0,0,1,x,x,0,0,22,"1,922",3,29,15,415,2,x,2,x,11,379,18,909,8,250,11,659,9,13,25,"3,288",0,0,1,x,0,0,1,x,5,40,5,"3,800",6,"7,735",10,"20,110",10,"31,685",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,48,28,Acton Vale,74,0,0,0,0,2,x,0,0,1,x,3,x,0,0,0,0,1,x,1,x,x,3,x,x,0,0,37,"4,644",4,x,24,744,5,x,1,x,20,630,25,"1,173",7,161,18,"1,012",6,x,41,"6,678",2,x,2,x,3,x,3,x,2,x,3,x,2,x,5,"13,247",6,"19,923",9,27,5,"1,316",0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,48,38,Upton,69,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,38,"2,606",4,63,35,"1,308",5,x,2,x,29,"1,045",35,"2,351",3,107,32,"2,244",4,4,44,"6,332",1,x,1,x,1,x,1,x,5,12,5,892,10,"14,218",14,"11,751",18,"26,873",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,48,45,Saint-ThÇodore-d'Acton,60,0,0,0,0,1,x,1,x,3,x,3,x,0,0,1,x,2,x,0,0,0,0,0,0,0,0,26,"1,206",3,x,23,553,6,x,4,x,18,507,24,"1,081",9,147,19,934,5,x,29,"2,874",2,x,1,x,3,x,3,68,5,x,4,x,9,"10,905",12,"20,990",15,"32,607",7,28,5,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,48,50,Saint-Nazaire-d'Acton,63,0,0,0,0,3,x,0,0,3,x,5,x,1,x,0,0,3,x,0,0,0,1,x,x,1,x,23,"2,570",0,0,13,351,0,0,0,0,13,351,16,779,3,x,13,x,3,4,24,"3,704",1,x,1,x,1,x,1,x,8,31,10,"1,894",10,"8,560",17,"23,005",19,"33,490",3,7,4,24,1,x,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,0,Drummond,813,9,374,3,6,47,"2,042,039",6,"302,015",41,"353,368",74,"2,697,422",2,x,7,"73,929",15,"3,336",6,"1,875,296","4,134,320",39,"27,980,827","61,687,160",2,x,376,"23,895",71,"2,554",296,"5,643",58,381,80,490,197,"4,772",338,"14,622",155,"4,814",200,"9,808",145,288,415,"47,002",18,53,21,"1,925",18,"1,565",21,"3,543",59,243,64,"17,197",68,"60,363",88,"91,038",112,"168,841",110,606,30,"1,602",2,x,0,0,0,0,2,x,5,21,2,x,1,x
24,14,49,5,Saint-FÇlix-de-Kingsey,75,0,0,0,0,2,x,1,x,3,26,5,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,50,"2,975",9,30,38,645,4,14,17,108,20,523,46,"2,075",26,"1,001",21,"1,074",21,45,52,"5,770",3,x,5,658,3,x,5,"1,186",5,23,5,"1,105",5,"4,275",5,"5,010",6,"10,413",10,35,3,x,0,0,0,0,0,0,0,0,1,x,1,x,0,0
24,14,49,15,Durham-Sud,50,1,x,0,0,4,310,0,0,6,91,6,401,0,0,1,x,3,17,0,0,0,1,x,x,0,0,29,"2,195",6,33,24,372,3,12,12,70,16,290,28,"1,220",22,709,13,511,20,32,35,"3,852",2,x,2,x,2,x,2,x,3,8,4,x,6,"5,690",6,x,9,"10,348",11,28,5,22,1,x,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,20,Lefebvre,24,0,0,0,0,4,x,0,0,2,x,5,x,0,0,0,0,1,x,0,0,0,3,x,x,0,0,14,653,6,30,13,189,4,12,7,22,7,155,14,503,8,202,8,301,8,10,16,"1,385",0,0,0,0,0,0,0,0,2,x,2,x,1,x,2,x,3,"4,453",4,8,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,25,L'Avenir,55,1,x,0,0,2,x,0,0,8,x,8,165,0,0,0,0,5,38,1,x,x,3,x,x,0,0,33,"1,707",9,356,27,382,8,51,12,94,11,237,33,"1,227",23,689,12,538,20,29,38,"3,701",3,13,4,530,3,560,4,"1,103",5,11,7,"2,045",5,"1,476",6,"3,659",9,"7,191",19,70,4,58,1,x,0,0,0,0,0,0,1,x,0,0,1,x
24,14,49,30,Saint-Lucien,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,0,0,3,97,0,0,0,0,3,97,5,166,2,x,3,x,3,x,5,346,0,0,0,0,0,0,0,0,1,x,2,x,1,x,4,x,5,"6,569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,40,Wickham,76,0,0,0,0,16,x,2,x,3,x,18,"1,886,638",1,x,2,x,1,x,2,x,x,15,"21,494,262","47,386,733",1,x,33,"2,931",5,56,21,444,5,18,3,38,14,388,23,"1,106",9,365,14,741,7,14,34,"4,551",1,x,1,x,1,x,1,x,11,62,11,"3,204",13,"8,213",17,"20,604",20,"32,083",8,42,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,48,Saint-Germain-de-Grantham,67,0,0,0,0,5,x,1,x,4,x,7,"201,544",1,x,1,x,1,x,1,x,x,4,"552,083","1,217,135",1,x,21,"2,473",3,x,16,337,2,x,4,x,11,316,17,669,5,78,12,591,5,x,23,"3,503",0,0,0,0,0,0,0,0,6,14,6,"1,517",8,"10,439",8,"15,955",11,"27,925",8,93,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
24,14,49,58,Drummondville,144,3,x,1,x,5,"292,740",0,0,4,119,8,"292,859",0,0,2,x,1,x,2,x,x,4,"3,983,974","8,783,159",0,0,58,"1,940",12,x,44,810,14,98,12,62,27,650,54,"2,428",28,979,29,"1,449",29,x,65,"7,102",4,8,4,264,4,163,4,435,6,26,6,"1,567",6,"4,252",9,"4,748",9,"10,593",26,164,7,245,0,0,0,0,0,0,1,x,2,x,0,0,0,0
24,14,49,80,Notre-Dame-du-Bon-Conseil,36,0,0,0,0,1,x,0,0,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,672,2,x,15,431,3,x,1,x,13,419,15,952,2,x,13,x,4,x,17,"2,065",0,0,0,0,0,0,0,0,3,34,3,459,3,955,6,"3,952",6,"5,400",3,7,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,85,Sainte-Brigitte-des-Saults,49,1,x,1,x,1,x,0,0,1,x,2,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,32,"3,028",3,x,27,579,3,29,0,0,24,550,28,"1,345",4,106,24,"1,239",6,x,35,"4,988",1,x,1,x,1,x,1,x,1,x,1,x,3,x,2,x,4,"7,944",2,x,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,95,Saint-Majorique-de-Grantham,25,1,x,0,0,1,x,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,11,792,2,x,8,127,2,x,2,x,7,x,11,326,6,96,6,230,3,x,12,"1,252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,100,Saint-Edmond-de-Grantham,21,0,0,0,0,0,0,1,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"1,019",2,x,5,86,3,48,3,38,0,0,7,270,6,x,1,x,5,x,11,"1,403",0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,105,Saint-Eugäne,39,0,0,0,0,1,x,0,0,2,x,2,x,0,0,1,x,1,x,0,0,0,1,x,x,0,0,12,"1,823",2,x,5,136,1,x,1,x,3,x,6,126,4,x,2,x,3,x,14,"2,112",1,x,1,x,1,x,1,x,6,18,6,"2,116",6,"5,083",7,"7,222",10,"14,439",6,36,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,113,Saint-Guillaume,62,1,x,1,x,3,x,0,0,1,x,4,"90,300",0,0,0,0,0,0,0,0,0,2,x,x,0,0,16,x,1,x,17,331,2,x,1,x,14,319,15,693,2,x,13,x,1,x,18,"1,276",0,0,0,0,0,0,0,0,5,21,6,"1,686",6,"10,170",9,"6,820",12,"18,697",5,16,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0
24,14,49,125,Saint-Bonaventure,50,1,x,0,0,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,30,"1,197",7,87,25,447,4,29,5,20,19,398,27,"1,037",7,165,21,872,7,12,31,"2,780",0,0,0,0,0,0,0,0,2,x,2,x,2,x,4,x,4,"4,431",1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,49,130,Saint-Pie-de-Guire,22,0,0,0,0,1,x,0,0,1,x,2,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,9,162,2,x,8,230,0,0,0,0,8,230,9,479,1,x,8,x,3,x,9,916,3,5,3,105,3,134,3,244,1,x,1,x,1,x,1,x,2,x,2,x,1,x,0,0,0,0,0,0,1,x,0,0,0,0,0,0
24,14,50,0,Nicolet-Yamaska,558,1,x,0,0,10,"275,932",0,0,19,"226,963",28,"502,895",0,0,2,x,3,x,2,x,x,13,"3,816,256","8,413,404",0,0,277,"12,128",31,"1,571",253,"6,416",17,317,20,158,225,"5,941",266,"14,161",52,"1,968",220,"12,193",81,123,309,"34,399",6,26,7,"1,000",6,726,7,"1,752",12,57,14,"5,864",16,"17,001",28,"48,392",34,"71,314",38,208,18,"1,835",0,0,0,0,1,x,1,x,2,x,2,x,4,491
24,14,50,5,Sainte-Eulalie,39,1,x,0,0,1,x,0,0,3,48,4,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,17,668,3,24,14,302,1,x,4,29,10,x,15,743,5,222,10,521,6,15,17,"1,752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x,3,11,3,x,0,0,0,0,0,0,0,0,1,x,0,0,1,x
24,14,50,23,Saint-Wenceslas,42,0,0,0,0,0,0,0,0,4,x,4,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,993,2,x,22,508,2,x,2,x,19,473,22,"1,329",6,206,17,"1,123",11,x,27,"2,851",1,x,2,x,1,x,2,x,3,16,3,x,3,"4,947",2,x,3,"14,571",4,23,4,x,0,0,0,0,0,0,0,0,1,x,1,x,0,0
24,14,50,35,Saint-CÇlestin,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,x,3,x,17,343,2,x,1,x,15,x,19,828,4,113,16,715,8,9,20,"1,464",2,x,2,x,2,x,2,x,0,0,0,0,0,0,2,x,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,42,Saint-LÇonard-d'Aston,38,0,0,0,0,1,x,0,0,1,x,2,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,18,"1,278",3,66,18,613,2,x,4,x,14,548,17,"1,262",6,203,12,"1,059",5,12,22,"3,231",0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,1,x,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,50,Sainte-PerpÇtue,54,0,0,0,0,2,x,0,0,3,19,5,x,0,0,0,0,1,x,0,0,0,2,x,x,0,0,35,"3,176",2,x,27,835,2,x,3,x,23,739,28,"1,601",6,252,23,"1,349",7,x,37,"5,665",2,x,2,x,2,x,2,x,3,24,4,725,4,"2,260",4,"2,605",4,"5,614",4,7,3,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x
24,14,50,57,Sainte-Monique,38,0,0,0,0,2,x,0,0,1,x,3,x,0,0,1,x,0,0,1,x,x,2,x,x,0,0,20,"1,035",6,303,18,519,1,x,3,x,14,419,21,"1,169",7,519,14,650,7,10,23,"3,036",1,x,1,x,1,x,1,x,2,x,2,x,2,x,3,x,3,529,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,65,Grand-Saint-Esprit,17,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,7,x,1,x,6,254,0,0,0,0,6,254,7,448,3,x,5,x,2,x,9,"1,016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,50,72,Nicolet,52,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,x,4,x,26,699,1,x,1,x,24,x,27,"1,535",2,x,25,x,10,14,28,"3,741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
