HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTFRT,TOTFRT,ETOTFRT,NAPPLETA,APPLETA,EAPPLETA,NPEARTA,PEARTA,EPEARTA,NPLUMTA,PLUMTA,EPLUMTA,NSWCHTA,SWCHTA,ESWCHTA,NSRCHTA,SRCHTA,ESRCHTA,NPECHTA,PECHTA,EPECHTA,NAPCTTA,APCTTA,EAPCTTA,NGRAPETA,GRAPETA,EGRAPETA,NSTRWBTA,STRWBTA,ESTRWBTA,NRASPBTA,RASPBTA,ERASPBTA,NCRANBTA,CRANBTA,ECRANBTA,NBLUEBTA,BLUEBTA,EBLUEBTA,NSASKBTA,SASKBTA,ESASKBTA,NOTFRTTA,OTFRTTA,EOTFRTTA
24,12,29,25,Saint-êvariste-de-Forsyth,48,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,30,La Guadeloupe,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,38,Saint-HonorÇ-de-Shenley,95,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,12,29,45,Saint-Martin,50,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,57,Saint-Cìme--Liniäre,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,65,Saint-Philibert,20,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,12,29,73,Saint-Georges,110,6,81,33,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,2,x,x,1,x,x,1,x,x
24,12,29,100,Saint-Benoåt-Labre,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,112,Saint-êphrem-de-Beauce,112,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,125,Saint-Simon-les-Mines,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,0,Le Granit,561,5,68,27,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,19,4,x,x,0,0,0,2,x,x,0,0,0,0,0,0
24,5,30,5,Saint-Augustin-de-Woburn,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,25,Frontenac,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,35,Marston,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,45,Nantes,30,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,5,30,50,Sainte-CÇcile-de-Whitton,28,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,55,Audet,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,70,Saint-Robert-Bellarmin,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,80,Lac-Drolet,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,85,Saint-SÇbastien,48,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,90,Courcelles,38,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,5,30,95,Lambton,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,100,Saint-Romain,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,105,Stornoway,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,110,Stratford,27,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,0,L'Amiante,796,8,133,54,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,25,5,15,6,0,0,0,5,44,18,1,x,x,0,0,0
24,12,31,8,Beaulac-Garthby,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,20,Disraeli,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,30,Saint-Fortunat,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,35,Saint-Julien,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,40,Irlande,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,50,Sainte-Praxäde,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,56,Adstock,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,60,Sainte-Clotilde-de-Beauce,51,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
24,12,31,84,Thetford Mines,86,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,12,31,95,Saint-Adrien-d'Irlande,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,100,Saint-Jean-de-BrÇbeuf,47,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
24,12,31,105,Kinnear's Mills,39,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,130,SacrÇ-Coeur-de-JÇsus,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,135,Saint-Pierre-de-Broughton,80,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
24,12,31,140,Saint-Jacques-de-Leeds,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,0,L'êrable,675,24,"1,036",419,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,30,5,11,4,12,x,x,5,11,4,0,0,0,0,0,0
24,14,32,13,Saint-Ferdinand,102,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,23,Sainte-Sophie-d'Halifax,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,33,Princeville,81,6,145,59,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0
24,14,32,45,Plessisville,96,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
24,14,32,50,Saint-Pierre-Baptiste,61,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,14,32,58,Inverness,101,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,65,Lyster,53,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
24,14,32,72,Laurierville,65,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
24,14,32,80,Notre-Dame-de-Lourdes,24,6,614,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,5,x,x,0,0,0,0,0,0,0,0,0
24,14,32,85,Villeroy,16,4,106,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,0,0,0
24,12,33,0,Lotbiniäre,819,32,243,98,12,64,26,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,11,72,29,15,33,13,2,x,x,6,x,x,0,0,0,6,8,3
24,12,33,7,Saint-Sylvestre,86,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,17,Sainte-Agathe-de-Lotbiniäre,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,25,Saint-Patrice-de-Beaurivage,69,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
24,12,33,30,Saint-Narcisse-de-Beaurivage,77,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,12,33,35,Saint-Gilles,40,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x
24,12,33,40,Dosquet,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,45,Saint-Agapit,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,52,Saint-Flavien,45,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
24,12,33,65,Saint-Janvier-de-Joly,29,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
24,12,33,70,Val-Alain,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,80,Saint-êdouard-de-Lotbiniäre,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,90,Saint-Apollinaire,34,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
24,12,33,95,Saint-Antoine-de-Tilly,41,12,73,30,8,45,18,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,4,10,4,7,13,5,0,0,0,3,2,1,0,0,0,3,1,0
24,12,33,102,Sainte-Croix,42,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,115,Lotbiniäre,44,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,33,123,Leclercville,44,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,0,Portneuf,470,25,175,71,5,50,20,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,13,63,26,8,6,2,0,0,0,5,x,x,0,0,0,0,0,0
24,3,34,7,Neuville,44,9,83,34,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,6,2,2,x,x,0,0,0,3,x,x,0,0,0,0,0,0
24,3,34,17,Pont-Rouge,56,4,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,3,34,30,Cap-SantÇ,27,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,3,34,38,Saint-Basile,47,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,58,Deschambault-Grondines,47,3,14,6,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,60,Saint-Gilbert,30,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,78,Saint-Casimir,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,85,Saint-Thuribe,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,90,Saint-Ubalde,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,97,Saint-Alban,27,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,105,Sainte-Christine-d'Auvergne,41,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,34,128,Saint-Raymond,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,0,MÇkinac,155,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,10,Lac-aux-Sables,19,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,15,Saint-Adelphe,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,20,Saint-SÇverin,25,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,27,Saint-Tite,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,35,HÇrouxville,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,35,50,Sainte-Thäcle,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,36,0,Shawinigan,43,9,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,18,7,3,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,4,36,33,Shawinigan,43,9,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,18,7,3,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,4,37,0,Francheville,389,33,254,103,5,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,20,163,66,13,32,13,0,0,0,14,24,10,0,0,0,1,x,x
24,4,37,67,Trois-Riviäres,58,10,114,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,38,4,14,6,0,0,0,4,7,3,0,0,0,0,0,0
24,4,37,205,Sainte-Anne-de-la-PÇrade,49,6,45,18,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,4,37,210,Batiscan,23,3,21,9,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,4,37,215,Sainte-Geneviäve-de-Batiscan,25,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,4,37,220,Champlain,33,5,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,10,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
24,4,37,225,Saint-Luc-de-Vincennes,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,37,230,Saint-Maurice,53,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,4,37,235,Notre-Dame-du-Mont-Carmel,19,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,3,5,2,0,0,0,0,0,0
24,4,37,240,Saint-Narcisse,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,37,245,Saint-Stanislas,39,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x
24,4,37,250,Saint-Prosper,30,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
24,14,38,0,BÇcancour,466,19,"1,059",429,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,13,5,9,3,4,931,377,4,23,9,0,0,0,1,x,x
24,14,38,5,Saint-Sylväre,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,38,10,BÇcancour,210,8,73,30,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x,1,x,x,3,x,x,0,0,0,1,x,x
24,14,38,28,Manseau,31,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0
24,14,38,35,Sainte-Franáoise,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,38,40,Sainte-Sophie-de-LÇvrard,28,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,38,47,Fortierville,32,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,38,55,Parisville,19,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,14,38,60,Sainte-CÇcile-de-LÇvrard,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,38,65,Saint-Pierre-les-Becquets,31,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,14,38,70,Deschaillons-sur-Saint-Laurent,20,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,14,39,0,Arthabaska,936,29,"1,047",424,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,10,78,31,7,33,13,10,859,347,7,13,5,1,x,x,1,x,x
24,14,39,10,Ham-Nord,53,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
24,14,39,15,Notre-Dame-de-Ham,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,39,20,Saint-RÇmi-de-Tingwick,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,39,25,Tingwick,91,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,39,30,Chesterville,50,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,39,35,Chester-Est,36,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0
