HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTWHT,TOTWHT,ETOTWHT,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NTOTCORN,TOTCORN,ETOTCRN,NCORNGR,CORNGR,ECORNGR,NCORNSI,CORNSI,ECORNSI,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCANOLA,CANOLA,ECANOLA,NSOYBNS,SOYBNS,ESOYBNS,NFLAXSD,FLAXSD,EFLAXSD,NDFPEAS,DFPEAS,EDFPEAS,NCHICPEA,CHICPEA,ECHICPEA,NLENTIL,LENTIL,ELENTIL,NWHITBN,WHITBN,EWHITBN,NODFBNS,ODFBNS,EODFBNS,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFORAGE,FORAGE,EFORAGE,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NSUNFLS,SUNFLS,ESUNFLS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NGINSENG,GINSENG,EGINSENG,NBUCWHT,BUCWHT,EBUCWHT,NSUGARB,SUGARB,ESUGARB,NCARAWAY,CARAWAY,ECARAWAY,NTRITCL,TRITCL,ETRITCL,NOFIELD,OFIELD,EOFIELD
24,12,28,45,Sainte-Justine,25,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,12,"1,239",501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,28,53,Lac-Etchemin,27,1,x,x,1,x,x,0,0,0,0,0,0,6,268,108,6,433,175,0,0,0,5,117,47,1,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,469,190,12,"1,223",495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,28,70,Saint-Camille-de-Lellis,17,0,0,0,0,0,0,0,0,0,0,0,0,7,344,139,4,155,63,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,6,600,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,28,75,Saint-Magloire,23,1,x,x,0,0,0,0,0,0,1,x,x,6,387,157,7,416,168,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,13,"1,252",507,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,0,Beauce-Sartigan,685,17,883,357,16,760,308,0,0,0,4,123,50,143,"4,188","1,695",39,"1,605",650,19,"1,181",478,33,"1,264",512,7,508,206,31,756,306,1,x,x,1,x,x,0,0,0,3,x,x,7,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,"5,618","2,274",290,"33,443","13,534",2,x,x,4,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
24,12,29,5,Saint-ThÇophile,41,0,0,0,0,0,0,0,0,0,0,0,0,8,189,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"1,056",427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,13,Saint-GÇdÇon-de-Beauce,38,1,x,x,1,x,x,0,0,0,0,0,0,14,533,216,4,320,129,1,x,x,3,96,39,0,0,0,3,96,39,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,509,206,20,"2,590","1,048",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,20,Saint-Hilaire-de-Dorset,21,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,6,387,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,25,Saint-êvariste-de-Forsyth,48,1,x,x,1,x,x,0,0,0,0,0,0,9,340,138,2,x,x,3,x,x,3,182,74,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,372,151,18,"2,378",962,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,30,La Guadeloupe,21,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,327,132,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,38,Saint-HonorÇ-de-Shenley,95,2,x,x,2,x,x,0,0,0,0,0,0,25,759,307,6,230,93,4,153,62,3,62,25,0,0,0,3,62,25,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,423,171,45,"5,721","2,315",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,45,Saint-Martin,50,1,x,x,1,x,x,0,0,0,0,0,0,11,288,117,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,552,223,22,"4,421","1,789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,57,Saint-Cìme--Liniäre,57,2,x,x,2,x,x,0,0,0,0,0,0,14,283,115,5,156,63,1,x,x,3,40,16,0,0,0,3,40,16,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,607,246,25,"1,955",791,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,65,Saint-Philibert,20,0,0,0,0,0,0,0,0,0,0,0,0,3,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,9,428,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,73,Saint-Georges,110,4,127,51,4,127,51,0,0,0,0,0,0,22,622,252,10,370,150,2,x,x,8,250,101,1,x,x,8,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"1,685",682,51,"5,094","2,061",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,100,Saint-Benoåt-Labre,54,3,175,71,2,x,x,0,0,0,2,x,x,13,342,138,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,365,148,21,"1,915",775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,29,112,Saint-êphrem-de-Beauce,112,2,x,x,2,x,x,0,0,0,1,x,x,21,697,282,5,205,83,4,x,x,7,351,142,3,215,87,6,136,55,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,664,269,50,"6,409","2,594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
24,12,29,125,Saint-Simon-les-Mines,18,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,3,75,30,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,14,8,762,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,0,Le Granit,561,13,452,183,12,x,x,0,0,0,1,x,x,89,"2,253",912,51,"1,682",681,14,425,172,42,"1,336",541,4,212,86,40,"1,124",455,0,0,0,0,0,0,0,0,0,1,x,x,5,242,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,67,"4,226","1,710",219,"23,963","9,697",1,x,x,4,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,5,Saint-Augustin-de-Woburn,30,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"1,523",616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,25,Frontenac,37,0,0,0,0,0,0,0,0,0,0,0,0,3,121,49,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,767,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,35,Marston,34,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,8,595,241,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,45,Nantes,30,1,x,x,1,x,x,0,0,0,0,0,0,4,47,19,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,884,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,50,Sainte-CÇcile-de-Whitton,28,0,0,0,0,0,0,0,0,0,0,0,0,5,87,35,8,224,91,0,0,0,3,51,21,0,0,0,3,51,21,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,247,100,13,"1,423",576,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,55,Audet,43,0,0,0,0,0,0,0,0,0,0,0,0,7,182,74,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,16,"1,739",704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,70,Saint-Robert-Bellarmin,83,2,x,x,2,x,x,0,0,0,0,0,0,23,692,280,8,283,115,3,126,51,10,456,185,2,x,x,9,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,707,286,33,"5,260","2,129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,80,Lac-Drolet,37,0,0,0,0,0,0,0,0,0,0,0,0,10,353,143,2,x,x,1,x,x,3,44,18,0,0,0,3,44,18,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,371,150,14,"1,535",621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,85,Saint-SÇbastien,48,2,x,x,1,x,x,0,0,0,1,x,x,5,115,47,6,172,70,2,x,x,5,142,57,1,x,x,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,8,441,178,16,"1,762",713,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,90,Courcelles,38,3,89,36,3,89,36,0,0,0,0,0,0,9,133,54,4,178,72,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,344,139,22,"2,001",810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,95,Lambton,56,4,134,54,4,134,54,0,0,0,0,0,0,13,272,110,11,250,101,2,x,x,5,161,65,0,0,0,5,161,65,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"1,208",489,28,"3,393","1,373",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,100,Saint-Romain,33,0,0,0,0,0,0,0,0,0,0,0,0,3,110,45,2,x,x,0,0,0,7,171,69,0,0,0,7,171,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,280,113,13,"1,182",478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,105,Stornoway,37,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,9,774,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,30,110,Stratford,27,1,x,x,1,x,x,0,0,0,0,0,0,3,47,19,3,200,81,3,59,24,5,191,77,1,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,38,12,"1,125",455,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,0,L'Amiante,796,10,533,216,8,x,x,0,0,0,2,x,x,122,"3,347","1,354",43,"1,246",504,14,x,x,36,"2,096",848,13,"1,014",410,29,"1,082",438,0,0,0,0,0,0,0,0,0,0,0,0,3,339,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,"4,421","1,789",372,"39,702","16,067",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x
24,12,31,8,Beaulac-Garthby,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,17,"1,642",664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,20,Disraeli,36,0,0,0,0,0,0,0,0,0,0,0,0,5,162,66,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,205,83,19,"1,778",720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,30,Saint-Fortunat,29,0,0,0,0,0,0,0,0,0,0,0,0,8,290,117,3,207,84,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,303,123,20,"1,859",752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,35,Saint-Julien,40,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,57,17,"1,713",693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,40,Irlande,65,0,0,0,0,0,0,0,0,0,0,0,0,11,151,61,2,x,x,0,0,0,4,70,28,0,0,0,4,70,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,39,29,"3,005","1,216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
24,12,31,50,Sainte-Praxäde,25,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,250,101,15,"1,719",696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,56,Adstock,95,1,x,x,1,x,x,0,0,0,0,0,0,22,904,366,7,290,117,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,169,68,42,"5,727","2,318",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
24,12,31,60,Sainte-Clotilde-de-Beauce,51,1,x,x,0,0,0,0,0,0,1,x,x,10,208,84,1,x,x,0,0,0,3,102,41,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,16,18,"1,765",714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,84,Thetford Mines,86,2,x,x,1,x,x,0,0,0,1,x,x,8,100,40,2,x,x,3,102,41,3,102,41,0,0,0,3,102,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,433,175,38,"2,707","1,095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,95,Saint-Adrien-d'Irlande,35,0,0,0,0,0,0,0,0,0,0,0,0,8,108,44,3,42,17,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,417,169,24,"3,081","1,247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,100,Saint-Jean-de-BrÇbeuf,47,1,x,x,1,x,x,0,0,0,0,0,0,12,188,76,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122,49,26,"2,729","1,104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,105,Kinnear's Mills,39,1,x,x,1,x,x,0,0,0,0,0,0,3,x,x,3,67,27,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,12,"1,185",480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,130,SacrÇ-Coeur-de-JÇsus,73,1,x,x,1,x,x,0,0,0,0,0,0,15,361,146,7,146,59,1,x,x,6,414,168,3,175,71,5,239,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,768,311,38,"3,511","1,421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,135,Saint-Pierre-de-Broughton,80,2,x,x,2,x,x,0,0,0,0,0,0,7,440,178,3,74,30,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,500,202,28,"4,346","1,759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,31,140,Saint-Jacques-de-Leeds,69,1,x,x,1,x,x,0,0,0,0,0,0,10,213,86,9,203,82,1,x,x,6,297,120,3,212,86,4,85,34,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,832,337,29,"2,935","1,188",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,0,L'êrable,675,12,894,362,12,x,x,0,0,0,2,x,x,109,"3,465","1,402",75,"3,406","1,378",10,459,186,133,"10,692","4,327",90,"7,845","3,175",92,"2,847","1,152",0,0,0,0,0,0,0,0,0,2,x,x,45,"3,181","1,287",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,158,"12,764","5,165",332,"33,350","13,496",2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x
24,14,32,13,Saint-Ferdinand,102,1,x,x,1,x,x,0,0,0,1,x,x,11,x,x,2,x,x,2,x,x,4,321,130,2,x,x,4,x,x,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,716,290,46,"4,711","1,906",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
24,14,32,23,Sainte-Sophie-d'Halifax,76,4,233,94,4,x,x,0,0,0,1,x,x,11,570,231,3,55,22,0,0,0,8,922,373,6,802,325,6,120,49,0,0,0,0,0,0,0,0,0,0,0,0,3,414,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"1,245",504,39,"3,574","1,446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,33,Princeville,81,1,x,x,1,x,x,0,0,0,0,0,0,17,777,314,27,"1,299",526,1,x,x,37,"2,873","1,163",26,"2,109",853,29,764,309,0,0,0,0,0,0,0,0,0,0,0,0,19,916,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"2,778","1,124",45,"4,454","1,802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,45,Plessisville,96,1,x,x,1,x,x,0,0,0,0,0,0,8,229,93,15,799,323,2,x,x,27,"2,127",861,21,"1,522",616,18,605,245,0,0,0,0,0,0,0,0,0,0,0,0,5,294,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,31,"2,252",911,42,"4,145","1,677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,32,50,Saint-Pierre-Baptiste,61,1,x,x,1,x,x,0,0,0,0,0,0,7,222,90,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,957,387,32,"2,785","1,127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
