HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTWRK,CUSTWRK,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGENF,CSHWGENF,NFUEL,FUEL,NREPMCH,REPMCH,NREPBLDG,REPBLDG,NRNTEXP,RNTEXP,NRNTMCH,RNTMCH,NUTILEXP,UTILEXP,NTOTINT,TOTINT,NOTHEXP,OTHEXP,NTOTEXP,TOTEXP,NFEEDCO,FEEDCO,NPDLBSL,PDLBSL,NPDLBYR,PDLBYR,NTOTLAB,TOTLAB
24,1,7,70,Saint-Tharcisius,21,10,"42,011",5,"8,726",12,"74,462",14,"432,030",10,"88,360",13,"51,592",11,"96,790",9,"295,706",6,"172,547",5,"123,159",18,"127,142",18,"144,726",17,"42,405",12,"15,080",4,"5,255",19,"55,864",18,"192,780",17,"227,625",21,"1,900,554",14,"275,683",4,62,8,444,9,506
24,1,7,80,Val-Brillant,25,21,"139,630",12,"68,889",22,"105,725",23,"1,174,958",12,"241,363",22,"250,650",22,"218,667",20,"633,873",16,"375,791",18,"258,082",24,"161,790",24,"267,548",22,"54,843",12,"10,169",15,"65,564",23,"116,477",22,"424,738",25,"720,346",25,"4,655,230",22,"1,050,400",13,301,14,"1,106",20,"1,407"
24,1,7,85,Sayabec,16,11,"83,848",8,"26,103",11,"62,205",13,"296,119",10,"238,023",12,"80,671",10,"165,881",11,"290,721",6,"108,226",7,"182,495",14,"106,188",14,"203,003",11,"69,519",9,"23,866",8,"37,273",14,"49,623",14,"221,972",15,"270,144",16,"2,225,159",13,"223,863",8,171,6,467,11,638
24,1,7,105,Saint-Damase,18,14,"123,262",8,"57,705",14,"84,884",13,"284,718",9,"69,491",12,"66,813",12,"149,486",10,"264,789",4,"64,051",8,"200,738",18,"181,278",16,"185,525",16,"57,199",8,"15,105",4,"24,906",16,"89,345",15,"276,751",17,"543,341",18,"2,474,598",13,"221,685",7,286,4,462,10,748
24,1,8,0,Matane,157,87,"651,563",51,"124,197",113,"612,362",110,"1,967,606",60,"742,876",106,"562,414",97,"625,372",71,"2,451,748",51,"1,438,161",53,"1,013,587",144,"968,791",142,"1,293,670",130,"480,554",70,"132,885",47,"309,461",138,"515,336",119,"1,408,344",147,"3,047,345",157,"15,894,524",105,"1,558,611",61,"2,475",36,"2,980",71,"5,455"
24,1,8,23,Sainte-FÇlicitÇ,17,7,"41,584",4,x,8,"36,297",11,"178,525",6,x,9,"46,660",7,"37,977",5,"173,527",3,"68,408",5,"105,119",14,"92,158",14,"119,009",9,"34,613",5,"5,185",2,x,15,"53,824",11,"78,535",15,"256,185",17,"1,220,965",11,"148,935",5,x,1,x,5,360
24,1,8,30,Saint-Adelme,21,6,"20,158",2,x,10,"23,593",13,"139,467",6,"128,268",13,"45,968",12,"48,439",6,x,4,"167,557",6,x,19,"49,234",17,"85,372",16,"40,168",6,"5,442",6,x,14,"52,429",15,"132,826",21,"279,988",21,"1,399,097",11,"98,150",5,258,3,439,6,697
24,1,8,53,Matane,46,31,"163,995",13,"20,958",38,"191,245",37,"558,171",20,"73,992",38,"208,861",30,"207,434",18,"719,581",13,"408,119",15,"311,462",43,"286,913",42,"370,146",41,"165,230",25,"55,672",17,"65,976",42,"148,520",34,"450,919",43,"973,562",46,"4,661,175",36,"494,265",17,601,10,932,18,"1,533"
24,1,8,65,Saint-LÇandre,17,11,"72,005",3,"6,056",13,"63,418",12,"233,799",7,x,12,"70,105",12,"54,939",10,x,8,"248,556",4,x,16,"109,915",17,"129,104",14,"66,282",11,"12,121",6,x,15,"62,285",15,"182,321",16,"283,243",17,"1,699,020",12,"142,317",7,x,6,x,10,415
24,1,8,73,Saint-Ulric,30,17,"161,295",15,"34,532",22,"121,369",20,"545,202",10,x,16,"102,127",17,"119,327",18,"442,263",11,"271,030",10,"171,233",28,"233,533",28,"278,455",26,"82,465",11,"21,707",8,x,28,"103,761",25,"351,096",29,"531,923",30,"3,467,757",19,"442,430",13,377,9,659,18,"1,036"
24,1,8,80,Baie-des-Sables,26,15,"192,526",14,"53,143",22,"176,440",17,"312,442",11,"172,198",18,"88,693",19,"157,256",14,"522,407",12,"274,491",13,"247,916",24,"197,038",24,"311,584",24,"91,796",12,"32,758",8,"108,621",24,"94,517",19,"212,647",23,"722,444",26,"3,446,510",16,"232,514",14,843,7,571,14,"1,414"
24,1,9,0,La Mitis,300,196,"1,373,537",122,"236,777",222,"1,131,317",232,"6,070,770",125,"4,184,207",223,"1,481,007",180,"1,443,379",150,"4,394,341",119,"2,978,930",90,"1,415,411",292,"2,193,711",284,"2,414,785",238,"1,029,488",121,"288,075",88,"575,403",273,"1,094,940",218,"3,477,520",277,"6,954,511",300,"38,343,768",227,"4,803,110",96,"1,966",89,"6,839",150,"8,805"
24,1,9,15,Les Hauteurs,33,24,"132,091",12,x,26,"101,023",30,"819,858",13,x,27,"246,522",23,"136,265",22,"533,707",14,"331,881",16,"201,826",32,"263,531",32,"405,131",28,"114,880",7,x,9,"135,399",31,"151,125",30,"478,440",33,"965,085",33,"4,616,352",30,"647,250",18,322,11,827,22,"1,149"
24,1,9,20,Sainte-Jeanne-d'Arc,33,13,"46,088",7,"7,067",22,"83,155",21,"200,723",12,x,20,"63,203",17,"103,649",12,"212,845",7,"117,363",7,"95,482",33,"150,148",29,"159,213",22,"75,708",7,x,4,x,26,"60,354",17,"180,596",29,"422,215",33,"1,831,551",18,"133,482",9,108,6,502,12,610
24,1,9,25,Saint-Gabriel-de-Rimouski,38,26,"160,645",16,x,29,"126,107",31,"1,340,752",20,x,31,"196,159",24,"170,699",24,"608,450",19,"449,271",15,"159,179",37,"295,065",36,"261,490",32,"139,531",17,x,16,"84,374",34,"148,539",33,"566,625",37,"1,003,990",38,"5,257,692",30,"963,424",16,367,15,"1,117",24,"1,484"
24,1,9,30,Saint-Donat,21,12,"41,102",7,x,13,"47,305",19,"579,210",14,x,19,"150,017",15,"100,512",9,"330,450",8,"229,044",6,"101,406",20,"101,217",19,"95,187",17,"67,585",7,"5,010",7,x,19,"78,887",13,"197,650",19,"441,438",21,"2,404,092",19,"553,639",4,77,6,380,9,457
24,1,9,35,Sainte-Angäle-de-MÇrici,27,19,"84,520",9,x,22,"83,070",26,"469,288",14,x,24,"98,666",17,"135,522",11,"242,757",11,"182,264",5,"60,493",26,"201,660",27,"191,446",25,"72,096",15,"26,258",10,"51,298",26,"82,666",20,"257,910",26,"619,859",27,"2,854,446",26,"308,759",7,120,5,353,11,473
24,1,9,55,Saint-Octave-de-MÇtis,52,32,"203,686",21,"26,200",34,"144,941",36,"928,353",20,"551,548",36,"183,944",25,"286,337",20,"565,327",15,"357,497",16,"207,830",51,"290,859",50,"315,544",40,"129,503",22,"36,099",9,"47,964",46,"168,953",36,"431,347",45,"1,061,147",52,"5,371,752",35,"709,347",13,284,12,753,20,"1,037"
24,1,9,85,Sainte-Flavie,52,40,"375,000",23,"71,607",41,"227,261",38,"824,814",13,"127,637",38,"216,011",33,"291,729",24,"691,173",20,"558,356",12,"132,817",51,"461,130",51,"405,246",42,"229,426",25,"70,492",19,"114,390",51,"185,321",40,"699,059",47,"1,421,314",52,"6,411,610",38,"708,902",11,175,16,"1,127",24,"1,302"
24,1,9,92,Sainte-Luce,44,30,"330,405",27,x,35,"318,455",31,"907,772",19,x,28,"326,485",26,"218,666",28,"1,209,632",25,"753,254",13,"456,378",42,"430,101",40,"581,528",32,"200,759",21,x,14,x,40,"219,095",29,"665,893",41,"1,019,463",44,"9,596,273",31,"778,307",18,513,18,"1,780",28,"2,293"
24,1,10,0,Rimouski-Neigette,260,133,"1,165,483",114,"328,665",164,"834,598",173,"7,238,055",90,"2,468,766",166,"1,411,520",159,"1,426,002",132,"5,553,550",105,"3,330,671",81,"2,222,879",254,"2,014,765",243,"2,128,182",204,"874,809",107,"400,158",86,"618,595",240,"1,035,150",196,"3,681,037",242,"7,073,968",260,"38,253,303",170,"6,239,356",98,"3,311",81,"8,003",132,"11,314"
24,1,10,15,Saint-Narcisse-de-Rimouski,23,11,"118,544",8,x,12,"63,436",14,"886,309",11,x,14,"134,482",15,"274,764",13,"589,101",9,"254,684",10,"334,417",23,"231,164",22,"199,389",19,"100,533",16,"39,259",8,"62,292",21,"120,152",21,"502,715",21,"975,776",23,"4,441,312",14,"682,216",11,388,6,756,13,"1,144"
24,1,10,43,Rimouski,103,60,"544,671",55,"142,580",69,"343,039",74,"2,721,911",39,"504,871",70,"656,229",59,"558,790",59,"2,930,911",51,"1,853,728",36,"1,077,183",100,"833,010",97,"815,626",83,"384,634",41,"253,506",30,"204,638",97,"442,799",76,"1,494,625",94,"2,937,325",103,"15,769,165",73,"2,236,505",42,"1,726",40,"4,018",59,"5,744"
24,1,10,60,Saint-ValÇrien,24,9,"68,007",9,x,16,"71,632",16,"259,181",6,x,14,"59,401",17,"54,503",12,"230,681",7,"159,448",10,"71,233",24,"140,355",24,"154,601",18,"50,334",6,x,9,"54,779",21,"53,629",14,"235,461",20,"376,104",24,"1,868,301",16,"238,489",9,240,4,273,12,513
24,1,10,65,Le Bic,34,19,"269,632",16,x,27,"182,495",27,"2,433,098",12,x,28,"322,030",21,"343,983",18,"1,061,458",17,"533,605",10,"527,853",34,"347,283",32,"415,207",32,"197,328",12,x,11,x,32,"155,595",25,"732,736",32,"1,474,188",34,"9,772,752",26,"2,350,877",12,386,15,"1,731",18,"2,117"
24,1,10,70,Saint-Fabien,44,28,"127,492",23,x,29,"129,949",30,"750,841",14,x,28,"173,220",30,"139,399",18,"378,544",13,"273,511",7,"105,033",43,"242,168",41,"376,381",33,"96,425",16,"28,950",19,"122,819",41,"198,263",35,"407,753",44,"864,717",44,"4,243,036",29,"613,787",14,294,9,601,18,895
24,1,10,75,Saint-Eugäne-de-Ladriäre,32,6,"37,137",3,x,11,"44,047",12,"186,715",8,x,12,"66,158",17,"54,563",12,"362,855",8,"255,695",8,"107,160",30,"220,785",27,"166,978",19,"45,555",16,x,9,x,28,"64,712",25,"307,747",31,"445,858",32,"2,158,737",12,"117,482",10,277,7,624,12,901
24,1,11,0,Les Basques,211,110,"856,736",91,"303,982",119,"698,244",121,"3,021,552",52,"668,403",113,"672,065",119,"741,099",110,"2,903,386",73,"1,581,629",72,"1,321,757",206,"1,458,858",203,"1,659,063",162,"483,088",93,"249,889",69,"443,373",198,"676,714",154,"2,219,835",192,"4,486,255",211,"21,542,542",115,"2,651,512",82,"2,563",51,"3,830",110,"6,393"
24,1,11,5,Saint-ClÇment,25,16,"116,404",12,"44,647",17,"110,441",21,"406,354",9,"67,274",21,"105,942",21,"151,718",18,"477,344",14,"317,211",12,"160,133",24,"166,352",25,"269,912",19,"52,827",13,"24,610",11,"50,100",25,"104,630",23,"267,702",24,"575,997",25,"2,992,254",21,"341,491",12,280,11,751,18,"1,031"
24,1,11,10,Saint-Jean-de-Dieu,44,22,"119,953",21,"41,916",28,"117,708",27,"797,060",15,"254,329",27,"174,326",26,"167,537",23,"664,371",16,"432,115",16,"232,256",43,"316,501",42,"398,422",37,"144,734",20,"56,263",14,"75,177",40,"159,380",32,"603,019",37,"1,015,079",44,"5,105,775",27,"762,035",14,341,15,"1,262",23,"1,603"
24,1,11,15,Sainte-Rita,33,6,"19,430",5,"10,579",5,"14,454",6,"143,799",2,x,5,"27,581",13,"97,733",20,"476,250",10,"102,631",16,"373,619",33,"280,835",32,"206,190",20,"31,082",13,"51,968",7,x,28,"66,835",24,"322,212",33,"522,989",33,"2,315,126",5,"85,860",18,621,4,274,20,895
24,1,11,30,Sainte-Franáoise,22,6,"38,757",5,"10,103",8,"34,178",10,"197,331",4,x,9,"43,064",12,"45,006",11,"235,001",8,"114,930",5,"120,071",22,"108,400",18,"94,309",17,"41,687",9,"13,863",5,x,19,"47,508",10,"149,043",17,"273,986",22,"1,389,010",8,"158,791",10,320,4,271,11,591
24,1,11,35,Saint-êloi,23,20,"224,424",17,"95,909",19,"172,001",18,"575,809",7,"105,406",18,"107,974",10,"51,909",11,"296,228",7,"184,211",6,"112,017",23,"199,439",23,"256,678",20,"64,537",12,"32,843",9,"79,496",23,"95,833",21,"276,161",21,"773,211",23,"3,407,858",17,"520,994",8,185,5,550,11,735
24,1,11,45,Notre-Dame-des-Neiges,35,22,"250,632",20,"72,684",23,"173,188",20,"461,293",7,"110,923",16,"77,633",21,"143,266",18,"526,871",12,"260,866",13,"266,005",33,"219,812",34,"233,703",29,"93,009",15,"59,032",10,"45,159",35,"127,057",24,"239,173",33,"725,182",35,"3,558,617",19,"410,822",14,661,8,462,18,"1,123"
24,1,11,55,Saint-Simon,29,18,"87,136",11,"28,144",19,"76,274",19,"439,906",8,"84,527",17,"135,545",16,"83,930",9,"227,321",6,"169,665",4,"57,656",28,"167,519",29,"199,849",20,"55,212",11,"11,310",13,"139,422",28,"75,471",20,"362,525",27,"599,811",29,"2,773,902",18,"371,519",6,155,4,260,9,415
24,1,12,0,Riviäre-du-Loup,296,194,"1,369,756",163,"434,280",223,"1,285,956",204,"6,374,733",107,"1,202,929",200,"1,725,709",194,"1,423,848",175,"5,775,478",127,"3,219,618",116,"2,555,860",285,"2,120,477",287,"2,826,077",247,"844,158",118,"304,618",111,"744,528",283,"1,185,409",233,"3,692,795",282,"7,939,442",296,"39,250,193",199,"5,104,507",110,"2,811",111,"9,432",175,"12,243"
24,1,12,5,Saint-Cyprien,32,14,"62,026",9,"11,655",21,"78,888",17,"307,573",7,"24,658",16,"100,993",22,"135,318",20,"472,712",15,"273,368",15,"199,344",32,"175,019",30,"218,958",26,"71,354",15,"22,650",15,"76,139",31,"97,337",29,"210,854",31,"616,728",32,"2,682,862",16,"265,076",15,287,12,841,20,"1,128"
24,1,12,10,Saint-Hubert-de-Riviäre-du-Loup,28,12,"37,252",8,"9,572",17,"82,248",17,"414,996",9,"9,933",16,"108,100",16,"107,362",16,"355,036",12,"204,852",11,"150,184",28,"179,724",28,"249,905",21,"55,967",8,"9,350",8,"30,452",28,"80,902",20,"210,434",27,"591,053",28,"2,532,286",17,"384,474",9,222,12,679,16,901
24,1,12,15,Saint-Antonin,34,17,"79,525",13,"26,475",24,"91,821",24,"336,338",14,"51,040",22,"99,422",24,"101,037",16,"426,075",9,"218,131",14,"207,944",33,"163,404",33,"187,545",29,"85,109",11,"40,673",10,"66,637",34,"108,501",27,"267,558",33,"580,358",34,"2,711,518",23,"286,407",9,326,12,730,16,"1,056"
24,1,12,30,Saint-êpiphane,41,27,"143,122",22,"24,295",30,"141,740",33,"1,031,269",18,"164,183",33,"216,143",29,"148,816",21,"458,039",12,"297,400",15,"160,639",40,"272,814",39,"373,773",37,"104,471",18,"36,922",10,"40,369",38,"147,622",32,"461,179",39,"991,948",41,"4,756,705",31,"800,603",16,261,9,764,21,"1,025"
24,1,12,43,L'Isle-Verte,48,37,"322,218",32,"79,420",37,"249,124",37,"1,823,614",17,"665,363",37,"506,663",33,"295,112",26,"1,138,884",20,"600,361",15,"538,523",46,"391,578",47,"634,940",44,"162,640",24,"94,262",23,"166,410",45,"262,790",41,"939,841",46,"1,682,287",48,"9,415,146",37,"1,499,584",12,481,17,"1,682",26,"2,163"
24,1,12,60,Saint-Georges-de-Cacouna,29,24,"178,498",24,"37,528",23,"143,132",19,"835,073",11,"68,617",18,"231,665",16,"141,639",19,"635,269",15,"530,120",10,"105,149",28,"222,229",27,"298,674",24,"93,652",11,"27,889",8,"116,187",26,"115,579",21,"372,648",25,"862,791",29,"4,381,070",19,"568,584",12,193,14,"1,401",19,"1,594"
24,1,12,65,Saint-Arsäne,51,42,"337,085",36,"156,539",44,"251,353",39,"1,199,130",24,"177,058",40,"335,632",38,"265,138",34,"1,004,412",26,"619,027",23,"385,385",49,"372,419",51,"535,326",41,"172,234",17,"29,102",26,"181,254",51,"239,538",43,"774,135",50,"1,876,816",51,"7,907,171",38,"945,594",19,472,22,"1,717",34,"2,189"
24,1,12,72,Riviäre-du-Loup,33,21,"210,030",19,"88,796",27,"247,650",18,"426,740",7,"42,077",18,"127,091",16,"229,426",23,"1,285,051",18,"476,359",13,"808,692",29,"343,290",32,"326,956",25,"98,731",14,"43,770",11,"67,080",30,"133,140",20,"456,146",31,"737,461",33,"4,863,435",18,"354,185",18,569,13,"1,618",23,"2,187"
24,1,13,0,TÇmiscouata,393,135,"621,237",103,"166,606",167,"816,422",157,"2,897,236",77,"525,632",149,"675,404",170,"859,628",204,"6,378,114",144,"2,831,630",146,"3,546,484",384,"3,012,940",361,"2,718,499",276,"767,656",161,"460,493",81,"538,915",356,"1,178,915",293,"2,716,685",370,"6,827,556",393,"31,161,938",151,"2,245,003",162,"9,252",78,"6,147",204,"15,399"
24,1,13,5,DÇgelis,42,16,"101,177",13,"26,638",19,"91,071",21,"496,066",11,"156,849",21,"128,050",17,"100,384",22,"629,105",15,"264,243",16,"364,862",42,"348,284",40,"353,311",26,"65,763",21,"61,043",7,"41,974",40,"133,473",36,"237,719",40,"955,936",42,"3,926,843",21,"432,738",18,570,7,581,22,"1,151"
24,1,13,25,Riviäre-Bleue,45,16,"61,946",12,"11,218",20,"78,604",25,"330,047",13,"92,367",23,"58,465",13,"86,785",20,"674,330",12,"238,191",14,"436,139",42,"281,340",39,"292,233",36,"94,301",16,"35,533",8,"56,903",38,"99,581",35,"264,930",40,"423,531",45,"2,942,114",23,"175,222",15,602,7,530,20,"1,132"
24,1,13,30,Saint-Eusäbe,25,8,"35,533",9,"6,009",12,"55,633",10,"58,516",3,x,7,x,14,"41,950",7,"106,116",6,"94,016",4,"12,100",23,"118,318",24,"106,162",17,"34,902",4,x,4,x,24,"59,285",10,"97,256",24,"257,878",25,"1,020,545",10,x,5,x,2,x,7,222
24,1,13,35,Notre-Dame-du-Lac,28,16,"67,749",13,"19,329",20,"79,630",17,"396,331",7,"31,776",17,"108,988",18,"111,193",15,"380,048",12,"202,074",10,"177,974",28,"181,198",28,"247,889",24,"88,165",15,"16,007",5,"39,543",26,"115,154",19,"280,061",27,"633,219",28,"2,796,280",17,"339,058",11,388,5,363,15,751
24,1,13,45,Auclair,31,5,"23,138",5,"3,025",7,"22,827",4,"76,587",3,x,4,x,9,"43,574",17,"821,539",13,"366,922",13,"454,617",31,"293,040",29,"208,650",21,"60,135",15,"68,434",5,"23,094",29,"144,927",23,"210,817",30,"589,467",31,"2,614,236",4,"76,132",14,564,9,889,17,"1,453"
24,1,13,50,Lejeune,21,5,x,4,x,5,x,3,"122,877",3,"9,550",3,"39,557",10,"53,702",15,"378,461",13,"117,377",9,"261,084",21,"200,179",21,"176,997",14,"37,712",8,"25,355",5,"21,649",17,"68,595",18,"270,600",20,"371,698",21,"1,946,832",3,x,13,295,3,596,15,891
24,1,13,55,Biencourt,41,7,"26,821",6,x,10,"127,048",11,"289,691",4,x,12,"33,813",16,"62,423",21,"515,118",15,"271,770",13,"243,348",39,"346,158",34,"171,747",24,"58,030",19,"45,566",6,"67,391",40,"98,889",35,"370,690",38,"656,448",41,"2,912,450",11,"225,037",17,372,8,561,21,933
24,1,13,65,Saint-Michel-du-Squatec,44,15,"35,535",8,"6,165",19,"76,437",19,"250,706",8,"65,225",16,"47,879",18,"75,686",19,"549,627",14,"294,362",13,"255,265",44,"340,770",40,"294,259",27,"88,171",16,"44,331",7,"96,285",38,"108,917",29,"254,279",40,"663,824",44,"2,998,096",18,"156,990",18,"4,281",4,170,19,"4,451"
24,1,13,70,Cabano,28,13,"38,254",6,"6,205",15,"72,796",15,"201,853",9,"65,363",14,"84,775",13,"84,716",16,"643,437",10,"253,146",14,"390,291",27,"245,957",23,"226,805",23,"59,553",14,"29,810",9,"54,163",26,"72,872",21,"166,006",28,"648,653",28,"2,701,218",15,"186,596",13,430,8,673,16,"1,103"
24,1,13,80,Saint-Louis-du-Ha! Ha!,20,14,"57,511",12,x,15,"111,528",10,"328,439",6,"14,639",10,"43,667",10,"21,780",14,"387,874",11,"251,461",9,"136,413",20,"123,668",20,"121,887",17,"82,219",1,x,12,"67,016",19,"59,822",16,"138,022",18,"459,262",20,"2,032,945",8,"164,047",6,211,11,739,14,950
24,1,13,95,PohÇnÇgamook,49,18,"62,933",14,"12,537",23,"60,712",22,"346,123",10,"45,433",22,"92,692",25,"166,698",26,"784,094",16,"314,232",21,"469,862",48,"354,029",45,"365,786",35,"83,673",25,"88,179",9,"51,788",43,"125,896",37,"332,323",46,"838,586",49,"3,811,482",21,"320,429",21,825,11,729,26,"1,554"
24,1,13,100,Saint-Athanase,19,2,x,1,x,2,x,0,0,0,0,0,0,7,"10,737",12,"508,365",7,"163,836",10,"344,529",19,"179,999",18,"152,773",12,"15,032",7,"35,830",4,x,16,"91,504",14,"93,982",19,"329,054",19,"1,458,897",0,0,11,x,3,x,12,808
24,1,14,0,Kamouraska,443,316,"1,881,995",237,"627,524",344,"2,039,129",336,"16,612,005",183,"7,073,455",334,"3,313,141",318,"2,991,614",244,"8,968,650",173,"5,423,738",167,"3,544,912",409,"2,761,789",413,"4,509,213",388,"1,807,835",156,"629,632",143,"903,206",411,"2,124,548",354,"6,247,503",410,"12,065,236",443,"74,556,475",333,"13,094,322",172,"4,190",142,"13,354",244,"17,544"
24,1,14,5,Mont-Carmel,32,19,"72,274",13,"18,907",20,"57,436",22,"1,305,497",10,"109,428",22,"278,848",21,"182,370",14,"442,047",10,"331,499",9,"110,548",31,"186,571",29,"230,931",26,"153,590",13,"31,348",6,"16,248",29,"129,059",24,"269,362",32,"771,998",32,"4,255,914",22,"1,251,081",11,125,7,884,14,"1,009"
24,1,14,18,Saint-Pascal,44,30,"179,236",23,"61,776",32,"165,478",33,"1,982,048",19,"801,341",33,"345,885",36,"295,978",24,"1,022,723",16,"598,561",18,"424,162",39,"259,579",40,"391,951",39,"180,262",18,"76,582",17,"99,061",39,"180,757",32,"593,106",40,"1,063,076",44,"7,698,839",33,"1,759,411",18,512,14,"1,206",24,"1,718"
24,1,14,25,Sainte-HÇläne,26,19,"93,238",12,"91,392",19,"92,897",20,"948,131",13,"254,881",20,"184,411",21,"186,027",14,"334,798",10,"210,768",9,"124,030",24,"158,883",24,"268,383",23,"113,115",11,"15,470",8,"32,396",23,"107,806",25,"474,513",24,"764,379",26,"4,120,720",20,"745,855",8,203,8,664,14,867
24,1,14,30,Saint-Joseph-de-Kamouraska,28,19,"223,784",11,"29,483",20,"300,748",23,"3,742,160",9,x,23,"343,385",19,"438,905",13,"982,703",10,"535,686",7,"447,017",27,"232,917",26,"475,848",26,x,15,x,9,x,27,"179,376",25,"447,741",27,"1,117,929",28,"12,188,521",23,"1,950,946",8,206,10,"1,717",13,"1,923"
24,1,14,35,Saint-Alexandre-de-Kamouraska,50,39,"188,718",29,"48,302",41,"248,255",40,"1,445,229",19,"137,414",38,"388,401",37,"271,089",32,"1,020,415",25,"640,220",19,"380,195",49,"368,919",47,"476,500",46,"207,121",15,"24,479",21,"98,449",47,"236,606",42,"806,432",46,"1,624,924",50,"7,591,253",39,"1,324,155",21,506,19,"1,617",32,"2,123"
24,1,14,40,Saint-AndrÇ,37,26,"140,932",22,"35,043",33,"159,976",29,"938,536",16,"264,411",28,"215,245",28,"234,698",22,"678,845",13,"445,781",16,"233,064",34,"229,338",36,"444,544",34,"141,926",14,"46,505",10,"79,189",37,"167,938",31,"595,006",36,"1,048,834",37,"5,420,966",29,"793,876",17,361,13,898,22,"1,259"
24,1,14,50,Kamouraska,38,34,"304,342",34,"163,591",36,"237,292",34,"1,348,331",27,"356,826",35,"458,852",32,"284,589",27,"1,376,797",22,"778,493",22,"598,304",37,"330,166",37,"514,967",36,"199,031",12,"18,588",16,"98,203",38,"271,107",37,"986,903",38,"1,364,388",38,"8,313,973",34,"1,081,808",21,769,19,"1,802",27,"2,571"
24,1,14,55,Saint-Denis,31,25,"175,163",19,"53,468",27,"126,150",27,"1,353,035",15,x,26,"229,688",23,"367,089",18,"648,243",14,"386,762",14,"261,481",27,"195,609",29,"272,992",26,x,10,x,8,x,31,"158,507",26,"479,232",27,"883,191",31,"6,797,016",27,"1,128,016",15,386,11,916,18,"1,302"
24,1,14,60,Saint-Philippe-de-NÇri,24,16,"96,018",11,"17,607",16,"91,919",17,"688,877",11,"63,891",19,"187,010",19,"134,817",11,"381,935",7,"303,574",7,"78,361",20,"136,355",22,"187,042",21,"82,264",5,"5,946",8,"22,869",22,"99,340",20,"322,890",21,"755,230",24,"3,274,010",17,"529,267",9,180,4,352,11,532
24,1,14,65,Riviäre-Ouelle,32,26,"124,673",26,"46,886",27,"167,769",27,"1,000,312",7,"45,202",27,"255,954",25,"255,826",23,"863,697",18,"624,517",15,"239,180",30,"239,612",32,"470,020",28,"183,956",11,"32,230",11,"66,246",31,"238,989",27,"601,423",31,"822,331",32,"5,415,126",26,"867,592",12,192,16,"1,602",23,"1,794"
24,1,14,80,Saint-OnÇsime-d'Ixworth,35,19,"61,900",12,"17,418",25,"144,803",21,"377,543",12,"29,935",21,"103,615",19,"78,898",15,"233,564",10,"147,360",9,"86,204",33,"112,746",31,"171,667",27,"90,760",10,"11,041",11,"89,042",28,"66,742",19,"149,664",28,"455,813",35,"2,195,151",21,"303,840",11,189,6,348,15,537
24,1,14,90,Sainte-Anne-de-la-Pocatiäre,66,44,"221,717",25,"43,651",48,"246,406",43,"1,482,306",25,"162,561",42,"321,847",38,"261,328",31,"982,883",18,"420,517",22,"562,366",58,"311,094",60,"604,368",56,"222,696",22,"90,153",18,"131,281",59,"288,321",46,"521,231",60,"1,393,143",66,"7,284,986",42,"1,358,475",21,561,15,"1,348",31,"1,909"
24,3,15,0,Charlevoix-Est,67,21,"107,275",20,"33,050",37,"345,319",56,"6,261,529",32,"2,011,664",49,"570,592",36,"279,968",31,"1,916,309",25,"880,735",22,"1,035,574",65,"723,334",61,"651,320",55,"433,060",22,"161,739",15,"93,274",60,"477,447",45,"706,216",61,"2,062,688",67,"16,834,784",54,"6,016,661",13,486,23,"3,310",31,"3,796"
