PROV ,CAR,CD,CCS,GEO NAMES,ntfarea,tfarea,etfarea,ncrplnd,crplnd,ecrplnd,nsummrf,summrf,esummrf,nimpast,impast,eimpast,nunimpst,unimpst,eunimpst,nothlnd,othlnd,eothlnd,nimpsz1,nimpsz2,nimpsz3,nimpsz4,nimpsz5,nimpsz6,nimpsz7,nimpsz8,nimpsz9,nimpsz10,nimpsz11,nimpsz12,nimpsz13,ntunglas,tunglas,etunglas,ntotgrn,totgrn,etotgrn,nflower,flower,eflower,ngrnveg,grnveg,egrnveg,ngrnothr,grnothr,egrnothr,nmushrm,mushrm,emushrm,nirrig,irrig,eirrig,nfertil,fertil,efertil,nherbci,herbci,eherbci,ninsecti,insecti,einsecti,nfungic,fungic,efungic,nmsolid,msolid,emsolid,nmirrig,mirrig,emirrig,nmliqsur,mliqsur,emliqsur,nmliqinj,mliqinj,emliqinj,ncroprot,nprmgras,ncovcrop,ncontour,nstripcr,ngraswat,nwindyes,ngrmanny,nmchcpny,ntilars,tilars,etilars,ntilconv,tilconv,etilconv,ntilcons,tilcons,etilcons,ntillno,tillno,etillno,nchemsf,chemsf,echemsf,ntillsf,tillsf,etillsf,ncombsf,combsf,ecombsf
13,4,9,26,Southesk,28,"7,124","2,883",25,"2,117",857,1,x,x,11,185,75,10,334,135,28,x,x,25,1,1,15,3,1,2,2,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,5,x,x,23,"1,667",675,11,367,149,8,46,19,2,x,x,15,366,148,0,0,0,1,x,x,0,0,0,10,12,3,0,1,2,4,4,5,19,423,171,16,384,155,4,x,x,1,x,x,0,0,0,0,0,0,1,x,x
13,4,9,31,Newcastle,21,"3,335","1,350",15,"1,226",496,2,x,x,5,154,62,8,345,140,19,x,x,15,1,1,10,1,0,0,1,1,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,12,689,279,4,98,40,1,x,x,0,0,0,10,728,295,0,0,0,0,0,0,0,0,0,6,6,0,0,1,1,2,2,5,8,435,176,7,x,x,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0
13,4,9,36,Alnwick,46,"6,397","2,589",43,"3,135","1,269",0,0,0,6,85,34,7,347,140,26,"2,830","1,145",43,1,6,19,9,3,3,2,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,33,"1,869",756,25,"1,118",452,14,821,332,4,340,138,11,235,95,0,0,0,0,0,0,0,0,0,22,3,0,1,1,1,4,3,4,16,390,158,12,x,x,4,x,x,2,x,x,0,0,0,0,0,0,0,0,0
13,1,10,0,York County,301,"87,019","35,215",238,"23,823","9,641",11,x,x,102,"4,773","1,932",126,"5,763","2,332",267,x,x,238,12,12,97,54,17,20,21,3,2,0,0,0,19,"123,193","11,445",19,"122,321","11,364",13,"64,542","5,996",10,"23,972","2,227",3,"33,807","3,141",2,x,x,14,119,48,174,"13,741","5,561",78,"4,823","1,952",50,"1,482",600,25,457,185,155,"6,361","2,574",0,0,0,35,"4,465","1,807",1,x,x,98,136,7,4,6,14,16,20,44,122,"4,867","1,970",108,"3,580","1,449",11,"1,218",493,6,69,28,1,x,x,9,117,47,1,x,x
13,1,10,4,Manners Sutton,30,"6,595","2,669",23,"1,996",808,2,x,x,12,276,112,16,703,284,27,x,x,23,0,1,9,8,2,2,1,0,0,0,0,0,3,"12,000","1,115",3,"12,000","1,115",1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,17,"1,014",410,2,x,x,2,x,x,0,0,0,20,889,360,0,0,0,1,x,x,0,0,0,8,19,0,0,2,0,3,1,3,10,82,33,8,x,x,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0
13,1,10,16,Prince William,32,"10,311","4,173",25,"1,841",745,0,0,0,12,372,151,17,730,295,28,"7,368","2,982",25,1,2,12,6,1,3,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,17,"1,327",537,7,273,110,4,123,50,3,63,25,19,790,320,0,0,0,2,x,x,0,0,0,8,15,0,0,0,3,1,1,3,12,311,126,11,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,10,18,Kingsclear,29,"6,021","2,437",21,870,352,1,x,x,9,450,182,9,319,129,24,x,x,21,4,1,10,5,0,1,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,15,488,197,7,x,x,6,86,35,1,x,x,8,380,154,0,0,0,1,x,x,0,0,0,4,12,2,3,0,1,1,1,7,6,70,28,6,70,28,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
13,1,10,21,Queensbury,37,"13,705","5,546",33,"4,218","1,707",1,x,x,16,893,361,16,649,263,33,x,x,33,0,1,13,8,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"2,509","1,015",6,"1,146",464,4,328,133,2,x,x,16,602,244,0,0,0,16,"1,708",691,1,x,x,10,22,0,0,0,0,0,1,4,18,"1,069",433,13,x,x,4,822,333,1,x,x,0,0,0,1,x,x,0,0,0
13,1,10,24,Southampton,29,"11,512","4,659",23,"3,320","1,344",1,x,x,11,409,166,12,664,269,27,x,x,23,0,0,10,3,2,3,4,1,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,19,"1,852",749,12,687,278,2,x,x,0,0,0,19,391,158,0,0,0,3,603,244,0,0,0,14,14,0,0,0,1,1,1,2,13,644,261,13,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
13,1,10,26,Bright,39,"8,430","3,411",32,"3,123","1,264",2,x,x,11,937,379,16,738,299,34,x,x,32,3,2,14,3,3,4,2,1,0,0,0,0,4,"20,392","1,894",4,"20,392","1,894",3,x,x,2,x,x,0,0,0,0,0,0,4,25,10,15,"1,507",610,9,513,208,11,325,132,7,232,94,22,"1,071",433,0,0,0,6,940,380,0,0,0,16,17,2,1,1,1,1,6,11,17,686,278,14,509,206,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0
13,1,10,28,Douglas,46,"15,366","6,218",38,"3,389","1,371",0,0,0,13,602,244,17,"1,117",452,42,"10,258","4,151",38,4,2,20,4,1,0,6,1,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,25,"2,106",852,12,878,355,7,320,129,4,32,13,24,"1,150",465,0,0,0,4,590,239,0,0,0,12,16,1,0,3,4,6,2,2,15,772,312,12,545,221,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
13,1,10,32,Fredericton,31,"8,691","3,517",22,"2,673","1,082",1,x,x,8,620,251,13,537,217,28,x,x,22,0,2,3,10,1,2,4,0,0,0,0,0,5,"48,751","4,529",5,"48,751","4,529",3,x,x,2,x,x,3,"33,807","3,141",0,0,0,4,45,18,20,"1,361",551,6,365,148,4,76,31,3,73,30,18,688,278,0,0,0,2,x,x,0,0,0,11,13,2,0,0,2,0,5,6,14,444,180,14,444,180,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
13,1,10,36,Stanley,28,"6,388","2,585",21,"2,393",968,3,49,20,10,214,87,10,306,124,24,"3,426","1,386",21,0,1,6,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,22,"1,577",638,17,802,325,10,123,50,5,25,10,9,400,162,0,0,0,0,0,0,0,0,0,15,8,0,0,0,2,3,2,6,17,789,319,17,789,319,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0
13,1,11,0,Carleton County,425,"190,909","77,258",359,"91,184","36,901",17,698,282,149,"7,503","3,036",173,"8,789","3,557",387,"82,735","33,482",359,7,12,105,63,34,25,42,28,18,13,6,6,18,"561,456","52,161",18,"561,456","52,161",10,"374,156","34,760",8,x,x,3,x,x,0,0,0,13,425,172,286,"62,622","25,342",212,"53,144","21,507",158,"29,830","12,072",135,"29,932","12,113",208,"8,842","3,578",2,x,x,22,"2,872","1,162",3,x,x,257,126,35,29,34,49,18,82,71,291,"65,699","26,587",262,"55,893","22,619",53,"9,100","3,683",19,706,286,2,x,x,14,563,228,1,x,x
13,1,11,1,Richmond,36,"15,715","6,360",30,"5,791","2,344",1,x,x,10,897,363,19,"1,030",417,31,x,x,30,0,0,11,3,2,6,5,1,2,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,23,"3,870","1,566",11,"1,214",491,5,x,x,1,x,x,24,"1,639",663,0,0,0,1,x,x,0,0,0,23,11,1,1,1,1,0,4,3,23,"1,931",781,22,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
13,1,11,4,Woodstock,32,"15,415","6,238",25,"5,068","2,051",0,0,0,8,436,176,12,745,301,29,"9,166","3,709",25,2,1,7,6,3,1,2,1,1,0,0,1,3,"16,280","1,512",3,"16,280","1,512",3,x,x,1,x,x,0,0,0,0,0,0,2,x,x,22,"4,913","1,988",16,"3,842","1,555",9,"1,269",514,5,893,361,14,482,195,0,0,0,4,845,342,0,0,0,16,9,2,1,1,1,2,3,4,20,"3,477","1,407",17,"3,058","1,238",2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
13,1,11,8,Northampton,30,"9,461","3,829",27,"2,233",904,1,x,x,13,455,184,15,747,302,27,x,x,27,0,2,12,7,5,0,0,1,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,17,554,224,9,339,137,2,x,x,2,x,x,15,323,131,0,0,0,0,0,0,0,0,0,14,13,2,1,0,1,0,3,2,19,464,188,16,x,x,3,24,10,2,x,x,1,x,x,0,0,0,0,0,0
13,1,11,11,Brighton,41,"14,967","6,057",36,"7,444","3,012",2,x,x,12,629,255,15,"1,070",433,35,x,x,36,0,2,14,6,2,3,3,1,3,1,1,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,28,"5,364","2,171",19,"4,195","1,698",12,"2,516","1,018",11,"2,439",987,15,526,213,0,0,0,2,x,x,0,0,0,23,8,1,3,2,2,2,4,5,27,"4,997","2,022",25,"3,553","1,438",3,"1,444",584,0,0,0,0,0,0,2,x,x,0,0,0
13,1,11,14,Wakefield,52,"27,506","11,131",44,"16,223","6,565",3,159,64,18,"1,064",431,24,995,403,45,"9,065","3,668",44,0,0,8,12,2,3,7,4,3,2,1,2,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,281,114,37,"11,894","4,813",31,"11,140","4,508",24,"5,234","2,118",25,"7,408","2,998",25,"1,589",643,0,0,0,3,460,186,1,x,x,35,14,8,3,4,7,2,10,10,38,"12,012","4,861",33,"10,887","4,406",4,898,363,5,227,92,0,0,0,3,159,64,0,0,0
13,1,11,18,Wilmot,42,"26,059","10,546",37,"13,937","5,640",3,27,11,15,731,296,13,434,176,39,"10,930","4,423",37,1,2,8,6,2,5,4,2,2,2,1,2,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,31,"8,897","3,600",26,"8,040","3,254",22,"4,983","2,017",20,"4,957","2,006",21,978,396,1,x,x,3,200,81,1,x,x,33,13,3,1,4,5,3,9,5,31,"11,237","4,547",28,"9,309","3,767",5,x,x,2,x,x,0,0,0,3,27,11,0,0,0
13,1,11,21,Simonds,18,"6,323","2,559",15,"3,008","1,217",0,0,0,5,192,78,10,422,171,17,"2,701","1,093",15,0,0,7,4,0,0,2,1,0,0,1,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,13,"2,240",906,7,"1,907",772,5,"1,102",446,4,"1,392",563,11,744,301,0,0,0,1,x,x,0,0,0,8,10,2,3,2,5,0,5,3,11,"2,153",871,10,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
13,1,11,24,Peel,29,"10,381","4,201",25,"5,163","2,089",1,x,x,15,544,220,15,385,156,28,x,x,25,1,0,7,5,5,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,23,"4,254","1,722",15,"3,357","1,359",11,"1,763",713,10,"1,751",709,18,522,211,0,0,0,2,x,x,0,0,0,19,9,3,1,3,3,1,3,8,21,"4,165","1,686",20,"3,673","1,486",3,492,199,0,0,0,0,0,0,1,x,x,0,0,0
13,1,11,26,Aberdeen,32,"17,020","6,888",24,"5,421","2,194",3,263,106,14,837,339,8,473,191,30,"10,026","4,057",24,1,1,5,3,5,0,4,3,0,2,0,0,4,x,x,4,x,x,0,0,0,1,x,x,3,x,x,0,0,0,1,x,x,18,"2,655","1,074",19,"3,874","1,568",15,"1,754",710,11,"1,657",671,13,278,113,0,0,0,1,x,x,0,0,0,16,4,0,2,3,4,3,7,7,22,"4,330","1,752",19,"3,693","1,495",7,637,258,0,0,0,0,0,0,3,263,106,0,0,0
13,1,11,28,Kent,74,"28,186","11,406",62,"14,176","5,737",3,195,79,27,"1,204",487,27,843,341,73,"11,768","4,762",62,1,3,18,8,4,3,10,11,2,1,1,0,4,"38,280","3,556",4,"38,280","3,556",2,x,x,3,x,x,0,0,0,0,0,0,3,109,44,51,"9,818","3,973",40,"9,309","3,767",35,"6,139","2,484",31,"5,875","2,378",36,"1,136",460,0,0,0,1,x,x,0,0,0,48,22,9,11,13,11,5,22,19,52,"11,243","4,550",46,"8,929","3,613",16,"2,086",844,6,228,92,1,x,x,1,x,x,1,x,x
13,1,11,31,Wicklow,39,"19,876","8,044",34,"12,720","5,148",0,0,0,12,514,208,15,"1,645",666,33,"4,997","2,022",34,1,1,8,3,4,2,5,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"8,163","3,303",19,"5,927","2,399",18,"4,403","1,782",15,"3,297","1,334",16,625,253,1,x,x,4,192,78,1,x,x,22,13,4,2,1,9,0,12,5,27,"9,690","3,921",26,"8,503","3,441",7,"1,187",480,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,0,Victoria County,183,"75,191","30,429",157,"38,908","15,746",4,255,103,55,"2,055",832,48,"1,958",792,165,"32,015","12,956",157,7,9,37,17,15,15,23,18,7,6,1,2,6,"166,500","15,468",6,"156,500","14,539",3,x,x,2,x,x,2,x,x,0,0,0,6,232,94,141,"30,927","12,516",123,"28,924","11,705",112,"20,059","8,118",95,"20,645","8,355",55,"2,243",908,0,0,0,9,"1,230",498,0,0,0,127,38,27,41,31,54,11,46,24,136,"33,033","13,368",125,"25,321","10,247",40,"7,278","2,945",11,434,176,1,x,x,4,x,x,1,x,x
13,1,12,1,Andover,17,"5,091","2,060",15,"2,705","1,095",0,0,0,6,328,133,4,215,87,15,"1,843",746,15,1,2,1,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,13,"1,618",655,13,"1,365",552,10,884,358,9,766,310,6,310,125,0,0,0,0,0,0,0,0,0,13,6,2,3,2,3,1,5,3,14,"2,158",873,13,"2,035",824,4,123,50,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,4,Perth,25,"7,534","3,049",18,"2,333",944,1,x,x,12,315,127,12,603,244,23,x,x,18,1,1,7,4,0,1,3,1,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,15,"1,364",552,8,943,382,9,660,267,3,560,227,10,543,220,0,0,0,1,x,x,0,0,0,13,8,0,1,0,3,1,2,5,12,822,333,12,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
13,1,12,8,Gordon,22,"13,046","5,280",15,"4,485","1,815",0,0,0,7,430,174,5,339,137,22,"7,792","3,153",15,2,0,5,1,1,1,1,1,2,0,0,1,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,17,"3,609","1,461",12,"2,741","1,109",11,"1,575",637,5,"1,525",617,6,136,55,0,0,0,3,900,364,0,0,0,11,5,2,2,0,3,1,1,2,10,"2,635","1,066",10,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,14,Denmark,43,"13,520","5,471",39,"6,503","2,632",1,x,x,12,282,114,11,182,74,40,x,x,39,2,4,14,5,4,1,2,5,1,1,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,30,"4,598","1,861",30,"4,614","1,867",28,"3,553","1,438",24,"3,471","1,405",13,390,158,0,0,0,0,0,0,0,0,0,30,7,5,6,7,9,2,5,5,34,"5,715","2,313",32,"4,357","1,763",7,x,x,2,x,x,0,0,0,1,x,x,0,0,0
13,1,12,16,Grand Falls,30,"16,247","6,575",27,"8,314","3,365",0,0,0,9,472,191,8,485,196,28,"6,976","2,823",27,0,0,6,4,2,3,3,5,0,4,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,24,"7,393","2,992",22,"7,288","2,949",19,"4,902","1,984",18,"4,837","1,957",12,405,164,0,0,0,5,x,x,0,0,0,23,9,6,13,11,14,4,15,4,24,"7,401","2,995",22,"5,670","2,295",10,x,x,1,x,x,0,0,0,0,0,0,0,0,0
13,1,12,21,Drummond,46,"19,753","7,994",43,"14,568","5,895",2,x,x,9,228,92,8,134,54,37,x,x,43,1,2,4,1,5,8,11,4,4,1,1,1,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,42,"12,345","4,996",38,"11,973","4,845",35,"8,485","3,434",36,"9,486","3,839",8,459,186,0,0,0,0,0,0,0,0,0,37,3,12,16,11,22,2,18,5,42,"14,302","5,788",36,"10,348","4,188",16,"3,580","1,449",8,374,151,1,x,x,2,x,x,1,x,x
13,1,13,0,Madawaska County,177,"75,863","30,701",132,"32,594","13,190",2,x,x,47,"1,968",796,62,"4,226","1,710",155,x,x,132,3,10,34,15,9,17,21,12,4,3,0,4,7,"89,856","8,348",7,"89,576","8,322",2,x,x,3,x,x,2,x,x,0,0,0,9,252,102,96,"18,071","7,313",77,"15,732","6,367",56,"10,053","4,068",41,"7,621","3,084",77,"5,278","2,136",0,0,0,22,"2,221",899,0,0,0,85,14,15,17,10,18,3,18,16,95,"22,043","8,920",81,"17,959","7,268",18,"2,241",907,13,"1,843",746,0,0,0,1,x,x,1,x,x
13,1,13,1,Saint-AndrÇ,37,"25,935","10,496",35,"17,509","7,086",0,0,0,6,205,83,12,464,188,32,"7,757","3,139",35,2,1,3,1,1,4,9,7,1,2,0,4,3,"80,064","7,438",3,"80,064","7,438",0,0,0,2,x,x,1,x,x,0,0,0,4,223,90,32,"11,526","4,664",32,"12,378","5,009",26,"7,732","3,129",24,"6,047","2,447",8,460,186,0,0,0,4,x,x,0,0,0,29,4,11,12,8,17,1,10,5,34,"16,323","6,606",30,"13,085","5,295",8,"1,763",713,4,"1,475",597,0,0,0,0,0,0,0,0,0
13,1,13,4,Saint-LÇonard,22,"9,248","3,743",19,"3,309","1,339",0,0,0,5,131,53,7,708,287,20,"5,100","2,064",19,0,4,5,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,15,"2,009",813,14,"1,627",658,5,649,263,3,637,258,9,333,135,0,0,0,6,521,211,0,0,0,8,2,2,1,1,1,0,2,2,10,"2,134",864,8,"1,926",779,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
13,1,13,15,Riviäre-Verte,27,"8,312","3,364",23,"4,002","1,620",1,x,x,12,383,155,10,582,236,21,x,x,23,0,1,6,4,2,4,4,1,1,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,20,"2,221",899,8,304,123,6,96,39,4,48,19,19,826,334,0,0,0,0,0,0,0,0,0,16,2,1,1,0,0,1,2,4,18,"1,150",465,15,"1,055",427,3,x,x,2,x,x,0,0,0,0,0,0,1,x,x
13,1,13,22,Saint-Joseph,30,"9,971","4,035",19,"2,186",885,1,x,x,11,714,289,14,"1,363",552,25,x,x,19,0,2,5,5,1,3,3,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,10,328,133,6,128,52,4,67,27,2,x,x,15,433,175,0,0,0,7,869,352,0,0,0,10,3,0,1,0,0,1,1,2,13,x,x,12,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
13,1,13,34,Baker Brook,36,"14,967","6,057",24,"3,785","1,532",0,0,0,9,353,143,13,694,281,34,"10,135","4,101",24,1,1,11,2,1,2,2,3,1,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,16,"1,505",609,12,"1,180",478,9,"1,012",410,6,792,321,16,"1,304",528,0,0,0,4,438,177,0,0,0,18,2,1,2,1,0,0,3,2,18,"1,524",617,14,"1,311",531,1,x,x,5,x,x,0,0,0,0,0,0,0,0,0
13,1,13,41,Saint-Franáois,25,"7,430","3,007",12,"1,803",730,0,0,0,4,182,74,6,415,168,23,"5,030","2,036",12,0,1,4,2,1,2,1,0,1,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,482,195,5,115,47,6,497,201,2,x,x,10,"1,922",778,0,0,0,1,x,x,0,0,0,4,1,0,0,0,0,0,0,1,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,4,14,0,Restigouche County,89,"38,418","15,547",56,"14,963","6,055",1,x,x,19,627,254,18,574,232,85,x,x,56,4,4,13,7,4,2,11,5,3,1,0,2,5,x,x,5,x,x,4,x,x,1,x,x,0,0,0,1,x,x,0,0,0,40,"8,948","3,621",24,"7,108","2,877",12,829,335,10,854,346,29,"1,484",601,1,x,x,11,"1,504",609,0,0,0,31,16,7,3,5,3,6,10,11,45,"9,280","3,755",40,"8,434","3,413",9,x,x,2,x,x,0,0,0,1,x,x,0,0,0
13,4,14,1,Durham,27,"6,894","2,790",22,"3,722","1,506",0,0,0,8,x,x,8,x,x,26,"2,699","1,092",22,1,1,7,4,1,1,4,2,1,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,355",548,7,607,246,4,177,72,2,x,x,12,396,160,0,0,0,4,980,397,0,0,0,12,8,2,0,0,1,2,6,4,18,997,403,16,941,381,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0
13,4,14,8,Dalhousie,21,"5,017","2,030",15,"1,476",597,1,x,x,2,x,x,3,x,x,20,x,x,15,3,3,5,2,0,0,0,1,1,0,0,0,3,"15,600","1,449",3,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,10,955,386,4,168,68,3,90,36,3,x,x,6,167,68,1,x,x,2,x,x,0,0,0,5,2,2,1,2,0,3,3,6,10,456,185,8,398,161,3,58,23,0,0,0,0,0,0,1,x,x,0,0,0
13,4,14,21,Saint-Quentin,41,"26,507","10,727",19,"9,765","3,952",0,0,0,9,387,157,7,167,68,39,"16,188","6,551",19,0,0,1,1,3,1,7,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"6,638","2,686",13,"6,333","2,563",5,562,227,5,687,278,11,921,373,0,0,0,5,x,x,0,0,0,14,6,3,2,3,2,1,1,1,17,"7,827","3,167",16,"7,095","2,871",3,x,x,1,x,x,0,0,0,0,0,0,0,0,0
13,4,15,0,Gloucester County,207,"34,906","14,126",171,"15,431","6,245",2,x,x,34,797,323,32,"2,485","1,006",153,x,x,171,10,21,73,27,13,7,14,4,2,0,0,0,17,"109,020","10,128",17,"100,991","9,382",17,x,x,10,"21,820","2,027",1,x,x,0,0,0,14,183,74,108,"7,458","3,018",98,"4,845","1,961",45,"2,944","1,191",29,"1,859",752,49,"1,316",533,1,x,x,10,998,404,2,x,x,70,28,3,5,10,4,19,24,40,79,"2,747","1,112",65,"2,112",855,15,x,x,10,x,x,0,0,0,2,x,x,0,0,0
13,4,15,1,Saumarez,39,"5,146","2,083",35,"3,563","1,442",0,0,0,4,60,24,3,160,65,21,"1,363",552,35,1,4,13,7,4,1,4,0,1,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,26,"2,060",834,29,"1,917",776,17,"1,380",558,8,374,151,3,x,x,0,0,0,1,x,x,0,0,0,16,1,0,1,1,0,2,6,8,12,552,223,11,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
13,4,15,8,Bathurst,44,"7,283","2,947",32,"2,416",978,0,0,0,12,335,136,8,238,96,37,"4,294","1,738",32,4,3,14,5,2,1,2,1,0,0,0,0,5,"27,700","2,573",5,"27,700","2,573",5,x,x,2,x,x,0,0,0,0,0,0,3,13,5,19,858,347,8,101,41,5,87,35,2,x,x,17,496,201,0,0,0,3,308,125,0,0,0,11,13,2,2,1,1,2,6,8,20,380,154,17,304,123,0,0,0,5,76,31,0,0,0,0,0,0,0,0,0
13,4,15,16,New Bandon,28,"8,163","3,303",23,"3,314","1,341",0,0,0,8,186,75,10,421,170,28,"4,242","1,717",23,0,0,13,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,15,"1,223",495,9,229,93,3,42,17,1,x,x,17,490,198,0,0,0,4,530,214,1,x,x,15,10,0,0,3,1,3,4,3,16,557,225,15,507,205,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0
13,4,15,19,Paquetville,18,"5,265","2,131",14,"1,311",531,0,0,0,2,x,x,2,x,x,17,"2,704","1,094",14,0,5,4,2,0,1,1,1,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,3,108,44,8,990,401,8,365,148,3,206,83,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,4,6,130,53,4,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0
13,4,15,21,Saint-Isidore,26,"3,982","1,611",22,"2,118",857,0,0,0,2,x,x,3,x,x,15,"1,436",581,22,0,3,11,3,1,1,2,1,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,15,756,306,17,739,299,5,503,204,6,392,159,3,84,34,1,x,x,1,x,x,1,x,x,6,1,0,0,2,1,4,2,4,9,284,115,7,212,86,3,72,29,0,0,0,0,0,0,0,0,0,0,0,0
13,4,15,26,Caraquet,52,"5,067","2,051",45,"2,709","1,096",2,x,x,6,59,24,6,145,59,35,x,x,45,5,6,18,8,5,1,2,0,0,0,0,0,7,"63,880","5,935",7,"58,650","5,449",7,"47,820","4,443",5,"10,830","1,006",0,0,0,0,0,0,2,x,x,25,"1,571",636,27,"1,494",605,12,726,294,10,603,244,7,96,39,0,0,0,1,x,x,0,0,0,16,3,1,2,3,1,7,5,13,16,844,342,11,504,204,8,x,x,2,x,x,0,0,0,2,x,x,0,0,0
13,1,0,0,Agr. Reg. 1 - RÇg. Agr 1,"1,086","428,982","173,603",886,"186,509","75,478",34,"1,088",440,353,"16,299","6,596",409,"20,736","8,392",974,"204,350","82,698",886,29,43,273,149,75,77,107,61,31,22,7,12,50,"941,005","87,422",50,"929,853","86,386",28,"488,318","45,366",23,"88,168","8,191",10,"353,367","32,829",2,x,x,42,"1,028",416,697,"125,361","50,732",490,"102,623","41,530",376,"61,424","24,857",296,"58,655","23,737",495,"22,724","9,196",2,x,x,88,"10,788","4,366",4,305,123,567,314,84,91,81,135,48,166,155,644,"125,642","50,846",576,"102,753","41,583",122,"19,837","8,028",49,"3,052","1,235",4,x,x,28,777,314,4,x,x
