areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,BSEX02,CAGEDIS01,CAGEDIS02,CAGEDIS03,DAAGE,ERESNY01,ERESNY02,FINJURNY01,FINJURNY02,GWRKONF01,GWRKONF02,GWRKONF03,HWRKOFF01,HWRKOFF02,HWRKOFF03,HWRKOFF04
240883080,24,8,83,80,8,240883080,Montcerf - (CCS),60,40,15,10,25,25,49.9,5,55,55,0,10,20,25,40,0,10,10
240884000,24,8,84,0,8,240884000,Pontiac - (CD),485,370,115,35,240,205,52.4,55,435,475,15,105,130,250,280,35,95,75
240884005,24,8,84,5,8,240884005,Bristol - (CCS),75,55,20,5,35,35,53.7,5,65,65,5,15,15,40,40,5,15,10
240884015,24,8,84,15,8,240884015,Clarendon - (CCS),195,145,55,15,95,85,52.0,25,175,195,5,35,50,105,120,15,35,25
240884035,24,8,84,35,8,240884035,Grand-Calumet - (CCS),40,35,10,5,20,20,52.0,5,40,40,5,15,5,20,25,0,10,5
240884040,24,8,84,40,8,240884040,Litchfield - (CCS),50,40,5,0,25,20,54.5,5,45,45,0,10,10,30,30,0,10,0
240884065,24,8,84,65,8,240884065,Mansfield-et-Pontefract - (CCS),45,35,10,0,20,20,54.7,5,40,45,0,10,15,20,25,0,10,5
240884082,24,8,84,82,8,240884082,L'Isle-aux-Allumettes - (CCS),50,40,15,5,25,20,51.3,0,50,50,0,10,20,20,25,5,10,10
240884095,24,8,84,95,8,240884095,Sheen-Esher-Aberdeen-et-Malakoff - (CCS),30,25,5,0,20,10,48.0,10,20,35,5,5,10,10,10,5,10,5
240900000,24,9,0,0,9,240900000,Laurentides - (CAR),"2,255","1,610",645,270,"1,340",640,48.0,315,"1,935","2,195",55,470,490,"1,290","1,515",120,365,245
240972000,24,9,72,0,9,240972000,Deux-Montagnes - (CD),460,335,125,50,285,130,47.9,60,400,450,10,85,90,285,330,25,75,35
240972005,24,9,72,5,9,240972005,Saint-Eustache - (CCS),155,120,40,10,95,45,48.4,25,125,155,5,35,25,90,110,10,25,20
240972025,24,9,72,25,9,240972025,Saint-Joseph-du-Lac - (CCS),155,100,50,15,100,40,47.8,15,140,145,5,30,35,90,100,10,30,15
240972032,24,9,72,32,9,240972032,Oka - (CCS),95,70,25,10,55,25,46.9,10,80,95,0,10,15,70,75,5,15,5
240972043,24,9,72,43,9,240972043,Saint-Placide - (CCS),55,45,10,10,35,15,48.9,5,50,55,0,5,15,35,45,5,5,0
240973000,24,9,73,0,9,240973000,ThÇräse-De Blainville - (CD),140,105,35,15,80,40,48.0,20,115,135,0,30,30,80,100,5,20,10
240973015,24,9,73,15,9,240973015,Blainville - (CCS),35,30,5,5,20,10,47.1,10,25,35,0,10,5,20,30,5,5,5
240973035,24,9,73,35,9,240973035,Sainte-Anne-des-Plaines - (CCS),105,75,25,10,65,35,48.2,10,95,105,0,25,20,55,70,5,20,10
240974000,24,9,74,0,9,240974000,Mirabel - (CD),615,435,180,95,360,160,46.8,95,525,600,15,95,125,395,425,40,85,65
240974005,24,9,74,5,9,240974005,Mirabel - (CCS),615,435,180,95,360,160,46.8,95,520,600,15,95,120,395,430,40,85,65
240975000,24,9,75,0,9,240975000,La Riviäre-du-Nord - (CD),115,80,35,5,65,35,49.3,20,90,110,5,25,35,55,70,10,20,15
240975010,24,9,75,10,9,240975010,Bellefeuille - (CCS),55,40,15,0,30,20,50.8,10,45,55,0,15,20,25,35,5,15,5
240975028,24,9,75,28,9,240975028,Sainte-Sophie - (CCS),60,40,20,5,35,10,47.8,10,45,55,0,20,10,30,30,0,10,10
240976000,24,9,76,0,9,240976000,Argenteuil - (CD),330,240,90,45,180,105,49.2,25,305,325,10,70,65,200,235,15,35,40
240976008,24,9,76,8,9,240976008,Saint-AndrÇ-d'Argenteuil - (CCS),135,95,35,25,75,35,46.9,0,130,130,5,30,10,95,100,5,10,15
240976020,24,9,76,20,9,240976020,Lachute - (CCS),40,30,10,5,25,10,48.5,5,30,40,0,10,10,20,25,5,5,5
240976043,24,9,76,43,9,240976043,Brownsburg-Chatham - (CCS),95,65,25,10,55,25,48.0,15,85,90,5,10,25,60,70,5,10,5
240976060,24,9,76,60,9,240976060,Grenville - (CCS),40,30,10,0,15,20,56.8,5,35,40,0,10,15,20,30,0,0,5
240976065,24,9,76,65,9,240976065,Harrington - (CCS),30,20,5,0,10,15,55.3,0,25,25,0,10,5,5,15,5,10,5
240978000,24,9,78,0,9,240978000,Les Laurentides - (CD),200,145,50,10,110,80,51.0,40,155,195,5,60,45,90,100,20,45,30
240978047,24,9,78,47,9,240978047,Saint-Faustin--Lac-CarrÇ - (CCS),35,25,15,5,15,15,53.6,5,30,35,5,10,5,25,20,0,5,5
240978055,24,9,78,55,9,240978055,Montcalm - (CCS),20,15,5,0,15,10,51.9,5,15,20,0,10,10,5,5,5,10,5
240978060,24,9,78,60,9,240978060,Arundel - (CCS),60,45,10,5,25,25,51.6,10,45,55,0,10,15,25,35,5,10,5
240978102,24,9,78,102,9,240978102,Mont-Tremblant - (CCS),25,20,5,0,20,5,50.4,5,20,30,0,10,5,5,10,0,5,5
240978130,24,9,78,130,9,240978130,La Minerve - (CCS),55,40,15,5,35,20,48.6,5,50,55,5,20,10,25,25,5,20,5
240979000,24,9,79,0,9,240979000,Antoine-Labelle - (CD),395,270,125,45,260,90,46.8,50,345,385,10,100,100,195,245,10,85,55
240979020,24,9,79,20,9,240979020,Saint-AimÇ-du-Lac-des-?les - (CCS),35,25,10,0,25,10,47.3,5,30,30,0,10,5,20,25,0,5,5
240979025,24,9,79,25,9,240979025,Kiamika - (CCS),45,30,10,5,30,10,44.6,5,40,40,0,10,10,25,30,5,10,5
240979040,24,9,79,40,9,240979040,Marchand - (CCS),50,30,15,5,30,15,52.8,10,40,45,5,15,15,15,20,5,10,10
240979080,24,9,79,80,9,240979080,Beaux-Rivages - (CCS),70,45,25,5,50,15,48.0,10,60,70,5,10,30,35,45,0,15,10
240979085,24,9,79,85,9,240979085,Mont-Laurier - (CCS),40,25,10,10,20,15,45.9,0,35,40,0,10,5,20,30,0,5,5
240979090,24,9,79,90,9,240979090,Des Ruisseaux - (CCS),70,45,25,10,40,20,46.4,10,65,65,0,20,15,35,40,0,20,5
240979097,24,9,79,97,9,240979097,Ferme-Neuve - (CCS),95,60,30,15,75,10,44.2,10,80,90,5,25,25,45,55,5,20,20
241000000,24,10,0,0,10,241000000,Abitibi-TÇmiscamingue/Nord-du-QuÇbec - (CAR),"1,220",870,345,180,815,220,45.1,120,"1,095","1,185",30,250,310,665,810,65,195,150
241085000,24,10,85,0,10,241085000,TÇmiscamingue - (CD),455,310,145,80,295,80,44.6,50,405,445,10,85,100,275,335,15,70,35
241085015,24,10,85,15,10,241085015,Saint-êdouard-de-Fabre - (CCS),30,20,5,10,20,5,45.0,5,20,30,0,5,5,20,20,0,5,0
241085020,24,10,85,20,10,241085020,BÇarn - (CCS),45,35,15,0,30,10,48.7,5,35,45,5,15,10,20,30,0,10,5
241085030,24,10,85,30,10,241085030,Duhamel-Ouest - (CCS),40,25,15,5,25,10,46.8,0,35,40,0,5,10,20,25,0,10,5
241085037,24,10,85,37,10,241085037,Lorrainville - (CCS),40,25,10,5,30,5,47.2,5,30,40,0,5,5,20,30,5,5,5
241085045,24,10,85,45,10,241085045,Saint-Bruno-de-Guigues - (CCS),75,50,30,20,45,10,40.7,5,75,75,0,10,15,45,55,5,10,5
241085050,24,10,85,50,10,241085050,Laverlochäre - (CCS),35,20,10,5,25,0,43.2,0,35,30,0,5,5,15,20,0,10,5
241085055,24,10,85,55,10,241085055,Fugäreville - (CCS),40,30,10,10,25,5,42.9,5,40,40,5,5,5,25,30,0,5,5
241085085,24,10,85,85,10,241085085,Saint-Eugäne-de-Guigues - (CCS),35,25,10,5,30,5,43.6,5,25,35,0,5,5,25,35,0,0,0
241085090,24,10,85,90,10,241085090,Notre-Dame-du-Nord - (CCS),30,25,10,5,20,5,44.5,5,30,25,0,5,5,20,25,5,5,0
241085100,24,10,85,100,10,241085100,NÇdelec - (CCS),55,35,20,15,35,5,41.4,5,50,50,0,10,5,35,35,5,10,5
241085105,24,10,85,105,10,241085105,RÇmigny - (CCS),45,30,15,5,25,15,49.9,10,35,45,5,10,5,25,30,5,5,5
241086000,24,10,86,0,10,241086000,Rouyn-Noranda - (CD),95,70,25,10,60,20,46.8,10,85,90,0,20,20,45,50,5,25,15
241086010,24,10,86,10,10,241086010,Rollet - (CCS),25,20,5,0,15,10,49.3,0,25,25,0,5,10,10,10,0,10,5
241086050,24,10,86,50,10,241086050,McWatters - (CCS),40,30,15,0,30,5,45.9,0,35,35,5,10,10,20,20,0,10,5
241086060,24,10,86,60,10,241086060,Mont-Brun - (CCS),25,20,5,5,15,10,45.9,5,25,25,0,5,5,15,15,0,0,5
241087000,24,10,87,0,10,241087000,Abitibi-Ouest - (CD),325,235,100,45,240,45,44.6,30,305,320,10,70,85,180,230,15,45,35
241087015,24,10,87,15,10,241087015,Roquemaure - (CCS),30,25,5,5,25,5,43.8,5,30,35,0,5,10,20,20,5,5,5
241087025,24,10,87,25,10,241087025,Palmarolle - (CCS),60,40,25,10,40,10,42.8,5,55,60,5,15,10,30,40,0,10,5
241087030,24,10,87,30,10,241087030,Sainte-Germaine-BoulÇ - (CCS),40,25,15,5,25,5,43.5,5,35,40,0,5,10,25,25,5,5,5
241087035,24,10,87,35,10,241087035,Poularies - (CCS),30,20,10,5,20,5,47.4,5,25,30,0,5,10,15,15,0,10,0
241087045,24,10,87,45,10,241087045,Taschereau - (CCS),35,20,10,5,30,0,42.5,5,30,30,0,10,10,15,25,0,5,5
241087060,24,10,87,60,10,241087060,Macamic - (CCS),25,15,5,0,10,5,48.5,5,20,20,0,5,5,10,15,0,5,5
241087075,24,10,87,75,10,241087075,Clerval - (CCS),45,30,15,5,35,5,42.4,5,40,40,0,10,10,25,30,0,10,5
241087080,24,10,87,80,10,241087080,La Reine - (CCS),30,20,10,0,25,5,48.2,0,25,25,0,10,5,10,15,0,10,0
241087090,24,10,87,90,10,241087090,La Sarre - (CCS),50,35,10,10,35,10,46.5,5,45,45,5,5,15,25,30,5,5,10
241088000,24,10,88,0,10,241088000,Abitibi - (CD),275,205,70,35,180,60,46.5,35,240,270,5,60,85,130,165,20,35,55
241088010,24,10,88,10,10,241088010,Rochebaucourt - (CCS),40,25,10,5,20,10,45.8,10,25,40,0,15,15,15,25,0,5,10
241088022,24,10,88,22,10,241088022,Barraute - (CCS),25,20,5,0,15,5,45.7,5,25,20,0,5,10,10,15,0,5,5
241088040,24,10,88,40,10,241088040,Saint-Marc-de-Figuery - (CCS),25,20,10,10,15,5,43.3,5,25,25,0,5,5,15,15,5,5,0
241088045,24,10,88,45,10,241088045,La Motte - (CCS),45,35,10,5,35,10,45.6,0,45,50,0,10,20,15,20,0,5,15
241088055,24,10,88,55,10,241088055,Amos - (CCS),35,25,10,0,25,10,50.6,5,35,35,0,5,15,20,25,0,5,0
241088085,24,10,88,85,10,241088085,Sainte-Gertrude-Manneville - (CCS),65,50,15,10,45,15,46.5,5,60,65,0,15,10,40,45,5,5,10
241088904,24,10,88,904,10,241088904,Lac-Chicobi - (CCS),40,35,10,10,25,10,46.9,10,30,40,0,10,20,15,25,5,0,10
241089000,24,10,89,0,10,241089000,VallÇe-de-l'Or - (CD),70,55,15,15,40,10,43.6,5,60,60,5,15,15,35,30,10,15,5
241089030,24,10,89,30,10,241089030,Vassan - (CCS),35,30,10,5,20,5,42.9,5,35,35,0,10,5,15,20,0,10,5
241089045,24,10,89,45,10,241089045,Senneterre - (CCS),30,25,5,5,20,5,44.3,5,30,30,5,5,5,20,15,5,10,5
241100000,24,11,0,0,11,241100000,GaspÇsie--?les-de-la-Madeleine - (CAR),405,310,90,45,255,100,47.2,85,315,385,20,110,100,195,230,35,80,60
241101000,24,11,1,0,11,241101000,Les ?les-de-la-Madeleine - (CD),25,20,10,5,20,5,42.3,10,20,25,0,10,5,10,10,0,5,5
241101008,24,11,1,8,11,241101008,L'?le-du-Havre-Aubert - (CCS),30,20,10,10,20,0,42.3,10,20,30,0,10,10,10,10,5,5,5
241102000,24,11,2,0,11,241102000,Le Rocher-PercÇ - (CD),45,30,10,5,20,10,48.9,5,35,40,0,15,10,15,20,5,10,10
241102005,24,11,2,5,11,241102005,PercÇ - (CCS),40,30,15,5,20,10,48.9,5,35,40,0,10,15,20,20,5,10,5
241103000,24,11,3,0,11,241103000,La Cìte-de-GaspÇ - (CD),30,20,10,0,20,10,48.1,10,20,30,0,15,5,5,15,5,5,10
241103005,24,11,3,5,11,241103005,GaspÇ - (CCS),30,20,10,0,20,5,48.1,10,15,30,0,15,5,5,20,0,5,5
241104000,24,11,4,0,11,241104000,La Haute-GaspÇsie - (CD),40,30,10,5,30,10,49.0,10,30,40,0,5,15,15,25,0,5,5
241104047,24,11,4,47,11,241104047,Cap-Chat - (CCS),40,30,10,0,30,15,49.0,10,35,40,0,10,15,20,25,0,5,10
241105000,24,11,5,0,11,241105000,Bonaventure - (CD),160,125,30,15,100,40,47.7,30,130,145,15,40,40,75,80,15,40,25
241105010,24,11,5,10,11,241105010,Shigawake - (CCS),35,30,5,5,20,15,50.9,10,25,35,5,5,15,15,15,5,10,5
241105045,24,11,5,45,11,241105045,Bonaventure - (CCS),35,25,10,0,30,5,46.1,5,25,35,0,10,5,15,20,0,5,5
241105060,24,11,5,60,11,241105060,Caplan - (CCS),45,40,10,5,30,10,45.9,10,35,40,10,10,10,30,30,0,10,5
241105070,24,11,5,70,11,241105070,New Richmond - (CCS),40,30,10,5,25,10,48.5,5,35,40,0,10,10,15,15,5,10,5
241106000,24,11,6,0,11,241106000,Avignon - (CD),105,85,20,15,65,25,46.2,25,80,100,5,25,15,70,75,10,15,10
241106020,24,11,6,20,11,241106020,Nouvelle - (CCS),50,40,10,5,30,15,47.6,10,35,45,5,10,10,25,30,10,5,5
241106040,24,11,6,40,11,241106040,Saint-AndrÇ-de-Restigouche - (CCS),30,30,5,0,25,5,44.7,10,15,25,0,5,5,20,20,5,5,0
241106050,24,11,6,50,11,241106050,Saint-Alexis-de-MatapÇdia - (CCS),30,25,5,5,15,5,45.7,0,30,30,5,5,0,25,20,5,5,0
241200000,24,12,0,0,12,241200000,Chaudiäre-Appalaches - (CAR),"8,770","6,650","2,115","1,250","5,350","2,175",46.5,"2,150","6,620","8,475",295,"2,230","1,805","4,735","5,965",430,"1,270","1,110"
241217000,24,12,17,0,12,241217000,L'Islet - (CD),745,595,155,75,465,215,47.7,245,505,730,20,265,165,310,435,40,140,135
241217010,24,12,17,10,12,241217010,Saint-Pamphile - (CCS),75,50,25,10,45,15,45.7,15,60,75,0,25,20,35,50,10,10,10
241217015,24,12,17,15,12,241217015,Saint-Adalbert - (CCS),65,55,10,5,50,15,46.1,40,25,65,5,40,20,5,25,5,15,20
241217020,24,12,17,20,12,241217020,Saint-Marcel - (CCS),55,45,10,5,35,15,47.8,25,35,55,0,20,15,15,30,5,10,5
241217025,24,12,17,25,12,241217025,Sainte-FÇlicitÇ - (CCS),25,20,5,0,10,10,49.7,10,15,25,0,20,5,5,10,0,5,5
241217030,24,12,17,30,12,241217030,Sainte-PerpÇtue - (CCS),85,70,10,5,45,30,50.4,40,50,80,5,40,15,30,35,0,20,20
241217040,24,12,17,40,12,241217040,Saint-Damase-de-l'Islet - (CCS),40,30,5,0,15,20,53.0,10,25,40,0,15,10,10,20,0,5,10
241217045,24,12,17,45,12,241217045,Saint-Cyrille-de-Lessard - (CCS),30,25,10,0,15,5,46.8,10,20,30,0,10,5,15,15,5,5,10
241217055,24,12,17,55,12,241217055,Saint-Aubert - (CCS),65,60,10,10,40,20,47.5,20,45,65,5,20,15,35,35,5,15,15
241217060,24,12,17,60,12,241217060,Sainte-Louise - (CCS),60,45,20,10,40,15,45.0,15,50,60,5,15,10,30,40,0,10,5
241217065,24,12,17,65,12,241217065,Saint-Roch-des-Aulnaies - (CCS),50,45,10,10,30,15,46.2,10,40,50,0,5,15,30,35,0,10,5
241217070,24,12,17,70,12,241217070,Saint-Jean-Port-Joli - (CCS),90,70,20,5,70,15,47.3,20,70,90,0,30,20,40,55,5,20,15
241217078,24,12,17,78,12,241217078,L'Islet - (CCS),105,85,20,10,65,30,48.6,30,75,105,0,30,15,60,65,5,20,10
241218000,24,12,18,0,12,241218000,Montmagny - (CD),495,390,115,75,285,135,46.4,125,375,480,20,110,100,290,325,20,75,65
241218015,24,12,18,15,12,241218015,Saint-Fabien-de-Panet - (CCS),40,25,5,5,20,10,48.3,15,25,35,5,10,15,15,25,0,5,10
241218020,24,12,18,20,12,241218020,Sainte-Lucie-de-Beauregard - (CCS),30,30,5,5,25,5,45.9,20,10,30,0,15,15,0,10,0,10,10
241218025,24,12,18,25,12,241218025,Sainte-Apolline-de-Patton - (CCS),55,50,10,0,30,20,50.3,25,30,55,0,15,15,20,30,0,15,15
241218045,24,12,18,45,12,241218045,Cap-Saint-Ignace - (CCS),110,80,30,15,60,30,46.8,20,90,105,0,20,15,70,75,5,20,10
241218050,24,12,18,50,12,241218050,Montmagny - (CCS),85,65,15,10,45,25,48.5,15,70,80,0,10,20,50,65,5,10,10
241218055,24,12,18,55,12,241218055,Saint-Pierre-de-la-Riviäre-du-Sud - (CCS),50,45,10,10,35,5,43.1,15,40,50,0,10,5,35,35,0,10,10
241218060,24,12,18,60,12,241218060,Saint-Franáois-de-la-Riviäre-du-Sud - (CCS),125,95,30,30,65,30,44.0,15,110,115,5,20,20,85,100,10,15,5
241219000,24,12,19,0,12,241219000,Bellechasse - (CD),"1,425","1,095",330,190,890,345,46.3,290,"1,140","1,375",55,270,290,870,"1,040",65,155,170
241219005,24,12,19,5,12,241219005,Saint-PhilÇmon - (CCS),30,25,5,0,20,10,49.2,10,15,25,0,5,10,10,15,0,0,10
241219010,24,12,19,10,12,241219010,Notre-Dame-Auxiliatrice-de-Buckland - (CCS),35,30,5,0,20,15,50.2,15,25,35,0,10,15,15,20,5,0,5
241219015,24,12,19,15,12,241219015,Saint-Nazaire-de-Dorchester - (CCS),50,40,10,5,30,15,47.0,10,40,45,5,15,10,25,35,0,5,10
241219020,24,12,19,20,12,241219020,Saint-LÇon-de-Standon - (CCS),70,50,20,0,40,25,50.6,15,55,70,0,25,20,30,50,5,10,10
241219025,24,12,19,25,12,241219025,Saint-Malachie - (CCS),70,60,15,5,40,25,49.9,15,60,70,0,20,20,35,45,5,10,10
241219037,24,12,19,37,12,241219037,Armagh - (CCS),65,50,10,0,45,10,47.1,15,40,60,0,15,15,30,35,0,10,10
241219045,24,12,19,45,12,241219045,Saint-NÇrÇe - (CCS),40,35,10,0,25,10,50.0,10,30,35,5,5,15,20,20,0,5,10
241219050,24,12,19,50,12,241219050,Saint-Lazare-de-Bellechasse - (CCS),80,65,15,15,45,20,45.4,20,65,80,5,20,20,45,50,10,10,10
241219055,24,12,19,55,12,241219055,Sainte-Claire - (CCS),105,80,20,15,65,25,45.9,20,85,95,5,10,15,75,85,5,5,10
241219062,24,12,19,62,12,241219062,Saint-Anselme - (CCS),125,100,25,25,75,25,45.1,30,95,125,0,20,25,85,95,5,15,10
241219070,24,12,19,70,12,241219070,Honfleur - (CCS),110,85,25,10,80,25,45.4,15,95,105,5,10,15,80,95,5,5,5
241219075,24,12,19,75,12,241219075,Saint-Gervais - (CCS),185,135,55,35,115,35,44.5,25,160,175,10,30,30,130,150,10,5,10
241219082,24,12,19,82,12,241219082,Saint-Raphaâl - (CCS),70,55,10,10,35,25,48.4,25,45,70,0,25,20,25,35,0,10,20
241219090,24,12,19,90,12,241219090,La Durantaye - (CCS),55,40,15,5,40,10,45.3,5,50,55,5,10,15,40,40,5,5,5
241219097,24,12,19,97,12,241219097,Saint-Charles-de-Bellechasse - (CCS),130,90,35,20,85,25,44.5,15,105,120,5,15,20,85,90,5,15,15
241219105,24,12,19,105,12,241219105,Beaumont - (CCS),40,40,5,0,25,10,47.9,15,25,40,0,5,10,25,35,0,5,5
241219110,24,12,19,110,12,241219110,Saint-Michel-de-Bellechasse - (CCS),90,65,25,20,50,20,45.9,15,75,85,0,10,15,65,75,5,10,5
241219117,24,12,19,117,12,241219117,Saint-Vallier - (CCS),85,60,25,20,50,20,44.1,15,70,80,0,15,15,55,70,0,5,10
241224000,24,12,24,0,12,241224000,Desjardins - (CD),250,185,60,40,165,50,45.9,45,205,240,10,50,55,145,180,15,45,15
241224005,24,12,24,5,12,241224005,Saint-Henri - (CCS),180,125,50,30,110,35,45.2,30,145,170,10,35,35,105,130,10,30,10
241224010,24,12,24,10,12,241224010,Pintendre - (CCS),40,35,5,0,30,5,46.5,10,35,40,0,5,15,30,35,0,5,5
241224015,24,12,24,15,12,241224015,Saint-Joseph-de-la-Pointe-de-LÇvy - (CCS),30,25,10,5,20,10,48.8,5,25,30,0,10,5,15,20,0,10,0
241225000,24,12,25,0,12,241225000,Les Chutes-de-la-Chaudiäre - (CD),235,165,70,25,145,60,47.2,45,185,220,10,55,55,120,155,10,45,25
241225005,24,12,25,5,12,241225005,Saint-Lambert-de-Lauzon - (CCS),60,40,20,5,45,10,45.3,10,50,60,5,15,15,35,45,5,10,5
241225010,24,12,25,10,12,241225010,Saint-êtienne-de-Lauzon - (CCS),30,20,5,5,15,10,48.3,10,20,30,0,10,10,15,20,0,10,0
241225020,24,12,25,20,12,241225020,Saint-Jean-Chrysostome - (CCS),50,35,15,0,30,10,46.7,10,40,50,5,15,10,20,35,0,5,5
241225043,24,12,25,43,12,241225043,Saint-Nicolas - (CCS),90,70,20,5,60,25,48.3,15,70,85,5,25,20,45,55,5,20,10
241226000,24,12,26,0,12,241226000,La Nouvelle-Beauce - (CD),"1,070",795,280,180,665,225,45.2,190,880,"1,035",35,150,195,720,865,45,90,70
241226005,24,12,26,5,12,241226005,Frampton - (CCS),95,75,20,20,60,20,45.0,25,70,90,5,25,20,50,70,0,10,10
241226010,24,12,26,10,12,241226010,Saints-Anges - (CCS),100,75,20,15,65,20,44.8,10,90,95,5,15,25,60,80,5,5,5
241226022,24,12,26,22,12,241226022,Saint-ElzÇar - (CCS),120,85,35,20,75,25,44.7,25,90,120,5,15,30,80,100,5,10,5
241226030,24,12,26,30,12,241226030,Sainte-Marie - (CCS),140,105,30,25,75,40,46.2,35,100,130,5,20,25,95,100,10,10,10
241226035,24,12,26,35,12,241226035,Sainte-Marguerite - (CCS),115,80,30,15,80,20,45.9,25,90,110,5,20,15,80,95,10,10,5
241226040,24,12,26,40,12,241226040,Sainte-HÇnÇdine - (CCS),90,65,20,10,50,25,46.1,5,80,90,5,5,20,60,75,0,10,0
241226048,24,12,26,48,12,241226048,Scott - (CCS),25,25,5,5,15,5,46.6,10,20,25,0,5,10,15,20,0,0,5
241226055,24,12,26,55,12,241226055,Saint-Bernard - (CCS),205,145,65,40,150,20,43.0,30,180,205,5,20,35,155,190,5,10,0
241226063,24,12,26,63,12,241226063,Saint-Isidore - (CCS),180,135,45,30,100,50,46.6,25,150,175,10,30,25,125,145,5,15,20
241227000,24,12,27,0,12,241227000,Robert-Cliche - (CD),700,535,160,110,405,190,47.2,155,545,665,30,185,130,385,475,35,110,75
241227008,24,12,27,8,12,241227008,Saint-Victor - (CCS),155,120,35,25,85,50,47.6,50,105,150,5,50,25,85,100,10,25,25
241227015,24,12,27,15,12,241227015,Saint-Alfred - (CCS),20,15,0,5,10,5,47.3,10,10,20,0,15,0,5,10,5,10,0
241227028,24,12,27,28,12,241227028,Beauceville - (CCS),75,60,15,10,45,20,46.5,25,50,70,5,25,15,35,50,5,15,10
241227035,24,12,27,35,12,241227035,Saint-Odilon-de-Cranbourne - (CCS),90,75,20,15,55,20,46.7,20,75,85,10,20,15,55,75,0,10,5
241227043,24,12,27,43,12,241227043,Saint-Joseph-de-Beauce - (CCS),115,85,35,20,65,30,46.1,20,100,115,0,30,20,65,90,5,20,10
241227050,24,12,27,50,12,241227050,Saint-Joseph-des-êrables - (CCS),55,45,15,10,35,10,44.4,0,55,55,5,5,10,40,45,0,5,5
241227055,24,12,27,55,12,241227055,Saint-Jules - (CCS),60,45,15,10,35,15,47.4,10,50,60,0,15,20,30,40,5,5,10
241227065,24,12,27,65,12,241227065,Saint-FrÇdÇric - (CCS),95,70,25,10,60,25,48.5,15,80,95,5,20,25,50,60,5,20,10
241227070,24,12,27,70,12,241227070,Saint-SÇverin - (CCS),20,20,0,0,10,15,56.4,10,10,20,0,5,5,5,15,5,0,0
241228000,24,12,28,0,12,241228000,Les Etchemins - (CD),435,345,85,35,270,135,49.2,155,280,430,10,185,100,150,230,25,80,100
241228005,24,12,28,5,12,241228005,Saint-Zacharie - (CCS),90,70,15,5,60,25,49.0,30,60,85,5,45,20,25,45,5,15,25
241228015,24,12,28,15,12,241228015,Sainte-AurÇlie - (CCS),30,25,5,0,25,5,48.7,15,10,30,0,20,5,5,10,0,5,10
241228020,24,12,28,20,12,241228020,Saint-Prosper - (CCS),55,50,10,5,25,25,51.6,20,35,55,0,25,15,20,25,0,10,10
241228025,24,12,28,25,12,241228025,Saint-Benjamin - (CCS),25,20,5,5,25,5,48.0,10,20,25,0,10,5,10,10,5,5,10
241228030,24,12,28,30,12,241228030,Sainte-Rose-de-Watford - (CCS),35,25,5,10,15,15,51.6,10,25,35,0,15,10,15,25,0,5,0
241228035,24,12,28,35,12,241228035,Saint-Louis-de-Gonzague - (CCS),35,30,5,0,25,10,50.0,25,10,35,0,15,5,10,15,0,5,15
241228040,24,12,28,40,12,241228040,Saint-Cyprien - (CCS),25,20,0,0,20,0,45.5,10,15,25,0,20,5,5,5,5,10,10
241228045,24,12,28,45,12,241228045,Sainte-Justine - (CCS),30,25,10,0,15,15,52.7,5,30,30,0,5,15,10,20,5,5,5
241228055,24,12,28,55,12,241228055,Sainte-Germaine-du-Lac-Etchemin - (CCS),45,30,10,5,25,20,48.4,10,30,45,0,5,10,25,30,0,5,0
241228065,24,12,28,65,12,241228065,Sainte-Sabine - (CCS),35,25,10,5,20,10,46.3,5,30,35,0,10,10,15,25,5,5,5
241228070,24,12,28,70,12,241228070,Saint-Camille-de-Lellis - (CCS),30,25,5,0,20,10,46.7,10,20,30,5,10,5,15,15,5,5,5
241229000,24,12,29,0,12,241229000,Beauce-Sartigan - (CD),955,725,230,160,545,245,46.4,345,605,930,25,370,190,395,550,40,185,180
241229005,24,12,29,5,12,241229005,Saint-ThÇophile - (CCS),65,50,15,10,50,10,45.1,30,35,65,0,35,20,15,25,5,10,20
241229015,24,12,29,15,12,241229015,Saint-GÇdÇon - (CCS),45,35,5,10,25,10,46.2,10,35,40,0,10,10,25,20,0,10,5
241229020,24,12,29,20,12,241229020,Saint-Hilaire-de-Dorset - (CCS),30,25,5,5,20,10,49.1,10,20,30,0,20,5,10,20,5,10,0
241229025,24,12,29,25,12,241229025,Saint-êvariste-de-Forsyth - (CCS),90,70,25,20,50,25,46.3,35,50,90,0,45,15,30,60,5,15,20
241229038,24,12,29,38,12,241229038,Saint-HonorÇ-de-Shenley - (CCS),160,125,45,30,90,40,45.4,55,110,160,10,50,30,85,115,5,25,20
241229045,24,12,29,45,12,241229045,Saint-Martin - (CCS),60,45,10,15,30,15,45.7,15,45,55,5,15,10,35,40,0,10,20
241229057,24,12,29,57,12,241229057,Saint-Cìme-Liniäre - (CCS),95,75,20,20,65,15,45.8,30,60,95,0,40,15,40,45,5,25,20
241229070,24,12,29,70,12,241229070,Saint-Georges-Est - (CCS),65,55,10,5,35,25,49.1,25,40,65,0,25,15,25,40,5,10,10
241229085,24,12,29,85,12,241229085,Aubert-Gallion - (CCS),45,30,15,5,30,10,46.7,20,25,40,5,20,5,15,25,5,10,10
