areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BAGEDIS01,CAGEDIS02,DAGEDIS03,ATOTAL1,BAGEDIS011,CAGEDIS021,DAGEDIS031,ATOTAL2,BAGEDIS012,CAGEDIS022,DAGEDIS032
241231070,24,12,31,70,12,241231070,SacrÇ-Coeur-de-Marie-Partie-Sud - (CCS),50,10,25,10,20,0,15,5,30,5,15,5
241231080,24,12,31,80,12,241231080,Thetford-Partie-Sud - (CCS),60,5,30,20,20,0,15,10,35,5,20,10
241231095,24,12,31,95,12,241231095,Saint-Adrien-d'Irlande - (CCS),55,0,40,10,25,5,15,5,30,0,25,5
241231100,24,12,31,100,12,241231100,Saint-Jean-de-BrÇbeuf - (CCS),65,10,30,25,30,0,10,15,35,10,20,10
241231105,24,12,31,105,12,241231105,Kinnear's Mills - (CCS),60,15,25,15,30,5,10,10,30,10,15,5
241231110,24,12,31,110,12,241231110,Pontbriand - (CCS),45,10,25,15,25,5,15,5,20,0,15,10
241231130,24,12,31,130,12,241231130,SacrÇ-Coeur-de-JÇsus - (CCS),100,20,45,30,50,10,25,15,50,10,25,15
241231135,24,12,31,135,12,241231135,Saint-Pierre-de-Broughton - (CCS),115,20,65,25,50,5,35,10,60,10,35,15
241231140,24,12,31,140,12,241231140,Saint-Jacques-de-Leeds - (CCS),110,15,65,30,35,5,25,10,75,10,45,25
241233000,24,12,33,0,12,241233000,Lotbiniäre - (CD),"1,315",205,835,280,450,60,260,130,870,150,580,145
241233007,24,12,33,7,12,241233007,Saint-Sylvestre - (CCS),130,20,75,35,50,5,25,15,85,15,50,20
241233017,24,12,33,17,12,241233017,Sainte-Agathe-de-Lotbiniäre - (CCS),115,20,70,25,45,10,25,15,70,10,45,15
241233025,24,12,33,25,12,241233025,Saint-Patrice-de-Beaurivage - (CCS),115,20,65,30,35,0,25,10,75,15,45,20
241233030,24,12,33,30,12,241233030,Saint-Narcisse-de-Beaurivage - (CCS),135,15,90,25,30,5,20,5,105,15,75,20
241233035,24,12,33,35,12,241233035,Saint-Gilles - (CCS),70,10,45,15,20,0,15,10,45,10,30,5
241233040,24,12,33,40,12,241233040,Dosquet - (CCS),45,5,25,15,15,0,10,5,30,5,20,10
241233045,24,12,33,45,12,241233045,Saint-Agapit - (CCS),65,10,45,10,25,5,15,10,40,10,30,5
241233052,24,12,33,52,12,241233052,Saint-Flavien - (CCS),80,10,50,15,35,5,30,5,40,5,30,10
241233065,24,12,33,65,12,241233065,Saint-Janvier-de-Joly - (CCS),50,5,35,5,15,0,10,0,35,5,25,5
241233070,24,12,33,70,12,241233070,Val-Alain - (CCS),25,5,15,0,15,0,5,0,10,0,10,0
241233080,24,12,33,80,12,241233080,Saint-êdouard-de-Lotbiniäre - (CCS),80,20,40,20,35,5,15,10,50,15,25,10
241233085,24,12,33,85,12,241233085,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun - (CCS),60,10,45,5,15,0,10,5,50,10,35,5
241233090,24,12,33,90,12,241233090,Saint-Apollinaire - (CCS),50,5,40,5,25,5,15,5,25,5,20,0
241233095,24,12,33,95,12,241233095,Saint-Antoine-de-Tilly - (CCS),55,5,30,20,30,5,10,15,25,0,20,10
241233105,24,12,33,105,12,241233105,Sainte-Croix - (CCS),85,10,60,20,25,5,15,10,60,10,40,10
241233115,24,12,33,115,12,241233115,Lotbiniäre - (CCS),75,10,50,15,30,5,15,10,45,5,30,5
241233123,24,12,33,123,12,241233123,Leclercville - (CCS),80,15,50,5,15,0,10,5,65,20,45,0
241300000,24,13,0,0,13,241300000,MontÇrÇgie - (CAR),"11,220","1,515","6,565","3,135","4,275",430,"2,345","1,500","6,945","1,085","4,220","1,640"
241346000,24,13,46,0,13,241346000,Brome-Missisquoi - (CD),"1,075",120,635,320,425,40,230,160,650,85,400,160
241346010,24,13,46,10,13,241346010,Frelighsburg - (CCS),50,0,25,25,25,0,10,15,25,0,10,10
241346017,24,13,46,17,13,241346017,Saint-Armand - (CCS),90,10,50,30,30,5,15,10,55,5,35,20
241346025,24,13,46,25,13,241346025,Saint-Pierre-de-VÇronne-Ö-Pike-River - (CCS),70,10,35,20,25,5,15,5,40,5,25,15
241346040,24,13,46,40,13,241346040,Bedford - (CCS),45,0,30,10,10,0,5,5,35,0,30,5
241346045,24,13,46,45,13,241346045,Stanbridge East - (CCS),65,10,40,20,35,10,20,10,25,5,15,5
241346050,24,13,46,50,13,241346050,Dunham - (CCS),185,15,110,55,70,5,35,30,110,5,75,30
241346060,24,13,46,60,13,241346060,Sutton - (CCS),60,5,30,20,35,0,15,15,25,5,15,5
241346065,24,13,46,65,13,241346065,Bolton-Ouest - (CCS),50,0,20,25,20,0,5,10,30,5,15,15
241346075,24,13,46,75,13,241346075,Lac-Brome - (CCS),115,15,65,35,55,5,30,25,55,10,35,15
241346090,24,13,46,90,13,241346090,Brigham - (CCS),80,5,55,15,30,0,20,10,45,10,35,5
241346095,24,13,46,95,13,241346095,Saint-Ignace-de-Stanbridge - (CCS),70,15,45,10,20,0,15,5,55,10,35,5
241346100,24,13,46,100,13,241346100,Notre-Dame-de-Stanbridge - (CCS),50,10,30,10,15,0,10,5,30,5,20,5
241346105,24,13,46,105,13,241346105,Sainte-Sabine - (CCS),75,15,45,15,20,5,15,5,55,10,35,15
241346112,24,13,46,112,13,241346112,Farnham - (CCS),75,10,45,20,30,5,20,10,45,5,25,10
241347000,24,13,47,0,13,241347000,La Haute-Yamaska - (CD),730,100,445,190,245,20,135,85,485,80,310,100
241347005,24,13,47,5,13,241347005,Bromont - (CCS),65,5,40,15,25,5,15,15,40,5,30,10
241347010,24,13,47,10,13,241347010,Saint-Alphonse - (CCS),80,10,55,20,20,0,10,10,60,5,40,10
241347020,24,13,47,20,13,241347020,Granby - (CCS),125,20,65,40,40,0,20,20,85,15,50,25
241347035,24,13,47,35,13,241347035,Shefford - (CCS),105,10,60,35,45,5,20,20,65,10,40,15
241347040,24,13,47,40,13,241347040,Saint-Joachim-de-Shefford - (CCS),140,20,90,30,40,5,25,10,105,20,65,20
241347047,24,13,47,47,13,241347047,Roxton Pond - (CCS),125,20,75,30,40,5,20,10,85,15,55,15
241347055,24,13,47,55,13,241347055,Sainte-CÇcile-de-Milton - (CCS),95,20,50,25,35,5,25,10,55,10,25,15
241348000,24,13,48,0,13,241348000,Acton - (CD),670,110,445,115,205,25,135,45,465,90,310,70
241348005,24,13,48,5,13,241348005,BÇthanie - (CCS),45,5,30,10,10,0,10,5,35,5,20,10
241348015,24,13,48,15,13,241348015,Roxton - (CCS),160,15,115,30,70,5,45,20,95,10,70,10
241348020,24,13,48,20,13,241348020,Sainte-Christine - (CCS),75,10,50,15,25,5,15,5,45,10,35,10
241348028,24,13,48,28,13,241348028,Acton Vale - (CCS),95,20,55,20,20,5,10,5,75,20,45,15
241348038,24,13,48,38,13,241348038,Upton - (CCS),110,25,75,15,30,5,20,5,85,15,55,5
241348045,24,13,48,45,13,241348045,Saint-ThÇodore-d'Acton - (CCS),90,20,60,10,25,5,15,5,65,15,40,10
241348050,24,13,48,50,13,241348050,Saint-Nazaire-d'Acton - (CCS),90,15,65,10,25,0,25,0,65,15,45,5
241353000,24,13,53,0,13,241353000,Le Bas-Richelieu - (CD),475,65,285,125,175,10,105,55,295,55,175,70
241353005,24,13,53,5,13,241353005,Saint-David - (CCS),90,15,55,30,30,5,20,10,60,10,35,15
241353015,24,13,53,15,13,241353015,Saint-AimÇ - (CCS),80,10,50,15,25,0,15,5,55,5,40,10
241353020,24,13,53,20,13,241353020,Saint-Robert - (CCS),60,10,40,10,25,0,15,5,35,10,25,0
241353025,24,13,53,25,13,241353025,Sainte-Victoire-de-Sorel - (CCS),50,10,35,10,20,0,10,5,35,5,20,10
241353032,24,13,53,32,13,241353032,Saint-Ours - (CCS),50,5,30,15,15,0,10,5,30,5,20,5
241353040,24,13,53,40,13,241353040,Saint-Roch-de-Richelieu - (CCS),55,10,30,20,25,0,15,10,25,5,10,5
241353080,24,13,53,80,13,241353080,Saint-Michel-d'Yamaska - (CCS),55,5,30,20,25,0,10,10,35,5,15,10
241353085,24,13,53,85,13,241353085,Saint-GÇrard-Majella - (CCS),30,10,10,5,10,0,5,5,15,5,5,5
241354000,24,13,54,0,13,241354000,Les Maskoutains - (CD),"1,845",295,"1,100",460,665,85,375,210,"1,185",210,730,250
241354010,24,13,54,10,13,241354010,Saint-Pie - (CCS),180,35,105,40,60,10,40,15,120,25,70,30
241354020,24,13,54,20,13,241354020,Saint-Damase - (CCS),155,15,100,45,70,5,40,30,85,10,60,15
241354030,24,13,54,30,13,241354030,Sainte-Marie-Madeleine - (CCS),95,10,60,20,30,5,25,5,60,10,40,10
241354035,24,13,54,35,13,241354035,La PrÇsentation - (CCS),155,30,65,60,55,10,20,30,95,20,45,30
241354040,24,13,54,40,13,241354040,Saint-Thomas-d'Aquin - (CCS),70,10,35,20,30,0,20,10,35,10,10,15
241354045,24,13,54,45,13,241354045,Saint-Hyacinthe - (CCS),85,10,55,25,35,0,25,10,55,0,30,15
241354060,24,13,54,60,13,241354060,Saint-Dominique - (CCS),110,15,60,30,40,5,15,15,70,10,45,20
241354065,24,13,54,65,13,241354065,Saint-ValÇrien-de-Milton - (CCS),185,35,110,40,60,10,30,20,125,25,80,20
241354072,24,13,54,72,13,241354072,Saint-Liboire - (CCS),120,25,75,25,35,5,15,15,90,20,55,15
241354085,24,13,54,85,13,241354085,Sainte-Rosalie - (CCS),75,10,45,15,25,0,15,10,45,10,30,10
241354090,24,13,54,90,13,241354090,Saint-Simon - (CCS),80,10,50,20,20,5,10,10,55,10,40,10
241354095,24,13,54,95,13,241354095,Sainte-HÇläne-de-Bagot - (CCS),110,25,70,20,35,5,25,5,75,15,45,10
241354100,24,13,54,100,13,241354100,Saint-Hugues - (CCS),130,15,90,20,50,5,30,10,85,10,60,15
241354105,24,13,54,105,13,241354105,Saint-BarnabÇ-Sud - (CCS),75,10,45,20,25,5,15,10,45,5,30,15
241354110,24,13,54,110,13,241354110,Saint-Jude - (CCS),85,20,50,20,35,5,20,10,50,10,30,10
241354115,24,13,54,115,13,241354115,Saint-Bernard-de-Michaudville - (CCS),45,10,20,15,15,0,5,10,30,5,10,10
241354120,24,13,54,120,13,241354120,Saint-Louis - (CCS),50,10,35,10,20,0,10,5,30,5,25,5
241354125,24,13,54,125,13,241354125,Saint-Marcel-de-Richelieu - (CCS),50,5,30,10,15,5,5,5,35,0,25,5
241355000,24,13,55,0,13,241355000,Rouville - (CD),800,110,495,195,310,35,185,95,490,75,315,100
241355008,24,13,55,8,13,241355008,Ange-Gardien - (CCS),170,25,115,30,70,5,50,15,100,20,70,15
241355015,24,13,55,15,13,241355015,Saint-Paul-d'Abbotsford - (CCS),170,25,100,50,65,5,40,20,100,20,55,25
241355023,24,13,55,23,13,241355023,Saint-CÇsaire - (CCS),120,15,85,25,60,5,30,20,70,5,55,5
241355030,24,13,55,30,13,241355030,Sainte-Angäle-de-Monnoir - (CCS),70,10,45,10,20,5,10,10,50,5,40,5
241355037,24,13,55,37,13,241355037,Rougemont - (CCS),110,10,70,25,45,5,30,15,60,5,40,15
241355048,24,13,55,48,13,241355048,Marieville - (CCS),65,10,35,15,20,0,10,5,40,10,25,10
241355057,24,13,55,57,13,241355057,Richelieu - (CCS),30,0,15,10,10,0,5,10,20,5,10,5
241355065,24,13,55,65,13,241355065,Saint-Mathias-sur-Richelieu - (CCS),60,10,30,20,20,0,10,10,40,5,25,10
241356000,24,13,56,0,13,241356000,Le Haut-Richelieu - (CD),"1,015",130,575,310,350,35,205,120,660,95,370,190
241356010,24,13,56,10,13,241356010,Saint-Georges-de-Clarenceville - (CCS),45,10,25,15,20,5,10,10,25,5,15,10
241356015,24,13,56,15,13,241356015,Noyan - (CCS),30,5,20,10,10,0,10,5,20,5,10,0
241356025,24,13,56,25,13,241356025,Notre-Dame-du-Mont-Carmel - (CCS),45,0,30,15,20,0,10,10,25,5,20,5
241356030,24,13,56,30,13,241356030,Saint-Valentin - (CCS),60,5,45,15,25,0,15,5,35,5,25,5
241356042,24,13,56,42,13,241356042,Henryville - (CCS),95,15,55,25,20,5,10,5,80,15,45,25
241356050,24,13,56,50,13,241356050,Saint-SÇbastien - (CCS),80,10,40,30,25,0,15,10,55,10,25,15
241356055,24,13,56,55,13,241356055,Saint-Alexandre - (CCS),115,20,75,25,25,0,15,10,90,15,55,15
241356060,24,13,56,60,13,241356060,Sainte-Anne-de-Sabrevois - (CCS),70,15,30,25,20,0,15,5,45,10,20,20
241356065,24,13,56,65,13,241356065,Saint-Blaise-sur-Richelieu - (CCS),55,10,25,20,15,0,5,10,40,5,20,10
241356070,24,13,56,70,13,241356070,L'Acadie - (CCS),60,5,30,25,25,0,15,10,30,0,15,15
241356075,24,13,56,75,13,241356075,Saint-Luc - (CCS),30,5,15,10,20,0,15,5,10,0,5,0
241356080,24,13,56,80,13,241356080,Saint-Jean-sur-Richelieu - (CCS),25,5,15,5,10,0,5,0,15,0,10,5
241356090,24,13,56,90,13,241356090,Saint-Athanase - (CCS),65,5,35,20,40,10,25,10,25,0,15,10
241356097,24,13,56,97,13,241356097,Mont-Saint-GrÇgoire - (CCS),130,15,80,40,40,0,25,15,95,10,50,30
241356105,24,13,56,105,13,241356105,Sainte-Brigide-d'Iberville - (CCS),100,10,65,30,35,5,25,10,65,5,40,15
241357000,24,13,57,0,13,241357000,La VallÇe-du-Richelieu - (CD),650,75,345,230,285,30,145,105,365,45,205,120
241357010,24,13,57,10,13,241357010,Carignan - (CCS),55,5,30,25,35,5,15,15,25,0,20,5
241357020,24,13,57,20,13,241357020,Saint-Basile-le-Grand - (CCS),25,0,10,10,15,5,10,5,10,5,5,0
241357035,24,13,57,35,13,241357035,Mont-Saint-Hilaire - (CCS),160,20,90,50,75,10,35,30,85,10,50,25
241357045,24,13,57,45,13,241357045,Saint-Mathieu-de-Beloeil - (CCS),65,10,30,25,25,5,10,10,40,5,20,15
241357050,24,13,57,50,13,241357050,Saint-Marc-sur-Richelieu - (CCS),80,5,45,30,30,5,20,10,50,5,25,20
241357057,24,13,57,57,13,241357057,Saint-Charles-sur-Richelieu - (CCS),75,10,40,25,20,5,10,10,50,5,30,15
241357068,24,13,57,68,13,241357068,Saint-Denis-sur-Richelieu - (CCS),110,15,65,40,50,10,30,15,65,10,35,25
241357075,24,13,57,75,13,241357075,Saint-Antoine-sur-Richelieu - (CCS),75,5,40,30,40,0,20,15,40,5,25,15
241358000,24,13,58,0,13,241358000,Champlain - (CD),25,5,10,10,15,0,5,5,15,5,5,0
241358020,24,13,58,20,13,241358020,Saint-Hubert - (CCS),30,5,10,10,15,0,5,10,15,5,10,5
241359000,24,13,59,0,13,241359000,Lajemmerais - (CD),280,35,170,80,135,15,75,45,150,15,100,30
241359005,24,13,59,5,13,241359005,Boucherville - (CCS),45,10,20,20,20,0,15,5,25,5,10,15
241359015,24,13,59,15,13,241359015,Saint-Amable - (CCS),40,0,25,10,10,0,10,5,20,0,15,5
241359020,24,13,59,20,13,241359020,Varennes - (CCS),50,10,30,15,25,5,15,10,20,0,15,0
241359025,24,13,59,25,13,241359025,Verchäres - (CCS),90,10,60,25,40,5,20,15,50,5,35,10
241359030,24,13,59,30,13,241359030,Calixa-LavallÇe - (CCS),65,5,40,20,35,5,10,15,30,0,25,5
241367000,24,13,67,0,13,241367000,Roussillon - (CD),305,40,155,110,150,15,70,60,160,25,85,50
241367005,24,13,67,5,13,241367005,Saint-Mathieu - (CCS),35,0,20,15,20,0,5,15,15,0,10,5
241367010,24,13,67,10,13,241367010,Saint-Philippe - (CCS),55,5,30,20,40,5,20,15,20,0,5,10
241367035,24,13,67,35,13,241367035,Saint-Constant - (CCS),60,10,30,25,30,5,10,10,35,5,15,10
241367040,24,13,67,40,13,241367040,Saint-Isidore - (CCS),75,10,40,25,25,0,15,10,45,10,30,10
241367045,24,13,67,45,13,241367045,Mercier - (CCS),75,5,35,30,35,0,15,15,40,5,20,15
241368000,24,13,68,0,13,241368000,Les Jardins-de-Napierville - (CD),"1,030",135,580,325,390,40,205,145,645,95,375,175
241368005,24,13,68,5,13,241368005,Saint-Bernard-de-Lacolle - (CCS),80,5,45,35,30,0,15,15,50,10,25,15
241368015,24,13,68,15,13,241368015,Hemmingford - (CCS),145,15,75,55,55,10,20,25,90,10,55,30
241368020,24,13,68,20,13,241368020,Sainte-Clotilde-de-ChÉteauguay - (CCS),85,10,45,30,30,0,15,15,50,10,25,15
241368025,24,13,68,25,13,241368025,Saint-Patrice-de-Sherrington - (CCS),135,25,85,35,45,5,30,15,90,15,55,15
241368035,24,13,68,35,13,241368035,Saint-Cyprien-de-Napierville - (CCS),120,15,60,45,50,5,25,20,75,10,35,25
241368040,24,13,68,40,13,241368040,Saint-Jacques-le-Mineur - (CCS),65,5,35,20,40,0,20,15,30,5,15,10
241368045,24,13,68,45,13,241368045,Saint-êdouard - (CCS),85,10,60,10,25,10,20,0,55,10,40,10
241368050,24,13,68,50,13,241368050,Saint-Michel - (CCS),135,15,75,45,40,5,15,15,95,10,55,30
241368055,24,13,68,55,13,241368055,Saint-RÇmi - (CCS),180,25,110,50,70,5,45,20,115,20,65,25
241369000,24,13,69,0,13,241369000,Le Haut-Saint-Laurent - (CD),"1,025",130,600,290,405,40,220,145,620,90,385,145
241369005,24,13,69,5,13,241369005,Havelock - (CCS),70,5,40,30,35,0,25,15,35,5,15,20
241369010,24,13,69,10,13,241369010,Franklin - (CCS),120,10,75,35,50,5,35,20,70,10,45,15
241369017,24,13,69,17,13,241369017,Saint-Chrysostome - (CCS),115,20,60,35,60,15,30,15,60,5,30,25
241369030,24,13,69,30,13,241369030,Träs-Saint-Sacrement - (CCS),105,10,70,30,45,5,25,15,65,10,40,10
241369037,24,13,69,37,13,241369037,Ormstown - (CCS),135,20,75,40,60,5,35,25,70,10,40,15
241369045,24,13,69,45,13,241369045,Hinchinbrooke - (CCS),125,15,80,30,45,0,25,20,80,15,55,15
241369050,24,13,69,50,13,241369050,Elgin - (CCS),60,5,40,15,25,5,10,5,40,0,25,15
241369060,24,13,69,60,13,241369060,Godmanchester - (CCS),110,20,70,25,40,5,25,10,70,10,45,10
241369065,24,13,69,65,13,241369065,Sainte-Barbe - (CCS),35,5,15,10,15,0,5,5,20,5,10,10
241369070,24,13,69,70,13,241369070,Saint-Anicet - (CCS),115,15,75,30,25,5,10,15,90,15,60,15
241369075,24,13,69,75,13,241369075,Dundee - (CCS),35,5,15,5,10,5,0,5,25,5,15,5
241370000,24,13,70,0,13,241370000,Beauharnois-Salaberry - (CD),520,70,320,125,190,20,110,65,320,50,215,60
241370012,24,13,70,12,13,241370012,Sainte-Martine - (CCS),170,30,100,40,65,5,40,15,105,20,55,25
241370025,24,13,70,25,13,241370025,Beauharnois - (CCS),50,5,35,10,10,0,5,5,40,0,30,5
241370030,24,13,70,30,13,241370030,Saint-êtienne-de-Beauharnois - (CCS),35,0,30,5,10,0,10,0,25,5,15,0
241370035,24,13,70,35,13,241370035,Saint-Louis-de-Gonzague - (CCS),95,15,60,25,35,5,15,20,60,10,40,10
241370040,24,13,70,40,13,241370040,Saint-Stanislas-de-Kostka - (CCS),65,10,40,15,25,0,10,15,40,5,30,0
241370055,24,13,70,55,13,241370055,Saint-TimothÇe - (CCS),100,5,65,30,45,0,30,15,55,5,35,15
241371000,24,13,71,0,13,241371000,Vaudreuil-Soulanges - (CD),770,105,405,255,325,30,155,140,445,75,250,120
241371015,24,13,71,15,13,241371015,Saint-TÇlesphore - (CCS),80,15,35,30,30,5,10,15,45,10,20,15
241371020,24,13,71,20,13,241371020,Saint-Polycarpe - (CCS),120,15,60,40,40,5,20,15,80,15,45,20
241371040,24,13,71,40,13,241371040,Coteau-du-Lac - (CCS),50,10,30,10,15,0,10,5,30,5,20,5
241371045,24,13,71,45,13,241371045,Saint-Clet - (CCS),50,10,25,10,30,5,10,10,20,5,10,0
241371050,24,13,71,50,13,241371050,Les Cädres - (CCS),95,15,45,35,45,5,20,20,50,5,25,20
241371083,24,13,71,83,13,241371083,Vaudreuil-Dorion - (CCS),95,5,45,40,45,0,20,25,50,5,30,15
241371110,24,13,71,110,13,241371110,Sainte-Marthe - (CCS),90,10,50,30,50,5,30,20,35,5,25,10
241371115,24,13,71,115,13,241371115,Sainte-Justine-de-Newton - (CCS),75,10,40,25,25,5,10,10,50,0,30,15
241371125,24,13,71,125,13,241371125,Träs-Saint-RÇdempteur - (CCS),30,5,20,5,15,5,10,5,20,5,15,0
241371133,24,13,71,133,13,241371133,Rigaud - (CCS),90,15,50,30,30,0,15,15,60,10,35,15
241400000,24,14,0,0,14,241400000,Centre-du-QuÇbec - (CAR),"5,625",875,"3,545","1,210","1,995",240,"1,150",600,"3,630",635,"2,395",600
241432000,24,14,32,0,14,241432000,L'êrable - (CD),"1,100",170,660,275,425,45,230,145,680,120,430,130
241432013,24,14,32,13,14,241432013,Saint-Ferdinand - (CCS),145,20,85,40,65,5,35,25,75,10,50,15
241432023,24,14,32,23,14,241432023,Sainte-Sophie-d'Halifax - (CCS),120,20,75,25,45,0,25,10,80,20,50,10
241432033,24,14,32,33,14,241432033,Princeville - (CCS),135,25,85,30,40,5,25,10,100,20,60,20
241432045,24,14,32,45,14,241432045,Plessisville - (CCS),145,20,85,40,55,5,30,25,95,15,60,15
241432050,24,14,32,50,14,241432050,Saint-Pierre-Baptiste - (CCS),95,10,60,20,45,5,25,15,50,5,35,10
241432058,24,14,32,58,14,241432058,Inverness - (CCS),165,25,90,45,75,15,35,25,90,15,55,20
241432065,24,14,32,65,14,241432065,Lyster - (CCS),115,25,65,25,30,5,15,15,85,20,50,15
241432072,24,14,32,72,14,241432072,Laurierville - (CCS),115,10,70,30,40,5,25,15,70,10,50,10
241432080,24,14,32,80,14,241432080,Notre-Dame-de-Lourdes - (CCS),40,10,20,5,20,5,10,5,20,5,10,5
241432085,24,14,32,85,14,241432085,Villeroy - (CCS),25,0,15,15,15,0,5,5,10,0,5,5
241438000,24,14,38,0,14,241438000,BÇcancour - (CD),740,100,495,145,270,25,175,70,475,75,320,80
241438005,24,14,38,5,14,241438005,Saint-Sylväre - (CCS),85,15,55,15,30,5,15,10,55,10,40,5
241438010,24,14,38,10,14,241438010,BÇcancour - (CCS),305,25,205,70,125,5,90,30,180,20,120,40
241438020,24,14,38,20,14,241438020,Lemieux - (CCS),45,5,30,10,20,0,5,5,25,5,20,0
241438035,24,14,38,35,14,241438035,Sainte-Franáoise - (CCS),45,5,30,10,10,0,5,0,40,5,30,5
241438040,24,14,38,40,14,241438040,Sainte-Sophie-de-LÇvrard - (CCS),60,5,45,5,15,5,10,5,40,5,30,5
241438047,24,14,38,47,14,241438047,Fortierville - (CCS),40,10,25,5,15,5,10,5,20,5,15,5
241438055,24,14,38,55,14,241438055,Parisville - (CCS),45,5,30,10,10,5,5,5,30,5,25,5
241438060,24,14,38,60,14,241438060,Sainte-CÇcile-de-LÇvrard - (CCS),35,5,25,10,15,0,10,5,20,5,10,5
241438065,24,14,38,65,14,241438065,Saint-Pierre-les-Becquets - (CCS),45,5,35,5,20,0,10,0,30,5,20,0
241438070,24,14,38,70,14,241438070,Deschaillons-sur-Saint-Laurent - (CCS),35,5,25,5,15,0,10,5,20,0,15,5
241439000,24,14,39,0,14,241439000,Arthabaska - (CD),"1,520",235,955,335,505,50,275,175,"1,015",185,675,160
241439010,24,14,39,10,14,241439010,Ham-Nord - (CCS),85,15,50,20,25,0,10,10,55,10,35,5
241439015,24,14,39,15,14,241439015,Notre-Dame-de-Ham - (CCS),25,5,15,15,15,0,5,10,10,0,10,5
241439020,24,14,39,20,14,241439020,Saint-RÇmi-de-Tingwick - (CCS),70,15,45,15,20,5,15,5,50,10,30,10
241439025,24,14,39,25,14,241439025,Tingwick - (CCS),140,25,85,35,45,0,20,20,95,25,65,10
241439030,24,14,39,30,14,241439030,Chesterville - (CCS),90,15,60,15,30,5,20,5,60,10,40,15
241439035,24,14,39,35,14,241439035,Chester-Est - (CCS),60,10,35,15,20,5,5,10,40,10,25,5
241439042,24,14,39,42,14,241439042,Saint-Norbert-d'Arthabaska - (CCS),145,25,90,35,45,0,25,15,95,20,55,20
241439062,24,14,39,62,14,241439062,Victoriaville - (CCS),165,25,100,40,60,5,35,20,105,20,60,20
241439077,24,14,39,77,14,241439077,Warwick - (CCS),170,20,120,30,45,5,30,15,125,20,90,20
241439085,24,14,39,85,14,241439085,Saint-Albert - (CCS),55,10,30,15,25,5,15,5,30,10,15,10
241439090,24,14,39,90,14,241439090,Sainte-êlisabeth-de-Warwick - (CCS),75,10,45,15,20,0,15,5,55,5,35,10
241439097,24,14,39,97,14,241439097,Kingsey Falls - (CCS),40,0,35,5,20,0,10,5,25,0,20,5
241439105,24,14,39,105,14,241439105,Sainte-SÇraphine - (CCS),55,15,40,5,10,0,5,0,40,10,30,0
241439117,24,14,39,117,14,241439117,Sainte-Clotilde-de-Horton - (CCS),90,10,65,20,35,0,25,15,60,10,45,10
241439130,24,14,39,130,14,241439130,Saint-Samuel - (CCS),30,5,25,0,5,0,5,0,20,5,20,0
241439135,24,14,39,135,14,241439135,Saint-Valäre - (CCS),85,20,50,15,35,5,15,10,55,15,35,5
241439145,24,14,39,145,14,241439145,Saint-Rosaire - (CCS),60,10,35,25,25,0,5,10,45,5,25,10
241439150,24,14,39,150,14,241439150,Sainte-Anne-du-Sault - (CCS),45,5,35,5,10,5,5,5,25,0,25,0
241439170,24,14,39,170,14,241439170,Saint-Louis-de-Blandford - (CCS),30,5,20,5,15,0,10,5,10,0,10,0
241449000,24,14,49,0,14,241449000,Drummond - (CD),"1,315",230,825,260,470,70,275,115,845,155,545,145
241449005,24,14,49,5,14,241449005,Saint-FÇlix-de-Kingsey - (CCS),115,15,70,25,40,5,25,15,75,15,45,10
241449015,24,14,49,15,14,241449015,Durham-Sud - (CCS),80,15,50,15,20,5,10,10,60,10,35,10
241449020,24,14,49,20,14,241449020,Lefebvre - (CCS),45,10,30,5,10,5,5,0,30,5,25,5
241449025,24,14,49,25,14,241449025,L'Avenir - (CCS),80,10,55,15,35,0,20,10,45,5,30,10
241449030,24,14,49,30,14,241449030,Saint-Lucien - (CCS),25,0,20,5,10,0,5,5,10,0,15,0
241449035,24,14,49,35,14,241449035,Saint-NicÇphore - (CCS),45,5,30,15,20,0,15,5,25,5,15,5
241449040,24,14,49,40,14,241449040,Wickham - (CCS),125,20,85,20,50,5,30,10,75,15,50,10
241449048,24,14,49,48,14,241449048,Saint-Germain-de-Grantham - (CCS),115,20,75,20,35,5,25,5,75,15,55,15
241449057,24,14,49,57,14,241449057,Drummondville - (CCS),25,5,5,15,15,5,0,5,10,0,5,5
241449070,24,14,49,70,14,241449070,Saint-Cyrille-de-Wendover - (CCS),105,20,65,20,35,5,25,15,70,15,45,10
241449080,24,14,49,80,14,241449080,Notre-Dame-du-Bon-Conseil - (CCS),60,10,40,10,15,0,10,5,50,10,35,10
241449085,24,14,49,85,14,241449085,Sainte-Brigitte-des-Saults - (CCS),100,20,65,15,20,0,10,0,75,10,55,10
241449090,24,14,49,90,14,241449090,Saint-Joachim-de-Courval - (CCS),35,5,25,5,15,0,10,0,15,0,15,0
241449095,24,14,49,95,14,241449095,Saint-Majorique-de-Grantham - (CCS),40,10,20,5,20,5,10,5,15,0,10,0
241449100,24,14,49,100,14,241449100,Saint-Edmond-de-Grantham - (CCS),30,5,15,10,25,5,15,5,10,0,5,5
241449105,24,14,49,105,14,241449105,Saint-Eugäne - (CCS),75,20,35,20,30,10,15,10,40,10,20,5
241449113,24,14,49,113,14,241449113,Saint-Guillaume - (CCS),90,15,65,20,30,5,20,10,60,5,50,5
