PROV ,CAR,CD,CCS,GEO NAMES,nsalesxfp,ntchick,tchick,nbroiler,broiler,npulets,pulets,nlayhen,layhen,nhenhtch,henhtch,nturkey,turkey,nothplt,othplt,nbroilpd,broilpd,ebroilpd,nturkprd,turkprd,eturkprd,nhatchnm,hatchnm,ntcattl,tcattl,nbulls,bulls,ntotcow,totcow,nmlkcow,mlkcow,nbfcows,bfcows,nheifer,heifer,nbfheif,bfheif,nmlkheif,mlkheif,nfdheif,fdheif,nsteers,steers,ncalfu1,calfu1,ntopigs,topigs,nboars,boars,nsows,sows,nnurpig,nurpig,ngrwpig,grwpig,ntsheep,tsheep,nrams,rams,newes,ewes,nlambs,lambs,nhorses,horses,ngoats,goats,nwldboar,wldboar,nmink,mink,nfox,fox,nbison,bison,ndeer,deer,nelk,elk,nlamas,lamas,nrabbit,rabbit,nbees,bees,ntottrc,tottrc,tottrco,tottrcl,tvaltrc,nttru100,ttru100,otru100,ltru100,vtru100,nttrc100,ttrc100,otrc100,ltrc100,vtrc100,nttrc149,ttrc149,otrc149,ltrc149,vtrc149,ntottrk,tottrk,tottrko,tottrkl,tvaltrk,ntotptrk,totptrk,opickup,lpickup,vpickup,ntototrk,tototrk,oothtrk,lothtrk,vothtrk,ntautmbl,tautmbl,oautmbl,lautmbl,vautmbl,ntotcomb,totcomb,ocomb,lcomb,vcomb,ntswtmow,tswtmow,oswtmow,lswtmow,vswtmow,ntotbal,totbal,obaler,lbaler,vbaler,ntharvst,tharvst,oharvst,lharvst,vharvst,ntcultsd,tcultsd,ocultsd,lcultsd,vcultsd,nvirrig,virrig,nvaloeq,valoeq
24,1,11,50,Saint-Mathieu-de-Rioux,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,806,2,x,11,419,10,x,1,x,11,227,1,x,10,223,2,x,3,x,11,152,0,0,0,0,0,0,0,0,0,0,6,"2,613",6,62,6,"1,452",6,"1,099",1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,1,x,28,77,70,7,"1,618,362",28,64,x,x,"831,500",9,13,x,x,"786,862",0,0,0,0,0,17,19,19,0,"111,500",17,x,x,0,x,1,x,x,0,x,13,15,x,x,"94,200",10,9,x,x,"111,000",14,14,x,x,"128,218",16,19,19,0,"163,550",5,x,x,0,"114,500",21,69,69,0,"243,944",0,0,24,"813,444"
24,1,12,0,Riviäre-du-Loup,297,11,"11,413",6,x,1,x,8,x,0,0,2,x,4,546,1,x,x,2,x,x,0,0,198,"15,636",80,117,186,"7,381",150,"5,846",42,"1,535",179,"3,059",37,316,147,"2,640",9,103,42,"1,556",190,"3,523",13,"15,346",5,19,5,x,6,x,7,x,32,"8,057",31,157,32,"5,014",31,"2,886",26,121,6,84,1,x,1,x,0,0,0,0,0,0,0,0,0,0,2,x,2,x,273,"1,019",993,25,"17,705,016",271,852,841,11,"10,904,775",100,148,137,10,"5,812,787",15,19,15,4,"987,454",215,264,x,x,"2,135,855",210,238,x,x,"2,017,628",19,26,26,0,"118,227",122,140,140,0,"875,175",127,130,130,0,"1,510,023",213,248,245,3,"1,990,564",216,260,256,4,"1,684,484",71,75,x,x,"754,898",234,841,836,5,"2,864,204",16,"332,576",217,"6,502,328"
24,1,12,5,Saint-Cyprien,34,2,x,2,x,0,0,1,x,0,0,1,x,0,0,1,x,x,0,0,0,0,0,14,879,3,x,13,478,9,354,5,124,13,202,4,x,10,187,1,x,2,x,13,193,0,0,0,0,0,0,0,0,0,0,6,"1,298",6,24,6,934,6,340,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,84,x,x,"1,214,972",27,77,77,0,"879,972",7,7,x,x,"335,000",0,0,0,0,0,26,31,x,x,"230,193",25,28,x,x,"207,693",3,3,3,0,"22,500",16,20,20,0,"122,750",15,16,16,0,"75,358",17,23,23,0,"117,481",17,18,18,0,"64,960",4,4,4,0,"26,507",18,61,x,x,"137,824",0,0,23,"843,700"
24,1,12,10,Saint-Hubert-de-Riviäre-du-Loup,28,1,x,0,0,0,0,1,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,18,"1,465",11,x,15,440,14,x,1,x,17,x,3,x,13,159,1,x,5,x,17,176,2,x,1,x,1,x,1,x,1,x,2,x,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,92,x,x,"1,556,944",25,72,x,x,"894,900",11,x,x,0,x,1,x,x,0,x,23,33,33,0,"200,882",23,28,28,0,"170,882",4,5,5,0,"30,000",11,12,12,0,x,13,15,15,0,"113,342",21,31,31,0,"159,734",19,23,23,0,"114,219",2,x,x,0,x,21,64,64,0,"214,713",1,x,21,"396,956"
24,1,12,20,Saint-Modeste,29,2,x,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"1,203",9,11,18,637,13,555,5,82,17,261,4,12,13,249,0,0,3,9,18,285,0,0,0,0,0,0,0,0,0,0,5,"1,390",5,24,5,863,5,503,2,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,93,90,3,"1,755,136",28,82,x,x,"1,228,136",6,x,x,0,x,2,x,x,x,x,20,23,23,0,"150,700",20,x,x,0,x,1,x,x,0,x,12,14,14,0,"115,500",8,8,8,0,"47,500",22,25,25,0,"158,234",21,28,28,0,"158,120",7,8,8,0,x,25,94,94,0,"256,438",4,x,21,"324,700"
24,1,12,30,Saint-êpiphane,29,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,22,"2,075",10,x,17,715,12,495,7,220,15,x,6,36,11,270,1,x,4,x,18,351,5,x,1,x,1,x,2,x,3,x,6,"1,196",5,26,6,825,5,345,5,14,3,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,88,84,4,"1,839,902",25,76,72,4,"1,121,864",8,x,x,0,x,1,x,x,0,x,23,29,x,x,"248,629",23,x,x,x,x,1,x,x,0,x,12,13,13,0,x,17,17,17,0,"151,937",22,25,x,x,"203,827",23,30,x,x,"220,370",5,6,6,0,"59,031",22,75,x,x,"272,621",1,x,18,"646,576"
24,1,12,35,Saint-Paul-de-la-Croix,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,728,9,11,12,416,8,283,4,133,9,x,2,x,8,96,0,0,3,x,12,180,2,x,2,x,2,x,2,x,0,0,2,x,2,x,2,x,2,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,15,52,x,x,"904,960",15,48,48,0,"724,077",3,4,x,x,"180,883",0,0,0,0,0,13,16,16,0,"136,036",12,x,x,0,x,2,x,x,0,x,12,13,13,0,x,8,8,8,0,"39,788",12,15,15,0,"53,300",14,17,17,0,"127,800",2,x,x,0,x,13,34,34,0,"89,140",0,0,12,"199,450"
24,1,12,43,L'Isle-Verte,52,4,x,3,x,1,x,3,x,0,0,1,x,1,x,0,0,0,1,x,x,0,0,39,"3,430",14,17,37,"1,622",31,"1,305",7,317,36,667,6,x,31,593,2,x,10,123,39,"1,001",2,x,1,x,1,x,1,x,1,x,4,"1,511",4,24,4,735,4,752,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,206,200,6,"3,526,812",47,162,159,3,"1,930,445",25,37,x,x,"1,255,426",6,7,x,x,"340,941",39,48,48,0,"431,741",37,42,42,0,x,3,6,6,0,x,17,21,21,0,x,27,27,27,0,"345,159",42,44,44,0,"503,715",43,48,48,0,"295,996",20,19,x,x,"281,017",43,157,x,x,"589,820",3,x,40,"1,483,605"
24,1,12,60,Saint-Georges-de-Cacouna,24,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"1,455",5,15,17,763,17,x,2,x,17,370,2,x,15,327,2,x,5,45,16,262,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,23,91,87,4,"1,917,802",23,68,68,0,"889,472",13,x,x,x,x,2,x,x,x,x,17,18,18,0,"184,732",17,18,18,0,"184,732",0,0,0,0,0,9,9,9,0,x,13,14,14,0,"297,500",17,19,19,0,"232,500",18,20,20,0,"149,500",11,12,12,0,"131,800",22,101,101,0,"367,640",1,x,19,"653,820"
24,1,12,65,Saint-Arsäne,53,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,43,"2,678",10,15,42,"1,445",38,"1,355",4,90,41,634,4,x,38,580,2,x,5,20,42,564,2,x,0,0,0,0,0,0,2,x,4,"1,017",4,26,4,597,4,394,8,15,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,210,206,4,"3,352,131",51,181,181,0,"2,248,131",18,x,x,4,x,2,x,x,0,x,36,42,42,0,"324,172",36,x,x,0,x,2,x,x,0,x,26,29,29,0,"145,000",17,18,18,0,"336,000",41,45,45,0,"325,072",40,50,50,0,"391,786",12,13,x,x,x,47,184,x,x,"659,304",3,x,41,"1,143,212"
24,1,12,72,Riviäre-du-Loup,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,723",9,14,15,865,8,350,7,515,14,309,6,130,8,179,0,0,5,24,15,511,0,0,0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,31,103,x,x,"1,636,357",30,86,x,x,"987,778",9,x,x,0,x,1,x,x,0,x,18,24,24,0,"228,770",17,21,21,0,x,3,3,3,0,x,7,9,9,0,"45,877",9,9,9,0,"103,439",19,22,x,x,"236,701",21,27,x,x,"161,733",8,8,8,0,x,23,72,72,0,"276,704",3,x,22,"810,309"
24,1,13,0,TÇmiscouata,437,17,x,4,146,4,31,15,x,0,0,4,23,1,x,1,x,x,0,0,0,0,0,158,"12,010",72,105,153,"5,912",89,"3,511",70,"2,401",139,"1,794",57,313,88,"1,452",10,29,32,663,150,"3,536",10,x,0,0,0,0,2,x,8,x,14,"2,145",13,39,13,"1,576",11,530,26,67,4,32,0,0,1,x,1,x,1,x,3,123,0,0,1,x,3,x,2,x,341,910,890,20,"14,069,203",330,782,771,11,"9,191,908",72,99,x,x,"3,828,892",19,29,x,x,"1,048,403",295,374,369,5,"3,662,587",283,333,328,5,"3,279,077",38,41,41,0,"383,510",105,145,x,x,"1,009,520",93,87,x,x,"1,189,803",157,189,x,x,"1,220,216",170,205,x,x,"1,287,804",40,44,44,0,"354,281",191,577,572,5,"1,876,981",14,"402,000",291,"20,195,270"
24,1,13,5,DÇgelis,28,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,249",4,5,15,708,15,708,0,0,15,288,1,x,14,x,0,0,0,0,15,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,86,x,x,"1,678,788",24,67,67,0,"872,000",10,x,15,x,x,2,x,x,0,x,23,28,28,0,"353,891",21,23,23,0,"317,891",5,5,5,0,"36,000",7,10,10,0,"63,500",11,11,11,0,"244,970",15,17,17,0,"184,932",17,19,19,0,"106,173",8,11,11,0,"49,699",18,60,x,x,"280,698",0,0,22,"1,539,300"
24,1,13,25,Riviäre-Bleue,48,4,x,0,0,2,x,4,148,0,0,1,x,0,0,0,0,0,0,0,0,0,0,23,"1,684",17,24,23,956,9,314,16,642,22,186,15,94,9,92,0,0,5,22,23,496,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0,1,x,1,x,42,112,107,5,"2,160,786",40,89,x,x,"1,043,505",13,x,x,x,x,2,x,x,0,x,34,47,47,0,"470,620",34,42,42,0,"422,620",5,5,5,0,"48,000",12,18,18,0,"97,537",9,9,9,0,"116,000",20,24,24,0,"139,917",22,25,25,0,"191,104",5,5,5,0,x,24,72,72,0,"255,477",2,x,32,"1,421,451"
24,1,13,30,Saint-Eusäbe,29,3,60,1,x,0,0,2,x,0,0,1,x,0,0,1,x,x,0,0,0,0,0,12,616,3,5,12,353,5,183,7,170,10,82,4,x,5,66,2,x,5,12,11,164,1,x,0,0,0,0,0,0,1,x,2,x,1,x,1,x,2,x,3,14,2,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,20,53,x,x,"789,000",18,45,x,x,"619,000",3,x,x,0,x,1,x,x,0,x,17,26,26,0,"246,500",14,22,22,0,"224,500",4,4,4,0,"22,000",4,6,6,0,x,7,8,x,x,"78,500",10,18,x,x,"70,000",12,20,x,x,"58,000",1,x,x,0,x,16,52,x,x,"117,300",2,x,19,"935,800"
24,1,13,35,Notre-Dame-du-Lac,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"2,005",3,3,18,686,14,593,4,93,16,254,4,x,13,229,1,x,3,17,16,"1,045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,91,x,x,"1,766,293",26,76,x,x,"998,735",7,10,10,0,"497,558",4,5,5,0,"270,000",25,27,27,0,"331,935",25,27,27,0,"331,935",0,0,0,0,0,11,12,12,0,"93,933",13,13,13,0,"272,980",18,19,19,0,"181,865",17,22,22,0,"171,609",5,5,5,0,x,23,73,73,0,"248,758",1,x,23,"609,398"
24,1,13,40,Saint-Juste-du-Lac,18,2,x,1,x,0,0,2,x,0,0,2,x,0,0,0,0,0,0,0,0,0,0,3,115,2,x,3,62,2,x,1,x,3,22,1,x,2,x,1,x,2,x,3,20,1,x,0,0,0,0,1,x,0,0,2,x,2,x,2,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,x,x,x,"335,933",13,20,20,0,x,2,x,x,x,x,1,x,x,0,x,8,9,9,0,"54,795",8,x,x,0,x,1,x,x,0,x,5,5,5,0,"38,994",2,x,x,0,x,3,3,3,0,x,3,3,3,0,x,1,x,x,0,x,5,x,x,0,"37,303",0,0,12,"746,656"
24,1,13,45,Auclair,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,385,3,x,4,203,2,x,3,x,3,x,2,x,2,x,0,0,1,x,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,26,47,x,x,"447,560",26,42,x,x,"358,560",4,5,x,x,"89,000",0,0,0,0,0,17,22,22,0,"201,500",15,16,16,0,"141,000",5,6,6,0,"60,500",10,13,13,0,"94,409",5,5,5,0,"75,800",3,3,3,0,"25,000",5,x,4,x,x,0,0,0,0,0,5,16,16,0,x,1,x,24,"2,107,220"
24,1,13,50,Lejeune,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x,2,x,1,x,1,x,2,x,1,x,1,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,x,x,"770,933",22,46,46,0,"516,369",3,x,4,x,x,2,x,x,x,x,21,23,x,x,"251,726",20,x,20,x,x,2,x,x,0,x,6,8,8,0,"76,413",2,x,x,0,x,3,x,x,0,x,4,4,4,0,"39,039",1,x,x,0,x,6,12,12,0,"130,935",1,x,14,"1,756,004"
24,1,13,55,Biencourt,44,3,x,1,x,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"1,091",5,x,10,369,3,110,7,259,9,x,6,27,3,40,1,x,3,x,10,x,2,x,0,0,0,0,0,0,2,x,2,x,2,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,64,64,0,"1,044,068",26,55,55,0,"799,068",5,x,x,0,x,2,x,x,0,x,25,35,x,x,"231,643",25,x,32,x,x,1,x,x,0,x,6,7,7,0,x,3,3,3,0,x,10,14,14,0,"72,063",12,14,14,0,"110,126",1,x,x,0,x,11,32,32,0,"63,862",1,x,29,"3,032,647"
24,1,13,65,Saint-Michel-du-Squatec,50,1,x,1,x,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,17,"1,097",10,16,17,593,8,244,10,349,14,144,8,x,8,102,1,x,3,17,17,327,0,0,0,0,0,0,0,0,0,0,4,786,4,17,4,721,3,48,3,4,1,x,0,0,1,x,1,x,0,0,1,x,0,0,0,0,1,x,0,0,40,101,101,0,"1,254,027",40,93,93,0,"1,069,552",4,x,x,0,x,2,x,x,0,x,35,46,46,0,"340,153",35,x,x,0,x,2,x,x,0,x,15,19,x,x,"105,192",4,4,4,0,"3,993",18,21,21,0,"83,081",20,28,28,0,"165,909",1,x,x,0,x,23,66,x,x,"176,299",2,x,33,"2,645,232"
24,1,13,80,Saint-Louis-du-Ha! Ha!,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"1,138",4,6,11,578,7,381,4,197,9,202,1,x,8,x,1,x,1,x,10,x,3,x,0,0,0,0,0,0,3,x,1,x,1,x,1,x,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,61,x,x,"1,166,614",22,48,x,x,"663,614",7,13,13,0,"503,000",0,0,0,0,0,22,23,x,x,"248,310",21,x,19,x,x,2,x,x,0,x,3,3,3,0,x,12,8,8,0,"109,000",18,20,20,0,"182,333",15,16,16,0,"153,520",2,x,x,0,x,19,47,47,0,"230,776",0,0,13,"378,378"
24,1,13,90,Saint-HonorÇ-de-TÇmiscouata,34,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,722,5,x,10,384,6,243,4,141,9,125,3,23,6,102,0,0,1,x,11,201,2,x,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,1,x,1,x,0,0,0,0,0,0,1,x,27,80,x,x,"1,037,038",27,72,72,0,"697,236",6,8,x,x,"339,802",0,0,0,0,0,19,26,26,0,"195,506",19,20,20,0,"158,006",6,6,6,0,"37,500",7,14,14,0,"143,000",10,9,9,0,"84,382",11,13,13,0,"85,780",14,15,15,0,"50,959",4,4,4,0,"26,778",12,43,43,0,"122,392",0,0,24,"1,299,703"
24,1,13,95,PohÇnÇgamook,53,2,x,0,0,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"1,462",13,16,26,783,16,510,11,273,25,265,9,x,17,217,2,x,7,12,26,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,115,x,x,"1,445,063",39,106,x,x,"1,161,095",7,x,x,0,x,2,x,x,0,x,39,48,x,x,"541,008",38,x,x,x,x,2,x,x,0,x,15,22,22,0,"157,677",15,14,x,x,"76,843",27,33,33,0,"145,310",27,32,32,0,"159,290",11,12,12,0,"45,289",27,84,84,0,"134,681",3,"20,000",36,"1,675,481"
24,1,13,100,Saint-Athanase,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x,2,x,1,x,2,x,2,x,2,x,0,0,1,x,1,x,2,x,1,x,0,0,0,0,0,0,1,x,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,x,x,0,"173,100",7,24,24,0,x,1,x,x,0,x,1,x,x,0,x,10,14,14,0,"195,000",8,11,11,0,"148,000",3,3,3,0,"47,000",4,8,x,x,x,0,0,0,0,0,1,x,x,0,x,2,x,x,0,x,0,0,0,0,0,2,x,x,0,x,1,x,10,"2,048,000"
24,1,14,0,Kamouraska,453,20,"5,930",9,"5,444",1,x,16,x,0,0,5,x,6,111,2,x,x,2,x,x,0,0,347,"27,725",127,197,328,"13,195",266,"10,897",79,"2,298",324,"6,376",72,411,260,"4,890",22,"1,075",47,"1,890",333,"6,067",20,"30,067",9,32,11,"2,505",9,"10,260",16,"17,270",23,"7,046",22,145,22,"4,019",22,"2,882",44,299,8,22,0,0,0,0,0,0,1,x,1,x,0,0,0,0,4,128,7,401,434,"1,448","1,425",23,"26,327,158",428,"1,230","1,221",9,"16,637,006",138,186,x,x,"7,904,964",28,32,x,x,"1,785,188",350,421,x,x,"3,834,532",346,384,x,x,"3,383,148",28,37,37,0,"451,384",158,177,173,4,"1,405,113",137,140,137,2,"2,157,804",322,379,375,4,"2,975,035",354,425,422,3,"2,892,799",140,141,x,x,"1,589,809",375,"1,143",x,x,"4,561,165",21,"196,947",335,"9,979,180"
24,1,14,5,Mont-Carmel,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"1,355",8,14,21,809,14,497,7,312,19,210,6,12,13,x,1,x,3,4,21,318,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,33,90,x,x,"1,721,417",33,76,x,x,"1,109,259",9,x,9,x,x,2,x,x,0,x,27,29,29,0,"240,895",27,29,29,0,"240,895",0,0,0,0,0,10,10,x,x,"127,880",4,4,4,0,"118,532",23,26,x,x,"182,572",24,25,25,0,"176,679",7,8,8,0,x,24,74,74,0,"287,781",1,x,21,"877,078"
24,1,14,18,Saint-Pascal,42,2,x,1,x,0,0,2,x,0,0,1,x,0,0,0,0,0,1,x,x,0,0,36,"2,500",17,32,35,"1,183",24,719,14,464,34,423,13,x,24,358,2,x,5,249,34,613,3,x,3,10,3,x,3,"2,835",2,x,1,x,1,x,1,x,1,x,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,134,130,4,"2,254,911",39,116,x,x,"1,427,281",12,x,13,x,x,2,x,x,0,x,28,41,41,0,"391,888",28,34,34,0,"275,888",5,7,7,0,"116,000",19,19,19,0,"80,842",14,13,13,0,"148,606",33,44,44,0,"259,983",35,47,47,0,"273,984",7,7,7,0,x,38,126,126,0,"341,561",2,x,31,"410,224"
24,1,14,25,Sainte-HÇläne,33,3,134,1,x,0,0,3,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,28,"2,061",12,20,28,"1,023",22,873,7,150,27,474,5,25,22,449,0,0,3,19,27,525,3,"2,427",1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,111,111,0,"1,854,829",33,94,94,0,"1,218,663",11,13,13,0,"403,258",4,4,4,0,"232,908",25,30,30,0,"275,033",24,x,x,0,x,1,x,x,0,x,12,14,14,0,x,7,7,7,0,"200,218",27,32,32,0,"318,503",30,35,35,0,"202,037",10,10,10,0,"175,588",27,101,101,0,"349,954",1,x,26,"894,433"
24,1,14,30,Saint-Joseph-de-Kamouraska,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"1,008",7,8,13,572,12,x,2,x,13,248,4,x,11,213,1,x,3,18,13,162,2,x,2,x,2,x,2,x,2,x,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,71,x,x,"1,200,114",19,64,64,0,"860,709",4,x,x,0,x,2,x,x,x,x,15,18,x,x,"241,584",15,x,14,x,x,2,x,x,0,x,6,8,8,0,x,4,4,4,0,"55,000",12,15,15,0,"139,229",15,20,20,0,"160,021",5,5,5,0,"61,625",16,45,45,0,"193,528",1,x,14,"575,947"
24,1,14,35,Saint-Alexandre-de-Kamouraska,50,1,x,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,1,x,x,0,0,40,"3,289",7,12,38,"1,601",31,"1,276",8,325,40,759,9,x,32,663,3,x,5,126,40,791,0,0,0,0,0,0,0,0,0,0,3,"1,714",3,28,3,"1,040",3,646,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,48,185,179,6,"3,268,555",46,154,x,x,"2,072,117",22,x,x,x,x,1,x,x,0,x,36,47,47,0,"290,062",36,43,43,0,"263,562",4,4,4,0,"26,500",16,25,x,x,"150,990",24,26,x,x,"209,722",35,43,x,x,"383,897",35,42,x,x,"264,889",22,23,23,0,"247,645",40,112,x,x,"504,124",5,"17,200",39,"1,491,932"
24,1,14,40,Saint-AndrÇ,44,7,188,3,x,1,x,6,x,0,0,1,x,3,11,0,0,0,0,0,0,0,0,33,"2,884",16,23,32,"1,189",26,901,8,288,29,477,6,x,26,416,1,x,6,45,32,"1,150",2,x,0,0,1,x,0,0,2,x,2,x,2,x,2,x,2,x,6,58,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,43,154,x,x,"2,477,806",43,134,x,x,"1,696,744",13,20,20,0,"781,062",0,0,0,0,0,30,35,x,x,"383,671",30,35,x,x,"383,671",0,0,0,0,0,16,19,19,0,"154,179",15,18,18,0,"177,487",39,46,46,0,"289,792",38,46,46,0,"305,741",10,10,10,0,"142,655",40,121,121,0,"380,800",4,"14,000",31,"663,305"
24,1,14,50,Kamouraska,42,1,x,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,35,"2,944",12,15,34,"1,632",31,"1,570",5,62,34,784,2,x,33,x,0,0,5,12,33,501,0,0,0,0,0,0,0,0,0,0,2,x,2,x,2,x,2,x,4,28,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,161,x,x,"3,184,296",41,128,128,0,"1,921,088",20,26,x,x,"886,908",6,7,7,0,"376,300",37,46,46,0,"447,989",35,37,37,0,"382,517",6,9,9,0,"65,472",14,14,14,0,x,14,12,12,0,"323,653",34,37,37,0,"446,700",37,40,40,0,"312,374",24,23,23,0,"312,379",39,137,137,0,"857,491",2,x,36,"1,185,604"
24,1,14,55,Saint-Denis,33,1,x,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,23,"3,010",11,x,22,"1,044",20,932,3,112,22,"1,007",5,x,17,375,5,x,5,x,22,447,1,x,0,0,0,0,0,0,1,x,2,x,2,x,2,x,2,x,4,18,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,31,109,x,x,"2,445,039",31,85,x,x,"1,229,992",13,x,x,0,x,2,x,x,0,x,27,34,34,0,"234,341",27,x,x,0,x,1,x,x,0,x,11,12,12,0,"106,382",11,12,12,0,"169,339",24,28,28,0,"237,800",26,30,30,0,"194,741",13,14,14,0,"169,340",28,86,86,0,"484,566",0,0,25,"963,682"
24,1,14,60,Saint-Philippe-de-NÇri,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"1,886",10,19,20,923,14,678,8,245,20,610,5,x,13,x,2,x,4,9,22,325,2,x,1,x,1,x,1,x,2,x,3,x,3,16,3,x,3,x,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,27,72,x,x,"1,487,438",26,59,x,x,"874,438",7,x,8,x,x,2,x,x,0,x,21,23,23,0,"227,177",21,x,x,0,x,1,x,x,0,x,12,12,12,0,"42,716",5,5,5,0,"118,000",18,19,19,0,"140,780",21,23,23,0,"170,508",8,8,8,0,"83,000",23,59,59,0,"215,120",0,0,18,"426,631"
