PROV ,CAR,CD,CCS,GEO NAMES,ntotfcap,totfcap,nvalulb,valulb,nvlbown,vlbown,nvlbrnt,vlbrnt,nvallvsk,vallvsk,nvalmch,valmch,ncap1,ncap2,ncap3,ncap4,ncap5,ncap6,ncap7,ncap8,ncap9,ntotexp,totexp,nfertpd,fertpd,nchempd,chempd,nseedpd,seedpd,nfeedpd,feedpd,ncostfd,costfd,nlvstpd,lvstpd,nvetser,vetser,ncustwrk,custwrk,ntcshwge,tcshwge,ncshwgef,cshwgef,ncshwgnf,cshwgnf,nfuel,fuel,nrepmch,repmch,nrntmch,rntmch,nrepbldg,repbldg,nrntexp,rntexp,nutilexp,utilexp,ntotint,totint,nothexp,othexp,nsalesxfp,salesxfp,nsale1,nsale2,nsale3,nsale4,nsale5,nsale6,nsale7,nsale8,nsale9,ntype0,ntype1,ntype2,ntype3,ntype4,ntype5,ntype6,ntype7,ntype8,ntype9,ntype10,ntype11,ntype12,nnaic1,nnaic2,nnaic3,nnaic4,nnaic5,nnaic6,nnaic7,nnaic8,nnaic9,nnaic10,ntotlab,totlab,npdlbyr,pdlbyr,npdlbsl,pdlbsl
24,5,41,117,Dudswell,33,"12,863,610",33,"8,973,030",31,"7,425,510",16,"1,547,520",24,"1,717,479",33,"2,173,101",1,2,9,6,5,7,3,0,0,33,"1,835,145",21,"107,987",7,"7,228",16,"35,573",23,"302,550",5,"77,296",10,"60,269",25,"82,620",21,"82,967",15,"194,508",10,"102,129",10,"92,379",29,"86,360",30,"180,639",6,"16,303",23,"81,874",13,"23,989",29,"62,877",22,"213,666",29,"295,735",33,2219118,2,1,3,9,6,4,7,1,0,31,8,13,0,0,0,0,4,2,4,0,0,0,20,0,0,0,0,0,0,2,1,8,15,576,6,414,14,162
24,5,42,0,Le Val-Saint-Franáois,494,"242,529,225",494,"162,271,836",485,"147,401,608",127,"14,870,228",384,"37,236,074",494,"43,021,315",13,28,92,131,73,111,22,14,10,494,"54,892,251",250,"1,115,989",119,"183,509",215,"477,621",353,"15,640,284",101,"1,020,050",229,"8,213,565",351,"2,139,942",250,"1,518,043",203,"5,202,813",132,"2,603,853",130,"2,598,960",462,"1,810,252",454,"2,613,509",88,"342,228",425,"1,520,954",133,"276,371",471,"1,555,537",336,"4,693,276",450,"7,588,358",494,65879308,35,29,48,109,65,60,86,41,21,459,133,143,19,4,2,4,35,7,103,4,3,2,271,20,4,22,28,6,3,7,15,83,203,"12,209",116,"9,658",120,"2,551"
24,5,42,5,Stoke,38,"26,346,495",38,"15,746,481",37,"14,190,281",9,"1,556,200",27,"6,696,973",38,"3,903,041",4,3,11,8,1,4,3,1,3,38,"15,749,553",15,"62,406",8,"42,301",13,"56,171",28,"7,626,418",7,"15,882",18,"3,390,848",29,"569,542",16,"273,992",10,"918,433",9,"450,070",6,"468,363",33,"262,384",33,"286,676",3,x,32,"168,384",12,x,33,"285,427",24,"577,939",32,"1,186,250",38,17243896,6,3,2,12,5,0,1,4,5,32,8,10,2,1,0,0,3,0,7,0,0,1,17,3,1,1,3,0,0,0,3,4,10,"2,161",9,"1,893",3,268
24,5,42,20,St-Franáois-Xavier-de-Brompton,38,"24,871,668",38,"16,904,181",38,"15,851,081",10,"1,053,100",29,"3,691,256",38,"4,276,231",0,1,6,12,4,9,1,2,3,38,"5,917,145",25,"167,640",13,"30,130",25,"72,961",30,"1,306,434",9,"377,681",21,"1,146,368",27,"200,139",22,"137,347",16,"610,805",12,"265,100",8,"345,705",37,"181,386",36,"255,587",8,"23,573",30,"187,911",9,"29,825",38,"133,752",29,"772,775",32,"660,512",38,6955085,2,2,4,6,3,6,8,3,4,36,15,5,2,0,0,1,3,4,4,2,0,0,20,2,0,1,3,1,0,4,1,4,16,"1,341",7,853,12,488
24,5,42,32,Racine,45,"17,788,485",45,"12,739,600",42,"10,772,600",12,"1,967,000",28,"2,085,785",45,"2,963,100",0,6,8,11,6,12,1,1,0,45,"3,072,408",23,"73,386",11,"12,449",18,"42,671",28,"710,416",11,"82,633",18,"124,728",28,"70,847",25,"106,728",23,"386,649",13,"209,550",16,"177,099",44,"142,577",39,"170,000",7,"9,613",40,"79,226",11,"38,137",44,"129,761",30,"316,610",41,"658,610",45,3860409,1,3,6,9,9,5,9,2,1,44,8,9,2,1,0,0,5,2,15,0,1,1,17,2,1,5,2,0,1,2,4,10,23,"1,087",15,855,11,232
24,5,42,40,Bonsecours,26,"8,420,813",26,"5,955,904",26,"5,781,604",6,"174,300",13,"1,040,829",26,"1,424,080",1,4,3,8,5,4,1,0,0,26,"1,153,521",11,"28,326",5,"1,261",9,"8,330",11,"210,122",2,x,8,"103,273",12,"48,270",5,"17,864",10,"65,262",7,"55,724",4,"9,538",23,"57,369",26,"96,092",4,"4,117",24,"68,437",5,"4,600",26,"56,966",19,"157,960",25,"225,272",26,1426664,1,4,2,8,3,2,6,0,0,25,5,3,3,0,0,1,2,1,10,0,0,0,8,3,0,0,1,1,0,1,1,10,10,185,2,x,8,x
24,5,42,50,Sainte-Anne-de-la-Rochelle,52,"23,116,402",52,"16,536,146",51,"15,018,646",8,"1,517,500",40,"2,906,802",52,"3,673,454",0,5,9,14,10,9,4,1,0,52,"4,554,824",23,"107,821",8,"7,459",15,"16,355",33,"945,253",5,"21,400",20,"287,657",30,"124,657",23,"121,410",18,"557,188",15,"233,019",9,"324,169",48,"237,260",42,"299,687",9,"44,831",44,"119,057",11,"26,551",51,"144,558",36,"441,668",43,"1,073,412",52,5789027,2,0,4,14,8,9,9,4,2,50,15,13,4,1,0,2,0,0,15,0,0,0,28,4,1,1,2,2,0,0,3,9,18,"1,346",13,978,8,368
24,5,42,60,Valcourt,40,"18,127,120",40,"11,804,695",39,"9,422,931",17,"2,381,764",26,"2,393,598",40,"3,928,827",3,2,2,16,6,8,1,1,1,40,"3,407,457",13,"85,692",8,"16,907",12,"15,623",25,"722,479",6,"61,376",17,"298,537",24,"155,329",22,"125,632",16,"477,317",12,"277,325",8,"199,992",36,"157,465",37,"205,269",10,"57,052",31,"127,876",11,"21,641",38,"120,775",23,"351,911",38,"467,952",40,4025720,5,2,5,9,3,5,6,4,1,35,9,11,1,0,0,0,3,0,11,0,0,0,19,1,0,2,2,0,0,0,1,10,16,"1,128",11,908,9,220
24,5,42,65,Maricourt,28,"12,440,600",28,"8,846,706",28,"8,221,706",4,"625,000",18,"1,560,006",28,"2,033,888",2,2,4,7,2,8,2,1,0,28,"2,278,814",12,"34,304",9,"4,228",12,"34,867",17,"487,440",2,x,14,"567,075",18,"76,064",11,"85,021",11,"116,102",8,"62,086",8,"54,016",27,"84,231",28,"121,024",4,x,24,"92,878",7,x,27,"73,129",20,"263,743",26,"217,432",28,2763823,2,1,2,7,4,6,4,0,2,26,7,9,1,0,0,0,3,0,6,0,0,0,15,1,0,1,0,0,0,0,0,9,11,346,5,x,9,x
24,5,42,75,Melbourne,73,"36,239,864",73,"22,542,785",73,"19,836,585",27,"2,706,200",69,"6,127,477",73,"7,569,602",0,1,17,17,16,15,5,1,1,73,"6,782,261",42,"213,522",21,"31,584",36,"93,252",60,"1,167,693",23,"221,144",45,"907,589",64,"355,002",43,"285,087",30,"810,693",16,"326,480",21,"484,213",69,"286,237",65,"357,869",21,"113,009",63,"246,476",28,"61,015",71,"186,835",47,"739,654",66,"926,744",73,8436797,6,4,4,16,11,8,13,9,2,67,21,28,2,0,0,0,4,0,12,0,0,0,47,2,0,5,7,0,0,0,1,5,30,"1,936",18,"1,614",19,322
24,5,42,95,Val-Joli,60,"27,479,767",60,"18,074,788",58,"17,239,788",12,"835,000",51,"4,169,975",60,"5,235,004",2,2,10,14,10,20,0,2,0,60,"4,277,265",37,"157,759",16,"13,907",34,"64,153",45,"942,336",13,"66,228",23,"287,014",46,"210,464",39,"146,817",28,"460,675",16,"265,164",22,"195,511",57,"151,230",59,"274,265",6,"24,262",54,"158,230",14,"29,933",55,"137,745",41,"378,325",58,"840,150",60,5645299,5,3,7,9,8,8,13,7,0,55,19,20,1,0,1,0,3,0,10,0,1,0,39,1,0,3,3,1,1,0,1,6,28,795,15,661,15,134
24,5,42,100,Saint-Claude,45,"23,998,314",45,"17,041,107",44,"16,480,443",9,"560,664",38,"3,120,796",45,"3,836,411",1,1,10,14,5,9,1,2,2,45,"3,270,240",22,"78,111",8,"6,209",21,"34,791",35,"617,126",11,"85,343",19,"186,589",34,"158,429",17,"55,662",17,"442,423",13,"311,389",12,"131,034",42,"110,434",42,"228,907",10,"4,933",44,"149,722",13,"13,893",44,"133,392",31,"386,050",43,"663,569",45,4152065,4,5,5,8,7,6,5,3,2,41,10,18,1,0,0,0,5,0,6,1,0,0,28,1,0,2,2,0,0,0,0,8,17,"1,054",10,904,11,150
24,5,42,110,Cleveland,49,"23,699,697",49,"16,079,443",49,"14,585,943",13,"1,493,500",45,"3,442,577",49,"4,177,677",0,1,12,10,8,13,3,2,0,49,"4,428,763",27,"107,022",12,"17,074",20,"38,447",41,"904,567",12,"57,481",26,"913,887",39,"171,199",27,"162,483",24,"357,266",11,"147,946",16,"209,320",46,"139,679",47,"318,133",6,"29,547",39,"122,757",12,"18,409",44,"153,197",36,"306,641",46,"668,455",49,5580523,1,2,7,11,4,5,12,5,2,48,16,17,0,1,1,0,4,0,7,1,1,0,33,0,1,1,3,1,1,0,0,8,24,830,11,626,15,204
24,5,43,0,La RÇgion-Sherbrookoise,147,"76,429,720",147,"57,160,080",143,"51,038,080",41,"6,122,000",93,"7,640,002",147,"11,629,638",3,6,29,44,18,32,8,2,5,147,"12,434,184",88,"391,088",55,"100,729",76,"559,954",89,"1,655,570",16,"166,719",45,"388,055",83,"414,803",69,"462,030",59,"2,641,133",37,"634,558",45,"2,006,575",137,"532,542",128,"780,992",32,"109,807",116,"531,738",36,"86,472",125,"443,382",80,"1,152,804",131,"2,183,085",147,16050144,14,19,18,18,19,16,27,11,5,133,36,35,0,1,0,4,4,11,35,1,5,1,71,0,1,5,11,4,5,11,13,12,59,"5,603",31,"2,140",41,"3,463"
24,5,43,15,Ascot,32,"25,129,975",32,"18,679,720",30,"16,965,220",12,"1,714,500",24,"2,498,860",32,"3,951,395",1,3,4,10,1,6,2,1,4,32,"4,084,344",21,"161,377",16,"41,793",16,"93,621",23,"700,041",4,"14,269",9,"103,781",21,"192,661",18,"156,641",13,"1,048,125",9,"173,691",9,"874,434",29,"121,558",27,"286,704",9,"44,972",26,"212,652",11,"26,177",26,"127,188",17,"290,631",27,"476,422",32,5793320,3,3,3,5,1,2,8,4,3,29,12,6,0,0,0,0,1,2,8,0,0,0,18,0,0,2,2,0,0,2,4,1,13,"2,046",7,691,11,"1,355"
24,5,43,23,Bromptonville,50,"23,435,518",50,"15,509,596",48,"13,572,096",16,"1,937,500",41,"3,394,586",50,"4,531,336",0,1,4,16,12,14,3,0,0,50,"3,747,962",34,"145,310",15,"17,377",34,"88,240",40,"684,871",8,"131,038",21,"164,479",39,"178,126",31,"205,239",21,"299,933",14,"146,279",13,"153,654",48,"127,910",45,"299,155",9,"24,539",43,"142,963",17,"34,510",41,"137,725",32,"538,785",47,"658,800",50,4949184,1,5,5,6,10,5,13,4,1,49,19,17,0,0,0,4,3,0,5,0,1,0,36,0,0,1,3,4,1,0,0,4,21,838,12,653,13,185
24,5,43,30,Rock Forest,27,"12,932,200",27,"10,312,200",27,"10,077,200",3,"235,000",12,"883,102",27,"1,736,898",1,0,7,11,2,5,0,0,1,27,"3,131,500",13,"42,962",10,"21,211",13,"333,417",10,"98,844",2,x,8,"88,870",9,x,10,"53,372",10,"958,833",6,"145,695",9,"813,138",26,"193,318",24,"97,505",6,"19,637",18,"104,336",3,x,26,"95,193",15,"213,984",24,"791,494",27,3720604,4,6,2,2,3,4,4,1,1,23,1,5,0,0,0,0,0,3,10,1,2,1,6,0,0,1,4,0,2,3,4,3,10,"1,954",5,477,8,"1,477"
24,5,43,40,Saint-êlie-d'Orford,38,"14,932,027",38,"12,658,564",38,"10,423,564",10,"2,235,000",16,"863,454",38,"1,410,009",1,2,14,7,3,7,3,1,0,38,"1,470,378",20,"41,439",14,"20,348",13,"44,676",16,"171,814",2,x,7,"30,925",14,x,10,"46,778",15,"334,242",8,"168,893",14,"165,349",34,"89,756",32,"97,628",8,"20,659",29,"71,787",5,x,32,"83,276",16,"109,404",33,"256,369",38,1587036,6,5,8,5,5,5,2,2,0,32,4,7,0,1,0,0,0,6,12,0,2,0,11,0,1,1,2,0,2,6,5,4,15,765,7,319,9,446
24,5,44,0,Coaticook,581,"468,674,928",581,"335,928,212",565,"316,547,582",151,"19,380,630",437,"56,433,442",581,"76,313,274",7,17,58,87,67,193,81,34,37,581,"100,092,980",394,"3,326,904",287,"863,351",349,"2,101,612",421,"24,371,256",102,"3,970,414",258,"8,895,472",413,"3,447,958",399,"3,960,636",366,"11,342,622",255,"6,210,442",240,"5,132,180",554,"3,279,108",546,"5,658,154",121,"493,803",483,"2,901,252",152,"649,326",553,"2,688,632",459,"11,729,875",546,"14,383,019",581,123512930,28,21,28,68,50,58,153,117,58,553,240,97,48,3,0,17,26,17,92,3,6,4,335,48,3,14,6,17,8,17,44,61,366,"25,661",224,"18,299",230,"7,362"
24,5,44,3,Saint-Malo,30,"24,281,599",30,"17,033,306",30,"16,376,306",7,"657,000",25,"2,856,911",30,"4,391,382",0,1,2,2,3,14,6,2,0,30,"4,078,127",24,"118,387",13,"11,450",23,"59,492",25,"1,156,577",5,"65,144",13,"146,219",25,"147,157",23,"127,638",22,"338,172",17,"179,897",12,"158,275",30,"146,053",30,"266,521",9,"27,078",27,"118,643",5,"6,493",28,"139,854",27,"647,506",29,"620,887",30,5494047,1,0,1,3,2,1,14,6,2,29,16,6,3,0,0,1,0,0,2,0,1,0,22,3,0,0,0,1,1,0,1,1,22,907,11,580,14,327
24,5,44,10,East Hereford,26,"16,369,600",26,"11,901,593",26,"10,759,293",7,"1,142,300",14,"1,602,407",26,"2,865,600",0,1,2,4,6,11,0,2,0,26,"3,520,341",20,"130,017",16,"40,499",12,"46,016",11,"805,906",2,x,7,"274,113",12,"119,195",15,"113,359",19,"843,575",15,"404,653",13,"438,922",26,"100,243",25,"182,472",7,"13,145",14,"55,530",10,"16,984",25,"73,894",17,"214,223",25,"491,170",26,4019038,2,0,2,3,0,7,6,5,1,24,6,7,1,0,0,0,0,0,10,0,0,0,13,1,0,0,0,0,0,0,9,1,19,"1,705",8,574,12,"1,131"
24,5,44,15,Saint-HermÇnÇgilde,29,"26,291,077",29,"18,918,702",27,"17,202,702",11,"1,716,000",23,"3,815,775",29,"3,556,600",0,0,0,6,4,9,5,2,3,29,"5,368,074",20,"177,147",11,"24,076",19,"155,759",23,"1,077,124",8,"173,423",14,"623,140",21,"154,540",22,"266,906",17,"388,050",14,"230,096",10,"157,954",29,"157,390",28,"285,300",5,"6,223",24,"200,479",10,"51,959",29,"185,166",27,"979,860",27,"634,955",29,7023187,1,0,1,3,3,2,8,8,3,28,19,1,2,0,0,0,4,0,2,0,0,0,19,2,0,0,1,0,0,0,0,6,17,869,9,630,14,239
24,5,44,23,Dixville,29,"22,711,538",29,"15,943,087",29,"15,507,087",7,"436,000",20,"2,655,854",29,"4,112,597",0,2,2,4,3,12,4,1,1,29,"4,253,848",22,"193,532",15,x,17,"143,457",23,"912,147",6,"138,318",14,"270,220",21,"168,446",19,"203,476",20,"299,815",19,"265,182",7,"34,633",28,"128,240",25,"299,030",4,x,24,"90,919",6,"28,455",29,"112,871",27,"832,932",26,"540,591",29,4933285,3,0,1,3,1,4,7,9,1,26,16,2,1,0,0,0,2,2,3,0,0,0,18,1,0,0,0,0,0,2,2,3,20,"1,013",13,869,13,144
24,5,44,37,Coaticook,133,"109,630,765",133,"79,113,391",127,"75,397,746",30,"3,715,645",104,"13,770,154",133,"16,747,220",2,5,13,23,13,41,22,5,9,133,"27,505,999",82,"776,612",67,"178,643",75,"425,809",100,"5,744,275",24,"935,787",57,"4,102,168",100,"854,729",91,"824,626",85,"3,070,781",55,"1,634,035",57,"1,436,746",123,"724,933",122,"1,276,066",24,"141,982",114,"786,721",34,"158,103",124,"689,290",106,"3,249,165",126,"4,502,096",133,32426473,5,8,6,17,7,11,36,27,16,128,61,19,10,1,0,3,5,2,23,1,2,1,80,10,1,6,1,3,2,2,6,17,85,"6,883",57,"5,381",51,"1,502"
24,5,44,45,Barnston-Ouest,39,"34,394,999",39,"25,270,117",39,"23,380,117",11,"1,890,000",30,"3,166,043",39,"5,958,839",0,1,6,8,4,11,3,2,4,39,"4,963,693",23,"193,643",17,x,19,"104,411",31,"902,772",5,x,16,"286,922",28,"198,978",28,"268,354",24,"542,538",17,"340,616",14,"201,922",38,"182,972",37,"399,595",5,x,32,"170,144",11,"85,089",39,"159,426",25,"737,493",36,"661,664",39,6108747,3,2,2,7,2,4,9,9,1,36,16,10,1,0,0,0,1,1,6,0,1,0,26,1,0,0,0,0,1,1,4,3,24,"1,288",13,790,18,498
24,5,44,50,Stanstead-Est,60,"44,926,690",60,"31,928,701",58,"29,555,456",20,"2,373,245",44,"5,858,631",60,"7,139,358",0,0,9,9,10,18,8,2,4,60,"10,030,518",42,"345,806",26,"63,150",34,"181,130",41,"3,577,297",8,"58,889",23,"491,470",41,"337,290",37,"377,026",42,"1,251,966",27,"720,475",31,"531,491",57,"329,405",57,"522,605",12,"41,147",54,"355,383",12,"17,243",57,"283,414",43,"779,093",58,"1,077,093",60,13063716,2,2,7,7,4,5,16,13,4,58,23,11,3,2,0,2,4,1,11,0,0,1,34,3,2,4,0,2,0,1,6,6,42,"2,728",25,"2,219",24,509
24,5,44,55,Sainte-Edwidge-de-Clifton,62,"49,809,728",62,"36,924,970",61,"34,466,470",12,"2,458,500",53,"5,804,893",62,"7,079,865",1,4,9,3,8,19,10,2,6,62,"8,997,341",41,"197,510",31,"57,479",35,"107,897",51,"2,877,508",15,"582,457",38,"547,558",50,"335,614",42,"453,265",33,"757,351",24,"547,017",22,"210,334",58,"303,595",60,"556,627",11,"31,373",51,"225,775",17,"48,758",58,"251,389",49,"1,029,915",58,"1,215,727",62,11476381,2,3,2,5,9,8,19,8,6,60,25,15,9,0,0,0,1,1,9,0,0,0,39,9,0,1,2,0,0,1,5,3,33,"1,894",21,"1,497",22,397
24,5,44,60,Martinville,19,"9,197,424",19,"6,227,681",19,"5,925,181",3,"302,500",15,"1,559,823",19,"1,409,920",0,0,2,5,4,7,1,0,0,19,"1,589,316",12,"34,131",10,x,9,"22,715",15,"375,989",5,"72,322",11,"178,024",16,"59,688",12,"47,853",10,"117,589",8,"93,859",6,"23,730",18,"57,924",18,"88,415",1,x,17,"124,248",3,"8,100",16,"67,259",15,"123,470",18,"274,296",19,1910844,2,0,0,3,4,3,5,2,0,17,5,5,1,0,0,0,2,1,1,2,0,0,10,1,0,0,2,0,0,1,1,2,10,346,6,306,7,40
24,5,44,71,Compton,154,"131,061,508",154,"92,666,664",149,"87,977,224",43,"4,689,440",109,"15,342,951",154,"23,051,893",4,3,13,23,12,51,22,16,10,154,"29,785,723",108,"1,160,119",81,"418,121",106,"854,926",101,"6,941,661",24,"1,839,805",65,"1,975,638",99,"1,072,321",110,"1,278,133",94,"3,732,785",59,"1,794,612",68,"1,938,173",147,"1,148,353",144,"1,781,523",43,"193,764",126,"773,410",44,"228,142",148,"726,069",123,"3,136,218",143,"4,364,540",154,37057212,7,6,6,17,18,13,33,30,24,147,53,21,17,0,0,11,7,9,25,0,2,2,74,17,0,3,0,11,4,9,10,19,94,"8,028",61,"5,453",55,"2,575"
24,5,45,0,MemphrÇmagog,283,"144,276,143",283,"108,548,190",273,"97,169,205",88,"11,378,985",202,"14,356,395",283,"21,371,558",4,19,41,81,45,63,12,9,9,283,"20,179,862",152,"790,793",66,"159,052",118,"386,431",186,"3,663,974",49,"338,415",105,"1,152,135",174,"605,950",125,"675,330",108,"3,155,838",62,"1,120,358",80,"2,035,480",263,"1,020,557",253,"1,283,845",40,"154,468",216,"793,323",70,"142,348",255,"671,642",163,"1,964,593",255,"3,559,583",283,23884417,31,17,30,73,53,26,30,13,10,252,33,104,4,3,0,2,17,14,68,0,0,7,131,4,3,6,17,2,0,14,16,59,108,"7,199",54,"4,518",75,"2,681"
24,5,45,20,Ogden,39,"24,589,900",39,"18,157,436",38,"16,172,001",18,"1,985,435",32,"2,356,642",39,"4,075,822",0,1,4,11,10,6,1,4,2,39,"2,625,058",23,"211,822",12,x,22,"89,126",30,"383,108",9,"64,025",20,"145,620",30,"99,093",16,"100,363",18,"218,334",9,"86,123",14,"132,211",33,"117,666",33,"213,228",1,x,32,"103,881",16,"26,860",35,"102,032",20,"313,351",36,"459,057",39,3058212,6,2,3,8,11,2,3,2,2,33,4,21,1,0,0,1,4,0,2,0,0,0,25,1,0,0,1,1,0,0,0,5,18,478,10,378,13,100
24,5,45,25,Stanstead,20,"11,355,389",20,"8,446,900",20,"7,623,900",7,"823,000",16,"1,395,081",20,"1,513,408",0,3,1,4,2,8,1,0,1,20,"2,102,970",8,"37,085",6,"8,129",9,"21,150",13,"775,374",4,"23,138",8,x,14,"62,779",11,"58,725",4,x,2,x,3,"17,500",17,"48,839",18,"118,838",2,x,18,"111,968",4,"5,969",18,"71,898",14,"210,080",17,"179,428",20,2505936,2,1,3,6,1,1,3,2,1,18,4,6,1,1,0,0,1,2,3,0,0,0,10,1,1,1,1,0,0,2,1,1,4,203,2,x,3,x
24,5,45,30,Potton,43,"21,128,341",43,"15,009,872",41,"13,468,372",14,"1,541,500",34,"2,619,215",43,"3,499,254",1,2,4,14,7,12,1,1,1,43,"1,834,915",19,"53,539",3,460,10,"7,728",31,"261,951",10,"107,016",17,"124,621",27,"44,864",17,"42,941",12,"143,115",7,"84,887",7,"58,228",41,"109,423",42,"182,749",8,"58,709",36,"89,831",10,"21,703",38,"68,239",25,"121,160",41,"503,882",43,1994348,4,5,3,10,10,4,6,1,0,39,3,22,0,0,0,0,2,0,10,0,0,2,23,0,0,1,3,0,0,0,1,11,12,399,3,220,10,179
24,5,45,43,Hatley,29,"22,253,899",29,"17,035,895",28,"14,950,895",10,"2,085,000",23,"2,635,957",29,"2,582,047",1,2,4,7,0,7,2,4,2,29,"5,527,953",20,"222,000",12,"33,541",17,"72,357",20,"1,099,775",8,"47,661",14,"268,058",22,"163,271",20,"253,040",13,"1,034,274",10,"281,892",9,"752,382",25,"151,491",25,"256,308",5,"20,896",25,"183,986",7,"38,820",28,"117,084",23,"744,898",29,"868,154",29,7277166,2,0,3,4,3,6,3,4,4,27,8,9,1,0,0,0,1,1,6,0,0,1,17,1,0,0,2,0,0,1,1,5,13,"2,197",9,"1,059",8,"1,138"
24,5,45,55,Hatley,20,"7,059,163",20,"5,595,382",19,"5,137,632",9,"457,750",11,"590,130",20,"873,651",0,3,2,7,3,5,0,0,0,20,"1,528,633",12,"30,184",6,"11,873",8,"10,399",11,"93,724",2,x,5,"29,775",11,"21,551",6,"33,834",10,"526,352",6,"91,655",10,"434,697",20,"146,584",18,"45,480",6,"16,168",10,"39,188",7,"12,625",19,"53,032",14,"75,793",17,"382,071",20,1764460,2,0,1,4,5,2,5,0,1,18,2,6,0,0,0,0,2,1,7,0,0,0,7,0,0,0,1,0,0,1,3,6,10,"1,153",6,764,5,389
24,5,45,60,Sainte-Catherine-de-Hatley,37,"17,223,184",37,"13,023,801",33,"11,273,901",11,"1,749,900",30,"1,547,742",37,"2,651,641",1,3,5,13,6,6,2,0,1,37,"1,651,182",23,"86,998",9,"23,897",18,"50,769",26,"186,796",4,"4,375",15,"103,262",25,"58,512",20,"105,016",14,"225,657",8,"135,784",10,"89,873",36,"91,221",34,"119,637",5,"13,167",27,"72,370",8,"8,530",33,"71,301",22,"159,667",32,"274,382",37,1886775,3,0,5,14,6,4,4,1,0,34,6,17,0,0,0,0,2,2,7,0,0,0,23,0,0,0,1,0,0,2,3,5,14,574,5,285,11,289
24,5,45,75,Magog,39,"18,993,031",39,"14,424,431",38,"13,324,431",7,"1,100,000",26,"1,789,229",39,"2,779,371",0,3,8,10,6,6,5,0,1,39,"2,923,749",23,"94,592",10,"39,909",18,"93,607",23,"450,234",7,"38,341",15,"158,496",21,"67,790",18,"41,363",17,"633,240",9,"192,627",13,"440,613",37,"215,226",34,"156,942",5,"15,288",30,"127,062",10,"17,174",34,"104,490",22,"211,214",37,"497,122",39,3476914,5,2,4,10,9,2,3,2,2,34,2,11,0,2,0,0,3,5,9,0,0,2,11,0,2,2,4,0,0,5,2,8,17,"1,474",10,"1,186",10,288
24,5,45,105,Stukely-Sud,20,"7,840,172",20,"5,750,700",20,"5,254,300",5,"496,400",13,"777,598",20,"1,311,874",0,0,5,6,4,5,0,0,0,20,"1,059,962",11,"31,332",2,x,6,"5,024",15,"308,727",3,x,6,x,11,"62,717",8,"19,224",6,x,4,x,4,"22,885",20,"52,725",19,"103,713",2,x,15,"42,320",4,"4,252",18,"32,449",6,"31,735",18,"217,827",20,945476,3,1,4,6,2,2,1,1,0,17,1,9,1,0,0,0,1,0,5,0,0,0,10,1,0,0,0,0,0,0,1,5,6,316,3,x,4,x
24,5,45,115,Orford,36,"13,833,064",36,"11,103,773",36,"9,963,773",7,"1,140,000",17,"644,801",36,"2,084,490",1,2,8,9,7,8,0,0,1,36,"925,440",13,"23,241",6,"7,604",10,"36,271",17,"104,285",2,x,5,"8,588",13,"25,373",9,"20,824",14,"152,355",7,"65,264",10,"87,091",34,"87,382",30,"86,950",6,"17,963",23,"22,717",4,"6,415",32,"51,117",17,"96,695",28,"177,660",36,975130,4,6,4,11,6,3,2,0,0,32,3,3,0,0,0,1,1,3,19,0,0,2,5,0,0,2,4,1,0,3,4,13,14,405,6,226,11,179
24,13,46,0,Brome-Missisquoi,733,"649,670,142",733,"496,942,993",721,"461,591,643",207,"35,351,350",512,"64,475,652",733,"88,251,497",10,15,72,154,110,212,75,29,56,733,"167,682,291",478,"4,725,388",391,"2,385,021",424,"3,071,371",466,"40,591,444",144,"3,413,574",263,"33,432,934",442,"4,970,029",422,"8,624,938",343,"20,367,294",213,"5,297,702",232,"15,069,592",697,"5,450,714",665,"7,064,803",149,"1,285,105",601,"4,623,338",182,"906,781",663,"3,747,758",484,"10,175,607",665,"16,259,766",733,193065046,35,34,56,107,109,101,147,95,49,698,165,114,49,19,0,100,33,62,118,9,9,20,272,51,19,21,43,101,9,62,39,81,343,"42,289",205,"34,736",208,"7,553"
24,13,46,10,Frelighsburg,39,"23,887,179",39,"18,545,739",39,"16,959,739",7,"1,586,000",24,"2,038,299",39,"3,303,141",0,2,4,5,11,14,2,0,1,39,"4,182,678",25,"97,825",23,"165,613",19,x,19,"1,073,065",2,x,12,x,19,"109,836",19,x,20,"770,769",10,"173,121",15,"597,648",38,"173,030",36,"245,469",9,x,33,"132,159",5,"9,017",37,"165,139",23,"274,424",35,"626,862",39,5666206,2,1,2,9,9,4,6,4,2,37,4,6,3,1,0,3,1,15,3,1,0,0,9,3,1,1,4,3,0,15,0,1,20,"1,842",13,972,11,870
24,13,46,17,Saint-Armand,57,"42,582,704",57,"32,157,204",57,"30,431,504",15,"1,725,700",45,"3,809,251",57,"6,616,249",0,0,4,8,16,13,13,1,2,57,"4,950,764",43,"388,743",36,"111,403",39,"235,771",40,"531,998",16,"145,975",13,x,35,"187,269",37,"280,163",30,"414,091",17,x,19,x,55,"226,403",50,"374,238",12,x,53,"165,932",14,x,53,"171,423",34,"546,895",52,"1,043,115",57,6060016,6,1,5,9,9,3,18,5,1,51,20,8,0,0,0,8,1,5,7,0,0,2,28,0,0,1,4,9,0,5,1,3,30,970,14,710,21,260
