AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,VALMCH,NTOTTRC,TOTTRC,NTTRC20,TTRC20,VTRC20,NTTRC50,TTRC50,VTRC50,NTTRC100,TTRC100,VTRC100,NTTRC150,TTRC150,VTRC150,NTOTTRK,TOTTRK,TVALTRK,NTOTCOMB,TOTCOMB,NSPCOMB,SPCOMB,VSPCOMB,NPTCOMB,PTCOMB,VPTCOMB,NSWTHER,SWTHER,NSPSWTH,SPSWTH,VSPSWTH,NPTSWTH,PTSWTH,VPTSWTH,NTOTBAL,TOTBAL,NBALSML,BALSML,VBALSML,NBALLRG,BALLRG,VBALLRG,NHARVST,HARVST,VHARVST,NAUTMBL,AUTMBL,VALATO,NVALOEQ,VALOEQ
240769400,24,7,69,400,2469400,SAINT-PAUL-DE-CHATEAUGUAY,165,"10,253,070",160,440,114,159,"519,100",138,227,"2,032,100",39,49,"1,294,700",5,5,"177,000",84,93,"298,885",47,48,38,39,"864,200",9,9,x,35,37,25,25,"89,900",12,12,"25,100",101,101,100,100,"210,400",1,1,x,59,62,"368,000",143,177,"601,821",140,"3,755,214"
240769480,24,7,69,480,2469480,MERCIER,89,"2,770,960",82,178,67,110,"394,000",36,48,"424,120",13,15,"247,000",5,5,"120,400",62,89,"355,790",14,15,13,13,"235,700",2,2,x,4,4,2,2,x,2,2,x,21,21,21,21,"41,150",0,0,0,4,4,"9,600",72,84,"235,500",57,"690,400"
240769600,24,7,69,600,2469600,CHATEAUGUAY,24,"883,200",21,40,16,21,"64,300",11,16,"184,000",2,2,x,1,1,x,12,18,"49,700",5,5,3,3,x,2,2,x,2,2,2,2,x,0,0,0,11,12,11,12,"25,300",0,0,0,6,6,"31,300",21,23,"72,500",23,"304,700"
240769720,24,7,69,720,2469720,TRES-SAINT-SACREMENT,108,"6,892,088",100,266,78,109,"318,200",77,124,"1,216,700",26,31,"742,500",2,2,x,64,74,"286,400",27,29,21,23,"556,200",6,6,x,15,15,9,9,"34,700",6,6,"14,250",72,74,72,74,"183,200",0,0,0,40,44,"233,800",95,127,"516,200",95,"2,688,838"
240769780,24,7,69,780,2469780,SAINT-MALACHIE-D'ORMSTOWN,136,"5,888,570",129,316,91,138,"348,650",94,153,"1,280,000",23,24,"498,500",1,1,x,68,71,"254,900",32,33,13,13,"113,500",20,20,"24,100",15,15,2,2,x,13,13,x,88,89,88,89,"151,700",0,0,0,40,43,"161,700",114,147,"536,050",119,"2,405,320"
240770000,24,7,70,0,2470000,BEAUHARNOIS,357,"21,036,335",337,844,237,320,"1,108,844",250,435,"3,989,495",59,61,"1,537,500",27,28,"1,088,000",183,221,"677,600",118,121,90,91,"1,881,500",30,30,x,54,56,26,26,"88,301",29,30,"88,550",223,226,220,223,"467,015",3,3,x,128,135,"601,200",305,360,"1,317,245",309,"8,132,835"
240770180,24,7,70,180,2470180,BEAUHARNOIS,50,"2,819,030",49,132,39,57,"164,400",40,70,"724,300",4,4,"116,000",1,1,x,22,32,"95,900",21,21,21,21,x,0,0,0,11,11,10,10,"41,000",1,1,x,36,37,35,36,x,1,1,x,17,17,"99,500",46,55,"186,600",50,"1,145,700"
240770250,24,7,70,250,2470250,SAINT-ETIENNE-DE-BEAUHARNOIS,43,"2,768,200",42,117,30,39,"140,900",39,66,"553,000",6,7,"164,000",5,5,"225,000",21,23,"70,000",14,16,10,11,"295,000",5,5,x,5,5,1,1,x,4,4,x,31,32,31,32,x,0,0,0,24,26,"110,000",39,46,"151,850",36,"971,650"
240770320,24,7,70,320,2470320,SAINT-LOUIS-DE-GONZAGUE,99,"6,767,776",89,223,56,74,"361,000",66,112,"1,060,300",24,25,"680,000",12,12,"500,000",51,62,"189,400",27,27,20,20,"909,500",7,7,x,8,8,2,2,x,6,6,x,52,52,51,51,"114,735",1,1,x,27,28,"136,800",82,103,"428,200",84,"2,357,190"
240770390,24,7,70,390,2470390,SAINT-STANISLAS-DE-KOSTKA,68,"3,450,384",64,151,45,62,"180,094",46,81,"757,595",7,7,"162,000",1,1,x,31,34,"106,900",11,11,10,10,"178,300",1,1,x,8,8,2,2,x,6,6,x,41,41,40,40,"75,850",1,1,x,23,26,"102,300",60,70,"261,095",56,"1,554,500"
240770600,24,7,70,600,2470600,SAINT-TIMOTHEE,71,"4,347,620",70,178,46,56,"180,450",52,97,"822,300",18,18,"415,500",7,7,"135,000",39,43,"138,900",40,40,27,27,"296,000",13,13,"19,500",19,20,9,9,"28,000",11,11,"30,200",52,53,52,53,"115,300",0,0,0,32,33,"134,500",60,67,"227,700",62,"1,804,270"
240770670,24,7,70,670,2470670,SALABERRY-DE-VALLEYFIELD,26,"883,325",23,43,21,32,"82,000",7,9,"72,000",0,0,0,1,2,x,19,27,"76,500",5,6,2,2,x,4,4,x,3,4,2,2,x,1,2,x,11,11,11,11,x,0,0,0,5,5,"18,100",18,19,"61,800",21,"299,525"
240771000,24,7,71,0,2471000,SOULANGES,408,"18,701,040",364,854,274,410,"1,430,951",240,357,"3,325,860",56,64,"1,482,200",20,23,"1,035,500",202,235,"793,100",124,126,85,86,"2,448,100",39,40,x,66,73,43,43,"121,150",29,30,"72,450",235,248,235,247,"444,200",1,1,x,90,93,"329,400",317,366,"1,270,200",320,"5,867,329"
240771220,24,7,71,220,2471220,SAINT-JOSEPH-DE-SOULANGES,87,"2,212,655",72,139,56,80,"253,150",38,52,"432,850",3,3,"93,000",3,4,"204,000",31,31,"83,360",18,18,10,10,"151,100",8,8,"8,300",8,9,5,5,"14,500",3,4,"4,300",48,48,48,48,"103,250",0,0,0,15,15,"26,800",63,69,"232,350",60,"605,695"
240771320,24,7,71,320,2471320,SAINT-IGNACE-DU-COTEAU-DU-LAC,57,"2,495,103",52,121,40,61,"229,626",33,51,"471,360",7,7,"172,000",2,2,x,34,39,"185,575",14,14,10,10,"250,000",4,4,x,6,6,4,4,x,2,2,x,29,30,29,29,"49,725",1,1,x,12,12,"41,400",46,54,"215,980",41,"713,837"
240771350,24,7,71,350,2471350,SAINT-CLET,59,"3,085,690",55,135,35,55,"179,900",41,64,"601,800",11,14,"383,000",1,2,x,24,30,"122,300",25,25,17,17,"410,000",8,8,x,12,13,8,8,x,5,5,x,32,32,32,32,"57,100",0,0,0,14,14,"65,950",50,57,"206,000",47,"940,340"
240771470,24,7,71,470,2471470,SAINT-ZOTIQUE,35,"2,214,942",29,84,24,40,"224,600",21,35,"364,500",5,6,"177,000",3,3,"150,000",15,21,"60,600",9,9,8,8,"241,000",1,1,x,4,5,3,3,x,2,2,x,17,19,17,19,"36,200",0,0,0,7,7,"41,500",26,31,"126,200",27,"766,842"
240771720,24,7,71,720,2471720,SAINT-POLYCARPE,96,"5,277,257",87,226,68,104,"273,400",59,87,"843,150",24,27,"498,200",8,8,"335,000",54,67,"169,800",38,39,24,24,"793,000",14,15,"17,700",24,26,14,14,"28,700",12,12,"27,850",63,71,63,71,"135,750",0,0,0,26,28,"108,300",78,89,"296,170",80,"1,750,237"
240771780,24,7,71,780,2471780,SAINT-TELESPHORE,74,"3,415,393",69,149,51,70,"270,275",48,68,"612,200",6,7,"159,000",3,4,"141,500",44,47,"171,465",20,21,16,17,"603,000",4,4,"5,000",12,14,9,9,"48,550",5,5,"12,900",46,48,46,48,"62,175",0,0,0,16,17,"45,450",54,66,"193,500",65,"1,090,378"
240772000,24,7,72,0,2472000,VAUDREUIL,437,"15,885,192",385,860,309,452,"1,355,824",226,341,"3,026,020",44,49,"934,800",16,18,"574,500",190,229,"721,327",99,104,70,71,"956,920",33,33,"45,600",87,94,53,53,"219,900",41,41,"108,200",241,255,234,245,"446,277",10,10,"44,550",98,110,"379,395",343,434,"1,393,836",338,"5,678,043"
240772200,24,7,72,200,2472200,NOTRE-DAME-DE-L'ILE-PERROT,15,"570,150",13,42,12,21,"82,000",8,17,"119,000",3,4,"71,000",0,0,0,7,12,"41,300",7,9,7,8,"41,000",1,1,x,5,5,4,4,"7,800",1,1,x,7,7,7,7,"28,000",0,0,0,2,2,x,10,12,"49,300",10,"122,250"
240772260,24,7,72,260,2472260,VAUDREUIL,64,"1,529,675",58,110,48,64,"170,900",28,40,"315,300",4,5,x,1,1,x,26,29,"77,150",13,14,8,8,"90,100",6,6,x,9,10,4,4,"9,000",6,6,x,31,34,29,30,"45,650",4,4,x,13,14,x,43,55,"163,225",51,"523,450"
240772400,24,7,72,400,2472400,SAINT-LAZARE,48,"1,161,822",41,66,29,35,"160,228",21,26,"256,200",4,4,"51,500",1,1,x,23,28,"119,200",3,4,2,2,x,2,2,x,7,7,4,4,"29,200",3,3,x,19,21,19,21,"45,582",0,0,0,5,5,"58,950",31,37,"107,300",27,"294,262"
240772460,24,7,72,460,2472460,SAINTE-JUSTINE-DE-NEWTON,85,"4,019,045",75,170,57,78,"256,900",49,76,"753,200",9,12,"227,500",3,4,"145,000",39,49,"165,150",29,29,20,20,"259,400",9,9,"11,800",22,24,15,15,"52,300",9,9,x,46,49,45,48,"83,900",1,1,x,21,22,"66,450",73,96,"335,475",71,"1,641,120"
240772510,24,7,72,510,2472510,SAINTE-MARTHE,110,"4,228,718",95,226,79,133,"339,566",52,72,"683,620",11,11,"223,000",9,10,"354,000",45,58,"174,327",25,26,20,20,"419,120",6,6,x,20,22,12,12,"64,600",10,10,"35,300",67,68,66,67,"122,160",1,1,x,22,27,"84,160",92,117,"418,116",87,"1,299,049"
240772580,24,7,72,580,2472580,TRES-SAINT-REDEMPTEUR,34,"1,189,950",30,66,24,32,"89,800",19,30,"248,000",3,3,x,1,1,x,9,9,"26,700",9,9,7,7,x,2,2,x,7,8,6,6,"14,500",2,2,x,22,22,22,22,"45,100",0,0,0,9,11,"40,000",32,41,"143,000",24,"467,350"
240772720,24,7,72,720,2472720,SAINTE-MADELEINE-DE-RIGAUD,81,"3,185,832",73,180,60,89,"256,430",49,80,"650,700",10,10,"262,000",1,1,x,41,44,"117,500",13,13,6,6,"92,300",7,7,x,17,18,8,8,"42,500",10,10,"32,850",49,54,46,50,"75,885",4,4,"15,550",26,29,"102,935",62,76,"177,420",68,"1,330,562"
240800000,24,8,0,0,2400000,REGION DE L'OUTAOUAIS REGION,"2,966","89,069,300","2,670","5,180","2,008","2,913","9,353,795","1,382","2,012","17,002,029",174,202,"2,769,300",49,53,"650,950","1,932","2,239","8,316,733",502,514,266,272,"2,211,231",240,242,"528,130",469,492,258,263,"984,965",226,229,"581,394","1,865","1,955","1,822","1,875","4,108,676",80,80,"480,900",556,611,"2,573,663","2,003","2,352","8,171,815","2,330","31,335,719"
240874000,24,8,74,0,2474000,ARGENTEUIL,384,"12,867,274",349,749,253,381,"1,136,865",208,337,"2,937,455",22,24,"328,500",7,7,"52,500",217,246,"896,956",64,65,27,28,"301,310",37,37,"113,983",55,60,33,33,"179,300",26,27,"58,062",230,236,227,232,"558,357",4,4,"13,500",86,94,"398,433",281,348,"1,249,224",284,"4,642,829"
240874190,24,8,74,190,2474190,SAINT-ANDRE-D'ARGENTEUIL,97,"4,961,971",92,241,67,108,"288,700",70,121,"1,127,910",11,12,"234,000",0,0,0,54,62,"203,540",22,22,8,8,"190,500",14,14,"54,600",16,19,7,7,"62,000",11,12,x,65,66,64,65,"199,482",1,1,x,32,34,"169,300",80,101,"341,740",83,"2,056,099"
240874230,24,8,74,230,2474230,LACHUTE,39,"943,991",37,70,27,38,"113,300",20,31,"239,214",1,1,x,0,0,0,20,21,"91,165",6,6,2,2,x,4,4,"5,800",2,2,0,0,0,2,2,x,23,23,23,23,"38,800",0,0,0,7,7,x,25,32,"105,883",29,"296,646"
240874300,24,8,74,300,2474300,CHATHAM,104,"4,027,059",98,210,67,95,"284,535",62,103,"936,150",6,7,"55,000",5,5,x,51,60,"213,385",22,22,11,11,"67,610",11,11,"31,300",25,26,20,20,"103,500",6,6,x,73,74,72,73,"179,600",1,1,x,29,31,"117,650",86,109,"418,000",81,"1,576,579"
240874380,24,8,74,380,2474380,GRENVILLE,48,"1,292,728",44,93,33,55,"168,300",24,38,"302,500",0,0,0,0,0,0,35,37,"148,816",8,8,5,5,"19,500",3,3,"6,200",6,7,3,3,x,4,4,"10,412",28,32,28,31,"56,600",1,1,x,11,15,"34,600",33,43,"170,700",40,"360,600"
240874410,24,8,74,410,2474410,HARRINGTON,26,"514,100",24,46,20,32,"77,400",8,11,"78,000",2,2,x,1,1,x,17,18,"76,800",2,2,0,0,0,2,2,x,1,1,0,0,0,1,1,x,16,16,16,16,"35,300",0,0,0,1,1,x,14,15,"46,600",15,"146,400"
240874460,24,8,74,460,2474460,WENTWORTH-NORD,10,"100,800",6,8,2,4,x,4,4,x,0,0,0,0,0,0,6,6,"20,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,"28,500",3,"13,500"
240874540,24,8,74,540,2474540,GORE,14,"136,900",9,11,6,6,x,3,4,x,1,1,x,0,0,0,9,11,"36,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,x,0,0,0,1,1,x,8,8,"35,300",7,"23,400"
240874760,24,8,74,760,2474760,ARUNDEL,25,"610,225",23,44,17,26,"81,330",10,17,"188,881",1,1,x,0,0,0,14,16,"61,650",4,5,1,2,x,3,3,x,4,4,2,2,x,2,2,x,14,14,13,13,"30,975",1,1,x,4,4,"28,000",17,19,"61,801",17,"126,105"
240874780,24,8,74,780,2474780,HUBERDEAU,21,"279,500",16,26,14,17,"69,500",7,8,"43,500",0,0,0,1,1,x,11,15,"45,000",0,0,0,0,0,0,0,0,1,1,1,1,x,0,0,0,9,9,9,9,x,0,0,0,1,1,x,12,14,"40,700",9,"43,500"
240875000,24,8,75,0,2475000,PAPINEAU,756,"25,013,874",698,"1,343",505,702,"2,217,255",390,572,"4,810,500",48,56,"872,000",13,13,"230,800",467,537,"1,901,465",112,114,63,64,"538,050",49,50,"93,412",115,119,59,60,"208,150",59,59,"126,550",462,475,453,464,"974,419",11,11,"42,500",144,157,"704,425",535,615,"2,164,146",625,"10,130,202"
240875150,24,8,75,150,2475150,"N.-D.-DE-BON-SECOURS, PTE NORD",34,"856,235",34,59,23,30,"91,800",19,27,"202,475",1,2,x,0,0,0,14,17,"57,000",12,12,4,4,"5,700",8,8,"14,200",4,4,3,3,x,1,1,x,27,27,27,27,"62,000",0,0,0,14,15,"32,000",19,21,"53,550",28,"319,210"
240875170,24,8,75,170,2475170,NOTRE-DAME-DE-LA-PAIX,43,"2,695,939",40,95,31,41,"118,900",25,42,"474,300",7,10,"197,000",2,2,x,29,46,"179,950",5,5,1,1,x,4,4,"7,500",5,5,3,3,"11,000",2,2,x,18,18,17,17,"47,000",1,1,x,8,8,"22,425",35,38,"104,050",37,"1,493,314"
240875220,24,8,75,220,2475220,SAINT-ANDRE-AVELLIN,91,"3,011,767",85,165,53,72,"257,400",52,83,"632,900",7,9,"136,000",1,1,x,50,56,"162,300",13,14,9,10,"80,300",4,4,x,11,11,6,6,"25,500",5,5,"12,600",55,56,54,55,"130,150",1,1,x,20,23,"71,800",63,70,"198,500",81,"1,278,817"
240875260,24,8,75,260,2475260,SAINTE-ANGELIQUE,44,"1,746,571",41,80,29,40,"163,700",25,37,"382,500",3,3,"67,000",0,0,0,21,22,"68,730",4,4,1,1,x,3,3,x,9,9,4,4,x,5,5,"12,900",25,25,25,25,"66,600",0,0,0,13,15,"79,800",33,38,"149,400",39,"667,141"
240875280,24,8,75,280,2475280,PLAISANCE,26,"1,297,739",26,54,22,28,"96,600",16,23,"238,400",3,3,"20,000",0,0,0,19,21,"77,700",5,5,3,3,"30,000",2,2,x,2,2,1,1,x,1,1,x,16,17,16,17,"40,094",0,0,0,5,5,"20,000",22,28,"115,900",25,"644,645"
240875320,24,8,75,320,2475320,LOCHABER,50,"2,132,720",48,112,39,53,"151,950",36,55,"455,150",3,3,"58,000",1,1,x,30,31,"107,150",14,14,6,6,"19,050",8,8,"20,500",12,12,6,6,x,6,6,"22,300",33,34,32,33,"78,250",1,1,x,11,13,"111,350",39,47,"156,550",46,"870,820"
240875340,24,8,75,340,2475340,"LOCHABER, PARTIE OUEST",47,"2,483,541",44,102,33,51,"146,305",27,42,"436,500",7,7,"180,000",2,2,x,35,36,"113,025",9,9,6,6,"114,000",3,3,x,5,5,1,1,x,4,4,"11,100",33,34,29,30,"88,100",4,4,"9,300",13,15,"67,000",40,45,"167,700",42,"1,081,511"
240875360,24,8,75,360,2475360,SAINT-SIXTE,24,"800,321",23,38,12,16,"33,500",13,19,"160,000",3,3,"41,000",0,0,0,15,16,"68,100",2,2,1,1,x,1,1,x,8,10,2,2,x,8,8,"10,350",12,12,12,12,"17,600",0,0,0,4,5,x,18,19,"47,103",20,"316,956"
240875380,24,8,75,380,2475380,MAYO,18,"351,625",16,28,11,14,"50,300",8,12,"98,000",1,1,x,1,1,x,10,10,"16,600",2,2,2,2,x,0,0,0,3,3,1,1,x,2,2,x,13,13,13,13,"15,625",0,0,0,5,5,"9,500",11,13,"38,700",13,"108,700"
240875405,24,8,75,405,2475405,MASSON,38,"1,506,670",37,80,26,35,"113,600",28,43,"374,625",2,2,x,0,0,0,25,25,"75,900",6,6,6,6,"35,500",0,0,0,7,7,5,5,x,2,2,x,30,30,30,30,"65,150",0,0,0,10,10,"39,850",27,29,"104,050",37,"649,195"
240875415,24,8,75,415,2475415,ANGE-GARDIEN,96,"2,535,875",88,161,70,101,"291,550",42,56,"426,150",2,2,x,2,2,x,64,79,"302,250",10,11,8,8,"104,000",2,3,x,13,13,6,6,"18,200",7,7,"17,300",54,56,53,55,"90,000",1,1,x,9,9,"39,500",66,85,"361,900",71,"838,525"
240875420,24,8,75,420,2475420,VAL-DES-MONTS,59,"1,439,076",54,99,39,60,"194,350",21,34,"222,500",2,4,x,1,1,x,39,48,"175,550",9,9,4,4,"12,000",5,5,"8,000",14,14,9,9,"19,200",5,5,"7,300",48,50,48,49,"91,400",1,1,x,12,13,"43,300",41,47,"193,600",39,"424,376"
240875450,24,8,75,450,2475450,NOTRE-DAME-DE-LA-SALETTE,34,"961,350",30,61,21,35,"103,700",19,25,"171,500",1,1,x,0,0,0,29,33,"124,600",7,7,5,5,"20,000",2,2,x,4,5,2,2,x,3,3,x,21,23,21,22,"43,900",1,1,x,7,8,"22,200",25,30,"118,100",29,"327,450"
240875470,24,8,75,470,2475470,MULGRAVE ET DERRY,18,"431,300",16,28,13,18,"58,100",9,10,"92,000",0,0,0,0,0,0,12,15,"71,300",2,2,1,1,x,1,1,x,0,0,0,0,0,0,0,0,12,13,11,12,x,1,1,x,1,1,x,12,13,"50,400",14,"120,500"
240875500,24,8,75,500,2475500,RIPON,61,"1,131,233",57,80,44,54,"182,700",19,23,"127,000",2,2,x,1,1,x,31,33,"112,200",3,3,1,1,x,2,2,x,7,8,2,3,x,5,5,"3,800",28,29,28,29,"47,900",0,0,0,3,3,"6,700",39,44,"153,300",53,"476,233"
240875540,24,8,75,540,2475540,LAC-SIMON,17,"202,000",13,18,8,10,"27,000",7,7,"43,500",1,1,x,0,0,0,8,8,"28,000",2,2,1,1,x,1,1,x,2,2,1,1,x,1,1,x,7,7,7,7,x,0,0,0,1,1,x,10,10,"25,500",9,"27,800"
240875550,24,8,75,550,2475550,VINOY,11,"564,100",10,19,7,7,"22,300",6,10,"113,000",2,2,x,0,0,0,6,6,"24,000",2,2,1,1,x,1,1,x,3,3,2,2,x,1,1,x,7,7,7,7,"23,500",0,0,0,3,3,x,7,7,"29,600",9,"240,400"
240875560,24,8,75,560,2475560,NAMUR,18,"278,890",14,24,9,14,"44,500",8,10,"37,000",0,0,0,0,0,0,10,10,"38,600",0,0,0,0,0,0,0,0,1,1,1,1,x,0,0,0,9,9,9,9,x,0,0,0,1,1,x,10,10,"37,700",15,"100,840"
240875580,24,8,75,580,2475580,PONSONBY,14,"308,653",12,22,5,9,"18,000",7,10,"79,000",1,1,x,2,2,x,9,10,"49,410",3,3,1,1,x,2,2,x,4,4,3,3,"1,600",1,1,x,8,8,8,8,"17,800",0,0,0,1,1,x,10,12,"34,843",9,"62,900"
240875780,24,8,75,780,2475780,BOWMAN,13,"278,269",10,18,10,14,"51,000",3,4,"44,000",0,0,0,0,0,0,11,15,"49,100",2,2,2,2,x,0,0,0,1,1,1,1,x,0,0,0,6,7,6,7,"8,600",0,0,0,3,3,"10,000",8,9,"23,700",9,"80,869"
240876000,24,8,76,0,2476000,LABELLE,505,"12,408,052",427,734,317,428,"1,495,810",180,263,"2,112,700",25,29,"305,800",12,14,"66,650",326,373,"1,491,812",51,52,45,45,"285,071",7,7,"7,500",79,87,48,49,"181,815",37,38,"98,137",262,280,256,270,"637,875",10,10,"45,900",56,60,"240,525",268,298,"918,475",362,"4,519,982"
240876120,24,8,76,120,2476120,LA CONCEPTION,28,"637,897",27,46,22,30,"88,800",11,15,"130,000",1,1,x,0,0,0,15,17,"57,500",1,1,1,1,x,0,0,0,2,2,1,1,x,1,1,x,16,17,15,16,"27,900",1,1,x,4,5,"10,200",17,21,"67,200",23,"240,997"
240876200,24,8,76,200,2476200,LABELLE,26,"310,650",18,31,16,23,"64,300",6,6,"23,500",1,1,x,1,1,x,13,15,"61,000",2,2,2,2,x,0,0,0,1,1,0,0,0,1,1,x,11,11,11,11,"10,100",0,0,0,1,1,x,21,23,"60,650",18,"74,700"
240876260,24,8,76,260,2476260,LA MINERVE,22,"204,800",17,19,15,16,"53,500",2,2,x,1,1,x,0,0,0,10,12,"41,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,x,0,0,0,0,0,0,15,20,"39,400",13,"49,200"
240876340,24,8,76,340,2476340,NOTRE-DAME-DU-LAUS,15,"236,468",14,25,11,17,"44,100",5,6,"22,500",2,2,x,0,0,0,13,14,"61,000",5,5,3,3,"6,500",2,2,x,1,1,0,0,0,1,1,x,9,11,8,9,"9,400",2,2,x,5,7,"8,100",5,5,"9,000",11,"53,568"
240876380,24,8,76,380,2476380,LAC-DU-CERF,10,"283,070",10,20,7,9,"35,210",5,9,"41,500",0,0,0,1,2,x,8,10,"19,300",1,1,0,0,0,1,1,x,2,2,2,2,x,0,0,0,7,7,7,7,"7,900",0,0,0,2,2,x,5,5,"14,500",7,"120,960"
240876400,24,8,76,400,2476400,SAINT-AIME-DU-LAC-DES-ILES,26,"612,700",24,49,19,28,"81,700",12,18,"147,300",1,2,x,1,1,x,19,22,"113,500",1,1,1,1,x,0,0,0,5,5,3,3,x,2,2,x,17,17,17,17,"30,300",0,0,0,1,1,x,10,11,"30,750",19,"152,250"
240876420,24,8,76,420,2476420,KIAMIKA,36,"1,473,038",29,66,18,27,"88,100",17,33,"282,000",4,4,"57,000",2,2,x,28,32,"147,000",5,5,5,5,"20,500",0,0,0,8,8,5,5,"16,500",3,3,"7,500",23,26,22,24,"70,600",2,2,x,8,8,"45,400",15,15,"55,400",26,"660,038"
240876440,24,8,76,440,2476440,LAC-NOMININGUE,25,"253,592",19,28,17,24,"81,300",2,4,x,0,0,0,0,0,0,12,14,"36,192",0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,x,6,6,6,6,"11,700",0,0,0,1,1,x,10,12,"42,850",23,"68,350"
240876540,24,8,76,540,2476540,MARCHAND,14,"255,000",12,16,8,11,"28,700",5,5,"50,000",0,0,0,0,0,0,10,10,"39,000",1,1,0,0,0,1,1,x,0,0,0,0,0,0,0,0,5,5,5,5,x,0,0,0,2,2,x,7,7,"21,500",9,"102,300"
240876580,24,8,76,580,2476580,L'ASCENSION,15,"343,290",13,21,9,10,"22,000",6,8,"51,000",3,3,x,0,0,0,7,12,"56,700",2,2,2,2,x,0,0,0,1,1,0,0,0,1,1,x,5,5,5,5,"9,500",0,0,0,1,1,x,8,8,"27,700",15,"136,590"
240876640,24,8,76,640,2476640,LAC-DES-ECORCES,26,"435,510",18,26,12,15,"83,600",8,11,"59,000",0,0,0,0,0,0,15,17,"91,300",0,0,0,0,0,0,0,0,1,1,1,1,x,0,0,0,7,7,7,7,x,0,0,0,0,0,0,10,12,"44,400",17,"137,010"
240876650,24,8,76,650,2476650,MONT-LAURIER,36,"985,975",33,66,22,33,"92,400",17,29,"215,400",2,2,x,2,2,x,26,34,"113,800",6,7,5,5,"54,600",2,2,x,6,7,4,4,"5,850",3,3,x,18,20,17,18,"32,000",2,2,x,7,7,"19,625",21,24,"57,700",21,"342,750"
240876660,24,8,76,660,2476660,DES RUISSEAUX,59,"1,102,630",44,71,34,42,"189,000",21,25,"243,600",2,2,x,2,2,x,38,39,"126,570",4,4,4,4,"7,271",0,0,0,8,10,5,5,"14,365",5,5,"13,487",31,31,30,30,"52,900",1,1,x,4,4,"15,500",32,35,"95,350",31,"335,587"
240876680,24,8,76,680,2476680,LAC-SAINT-PAUL,18,"511,130",17,26,11,15,"38,800",6,8,"55,500",1,3,x,0,0,0,7,8,"43,700",3,3,3,3,x,0,0,0,2,2,0,0,0,2,2,x,10,10,9,9,"34,000",1,1,x,2,3,x,13,13,"35,125",15,"219,305"
240876690,24,8,76,690,2476690,MONT-SAINT-MICHEL,27,"932,871",23,41,18,25,"112,500",10,12,"124,000",1,1,x,2,3,x,20,23,"91,300",4,4,3,3,"13,500",1,1,x,7,7,5,5,"17,000",2,2,x,19,20,19,20,"79,475",0,0,0,3,3,x,14,16,"53,150",22,"388,696"
240876700,24,8,76,700,2476700,SAINTE-ANNE-DU-LAC,15,"960,400",14,34,11,20,"116,700",7,12,"148,000",2,2,x,0,0,0,12,20,"133,300",3,3,3,3,x,0,0,0,3,5,3,4,x,1,1,x,12,15,12,14,"50,200",1,1,x,2,2,x,8,10,"50,700",13,"316,200"
240876780,24,8,76,780,2476780,FERME-NEUVE,107,"2,869,031",95,149,67,83,"275,100",40,60,"497,700",4,5,"44,000",1,1,x,73,74,"258,950",13,13,13,13,"73,000",0,0,0,28,31,19,19,"80,000",11,12,x,62,68,62,68,"183,500",0,0,0,13,13,"80,200",57,61,"213,100",79,"1,121,481"
240878000,24,8,78,0,2478000,GATINEAU,469,"11,217,249",436,837,355,546,"1,755,665",203,264,"1,884,624",21,23,"223,000",3,4,x,320,373,"1,361,535",82,82,34,34,"125,800",48,48,"80,650",78,80,32,32,x,47,48,"98,000",332,347,323,328,"669,625",19,19,"132,400",87,96,"287,900",297,344,"1,175,471",393,"3,361,179"
240878110,24,8,78,110,2478110,AYLMER,34,"932,310",28,56,23,45,"166,800",9,11,"81,000",0,0,0,0,0,0,23,38,"169,800",4,4,4,4,"16,500",0,0,0,2,3,1,1,x,2,2,x,11,12,10,10,x,2,2,x,4,4,"8,000",16,18,"54,100",25,"401,610"
240878140,24,8,78,140,2478140,"HULL, PARTIE OUEST",16,"420,100",14,26,10,18,"73,000",7,7,"69,400",1,1,x,0,0,0,12,13,"53,200",3,3,1,1,x,2,2,x,3,3,0,0,0,3,3,x,12,13,11,11,"27,800",2,2,x,1,1,x,12,14,"69,100",16,"91,100"
240878170,24,8,78,170,2478170,LA PECHE,109,"2,230,009",102,172,81,110,"340,600",45,59,"389,000",3,3,"44,000",0,0,0,75,91,"327,750",24,24,7,7,"16,100",17,17,"31,700",19,19,6,6,"8,200",13,13,"25,700",75,79,71,72,"135,000",7,7,"43,000",17,19,"50,650",73,87,"266,950",95,"551,359"
240878200,24,8,78,200,2478200,DENHOLM,15,"291,550",13,22,11,14,"36,300",6,8,"38,000",0,0,0,0,0,0,10,12,"42,800",3,3,1,1,x,2,2,x,1,1,1,1,x,0,0,0,9,9,9,9,"23,050",0,0,0,2,2,x,9,12,"39,500",13,"103,700"
