AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTFCAP,TOTFCAP,VALULB,VALMCH,VALULVSK,FCAPDIST_1,FCAPDIST_2,FCAPDIST_3,FCAPDIST_4,FCAPDIST_5,FCAPDIST_6,FCAPDIST_7,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12,FRMTYP1_13,FRMTYP1_14,FRMTYP1_15,NTOTWRK,TOTWRK,NWRKAGR,WRKAGR,NWRKNAG,WRKNAG,TOTWRK_1,TOTWRK_2,TOTWRK_3,TOTWRK_4,TOTWRK_5,TOTWRK_6,TOTWRK_7,TOTWRK_8,TOTWRK_9,TOTWRK_10
240229680,24,2,29,680,2429680,NOTRE-DAME-DE-MONTAUBAN,13,"2,693,428","2,040,630","337,878","314,920",1,1,1,3,4,2,1,10,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,2,230,1,20,1,210,0,0,1,0,0,0,0,0,1,0
240229720,24,2,29,720,2429720,SAINT-UBALDE,87,"16,267,825","10,508,437","3,462,125","2,297,263",1,3,16,16,26,21,4,62,42,2,1,1,0,0,11,1,4,0,0,0,0,0,0,23,"3,090",5,121,19,"2,969",1,2,2,2,1,2,1,2,8,2
240229780,24,2,29,780,2429780,SAINT-REMI,34,"5,629,855","3,601,479","1,110,098","918,278",2,1,5,8,9,6,3,26,18,3,1,0,0,0,3,0,1,0,0,0,0,0,0,8,875,0,0,8,875,0,0,0,3,0,2,0,0,2,1
240300000,24,3,0,0,2400000,SUD DE QUEBEC - SOUTH OF QUEBEC,"5,589","847,348,263","515,412,366","151,611,296","180,324,601",109,331,755,"1,348","1,677","1,212",157,"4,389","2,319",529,554,110,3,18,46,13,683,114,74,0,40,1,41,"1,811","282,530",314,"26,313","1,580","256,217",64,60,88,130,111,108,218,150,394,488
240322000,24,3,22,0,2422000,DORCHESTER,"1,465","275,432,292","166,261,821","45,855,307","63,315,164",26,61,156,323,424,390,85,"1,205",568,83,316,41,1,6,9,6,128,47,38,0,9,0,28,445,"65,181",68,"4,198",397,"60,983",23,25,21,35,22,20,55,42,84,118
240322110,24,3,22,110,2422110,SAINT-CYPRIEN,26,"2,174,177","1,333,800",x,x,0,2,5,10,9,0,0,19,4,5,0,0,0,0,0,0,10,0,0,0,0,0,0,16,"2,312",0,0,16,"2,312",0,0,0,0,1,3,3,3,4,2
240322130,24,3,22,130,2422130,SAINTE-JUSTINE,39,"4,782,842","3,003,563","791,388","987,891",0,1,5,12,15,6,0,31,18,7,2,0,0,0,0,0,2,2,0,0,2,0,0,14,"1,696",5,481,10,"1,215",1,2,1,2,1,0,1,2,0,4
240322150,24,3,22,150,2422150,SAINTE-ROSE-DE-WATFORD,29,"3,274,635","1,992,700","705,600","576,335",1,3,3,8,10,4,0,21,16,1,0,0,0,0,0,0,4,0,0,0,0,0,0,12,"1,978",2,229,11,"1,749",0,2,0,0,1,0,1,1,4,3
240322170,24,3,22,170,2422170,SAINT-LOUIS-DE-GONZAGUE,29,"1,199,165","842,300",x,x,2,6,11,9,1,0,0,21,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,18,"2,746",1,50,18,"2,696",0,0,1,0,0,1,6,1,6,3
240322180,24,3,22,180,2422180,SAINT-PROSPER,75,"5,753,488","3,524,225","1,265,841","963,422",8,11,15,17,22,2,0,46,22,7,0,0,0,0,1,0,15,1,1,0,0,0,0,47,"7,197",4,55,45,"7,142",2,0,1,7,0,2,6,7,10,12
240322190,24,3,22,190,2422190,SAINT-BENJAMIN,37,"2,637,124","1,776,500","468,750","391,874",3,4,9,13,8,0,0,28,11,5,0,0,0,0,0,0,12,0,0,0,0,0,0,14,"2,310",2,130,12,"2,180",0,0,0,1,1,0,3,2,3,4
240322210,24,3,22,210,2422210,SAINT-ODILON-DE-CRANBOURNE,83,"14,864,526","8,454,846","2,947,290","3,462,390",1,2,8,18,26,24,4,73,52,4,10,1,0,0,0,0,4,2,2,0,0,0,1,15,"1,435",1,1,15,"1,434",0,1,1,2,2,2,3,1,3,0
240322250,24,3,22,250,2422250,SAINTE-GERMAINE-DU-LAC-ETCHEMIN,43,"4,694,154","2,724,010","1,084,035","886,109",0,3,10,14,9,6,1,31,12,3,7,0,0,0,0,0,8,1,1,0,0,0,1,23,"3,426",4,330,20,"3,096",1,2,0,2,0,1,3,2,7,5
240322290,24,3,22,290,2422290,SAINT-LEON-DE-STANDON,103,"9,678,126","5,490,949","1,867,595","2,319,582",4,3,22,43,22,9,0,79,30,9,16,1,0,1,2,1,10,9,7,0,2,0,7,31,"3,439",2,5,29,"3,434",4,1,0,2,3,4,6,4,3,4
240322310,24,3,22,310,2422310,SAINT-NAZAIRE-DE-DORCHESTER,26,"3,531,449","2,175,232","500,700","855,517",0,0,3,9,9,5,0,24,10,1,10,0,0,0,0,0,2,1,1,0,0,0,1,6,"1,260",0,0,6,"1,260",0,0,0,0,0,0,0,1,2,3
240322340,24,3,22,340,2422340,SAINT-MALACHIE,75,"11,362,904","6,818,100","1,757,449","2,787,355",0,6,12,16,26,11,4,56,19,8,22,1,0,0,0,0,5,1,1,0,0,0,0,27,"4,359",2,276,25,"4,083",0,3,2,1,1,0,5,2,3,10
240322370,24,3,22,370,2422370,SAINT-EDOUARD-DE-FRAMPTON,113,"14,353,681","9,379,434","2,290,980","2,683,267",1,5,16,34,35,22,0,91,44,5,18,2,0,0,0,1,16,5,4,0,1,0,3,36,"5,457",7,615,31,"4,842",1,3,0,4,3,0,6,1,8,10
240322390,24,3,22,390,2422390,SAINTE-MARGUERITE,101,"21,651,663","12,917,502","3,268,335","5,465,826",1,4,3,13,37,37,6,81,37,2,25,8,0,1,0,0,2,6,6,0,0,0,3,13,"2,241",2,105,12,"2,136",0,0,2,1,0,0,1,2,3,4
240322410,24,3,22,410,2422410,SAINTE-CLAIRE,112,"24,581,789","15,412,131","3,900,600","5,269,058",2,2,12,21,36,27,12,97,53,9,22,2,0,1,1,0,7,2,2,0,0,0,1,30,"3,909",5,158,26,"3,751",3,1,4,3,2,1,2,1,4,9
240322450,24,3,22,450,2422450,SAINTE-HENEDINE,103,"21,796,389","13,364,944","3,565,139","4,866,306",2,3,6,16,32,39,5,90,55,3,25,0,0,0,0,0,3,4,3,0,1,0,3,28,"5,171",5,170,24,"5,001",2,1,2,3,0,1,0,3,2,14
240322530,24,3,22,530,2422530,SAINT-ANSELME,112,"28,217,843","16,863,536","4,969,865","6,384,442",1,2,4,22,31,39,13,94,48,5,30,1,1,0,2,1,2,4,3,0,1,0,2,43,"6,522",9,395,36,"6,127",4,3,2,2,3,0,3,4,9,13
240322610,24,3,22,610,2422610,SAINT-ISIDORE,164,"36,831,515","22,301,845","7,024,801","7,504,869",0,4,6,32,42,70,10,137,73,7,38,8,0,3,1,3,3,1,0,0,1,0,0,43,"6,626",7,411,39,"6,215",0,1,4,0,3,5,6,2,11,11
240322690,24,3,22,690,2422690,TASCHEREAU-FORTIER,26,"5,512,143","3,261,026","737,275","1,513,842",0,0,1,4,12,8,1,25,11,1,7,3,0,0,0,0,1,2,1,0,1,0,1,6,729,2,181,5,548,2,0,0,1,0,0,0,1,0,2
240322780,24,3,22,780,2422780,SAINT-BERNARD,169,"58,534,679","34,625,178","7,784,704","16,124,797",0,0,5,12,42,81,29,161,53,1,84,14,0,0,1,0,2,6,6,0,0,0,5,23,"2,368",8,606,17,"1,762",3,5,1,4,1,0,0,2,2,5
240323000,24,3,23,0,2423000,BEAUCE,"2,055","272,948,129","165,598,771","47,629,658","59,719,700",56,152,310,512,608,384,33,"1,572",877,200,168,38,1,4,17,2,235,30,20,0,10,0,5,668,"105,711",121,"10,480",578,"95,231",20,12,30,45,43,48,83,69,140,178
240323110,24,3,23,110,2423110,SAINTE-AURELIE,21,"773,563","435,800","219,775","117,988",4,6,8,2,0,1,0,15,4,0,0,0,1,0,0,0,10,0,0,0,0,0,0,15,"3,373",5,680,12,"2,693",0,0,0,0,1,0,1,3,1,9
240323130,24,3,23,130,2423130,SAINT-ZACHARIE,88,"4,304,331","2,696,142","1,049,402","558,787",6,33,23,17,4,5,0,56,13,5,0,0,0,0,0,0,36,2,1,0,1,0,0,51,"7,701",5,814,47,"6,887",0,0,1,0,2,8,9,7,20,4
240323170,24,3,23,170,2423170,SAINT-COME-DE-KENNEBEC,75,"7,271,102","4,344,835","1,359,351","1,566,916",2,7,9,32,17,8,0,51,36,8,0,0,0,0,0,0,7,0,0,0,0,0,0,23,"4,097",6,860,20,"3,237",0,1,2,1,0,0,2,4,7,6
240323180,24,3,23,180,2423180,SAINT-THEOPHILE,40,"3,412,974","2,194,400","666,700","551,874",0,4,10,14,10,2,0,26,14,2,1,1,0,0,0,0,8,0,0,0,0,0,0,12,"1,830",1,105,11,"1,725",0,0,1,0,0,1,3,2,4,1
240323220,24,3,23,220,2423220,SAINT-MARTIN,59,"9,725,676","5,758,800","1,833,857","2,133,019",3,1,10,11,13,20,1,47,30,6,2,1,0,0,0,0,8,0,0,0,0,0,0,21,"2,587",5,467,17,"2,120",2,2,0,3,1,2,3,0,3,5
240323240,24,3,23,240,2423240,SAINT-HONORE,137,"18,671,740","10,720,007","3,737,322","4,214,411",3,8,18,33,44,30,1,114,76,8,6,3,0,0,1,0,17,3,2,0,1,0,1,43,"5,799",9,436,36,"5,363",3,1,2,6,4,1,5,3,10,8
240323270,24,3,23,270,2423270,SAINT-EPHREM-DE-BEAUCE,140,"18,130,510","10,507,350","3,340,127","4,283,033",3,11,16,33,52,23,2,121,85,3,4,0,0,0,1,0,24,4,2,0,2,0,1,27,"4,166",5,486,23,"3,680",2,0,1,1,1,5,2,3,4,8
240323290,24,3,23,290,2423290,SAINT-BENOIT-LABRE,84,"7,038,179","4,248,644","1,297,505","1,492,030",5,10,15,27,21,6,0,53,28,8,1,1,0,0,0,0,14,1,1,0,0,0,0,26,"4,809",2,250,24,"4,559",0,0,1,2,0,3,2,7,3,8
240323300,24,3,23,300,2423300,SAINT-JEAN-DE-LA-LANDE,54,"4,572,142","2,653,300","963,832","955,010",7,5,13,9,15,5,0,29,15,7,1,0,0,0,1,0,5,0,0,0,0,0,0,22,"2,557",7,483,16,"2,074",1,2,0,3,2,1,5,1,5,2
240323320,24,3,23,320,2423320,AUBERT-GALLION,37,"5,821,291","3,228,200","1,245,888","1,347,203",1,1,11,8,4,10,2,23,15,2,1,1,0,0,3,0,0,1,0,0,1,0,0,16,"3,132",6,591,12,"2,541",0,1,0,1,0,1,2,1,5,5
240323340,24,3,23,340,2423340,SAINT-GEORGES-EST,46,"6,923,620","4,598,700","927,025","1,397,895",0,1,5,13,15,12,0,38,20,9,1,2,0,0,0,1,4,1,0,0,1,0,0,16,"3,005",3,154,15,"2,851",0,0,0,0,2,0,2,1,7,4
240323350,24,3,23,350,2423350,SAINT-PHILIBERT,32,"2,601,955","1,984,700","344,050","273,205",0,4,13,10,3,1,1,25,8,3,0,0,0,0,0,1,13,0,0,0,0,0,0,18,"2,655",3,250,15,"2,405",0,0,1,3,1,0,2,3,3,5
240323360,24,3,23,360,2423360,SAINT-SIMON-LES-MINES,19,"1,790,927","970,700","323,550","496,677",0,0,8,5,3,3,0,11,4,3,0,3,0,0,0,0,1,0,0,0,0,0,0,13,"1,647",5,150,10,"1,497",0,1,0,2,0,3,2,1,2,2
240323390,24,3,23,390,2423390,SAINT-FRANCOIS-DE-BEAUCE,34,"4,341,081","2,759,984","837,574","743,523",1,0,7,9,9,8,0,24,14,3,1,0,0,0,0,0,5,1,0,0,1,0,0,14,"2,829",3,325,11,"2,504",1,0,0,0,2,1,0,1,3,6
240323400,24,3,23,400,2423400,SAINT-FRANCOIS-OUEST,66,"6,427,961","3,813,740","1,463,188","1,151,033",1,6,14,17,21,7,0,47,26,9,0,0,0,0,1,0,11,0,0,0,0,0,0,27,"3,643",2,90,25,"3,553",1,1,2,1,4,0,8,1,4,5
240323410,24,3,23,410,2423410,SAINT-ALFRED,33,"3,156,237","2,166,200","504,900","485,137",0,2,6,12,10,3,0,19,9,5,0,0,0,0,1,0,4,0,0,0,0,0,0,14,"2,005",4,490,12,"1,515",1,0,0,1,0,2,3,3,1,3
240323430,24,3,23,430,2423430,SAINT-VICTOR-DE-TRING,143,"19,604,463","11,242,681","3,607,872","4,753,910",0,5,18,32,59,29,0,122,76,13,11,6,0,0,1,0,13,2,2,0,0,0,0,26,"3,902",3,300,23,"3,602",0,2,1,1,4,1,1,3,7,6
240323440,24,3,23,440,2423440,SAINTE-CLOTHILDE,59,"7,301,815","4,804,700","1,187,201","1,309,914",1,3,6,22,16,10,1,41,21,8,1,0,0,1,0,0,9,1,1,0,0,0,0,14,"1,851",3,221,11,"1,630",1,0,1,2,0,2,2,1,2,3
240323500,24,3,23,500,2423500,SACRE-COEUR-DE-JESUS,84,"10,324,772","6,576,340","1,741,455","2,006,977",5,5,11,23,23,16,1,58,36,14,2,0,0,0,1,0,5,0,0,0,0,0,0,35,"6,581",2,135,33,"6,446",1,0,4,0,1,0,6,5,4,14
240323520,24,3,23,520,2423520,SAINT-JULES,62,"9,033,627","5,355,600","1,348,545","2,329,482",1,0,9,15,22,15,0,51,27,4,15,1,0,0,2,0,2,0,0,0,0,0,0,20,"3,413",3,240,18,"3,173",0,0,0,0,2,1,4,3,3,7
240323550,24,3,23,550,2423550,SAINT-FREDERIC,99,"10,735,986","6,391,315","1,714,370","2,630,301",2,5,18,29,34,11,0,74,37,16,14,2,0,3,0,0,1,1,0,0,1,0,0,31,"5,157",5,515,26,"4,642",1,0,1,3,2,5,2,2,5,10
240323560,24,3,23,560,2423560,SAINT-JOSEPH-DES-ERABLES,61,"8,543,130","4,949,892","1,698,745","1,894,493",0,0,1,18,32,10,0,56,41,3,6,3,0,0,0,0,2,1,1,0,0,0,0,18,"2,280",5,628,14,"1,652",0,0,1,4,1,1,3,2,3,3
240323600,24,3,23,600,2423600,SAINT-JOSEPH-DE-BEAUCE,97,"15,183,527","10,248,370","2,365,522","2,569,635",0,5,6,20,43,22,1,84,62,10,3,4,0,0,1,0,4,0,0,0,0,0,0,26,"3,813",3,133,25,"3,680",0,0,3,1,3,3,1,3,5,7
240323640,24,3,23,640,2423640,SAINTS-ANGES,77,"13,575,285","8,495,527","1,899,565","3,180,193",2,4,8,9,25,29,0,63,26,2,24,2,0,0,0,0,6,3,3,0,0,0,1,21,"3,898",5,585,17,"3,313",1,0,0,1,4,1,1,1,2,10
240323680,24,3,23,680,2423680,SAINTE-MARIE,164,"27,458,106","16,892,155","4,710,583","5,855,368",5,7,11,43,52,42,4,134,71,18,26,4,0,0,2,0,8,5,4,0,1,0,2,41,"6,519",6,188,38,"6,331",1,0,2,3,3,3,4,2,10,13
240323720,24,3,23,720,2423720,SAINT-ELZEAR-DE-BEAUCE,118,"27,158,638","15,371,505","4,446,070","7,341,063",1,9,12,12,30,39,15,99,44,8,36,3,0,0,1,0,5,2,2,0,0,0,0,27,"4,307",8,538,21,"3,769",2,0,2,3,0,2,1,3,5,9
240323740,24,3,23,740,2423740,SAINT-SEVERIN,38,"4,563,945","2,803,900","730,500","1,029,545",0,1,16,8,8,4,1,27,9,7,8,0,0,0,0,0,2,1,0,0,1,0,0,22,"2,926",2,320,21,"2,606",0,0,2,1,3,1,5,2,5,3
240323780,24,3,23,780,2423780,SAINT-PIERRE-DE-BROUGHTON,88,"14,501,546","9,385,284","2,065,184","3,051,078",3,9,8,29,23,13,3,64,30,16,4,1,0,0,1,0,11,1,1,0,0,0,0,29,"5,229",5,46,25,"5,183",2,1,2,2,0,0,2,1,7,12
240324000,24,3,24,0,2424000,FRONTENAC,881,"121,612,774","73,663,309","25,140,542","22,808,923",15,54,129,229,262,180,12,700,418,62,21,11,1,2,10,1,157,17,7,0,10,0,3,300,"43,275",59,"5,428",255,"37,847",7,12,22,26,22,19,40,19,65,68
240324110,24,3,24,110,2424110,SAINT-ROBERT-BELLARMIN,18,"1,598,610","1,072,850","389,250","136,510",0,2,4,8,2,2,0,13,2,0,0,0,0,0,0,0,9,2,0,0,2,0,0,10,"1,465",0,0,10,"1,465",1,0,0,1,0,0,0,4,3,1
240324140,24,3,24,140,2424140,SAINT-GEDEON,38,"6,606,972","4,023,377","1,322,205","1,261,390",0,3,5,9,7,13,1,33,21,3,1,1,0,1,1,0,5,0,0,0,0,0,0,12,796,3,120,10,676,0,1,4,0,4,1,0,0,2,0
240324170,24,3,24,170,2424170,RISBOROUGH ET PARTIE-DE-MARLOW,55,"8,282,316","4,529,160","2,056,100","1,697,056",0,3,7,7,22,16,0,52,37,1,0,0,0,1,0,0,13,0,0,0,0,0,0,4,136,1,1,3,135,1,0,1,1,0,1,0,0,0,0
240324190,24,3,24,190,2424190,AUDET,52,"6,518,440","4,266,000","1,162,705","1,089,735",0,5,7,18,12,9,1,39,23,2,1,1,0,0,0,0,11,1,0,0,1,0,0,18,"2,921",3,570,17,"2,351",0,0,0,2,2,1,3,1,5,4
240324210,24,3,24,210,2424210,FRONTENAC,55,"7,550,750","5,143,050","1,412,277","995,423",0,1,5,24,13,12,0,36,24,5,0,0,0,0,3,0,4,0,0,0,0,0,0,29,"5,443",2,103,28,"5,340",1,0,1,1,1,0,1,3,9,12
240324230,24,3,24,230,2424230,SAINT-AUGUSTIN-DE-WOBURN,14,"2,629,155","1,589,000","584,950","455,205",0,0,1,2,6,5,0,13,8,1,1,0,0,0,0,0,2,1,1,0,0,0,0,5,544,2,82,4,462,0,1,0,0,0,2,1,0,0,1
240324240,24,3,24,240,2424240,NOTRE-DAME-DES-BOIS,11,"1,757,814","1,164,000","338,600","255,214",0,0,2,2,4,3,0,9,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,515,0,0,3,515,0,0,0,0,0,0,1,0,1,1
240324260,24,3,24,260,2424260,PIOPOLIS,20,"2,612,058","1,757,160","415,266","439,632",0,4,4,4,3,4,1,16,6,1,0,0,0,0,0,1,7,1,1,0,0,0,1,8,"1,254",3,354,6,900,0,0,1,0,0,1,1,0,3,2
240324300,24,3,24,300,2424300,MILAN,15,"1,090,922","834,715","210,850","45,357",1,3,4,4,2,1,0,8,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,8,"1,525",0,0,8,"1,525",0,0,0,1,0,0,2,0,2,3
240324320,24,3,24,320,2424320,NANTES,33,"3,261,619","2,203,980","547,400","510,239",1,0,8,11,10,3,0,23,6,6,1,0,0,0,0,0,9,1,0,0,1,0,0,17,"3,092",4,525,14,"2,567",0,0,0,0,3,3,2,1,2,6
240324340,24,3,24,340,2424340,SAINTE-CECILE-DE-WHITTON,27,"5,337,692","3,258,183","1,064,200","1,015,309",0,0,2,9,4,11,1,21,15,2,3,0,0,0,0,0,1,0,0,0,0,0,0,8,"1,062",2,175,6,887,0,0,1,0,0,0,4,0,2,1
240324360,24,3,24,360,2424360,LAC-DROLET,51,"6,166,050","3,799,551","1,143,715","1,222,784",0,5,9,14,16,7,0,39,27,2,3,0,0,0,0,0,5,2,0,0,2,0,0,18,"2,499",2,32,17,"2,467",0,2,2,1,1,2,3,0,1,6
240324380,24,3,24,380,2424380,"GAYHURST, PARTIE SUD-EST",27,"6,400,181","3,729,501","1,354,550","1,316,130",1,1,1,3,8,11,2,25,22,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,530,3,225,1,305,0,1,1,0,0,0,0,0,1,1
240324390,24,3,24,390,2424390,SAINT-HILAIRE-DE-DORSET,27,"3,266,706","1,960,649","679,330","626,727",1,0,5,6,11,4,0,25,15,1,0,0,0,0,0,0,9,0,0,0,0,0,0,9,"1,461",0,0,9,"1,461",0,0,1,1,0,0,1,1,4,1
240324410,24,3,24,410,2424410,SAINT-SEBASTIEN,65,"8,899,377","5,150,216","2,057,770","1,691,391",1,1,9,16,26,11,1,56,34,3,2,0,0,0,1,0,16,0,0,0,0,0,0,23,"2,742",4,203,19,"2,539",0,0,3,5,1,1,4,1,4,4
240324420,24,3,24,420,2424420,SAINT-ROMAIN,31,"3,823,138","2,216,600","891,071","715,467",0,2,6,8,8,7,0,24,13,4,1,0,0,0,0,0,6,0,0,0,0,0,0,9,"1,326",1,250,8,"1,076",0,1,0,0,0,2,1,1,2,2
240324450,24,3,24,450,2424450,STORNOWAY,34,"4,171,184","2,998,440","700,112","472,632",0,1,4,10,16,3,0,30,8,6,0,0,0,0,1,0,15,0,0,0,0,0,0,18,"2,658",4,485,15,"2,173",1,1,0,2,1,2,2,0,6,3
240324500,24,3,24,500,2424500,LAMBTON,87,"12,942,909","7,572,029","2,895,210","2,475,670",2,6,9,21,28,20,1,76,50,4,1,3,1,0,1,0,14,2,1,0,1,0,0,20,"2,523",6,387,15,"2,136",0,0,1,4,2,2,5,0,3,3
240324580,24,3,24,580,2424580,COURCELLES,48,"6,182,980","3,579,924","1,284,750","1,318,306",2,4,9,7,12,14,0,30,24,2,1,0,0,0,1,0,2,0,0,0,0,0,0,20,"2,899",5,429,17,"2,470",2,1,1,3,1,0,2,1,3,6
240324650,24,3,24,650,2424650,LA GUADELOUPE,25,"3,422,206","2,133,992","424,700","863,514",1,3,8,7,2,2,2,15,6,1,1,1,0,0,0,0,5,1,0,0,1,0,0,5,609,0,0,5,609,0,0,2,0,1,0,0,0,1,1
240324700,24,3,24,700,2424700,SAINT-EVARISTE-DE-FORSYTH,62,"9,553,353","5,196,021","2,332,218","2,025,114",0,3,6,13,25,14,1,51,36,5,2,2,0,0,1,0,3,2,2,0,0,0,0,18,"1,908",4,306,15,"1,602",0,3,2,2,2,0,2,2,2,3
240324770,24,3,24,770,2424770,SAINT-METHODE-DE-FRONTENAC,86,"9,538,342","5,484,911","1,873,313","2,180,118",5,7,14,26,25,8,1,66,33,11,3,1,0,0,1,0,13,4,2,0,2,0,2,34,"5,367",10,"1,181",25,"4,186",1,1,1,2,3,1,5,4,9,7
240327000,24,3,27,0,2427000,MEGANTIC,"1,188","177,355,068","109,888,465","32,985,789","34,480,814",12,64,160,284,383,258,27,912,456,184,49,20,0,6,10,4,163,20,9,0,11,1,5,398,"68,363",66,"6,207",350,"62,156",14,11,15,24,24,21,40,20,105,124
240327130,24,3,27,130,2427130,"SACRE-COEUR-DE-MARIE, PARTIE SUD",63,"5,797,137","3,595,842","1,001,221","1,200,074",1,4,12,23,19,4,0,32,11,15,2,0,0,0,0,0,3,1,1,0,0,1,0,36,"7,495",1,100,35,"7,395",0,1,0,2,1,0,3,1,13,15
240327150,24,3,27,150,2427150,ROBERTSONVILLE,16,"1,825,849","1,390,666","233,150","202,033",0,1,3,9,0,3,0,9,3,1,1,0,0,0,1,0,3,0,0,0,0,0,0,10,"2,328",2,415,9,"1,913",0,0,0,0,0,1,0,1,2,6
240327170,24,3,27,170,2427170,SAINT-ANTOINE-DE-PONTBRIAND,35,"2,894,418","2,060,272","438,100","396,046",1,5,5,14,7,3,0,25,3,5,5,0,0,0,0,0,12,0,0,0,0,0,0,17,"3,278",2,265,16,"3,013",0,0,1,0,2,1,1,1,4,7
240327190,24,3,27,190,2427190,"THETFORD, PARTIE SUD",26,"2,717,837","1,805,515","507,050","405,272",0,3,5,9,6,3,0,12,5,4,0,0,0,0,1,0,2,0,0,0,0,0,0,14,"2,848",1,50,13,"2,798",0,0,1,1,1,0,0,0,6,5
240327210,24,3,27,210,2427210,SAINT-JOSEPH-DE-COLERAINE,10,"2,230,399","1,800,000","241,050","189,349",0,2,4,3,0,0,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,705,0,0,3,705,0,0,0,0,0,0,0,0,1,2
240327220,24,3,27,220,2427220,BLACK LAKE,23,"3,814,439","2,605,136","639,000","570,303",0,0,5,7,5,5,1,19,10,5,0,0,0,0,0,0,4,0,0,0,0,0,0,13,"2,546",2,130,12,"2,416",0,0,0,0,1,0,1,3,4,4
240327280,24,3,27,280,2427280,"IRELAND, PARTIE NORD",35,"5,149,795","3,038,825","1,116,200","994,770",0,2,2,10,13,8,0,25,17,3,0,0,0,0,0,0,5,0,0,0,0,0,0,11,"2,633",0,0,11,"2,633",1,0,0,0,0,0,1,1,3,5
240327290,24,3,27,290,2427290,IRELAND,70,"10,073,999","6,516,081","1,734,340","1,823,578",0,2,9,19,25,14,1,50,24,13,4,1,0,0,0,0,8,0,0,0,0,0,0,27,"3,289",4,168,24,"3,121",4,0,2,2,4,3,1,2,3,6
240327310,24,3,27,310,2427310,"HALIFAX-SUD, PARTIE SUD-OUEST",31,"4,672,662","2,770,000","966,285","936,377",1,1,2,4,16,7,0,28,20,1,2,0,0,0,0,0,4,1,0,0,1,0,0,6,872,2,55,5,817,0,1,0,1,0,0,0,0,3,1
240327350,24,3,27,350,2427350,HALIFAX-SUD,82,"10,783,988","7,517,683","1,701,100","1,565,205",0,7,16,23,23,12,1,57,19,16,1,1,0,0,1,0,16,3,2,0,1,0,1,36,"6,253",2,75,35,"6,178",1,0,0,0,2,3,8,0,13,9
240327360,24,3,27,360,2427360,HALIFAX-NORD,90,"13,617,073","8,237,261","2,713,484","2,666,328",1,3,9,21,37,18,1,79,49,8,4,3,0,1,0,0,14,0,0,0,0,0,0,20,"3,668",4,430,17,"3,238",0,1,0,1,3,1,2,1,3,8
240327390,24,3,27,390,2427390,SAINT-PIERRE-BAPTISTE,83,"10,534,481","6,542,385","1,931,848","2,060,248",1,5,19,19,21,18,0,65,30,14,1,0,0,0,1,0,15,4,1,0,3,0,1,24,"5,308",4,680,22,"4,628",0,0,0,1,0,1,2,1,10,9
240327400,24,3,27,400,2427400,SAINT-JEAN-DE-BREBEUF,55,"7,853,696","4,964,637","1,385,722","1,503,337",0,1,10,14,15,14,1,46,15,16,2,0,0,0,0,0,12,1,1,0,0,0,0,20,"2,812",3,290,17,"2,522",0,0,0,2,2,1,6,2,4,3
240327420,24,3,27,420,2427420,LEEDS,46,"4,802,293","2,904,351","874,944","1,022,998",2,6,8,10,12,7,1,32,13,7,1,0,0,0,0,0,9,2,1,0,1,0,0,19,"2,990",1,90,18,"2,900",0,0,0,3,2,3,2,0,3,6
240327450,24,3,27,450,2427450,INVERNESS,107,"14,514,245","8,853,900","2,663,610","2,996,735",1,5,13,22,47,18,1,87,27,33,3,0,0,1,1,0,19,3,2,0,1,0,2,31,"4,109",7,381,27,"3,728",1,1,3,6,0,2,4,2,6,6
240327470,24,3,27,470,2427470,SAINT-JACQUES-DE-LEEDS,68,"10,094,226","6,248,621","1,847,137","1,998,468",1,8,4,15,21,18,1,55,21,16,3,3,0,0,1,0,11,0,0,0,0,0,0,16,"2,489",7,658,11,"1,831",0,1,0,2,3,0,1,2,4,3
240327490,24,3,27,490,2427490,NELSON,35,"5,288,940","2,683,385","1,238,000","1,367,555",1,0,3,6,16,9,0,30,20,6,2,1,0,1,0,0,0,0,0,0,0,0,0,3,217,0,0,3,217,0,0,2,0,0,0,0,0,1,0
240327510,24,3,27,510,2427510,LYSTER,77,"14,609,113","8,413,900","2,880,351","3,314,862",0,3,9,13,26,20,6,66,38,6,5,5,0,2,1,3,4,2,0,0,2,0,0,27,"3,842",8,242,20,"3,600",3,2,1,1,2,2,2,0,7,7
240327630,24,3,27,630,2427630,SAINTE-JULIE,84,"16,850,348","9,564,944","3,697,355","3,588,049",1,1,10,11,26,32,3,71,49,3,9,0,0,0,1,0,8,1,1,0,0,0,1,21,"4,133",5,901,18,"3,232",1,0,3,0,0,1,1,0,6,9
240327750,24,3,27,750,2427750,PLESSISVILLE,109,"23,609,994","14,714,002","4,190,022","4,705,970",1,3,9,22,27,38,9,87,58,5,4,6,0,0,1,1,11,1,0,0,1,0,0,30,"4,935",7,945,23,"3,990",1,2,1,1,1,1,3,3,8,9
