AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,AGEDST_1,AGEDST_2,AGEDST_3,AGEDST_4,AGEDST_5,AGEDST_6,AGEDST_7,AGEDST_8,AGEDST_9,AGEDST_10,AGEDST_11,AGEDST_12,LRESID,LRESID_1,LRESID_2,LRESID_3,LRESID_4,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6
240652480,24,6,52,480,2452480,NOTRE-DAME-DE-BON-SECOURS,34,0,1,1,2,7,5,6,8,2,2,0,0,32,28,2,2,2,32,2,0,0,0,0
240652550,24,6,52,550,2452550,SAINT-MATHIAS,69,0,0,4,7,13,13,6,13,10,3,0,0,66,63,3,0,3,55,7,3,4,0,0
240652600,24,6,52,600,2452600,SAINT-JEAN-BAPTISTE,106,0,5,10,8,19,24,12,9,11,6,1,1,98,95,0,3,8,95,4,1,3,2,1
240652780,24,6,52,780,2452780,MONT-SAINT-HILAIRE,63,0,1,0,5,7,13,6,12,2,5,5,7,60,59,0,1,3,57,1,2,2,1,0
240653000,24,6,53,0,2453000,IBERVILLE,509,0,16,47,71,69,57,62,66,58,38,16,9,484,470,9,5,25,421,31,23,30,3,1
240653120,24,6,53,120,2453120,SAINT-SEBASTIEN,61,0,1,3,8,8,6,11,9,8,3,3,1,61,59,2,0,0,52,6,2,1,0,0
240653280,24,6,53,280,2453280,HENRYVILLE,71,0,2,3,12,11,5,11,9,10,5,1,2,68,63,2,3,3,64,0,4,3,0,0
240653320,24,6,53,320,2453320,SAINTE-ANNE-DE-SABREVOIS,41,0,0,4,4,4,9,3,8,5,1,2,1,41,41,0,0,0,33,5,1,2,0,0
240653480,24,6,53,480,2453480,SAINT-ALEXANDRE,89,0,3,11,15,11,8,10,12,9,7,3,0,83,81,2,0,6,71,8,6,4,0,0
240653510,24,6,53,510,2453510,SAINTE-BRIGIDE-D'IBERVILLE,91,0,8,11,14,16,10,7,7,9,5,3,1,84,82,1,1,7,76,5,3,6,1,0
240653600,24,6,53,600,2453600,SAINT-GREGOIRE-LE-GRAND,95,0,1,10,13,10,8,13,13,11,13,2,1,90,88,2,0,5,81,3,2,8,1,0
240653780,24,6,53,780,2453780,SAINT-ATHANASE,61,0,1,5,5,9,11,7,8,6,4,2,3,57,56,0,1,4,44,4,5,6,1,1
240654000,24,6,54,0,2454000,MISSISQUOI,779,1,12,53,80,113,103,94,109,81,58,43,32,735,711,10,14,44,674,38,21,41,5,0
240654160,24,6,54,160,2454160,FRELIGHSBURG,62,0,1,2,3,7,11,9,8,11,2,4,4,59,54,4,1,3,52,2,2,5,1,0
240654200,24,6,54,200,2454200,SAINT-ARMAND-OUEST,69,0,0,5,3,17,10,10,3,9,5,5,2,67,65,0,2,2,62,4,2,1,0,0
240654260,24,6,54,260,2454260,SAINT-GEORGES-DE-CLARENCEVILLE,49,0,0,0,5,7,5,4,6,6,9,2,5,46,46,0,0,3,44,0,2,2,1,0
240654280,24,6,54,280,2454280,NOYAN,32,0,0,3,6,5,2,3,8,3,0,1,1,32,31,1,0,0,25,2,1,4,0,0
240654310,24,6,54,310,2454310,ST-PIERRE-DE-VERONNE,60,0,1,8,8,8,7,11,5,4,4,3,1,57,57,0,0,3,48,6,2,4,0,0
240654380,24,6,54,380,2454380,BEDFORD,39,0,0,4,2,10,3,3,6,2,5,3,1,33,31,1,1,6,33,2,1,3,0,0
240654400,24,6,54,400,2454400,STANBRIDGE,46,1,2,4,5,3,6,7,3,5,2,5,3,44,43,0,1,2,41,0,2,2,1,0
240654450,24,6,54,450,2454450,DUNHAM,192,0,2,8,21,29,17,22,32,19,19,11,12,182,173,2,7,10,171,11,5,5,0,0
240654520,24,6,54,520,2454520,SAINT-IGNACE-DE-STANBRIDGE,64,0,1,5,12,6,7,4,10,10,5,3,1,62,61,1,0,2,54,3,1,6,0,0
240654600,24,6,54,600,2454600,NOTRE-DAME-DE-STANBRIDGE,46,0,0,3,5,6,11,4,8,4,3,1,1,44,44,0,0,2,44,0,0,1,1,0
240654700,24,6,54,700,2454700,SAINTE-SABINE,55,0,3,7,4,7,13,10,5,2,2,2,0,51,49,1,1,4,46,5,1,3,0,0
240654780,24,6,54,780,2454780,RAINVILLE,65,0,2,4,6,8,11,7,15,6,2,3,1,58,57,0,1,7,54,3,2,5,1,0
240656000,24,6,56,0,2456000,CHAMBLY,148,0,0,6,11,22,18,19,18,19,19,5,11,136,118,8,10,12,125,4,6,8,3,2
240656200,24,6,56,200,2456200,CARIGNAN,48,0,0,0,2,6,7,6,6,7,6,3,5,47,47,0,0,1,40,2,3,2,1,0
240656280,24,6,56,280,2456280,SAINT-BASILE-LE-GRAND,15,0,0,1,3,1,2,2,3,3,0,0,0,14,14,0,0,1,14,0,0,1,0,0
240656310,24,6,56,310,2456310,SAINT-BRUNO-DE-MONTARVILLE,22,0,0,2,1,7,1,1,2,0,3,1,4,17,16,1,0,5,16,1,0,1,2,2
240656400,24,6,56,400,2456400,SAINT-HUBERT,22,0,0,0,2,3,1,6,1,3,5,0,1,22,18,1,3,0,18,1,2,1,0,0
240656650,24,6,56,650,2456650,LONGUEUIL,10,0,0,2,1,1,1,1,1,0,3,0,0,10,2,2,6,0,10,0,0,0,0,0
240656750,24,6,56,750,2456750,BOUCHERVILLE,31,0,0,1,2,4,6,3,5,6,2,1,1,26,21,4,1,5,27,0,1,3,0,0
240657000,24,6,57,0,2457000,VERCHERES,525,1,11,32,65,83,55,57,59,67,52,20,23,474,459,7,8,51,475,13,17,18,1,1
240657200,24,6,57,200,2457200,SAINT-MATHIEU-DE-BELOEIL,63,0,0,2,6,10,6,9,5,11,6,5,3,57,56,1,0,6,60,1,0,1,0,1
240657280,24,6,57,280,2457280,SAINTE-JULIE,39,0,0,0,9,6,2,4,5,6,3,3,1,32,30,1,1,7,31,2,3,3,0,0
240657320,24,6,57,320,2457320,VARENNES,66,0,4,5,3,7,5,3,8,8,13,5,5,60,58,2,0,6,61,1,3,1,0,0
240657400,24,6,57,400,2457400,SAINT-AMABLE,51,0,2,4,6,9,5,7,8,6,2,1,1,46,44,1,1,5,44,2,3,2,0,0
240657480,24,6,57,480,2457480,SAINT-MARC-SUR-RICHELIEU,71,0,0,2,9,14,10,11,9,9,5,1,1,68,65,0,3,3,64,2,1,4,0,0
240657520,24,6,57,520,2457520,VERCHERES,96,0,3,9,16,17,5,7,8,8,12,4,7,88,87,1,0,8,88,1,5,2,0,0
240657600,24,6,57,600,2457600,CALIXA-LAVALLEE,28,0,2,3,5,2,3,4,3,2,3,0,1,25,24,0,1,3,25,1,1,1,0,0
240657700,24,6,57,700,2457700,SAINT-ANTOINE-SUR-RICHELIEU,75,1,0,5,9,13,15,9,9,7,4,1,2,68,66,1,1,7,66,3,1,4,1,0
240657780,24,6,57,780,2457780,CONTRECOEUR,36,0,0,2,2,5,4,3,4,10,4,0,2,30,29,0,1,6,36,0,0,0,0,0
240700000,24,7,0,0,2400000,S.O. DE MONTREAL - S.W. MONTREAL,"4,124",11,106,264,436,556,487,505,612,474,322,183,168,"3,869","3,738",67,64,255,"3,641",165,124,169,22,3
240755000,24,7,55,0,2455000,SAINT-JEAN,373,1,14,22,40,42,55,47,53,41,26,12,20,354,344,5,5,19,326,19,13,13,1,1
240755180,24,7,55,180,2455180,NOTRE-DAME-DU-MONT-CARMEL,39,0,1,2,8,4,6,4,6,5,0,0,3,39,37,2,0,0,33,1,2,2,1,0
240755200,24,7,55,200,2455200,SAINT-BERNARD-DE-LACOLLE,94,0,3,3,8,11,19,10,14,10,8,3,5,92,91,0,1,2,86,5,2,1,0,0
240755300,24,7,55,300,2455300,SAINT-VALENTIN,33,0,0,5,6,2,5,5,4,4,0,0,2,32,32,0,0,1,28,3,2,0,0,0
240755380,24,7,55,380,2455380,SAINT-PAUL-DE-L'ILE-AUX-NOIX,30,0,0,3,4,0,4,3,6,5,2,1,2,30,30,0,0,0,26,0,1,3,0,0
240755450,24,7,55,450,2455450,SAINT-BLAISE,50,1,1,2,4,7,11,6,7,4,3,2,2,46,44,0,2,4,40,5,2,2,0,1
240755550,24,7,55,550,2455550,SAINT-JEAN-SUR-RICHELIEU,27,0,2,2,3,2,4,3,6,2,0,1,2,22,20,1,1,5,24,1,1,1,0,0
240755650,24,7,55,650,2455650,L'ACADIE,70,0,3,4,6,15,3,13,6,7,7,2,4,65,63,1,1,5,60,4,2,4,0,0
240755750,24,7,55,750,2455750,SAINT-LUC,30,0,4,1,1,1,3,3,4,4,6,3,0,28,27,1,0,2,29,0,1,0,0,0
240766000,24,7,66,0,2466000,LAPRAIRIE                      *,382,2,6,18,28,47,48,58,65,37,38,25,10,351,336,6,9,31,337,19,14,12,0,0
240766120,24,7,66,120,2466120,SAINT-JACQUES-LE-MINEUR,85,1,3,7,6,10,16,12,12,8,5,2,3,82,77,3,2,3,79,1,2,3,0,0
240766200,24,7,66,200,2466200,SAINT-MATHIEU,51,0,1,1,3,9,1,8,11,3,8,3,3,48,47,0,1,3,48,1,2,0,0,0
240766280,24,7,66,280,2466280,SAINT-PHILIPPE,72,1,1,1,5,10,8,9,15,9,7,3,3,65,64,1,0,7,67,1,3,1,0,0
240766300,24,7,66,300,2466300,LA PRAIRIE,17,0,0,1,0,3,3,2,4,0,3,1,0,14,13,1,0,3,16,1,0,0,0,0
240766380,24,7,66,380,2466380,BROSSARD,19,0,0,1,0,2,3,6,4,2,1,0,0,14,8,0,6,5,14,3,2,0,0,0
240766700,24,7,66,700,2466700,SAINT-CONSTANT,65,0,0,1,6,4,7,10,7,6,9,14,1,60,59,1,0,5,56,2,4,3,0,0
240766780,24,7,66,780,2466780,SAINT-ISIDORE,73,0,1,6,8,9,10,11,12,9,5,2,0,68,68,0,0,5,57,10,1,5,0,0
240767000,24,7,67,0,2467000,NAPIERVILLE,660,3,18,47,77,90,82,75,110,80,43,19,16,618,599,9,10,42,580,25,19,35,1,0
240767300,24,7,67,300,2467300,SAINT-CYPRIEN,119,0,3,8,12,15,20,10,20,13,8,6,4,111,110,0,1,8,101,6,5,6,1,0
240767400,24,7,67,400,2467400,SAINT-PATRICE-DE-SHERRINGTON,114,0,6,10,10,16,12,16,17,15,8,2,2,107,101,2,4,7,96,3,5,10,0,0
240767500,24,7,67,500,2467500,SAINT-EDOUARD,85,0,1,8,12,6,7,9,13,13,9,3,4,80,79,0,1,5,79,2,1,3,0,0
240767600,24,7,67,600,2467600,SAINT-MICHEL,145,2,1,5,24,32,24,14,20,14,6,1,2,139,132,5,2,6,129,7,3,6,0,0
240767700,24,7,67,700,2467700,SAINT-REMI,197,1,7,16,19,21,19,26,40,25,12,7,4,181,177,2,2,16,175,7,5,10,0,0
240768000,24,7,68,0,2468000,HUNTINGDON,788,1,21,49,87,95,97,74,108,104,62,41,49,748,718,19,11,40,691,32,31,30,3,1
240768180,24,7,68,180,2468180,HEMMINGFORD,148,0,3,9,8,15,21,16,16,20,18,13,9,141,134,4,3,7,134,4,6,4,0,0
240768240,24,7,68,240,2468240,HAVELOCK,58,0,1,3,6,2,12,4,9,8,5,2,6,55,55,0,0,3,55,1,2,0,0,0
240768300,24,7,68,300,2468300,FRANKLIN,135,0,5,11,11,13,18,10,14,21,8,5,19,126,124,0,2,9,111,9,8,6,0,1
240768360,24,7,68,360,2468360,HINCHINBROOK,113,1,1,8,17,17,10,10,13,14,8,10,4,109,106,2,1,4,102,3,4,3,1,0
240768420,24,7,68,420,2468420,ELGIN,48,0,2,3,9,4,5,7,7,1,7,3,0,46,44,2,0,2,39,3,5,1,0,0
240768540,24,7,68,540,2468540,GODMANCHESTER,116,0,4,6,16,14,10,12,21,16,7,3,7,108,104,2,2,8,99,8,2,6,1,0
240768600,24,7,68,600,2468600,SAINTE-BARBE,36,0,1,4,5,9,7,4,5,0,0,1,0,32,29,1,2,4,32,0,0,4,0,0
240768660,24,7,68,660,2468660,SAINT-ANICET,96,0,3,5,12,18,7,6,16,18,6,3,2,94,87,7,0,2,88,1,1,5,1,0
240768720,24,7,68,720,2468720,DUNDEE,38,0,1,0,3,3,7,5,7,6,3,1,2,37,35,1,1,1,31,3,3,1,0,0
240769000,24,7,69,0,2469000,CHATEAUGUAY,719,2,15,56,66,98,86,90,115,77,56,36,22,686,669,10,7,33,627,31,25,28,8,0
240769120,24,7,69,120,2469120,SAINTE-CLOTHILDE,87,0,1,5,8,10,12,11,12,12,11,3,2,81,77,2,2,6,67,6,4,9,1,0
240769240,24,7,69,240,2469240,SAINT-JEAN-CHRYSOSTOME,110,1,1,13,11,15,15,16,15,9,9,1,4,105,102,3,0,5,100,5,3,2,0,0
240769400,24,7,69,400,2469400,SAINT-PAUL-DE-CHATEAUGUAY,165,0,6,14,17,24,17,24,28,20,7,5,3,160,156,1,3,5,154,3,4,2,2,0
240769480,24,7,69,480,2469480,MERCIER,89,1,0,6,4,12,11,9,19,11,7,5,4,85,83,1,1,4,81,3,3,2,0,0
240769600,24,7,69,600,2469600,CHATEAUGUAY,24,0,1,2,0,4,1,2,3,2,3,3,3,24,23,1,0,0,21,0,0,3,0,0
240769720,24,7,69,720,2469720,TRES-SAINT-SACREMENT,108,0,2,6,13,14,15,11,16,10,8,10,3,101,98,2,1,7,90,8,4,5,1,0
240769780,24,7,69,780,2469780,SAINT-MALACHIE-D'ORMSTOWN,136,0,4,10,13,19,15,17,22,13,11,9,3,130,130,0,0,6,114,6,7,5,4,0
240770000,24,7,70,0,2470000,BEAUHARNOIS,357,0,11,31,43,42,31,50,57,43,28,12,9,337,325,5,7,20,309,15,5,25,2,1
240770180,24,7,70,180,2470180,BEAUHARNOIS,50,0,3,0,8,4,2,7,10,8,4,4,0,50,50,0,0,0,42,3,1,4,0,0
240770250,24,7,70,250,2470250,SAINT-ETIENNE-DE-BEAUHARNOIS,43,0,0,6,7,7,2,7,6,4,3,0,1,42,41,0,1,1,38,2,0,3,0,0
240770320,24,7,70,320,2470320,SAINT-LOUIS-DE-GONZAGUE,99,0,5,11,9,11,12,21,15,6,5,2,2,93,88,3,2,6,82,5,3,7,1,1
240770390,24,7,70,390,2470390,SAINT-STANISLAS-DE-KOSTKA,68,0,1,3,9,11,7,4,13,8,7,1,4,64,63,0,1,4,63,1,0,4,0,0
240770600,24,7,70,600,2470600,SAINT-TIMOTHEE,71,0,2,9,6,6,5,8,12,11,7,4,1,67,63,2,2,4,62,3,0,5,1,0
240770670,24,7,70,670,2470670,SALABERRY-DE-VALLEYFIELD,26,0,0,2,4,3,3,3,1,6,2,1,1,21,20,0,1,5,22,1,1,2,0,0
240771000,24,7,71,0,2471000,SOULANGES,408,1,10,15,53,69,48,57,55,41,31,16,12,366,347,9,10,42,371,10,9,14,4,0
240771220,24,7,71,220,2471220,SAINT-JOSEPH-DE-SOULANGES,87,0,0,3,10,14,5,17,18,5,10,1,4,78,75,2,1,9,82,1,0,4,0,0
240771320,24,7,71,320,2471320,SAINT-IGNACE-DU-COTEAU-DU-LAC,57,0,2,5,7,9,8,6,8,6,4,2,0,50,48,0,2,7,54,1,1,1,0,0
240771350,24,7,71,350,2471350,SAINT-CLET,59,0,1,1,8,10,5,9,6,5,8,4,2,53,51,2,0,6,55,0,1,1,2,0
240771470,24,7,71,470,2471470,SAINT-ZOTIQUE,35,0,2,1,7,3,7,6,1,4,1,2,1,29,26,2,1,6,29,0,3,1,2,0
240771720,24,7,71,720,2471720,SAINT-POLYCARPE,96,1,2,5,16,17,14,7,10,13,5,3,3,90,83,2,5,6,88,1,1,6,0,0
240771780,24,7,71,780,2471780,SAINT-TELESPHORE,74,0,3,0,5,16,9,12,12,8,3,4,2,66,64,1,1,8,63,7,3,1,0,0
240772000,24,7,72,0,2472000,VAUDREUIL,437,1,11,26,42,73,40,54,49,51,38,22,30,409,400,4,5,28,400,14,8,12,3,0
240772200,24,7,72,200,2472200,NOTRE-DAME-DE-L'ILE-PERROT,15,0,0,0,3,0,3,2,0,2,2,1,2,14,13,1,0,1,13,0,1,1,0,0
240772260,24,7,72,260,2472260,VAUDREUIL,64,0,1,2,3,7,5,11,8,6,7,7,7,58,58,0,0,6,58,2,3,0,1,0
240772400,24,7,72,400,2472400,SAINT-LAZARE,48,0,0,1,6,11,5,5,3,6,6,2,3,42,41,0,1,6,40,3,2,3,0,0
240772460,24,7,72,460,2472460,SAINTE-JUSTINE-DE-NEWTON,85,0,1,10,11,14,11,10,12,6,5,2,3,83,80,1,2,2,79,3,1,2,0,0
240772510,24,7,72,510,2472510,SAINTE-MARTHE,110,1,3,4,10,21,12,14,15,14,9,3,4,101,99,1,1,9,106,1,0,3,0,0
240772580,24,7,72,580,2472580,TRES-SAINT-REDEMPTEUR,34,0,2,1,4,5,1,5,7,4,2,2,1,34,33,1,0,0,30,2,1,0,1,0
240772720,24,7,72,720,2472720,SAINTE-MADELEINE-DE-RIGAUD,81,0,4,8,5,15,3,7,4,13,7,5,10,77,76,0,1,4,74,3,0,3,1,0
240800000,24,8,0,0,2400000,REGION DE L'OUTAOUAIS REGION,"2,966",8,53,177,314,338,323,379,432,405,252,152,133,"2,837","2,734",47,56,129,"2,735",87,94,45,3,2
240874000,24,8,74,0,2474000,ARGENTEUIL,384,1,4,27,38,43,40,49,60,53,24,22,23,368,356,6,6,16,343,16,13,9,2,1
240874190,24,8,74,190,2474190,SAINT-ANDRE-D'ARGENTEUIL,97,0,3,8,10,8,15,12,14,13,5,5,4,93,89,2,2,4,83,7,3,3,1,0
240874230,24,8,74,230,2474230,LACHUTE,39,0,0,0,4,4,4,4,7,7,3,3,3,38,37,0,1,1,32,2,3,1,1,0
240874300,24,8,74,300,2474300,CHATHAM,104,0,0,8,10,11,9,15,17,13,7,8,6,101,98,1,2,3,98,2,2,2,0,0
240874380,24,8,74,380,2474380,GRENVILLE,48,0,1,2,5,3,3,7,8,8,6,2,3,47,46,1,0,1,43,2,1,1,0,1
240874410,24,8,74,410,2474410,HARRINGTON,26,0,0,2,4,5,1,0,6,2,1,2,3,25,24,1,0,1,23,1,1,1,0,0
240874460,24,8,74,460,2474460,WENTWORTH-NORD,10,0,0,3,0,0,2,1,2,0,1,1,0,9,8,1,0,1,8,0,1,1,0,0
240874540,24,8,74,540,2474540,GORE,14,0,0,1,2,2,1,1,3,2,0,0,2,13,13,0,0,1,13,1,0,0,0,0
240874760,24,8,74,760,2474760,ARUNDEL,25,1,0,2,3,7,0,6,0,3,1,0,2,23,23,0,0,2,24,0,1,0,0,0
240874780,24,8,74,780,2474780,HUBERDEAU,21,0,0,1,0,3,5,3,3,5,0,1,0,19,18,0,1,2,19,1,1,0,0,0
240875000,24,8,75,0,2475000,PAPINEAU,756,2,7,42,90,101,87,112,105,90,63,27,30,724,696,12,16,32,705,24,18,9,0,0
240875150,24,8,75,150,2475150,"N.-D.-DE-BON-SECOURS, PTE NORD",34,0,0,2,2,5,3,5,4,2,8,1,2,33,31,0,2,1,33,1,0,0,0,0
240875170,24,8,75,170,2475170,NOTRE-DAME-DE-LA-PAIX,43,0,2,6,4,6,4,7,6,6,1,1,0,42,37,2,3,1,36,6,1,0,0,0
240875220,24,8,75,220,2475220,SAINT-ANDRE-AVELLIN,91,0,1,4,18,15,9,9,14,10,6,3,2,88,86,1,1,3,82,6,1,2,0,0
240875260,24,8,75,260,2475260,SAINTE-ANGELIQUE,44,0,0,4,8,9,4,5,6,6,2,0,0,40,40,0,0,4,43,1,0,0,0,0
240875280,24,8,75,280,2475280,PLAISANCE,26,0,0,2,1,4,5,5,2,3,4,0,0,25,23,1,1,1,24,1,1,0,0,0
240875320,24,8,75,320,2475320,LOCHABER,50,0,0,5,3,7,5,8,7,3,3,4,5,49,47,1,1,1,45,2,3,0,0,0
240875340,24,8,75,340,2475340,"LOCHABER, PARTIE OUEST",47,1,0,2,6,2,7,7,8,8,3,2,1,45,45,0,0,2,42,1,2,2,0,0
240875360,24,8,75,360,2475360,SAINT-SIXTE,24,0,0,1,4,3,5,3,4,3,0,0,1,23,23,0,0,1,22,1,1,0,0,0
240875380,24,8,75,380,2475380,MAYO,18,0,0,0,0,3,4,5,3,2,1,0,0,18,15,2,1,0,17,1,0,0,0,0
240875405,24,8,75,405,2475405,MASSON,38,0,0,1,4,7,7,7,3,2,4,2,1,35,35,0,0,3,35,0,3,0,0,0
240875415,24,8,75,415,2475415,ANGE-GARDIEN,96,0,0,4,13,9,10,15,13,10,10,6,6,91,90,0,1,5,94,0,1,1,0,0
240875420,24,8,75,420,2475420,VAL-DES-MONTS,59,0,0,3,5,7,9,11,7,7,7,0,3,58,58,0,0,1,55,2,2,0,0,0
240875450,24,8,75,450,2475450,NOTRE-DAME-DE-LA-SALETTE,34,0,0,1,3,3,4,7,7,3,6,0,0,31,30,1,0,3,34,0,0,0,0,0
240875470,24,8,75,470,2475470,MULGRAVE ET DERRY,18,0,1,0,2,0,0,2,4,3,0,2,4,18,18,0,0,0,16,0,2,0,0,0
240875500,24,8,75,500,2475500,RIPON,61,1,1,5,9,10,5,5,7,11,4,1,2,60,57,2,1,1,60,1,0,0,0,0
240875540,24,8,75,540,2475540,LAC-SIMON,17,0,0,1,1,1,1,1,3,6,1,1,1,16,14,0,2,1,15,0,0,2,0,0
240875550,24,8,75,550,2475550,VINOY,11,0,1,1,3,0,0,3,1,0,0,1,1,10,9,1,0,1,10,1,0,0,0,0
240875560,24,8,75,560,2475560,NAMUR,18,0,0,0,1,4,1,3,5,1,1,2,0,16,13,0,3,2,16,0,0,2,0,0
240875580,24,8,75,580,2475580,PONSONBY,14,0,0,0,2,2,3,3,1,2,1,0,0,14,14,0,0,0,13,0,1,0,0,0
240875780,24,8,75,780,2475780,BOWMAN,13,0,1,0,1,4,1,1,0,2,1,1,1,12,11,1,0,1,13,0,0,0,0,0
240876000,24,8,76,0,2476000,LABELLE,505,1,12,40,60,65,49,60,68,75,49,15,11,485,465,10,10,20,474,11,5,14,0,1
240876120,24,8,76,120,2476120,LA CONCEPTION,28,0,2,2,0,6,1,3,5,4,3,1,1,28,27,0,1,0,28,0,0,0,0,0
240876200,24,8,76,200,2476200,LABELLE,26,0,2,1,4,3,1,2,3,4,4,2,0,26,25,1,0,0,25,1,0,0,0,0
240876260,24,8,76,260,2476260,LA MINERVE,22,0,1,1,4,2,0,2,3,7,0,1,1,21,21,0,0,1,21,1,0,0,0,0
240876340,24,8,76,340,2476340,NOTRE-DAME-DU-LAUS,15,0,1,0,2,2,1,2,3,2,1,0,1,14,13,0,1,1,15,0,0,0,0,0
240876380,24,8,76,380,2476380,LAC-DU-CERF,10,0,0,1,1,3,1,2,1,0,0,1,0,10,10,0,0,0,10,0,0,0,0,0
240876400,24,8,76,400,2476400,SAINT-AIME-DU-LAC-DES-ILES,26,0,0,2,4,3,2,2,8,3,1,0,1,26,26,0,0,0,22,0,2,2,0,0
240876420,24,8,76,420,2476420,KIAMIKA,36,0,2,4,0,5,4,5,6,9,0,1,0,34,33,0,1,2,30,2,0,4,0,0
240876440,24,8,76,440,2476440,LAC-NOMININGUE,25,0,0,2,3,2,1,1,4,4,5,3,0,23,20,2,1,2,24,0,0,1,0,0
240876540,24,8,76,540,2476540,MARCHAND,14,0,0,4,1,1,4,1,1,0,1,1,0,13,13,0,0,1,13,0,0,1,0,0
240876580,24,8,76,580,2476580,L'ASCENSION,15,0,1,0,1,2,2,2,1,4,1,0,1,12,12,0,0,3,14,0,1,0,0,0
240876640,24,8,76,640,2476640,LAC-DES-ECORCES,26,0,0,3,2,1,2,6,5,1,5,0,1,25,24,1,0,1,24,0,1,1,0,0
240876650,24,8,76,650,2476650,MONT-LAURIER,36,0,3,4,4,3,6,4,2,5,4,1,0,36,33,1,2,0,30,2,0,3,0,1
240876660,24,8,76,660,2476660,DES RUISSEAUX,59,0,0,2,5,12,9,8,5,6,10,0,2,59,56,1,2,0,58,0,0,1,0,0
240876680,24,8,76,680,2476680,LAC-SAINT-PAUL,18,0,0,1,5,0,0,1,4,4,3,0,0,18,16,1,1,0,17,0,1,0,0,0
240876690,24,8,76,690,2476690,MONT-SAINT-MICHEL,27,0,0,2,1,8,3,2,2,5,3,1,0,25,25,0,0,2,27,0,0,0,0,0
240876700,24,8,76,700,2476700,SAINTE-ANNE-DU-LAC,15,0,0,1,2,1,4,3,1,1,2,0,0,15,15,0,0,0,15,0,0,0,0,0
240876780,24,8,76,780,2476780,FERME-NEUVE,107,1,0,10,21,11,8,14,14,16,6,3,3,100,96,3,1,7,101,5,0,1,0,0
240878000,24,8,78,0,2478000,GATINEAU,469,2,15,19,40,45,57,58,79,66,38,28,22,451,430,9,12,18,436,10,17,5,1,0
240878110,24,8,78,110,2478110,AYLMER,34,0,0,1,4,3,3,3,7,4,5,2,2,32,29,1,2,2,30,0,3,1,0,0
240878140,24,8,78,140,2478140,"HULL, PARTIE OUEST",16,0,0,0,2,2,0,4,2,1,1,3,1,16,15,0,1,0,14,0,2,0,0,0
240878170,24,8,78,170,2478170,LA PECHE,109,0,1,1,10,9,12,11,20,22,8,12,3,107,103,1,3,2,105,1,3,0,0,0
240878200,24,8,78,200,2478200,DENHOLM,15,0,1,1,2,1,1,2,2,1,2,2,0,14,13,1,0,1,12,1,2,0,0,0
240878230,24,8,78,230,2478230,LOW,52,0,1,2,7,7,8,4,8,6,3,0,6,50,47,1,2,2,50,1,1,0,0,0
240878260,24,8,78,260,2478260,LAC-SAINTE-MARIE,11,0,1,0,1,1,2,2,1,1,1,0,1,10,10,0,0,1,11,0,0,0,0,0
240878290,24,8,78,290,2478290,KAZABAZUA,17,0,0,2,1,1,0,3,4,4,0,0,2,17,17,0,0,0,16,0,1,0,0,0
240878350,24,8,78,350,2478350,WRIGHT,37,2,2,2,1,6,2,1,8,5,4,1,3,37,36,1,0,0,36,0,1,0,0,0
240878380,24,8,78,380,2478380,NORTHFIELD,24,0,0,1,1,1,2,5,5,1,4,3,1,24,24,0,0,0,24,0,0,0,0,0
240878430,24,8,78,430,2478430,BOUCHETTE,32,0,3,1,2,3,6,4,3,6,2,1,1,31,31,0,0,1,28,3,1,0,0,0
240878500,24,8,78,500,2478500,MESSINE,23,0,2,3,0,2,3,4,5,3,0,1,0,21,17,1,3,2,22,1,0,0,0,0
240878530,24,8,78,530,2478530,SAINTE-THERESE-DE-LA-GATINEAU,16,0,1,1,1,4,1,1,2,2,3,0,0,15,13,1,1,1,15,0,0,0,1,0
240878560,24,8,78,560,2478560,DELEAGE,17,0,0,2,2,2,4,0,4,0,1,2,0,15,14,1,0,2,12,1,1,3,0,0
240878620,24,8,78,620,2478620,EGAN-SUD,12,0,0,0,0,0,3,6,0,0,1,1,1,10,10,0,0,2,12,0,0,0,0,0
240878650,24,8,78,650,2478650,MONTCERF,23,0,2,2,1,2,3,2,4,5,2,0,0,23,23,0,0,0,23,0,0,0,0,0
240878700,24,8,78,700,2478700,AUMOND,15,0,1,0,3,1,3,4,2,0,1,0,0,13,12,1,0,2,13,0,1,1,0,0
240878710,24,8,78,710,2478710,GRAND-REMOUS,16,0,0,0,2,0,4,2,2,5,0,0,1,16,16,0,0,0,13,2,1,0,0,0
240879000,24,8,79,0,2479000,HULL,95,0,1,7,3,9,14,16,17,8,11,5,4,90,88,0,2,5,82,6,7,0,0,0
240879600,24,8,79,600,2479600,GATINEAU,95,0,1,7,3,9,14,16,17,8,11,5,4,90,88,0,2,5,82,6,7,0,0,0
240880000,24,8,80,0,2480000,PONTIAC,757,2,14,42,83,75,76,84,103,113,67,55,43,719,699,10,10,38,695,20,34,8,0,0
240880120,24,8,80,120,2480120,PONTIAC,153,0,5,10,16,15,22,15,24,18,11,7,10,150,144,4,2,3,136,6,7,4,0,0
240880150,24,8,80,150,2480150,BRISTOL,87,0,0,6,9,9,9,13,7,14,9,4,7,83,80,2,1,4,77,4,6,0,0,0
