AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NELECTY,ELECTY,NFUEL,FUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NREPBLDG,REPBLDG,NVFTPRD,VFTPRD,NMAPLET,MAPLET,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALES95
240228420,24,2,28,420,2428420,SAINT-FLAVIEN,73,37,886,15,554,22,332,..,..,12,"31,481",..,..,37,"139,271",69,"88,672",68,"142,621",67,"134,819",31,"48,621",58,"146,130",35,"11,427",64,"66,975",66,"1,649,532",64,"92,084",27,"42,122",7,"6,925",6,7,4,8,22,17,7,2,"3,756,649"
240228470,24,2,28,470,2428470,N.-D.-DU-SACRE-COEUR-D'ISSOUDUN,63,21,405,8,195,14,210,..,..,18,"8,789",..,..,21,"84,347",53,"47,533",57,"67,710",49,"84,576",31,"78,355",47,"111,750",20,"14,253",40,"34,414",54,"547,171",51,"67,218",13,"38,172",5,"7,300",10,4,3,8,20,17,1,0,"2,108,037"
240228490,24,2,28,490,2428490,SAINT-APOLLINAIRE,52,16,"1,301",7,470,11,831,..,..,9,"14,300",..,..,16,x,47,"42,874",43,"106,463",40,"189,401",17,"26,016",30,"174,112",21,"14,120",35,"96,401",43,"425,139",41,"43,773",11,"60,933",1,x,10,7,7,9,10,6,2,1,"2,527,249"
240228510,24,2,28,510,2428510,SAINT-ANTOINE-DE-TILLY,69,21,447,9,275,12,172,..,..,11,"12,300",..,..,21,"63,295",47,"28,537",56,"48,721",49,"71,193",20,"24,414",54,"90,118",39,"16,518",54,"51,656",40,"252,162",45,"67,083",3,"2,000",6,"2,800",24,9,7,13,10,5,1,0,"1,256,429"
240228590,24,2,28,590,2428590,SAINTE-CROIX,79,32,925,16,637,20,288,..,..,14,"12,645",..,..,32,"159,531",68,"56,668",67,"82,506",69,"95,825",31,"42,074",43,"116,814",38,"13,921",51,"102,287",63,"669,481",68,"117,572",5,"8,252",2,x,20,4,8,11,15,16,4,1,"2,582,344"
240228630,24,2,28,630,2428630,SAINT-EDOUARD-DE-LOTBINIERE,110,50,"1,604",17,809,37,795,..,..,19,"13,115",..,..,50,"192,622",98,"108,640",94,"131,980",90,"154,852",48,"102,628",67,"196,302",56,"36,802",76,"82,576",89,"1,460,988",85,"139,666",29,"42,424",14,"25,810",20,6,10,18,26,24,5,1,"4,172,035"
240228660,24,2,28,660,2428660,LOTBINIERE,91,44,"1,182",10,443,35,739,..,..,14,"13,314",..,..,44,"205,611",84,"80,415",82,"117,706",77,"141,369",35,"51,711",70,"183,377",47,"32,135",71,"99,173",71,"713,080",79,"91,318",30,"29,592",17,"28,550",14,9,4,17,30,14,1,2,"3,274,788"
240228700,24,2,28,700,2428700,SAINTE-EMMELIE,65,32,"1,197",7,309,27,888,..,..,17,"18,487",..,..,32,"151,073",55,"65,355",60,"96,771",57,"140,830",32,"53,083",41,"141,619",36,"18,643",47,"73,007",51,"688,123",51,"80,880",24,"24,006",15,"42,055",13,3,6,3,16,21,3,0,"2,581,357"
240228710,24,2,28,710,2428710,SAINTE-FRANCOISE,38,12,411,6,260,10,151,..,..,4,"2,300",..,..,12,"76,280",36,"39,867",34,"70,136",37,"75,901",18,"44,648",25,"65,190",16,"6,484",29,"28,077",33,"465,947",33,"42,636",12,"16,542",2,x,7,3,4,6,9,6,2,1,"1,393,820"
240228750,24,2,28,750,2428750,SAINTE-PHILOMENE-DE-FORTIERVILLE,49,24,705,4,409,20,296,..,..,9,"2,810",..,..,24,"141,444",45,"58,092",47,"59,496",44,"85,931",28,"38,075",33,"56,824",30,"17,452",40,"45,933",42,"1,566,275",47,"61,950",4,"2,450",6,"10,800",12,1,3,10,12,7,3,1,"2,421,820"
240228760,24,2,28,760,2428760,SAINT-JACQUES-DE-PARISVILLE,45,22,331,2,56,20,275,..,..,3,700,..,..,22,"50,297",42,"30,662",40,"53,045",35,"68,875",16,"13,011",27,"54,334",20,"6,501",35,"30,448",39,"532,160",35,"54,164",5,"6,098",6,"5,000",4,6,6,7,12,10,0,0,"1,242,014"
240228780,24,2,28,780,2428780,DESCHAILLONS,31,14,257,3,119,11,138,..,..,8,"9,420",..,..,14,"54,298",24,"29,060",25,"31,084",23,"43,338",12,"15,133",15,"33,119",18,"8,144",22,"32,072",22,"449,905",23,"26,640",6,"3,860",0,0,8,0,1,5,8,7,1,1,"1,210,494"
240229000,24,2,29,0,2429000,PORTNEUF,967,442,"17,528",181,"8,424",311,"9,104",..,..,269,"346,007",..,..,442,"3,017,175",785,"718,710",840,"1,301,263",789,"1,716,941",347,"354,181",593,"2,265,803",432,"627,856",683,"1,451,678",696,"7,915,126",758,"930,036",325,"628,467",270,"334,522",207,91,69,192,204,149,42,13,"34,784,356"
240229110,24,2,29,110,2429110,SAINT-AUGUSTIN-DE-DESMAURES,96,28,"1,474",16,816,15,658,..,..,30,"93,781",..,..,28,"301,927",73,"57,568",78,"99,820",72,"109,228",25,"32,036",62,"138,232",36,"15,021",62,"93,648",62,"373,345",72,"70,894",18,"15,469",44,"45,296",28,10,7,23,18,9,0,1,"3,163,781"
240229130,24,2,29,130,2429130,SAINTE-CATHERINE,25,13,927,6,482,10,445,..,..,10,"44,269",..,..,13,"150,479",22,"18,860",22,"81,612",21,"116,636",6,"11,534",17,"271,456",16,"114,559",16,"151,632",11,"137,069",21,"30,165",17,"30,872",10,"16,425",6,3,3,4,1,3,3,2,"1,830,258"
240229220,24,2,29,220,2429220,SAINTE-JEANNE-DE-PONT-ROUGE,77,34,"2,101",18,"1,241",22,860,..,..,25,"15,347",..,..,34,"459,724",66,"102,599",73,"156,689",63,"163,603",34,"42,778",53,"252,123",45,"61,376",56,"187,988",56,"1,549,203",59,"64,810",24,"39,440",17,"24,830",12,8,6,14,13,15,7,2,"3,877,550"
240229270,24,2,29,270,2429270,POINTE-AUX-TREMBLES,67,30,"1,066",10,567,22,499,..,..,16,"9,884",..,..,30,"208,999",46,"41,690",56,"75,561",53,"149,142",27,"17,269",48,"99,383",42,"34,602",53,"77,400",40,"273,813",46,"59,518",13,"17,032",16,"14,275",14,8,8,18,6,10,3,0,"1,636,242"
240229300,24,2,29,300,2429300,CAP-SANTE,58,31,"1,215",13,496,21,719,..,..,18,"22,546",..,..,31,"198,077",48,"43,828",48,"60,646",44,"83,196",20,"20,886",37,"144,166",30,"11,221",42,"61,769",41,"607,155",46,"66,761",17,"22,320",14,"16,625",11,7,0,5,13,19,3,0,"2,396,802"
240229340,24,2,29,340,2429340,SAINT-BASILE,86,33,"1,201",21,978,17,223,..,..,25,"14,986",..,..,33,"163,536",71,"40,581",76,"65,434",72,"113,887",35,"31,656",39,"128,244",26,"12,348",59,"55,897",68,"607,070",74,"73,819",40,"63,344",32,"47,395",27,7,5,20,13,8,6,0,"2,264,657"
240229360,24,2,29,360,2429360,NOTRE-DAME-DE-PORTNEUF,32,13,295,7,187,9,108,..,..,10,"5,260",..,..,13,"46,424",24,"14,573",25,"20,885",23,"39,712",8,"4,272",17,"26,553",10,"2,331",20,"17,926",21,"154,667",19,"17,301",15,"38,633",14,"14,200",11,3,1,6,7,4,0,0,"626,285"
240229410,24,2,29,410,2429410,SAINT-JOSEPH-DE-DESCHAMBAULT,52,21,690,9,406,14,284,..,..,17,"10,545",..,..,21,"129,734",41,"31,218",49,"80,868",45,"49,600",14,"41,885",29,"77,603",25,"13,413",32,"31,591",34,"400,548",36,"35,042",16,"22,386",8,"7,065",12,8,4,11,8,8,0,1,"1,394,703"
240229430,24,2,29,430,2429430,SAINT-GILBERT,47,27,773,10,300,19,473,..,..,9,x,..,..,27,"120,528",43,"31,498",43,"59,900",43,"93,826",22,"20,261",28,"95,461",17,x,39,"58,495",37,"280,294",39,"46,121",18,"41,623",6,"10,800",7,2,1,16,14,5,1,1,"1,526,686"
240229470,24,2,29,470,2429470,SAINT-CHARLES-DES-GRONDINES,32,18,665,4,180,15,485,..,..,14,"10,477",..,..,18,"95,088",32,"21,292",31,"40,623",30,"56,113",11,"6,563",23,"25,615",19,"4,712",25,"23,799",25,"181,837",29,"40,838",8,"3,925",3,x,5,1,2,8,10,5,1,0,"882,730"
240229520,24,2,29,520,2429520,SAINT-CASIMIR,61,31,629,8,163,25,466,..,..,17,"8,614",..,..,31,"83,601",58,"42,851",58,"74,011",56,"108,575",33,"36,742",46,"101,113",31,"12,613",50,"65,549",53,"368,816",55,"57,764",12,"14,856",2,x,9,4,3,6,21,17,1,0,"2,013,386"
240229530,24,2,29,530,2429530,SAINT-THURIBE,48,31,590,13,288,19,302,..,..,13,"6,802",..,..,31,"93,063",44,"30,049",45,"47,702",42,"64,181",21,"15,467",28,"33,353",20,"8,247",39,"34,353",41,"253,420",41,"63,115",8,"10,786",6,"4,955",2,2,3,16,17,8,0,0,"1,420,638"
240229550,24,2,29,550,2429550,SAINT-ALBAN,53,29,"1,015",5,259,26,756,..,..,17,"19,742",..,..,29,"197,392",46,"60,242",45,"85,094",45,"131,836",23,"17,327",30,"173,024",26,"72,256",43,"123,391",42,"338,868",47,"60,240",20,"30,340",16,"22,893",8,7,2,5,21,7,1,2,"2,276,488"
240229560,24,2,29,560,2429560,SAINTE-CHRISTINE,20,5,180,2,68,4,112,..,..,7,"4,271",..,..,5,"23,678",17,"13,971",18,"20,624",17,"25,515",6,"7,205",11,"30,606",2,x,14,"10,382",15,"485,822",17,"12,156",10,"28,640",4,"9,150",4,2,3,4,2,3,2,0,"730,250"
240229580,24,2,29,580,2429580,SAINT-LEONARD-DE-PORTNEUF,25,16,455,6,290,12,165,..,..,5,"1,912",..,..,16,"62,571",18,"12,984",22,"27,407",21,"31,050",8,"4,986",14,"39,762",8,"4,082",15,"10,959",18,"132,439",20,"24,771",15,"70,573",9,"15,950",3,2,4,6,9,0,1,0,"584,247"
240229620,24,2,29,620,2429620,SAINT-RAYMOND,54,24,910,17,782,12,128,..,..,15,"24,730",..,..,24,"155,571",42,"44,782",49,"88,340",45,"86,301",12,"8,894",36,"83,720",21,"14,265",34,"30,432",42,"764,166",42,"46,832",31,"92,830",13,"16,600",12,7,10,7,9,4,4,1,"1,830,976"
240229680,24,2,29,680,2429680,NOTRE-DAME-DE-MONTAUBAN,13,5,90,0,0,5,90,..,..,5,"1,775",..,..,5,"19,737",9,"5,481",11,"13,210",11,"13,152",4,"2,518",10,"20,280",5,"1,070",10,x,12,"59,499",10,"6,477",6,"10,586",2,x,3,1,2,4,2,1,0,0,"215,089"
240229720,24,2,29,720,2429720,SAINT-UBALDE,87,40,"2,708",13,815,32,"1,893",..,..,14,"9,759",..,..,40,"418,433",61,"84,994",66,"152,238",63,"204,655",29,"22,205",43,"377,324",36,"165,914",57,"309,633",56,"625,130",61,"101,870",26,"56,190",36,"45,350",25,7,2,12,13,19,7,2,"4,761,138"
240229780,24,2,29,780,2429780,SAINT-REMI,34,13,544,3,106,12,438,..,..,2,x,..,..,13,"88,613",24,"19,649",25,"50,599",23,"76,733",9,"9,697",22,"147,785",17,"48,015",17,x,22,"321,965",24,"51,542",11,"18,622",18,"19,851",8,2,3,7,7,4,2,1,"1,352,450"
240300000,24,3,0,0,2400000,SUD DE QUEBEC - SOUTH OF QUEBEC,"5,589","2,058","63,127",780,"40,129","1,362","22,998",..,..,"1,108","932,302",..,..,"2,058","11,042,858","4,505","5,060,930","4,762","6,871,959","4,399","8,088,970","1,485","1,773,515","3,065","6,232,810","1,504","669,643","2,926","2,499,420","3,904","85,956,771","4,101","5,600,930","2,798","6,922,904","2,924","6,381,466","1,200",581,596,978,"1,013",807,319,95,"214,810,717"
240322000,24,3,22,0,2422000,DORCHESTER,"1,465",555,"21,561",207,"15,515",373,"6,046",..,..,300,"274,075",..,..,555,"3,995,431","1,226","1,931,013","1,263","2,197,905","1,171","2,318,072",426,"505,780",771,"1,536,948",421,"228,149",815,"672,433","1,113","45,596,874","1,140","1,877,857",684,"1,599,985",574,"1,106,753",260,124,119,249,254,247,161,51,"88,766,731"
240322110,24,3,22,110,2422110,SAINT-CYPRIEN,26,6,129,2,28,4,101,..,..,1,x,..,..,6,x,19,"8,662",20,"26,953",19,"27,395",7,"7,962",10,"11,225",4,x,8,x,11,"37,215",15,"9,750",21,"76,924",19,"48,050",7,5,5,6,3,0,0,0,"263,446"
240322130,24,3,22,130,2422130,SAINTE-JUSTINE,39,19,417,5,280,16,137,..,..,9,"4,906",..,..,19,"86,912",29,"26,098",33,"26,134",30,"48,950",10,"11,797",23,"28,171",9,"2,443",24,"17,790",32,"441,691",27,"25,321",26,"84,109",8,"21,100",8,8,5,6,9,1,2,0,"851,984"
240322150,24,3,22,150,2422150,SAINTE-ROSE-DE-WATFORD,29,13,244,8,171,7,73,..,..,11,"3,523",..,..,13,"47,850",21,"15,134",26,"33,945",25,"41,202",7,"6,769",15,"26,785",8,"2,609",15,"4,280",21,"126,613",21,"24,715",21,"54,574",23,"56,420",8,5,1,5,7,3,0,0,"559,208"
240322170,24,3,22,170,2422170,SAINT-LOUIS-DE-GONZAGUE,29,8,108,0,0,8,108,..,..,4,x,..,..,8,x,10,"3,741",28,"15,840",21,"11,269",3,"1,478",2,x,2,x,2,x,4,"2,500",13,"3,586",6,"13,812",28,"79,610",8,7,9,4,1,0,0,0,"188,223"
240322180,24,3,22,180,2422180,SAINT-PROSPER,75,25,439,5,147,20,292,..,..,16,"4,389",..,..,25,"82,016",41,"23,722",54,"50,992",52,"79,999",19,"12,775",37,"82,343",21,"4,055",35,"29,636",41,"186,570",41,"38,373",42,"72,945",40,"87,610",29,12,9,11,9,5,0,0,"990,546"
240322190,24,3,22,190,2422190,SAINT-BENJAMIN,37,17,229,4,101,13,128,..,..,6,"2,851",..,..,17,"42,379",23,"22,008",25,"32,855",18,"26,120",8,"6,512",10,"9,945",9,"12,096",14,"5,627",16,"78,238",17,"14,946",20,"106,629",27,"92,502",9,2,9,12,4,1,0,0,"451,721"
240322210,24,3,22,210,2422210,SAINT-ODILON-DE-CRANBOURNE,83,33,825,12,475,21,350,..,..,31,"75,258",..,..,33,"178,748",68,"88,172",68,"141,062",65,"138,688",34,"41,101",61,"149,977",29,"15,196",51,"51,124",64,"1,303,402",64,"88,071",60,"228,128",33,"53,230",10,6,2,23,16,16,8,2,"3,875,331"
240322250,24,3,22,250,2422250,SAINTE-GERMAINE-DU-LAC-ETCHEMIN,43,10,228,4,93,7,135,..,..,7,"2,795",..,..,10,"40,543",30,"23,556",36,"37,217",33,"55,200",8,"6,262",28,"36,712",10,"3,401",24,"14,636",29,"256,025",25,"32,591",23,"63,157",16,"34,450",12,6,3,9,8,5,0,0,"762,838"
240322290,24,3,22,290,2422290,SAINT-LEON-DE-STANDON,103,28,699,6,285,23,414,..,..,12,"4,959",..,..,28,"108,454",82,"61,098",88,"105,920",73,"86,239",18,"9,841",41,"34,240",27,"3,077",44,"13,181",76,"1,225,657",76,"83,092",62,"172,304",45,"66,492",24,15,9,22,21,7,5,0,"2,472,592"
240322310,24,3,22,310,2422310,SAINT-NAZAIRE-DE-DORCHESTER,26,6,116,2,74,4,42,..,..,8,"3,601",..,..,6,x,25,"29,013",24,"21,769",23,"28,137",10,"7,680",10,x,8,"1,358",13,"7,021",21,"351,932",24,"22,017",22,"60,308",11,"25,315",2,1,5,6,5,6,1,0,"911,259"
240322340,24,3,22,340,2422340,SAINT-MALACHIE,75,20,610,9,448,11,162,..,..,17,"9,382",..,..,20,"79,666",63,"75,524",63,"112,027",56,"92,625",17,"12,032",19,"23,001",12,"7,948",38,"17,412",58,"2,203,031",58,"79,675",45,"121,087",28,"68,060",19,6,11,12,13,6,5,3,"3,453,157"
240322370,24,3,22,370,2422370,SAINT-EDOUARD-DE-FRAMPTON,113,36,533,7,177,29,356,..,..,17,"5,262",..,..,36,"82,044",92,"80,190",96,"110,339",90,"129,820",28,"31,561",57,"87,990",21,"6,323",48,"24,289",90,"1,581,075",88,"87,973",72,"155,843",57,"135,230",22,17,11,23,20,14,6,0,"2,980,224"
240322390,24,3,22,390,2422390,SAINTE-MARGUERITE,101,37,"1,091",11,398,26,693,..,..,19,"12,405",..,..,37,"204,153",87,"170,437",86,"161,045",84,"158,569",37,"64,023",61,"92,178",30,"12,569",59,"29,671",79,"3,651,602",79,"176,582",63,"157,439",59,"88,548",20,3,2,10,21,27,13,5,"7,177,316"
240322410,24,3,22,410,2422410,SAINTE-CLAIRE,112,46,"1,731",18,"1,372",28,359,..,..,25,"18,562",..,..,46,"347,166",98,"176,326",99,"148,156",91,"172,960",40,"58,362",68,"139,096",33,"13,394",70,"49,761",85,"4,258,512",97,"148,472",46,"56,494",49,"76,090",15,12,9,11,25,21,16,3,"8,072,099"
240322450,24,3,22,450,2422450,SAINTE-HENEDINE,103,41,"1,065",17,629,27,436,..,..,22,"24,842",..,..,41,"165,256",93,"154,623",91,"120,017",80,"142,507",33,"38,139",61,"125,715",32,"10,571",64,"61,977",80,"2,744,452",82,"131,274",38,"37,391",42,"61,624",13,5,6,16,18,23,18,4,"6,581,048"
240322530,24,3,22,530,2422530,SAINT-ANSELME,112,53,"2,616",22,"1,987",36,629,..,..,34,"27,862",..,..,53,"491,874",103,"198,519",102,"158,953",101,"229,506",44,"40,491",78,"202,907",55,"30,004",83,"112,523",87,"3,699,704",99,"166,596",35,"29,176",36,"37,700",18,5,7,22,19,24,12,5,"8,238,804"
240322610,24,3,22,610,2422610,SAINT-ISIDORE,164,67,"2,642",26,"1,776",47,866,..,..,29,"29,171",..,..,67,"431,780",154,"227,340",140,"219,145",139,"306,133",48,"82,970",100,"330,487",54,"55,251",113,"120,187",141,"5,999,324",144,"216,889",29,"28,587",4,"3,300",27,4,9,27,27,37,26,7,"11,340,993"
240322690,24,3,22,690,2422690,TASCHEREAU-FORTIER,26,7,"1,604",5,"1,584",3,20,..,..,10,"6,303",..,..,7,x,23,"58,512",22,"151,388",21,"52,246",8,"6,918",15,"30,988",10,"4,269",15,"12,567",21,"1,583,215",21,"78,273",15,"21,933",11,"12,147",1,0,3,6,5,7,2,2,"4,811,726"
240322780,24,3,22,780,2422780,SAINT-BERNARD,169,83,"6,235",44,"5,490",43,745,..,..,22,"37,085",..,..,83,"1,212,163",165,"488,338",162,"524,148",150,"490,507",47,"59,107",75,"111,932",47,"40,384",95,"96,808",157,"15,866,116",149,"449,661",38,"59,145",38,"59,275",8,5,4,18,23,44,47,20,"24,784,216"
240323000,24,3,23,0,2423000,BEAUCE,"2,055",768,"21,899",298,"13,365",499,"8,534",..,..,444,"313,691",..,..,768,"3,848,331","1,609","1,616,054","1,718","2,312,179","1,590","2,665,706",515,"596,266","1,115","1,797,943",520,"168,100","1,025","724,062","1,394","23,976,954","1,455","1,800,645","1,112","2,510,615","1,195","2,283,482",483,254,244,360,349,251,81,33,"65,017,537"
240323110,24,3,23,110,2423110,SAINTE-AURELIE,21,3,88,1,52,2,36,..,..,2,x,..,..,3,x,7,"4,806",21,"13,749",18,"10,775",2,x,4,"1,806",0,0,5,"1,702",5,"17,708",12,"8,705",11,"26,416",18,"38,100",6,7,4,3,1,0,0,0,"139,442"
240323130,24,3,23,130,2423130,SAINT-ZACHARIE,88,19,246,6,99,14,147,..,..,22,"12,308",..,..,19,"31,793",50,"14,683",81,"51,424",41,"31,154",8,"2,812",19,"13,553",9,968,16,"5,952",23,"50,666",30,"17,400",33,"60,746",77,"177,583",32,16,24,12,3,1,0,0,"599,590"
240323170,24,3,23,170,2423170,SAINT-COME-DE-KENNEBEC,75,28,618,8,187,21,431,..,..,14,"4,553",..,..,28,"104,194",60,"31,969",66,"74,966",61,"76,244",12,"12,351",39,"65,989",28,"5,727",35,"21,706",48,"262,524",55,"41,397",44,"95,386",25,"43,925",24,8,10,15,9,8,0,1,"1,549,348"
240323180,24,3,23,180,2423180,SAINT-THEOPHILE,40,9,155,2,112,7,43,..,..,38,"12,205",..,..,9,"23,250",26,"13,896",36,"26,147",26,"30,653",6,"6,690",14,"14,751",5,x,13,"4,436",21,"177,314",21,"11,760",13,"24,873",24,"60,730",14,7,4,5,7,3,0,0,"615,318"
240323220,24,3,23,220,2423220,SAINT-MARTIN,59,32,"1,237",14,870,19,367,..,..,9,"5,492",..,..,32,"253,874",44,"91,268",40,"52,414",43,"87,050",26,"25,486",38,"81,078",20,"12,657",35,"23,833",42,"1,276,999",44,"48,668",35,"75,532",17,"41,990",12,7,8,4,12,11,4,1,"2,909,236"
240323240,24,3,23,240,2423240,SAINT-HONORE,137,51,"1,678",21,"1,110",31,568,..,..,28,"14,313",..,..,51,"255,325",112,"98,731",119,"149,001",110,"191,795",25,"20,174",86,"199,035",40,"20,695",82,"72,218",101,"1,391,399",100,"122,075",55,"281,027",88,"198,540",23,18,16,20,27,28,4,1,"4,544,863"
240323270,24,3,23,270,2423270,SAINT-EPHREM-DE-BEAUCE,140,61,"1,386",25,675,40,711,..,..,39,"27,642",..,..,61,"196,545",111,"102,607",109,"174,718",107,"216,253",35,"43,703",81,"150,811",49,"10,469",75,"67,249",91,"1,143,502",97,"123,349",87,"218,813",108,"268,683",19,14,19,30,41,11,5,1,"3,960,144"
240323290,24,3,23,290,2423290,SAINT-BENOIT-LABRE,84,25,602,16,407,11,195,..,..,10,"3,851",..,..,25,"86,299",57,"34,498",59,"59,549",55,"76,484",13,"9,194",44,"75,476",18,"6,701",31,"16,905",44,"399,092",51,"41,915",29,"72,135",67,"116,533",31,14,6,14,11,4,4,0,"1,494,884"
240323300,24,3,23,300,2423300,SAINT-JEAN-DE-LA-LANDE,54,14,345,5,135,10,210,..,..,6,"8,005",..,..,14,"47,593",32,"17,602",36,"77,637",34,"48,723",9,"4,662",23,"45,889",13,"4,020",21,"12,565",29,"214,255",35,"32,177",22,"26,883",35,"56,950",25,6,3,11,6,2,1,0,"798,257"
240323320,24,3,23,320,2423320,AUBERT-GALLION,37,18,850,8,665,13,185,..,..,10,"7,902",..,..,18,"181,190",28,"27,929",29,"43,371",26,"59,866",9,"11,463",22,"95,411",9,"6,921",17,"23,643",25,"555,783",23,"45,609",13,"31,300",16,x,14,5,2,2,2,6,4,2,"1,682,082"
240323340,24,3,23,340,2423340,SAINT-GEORGES-EST,46,27,993,10,714,17,279,..,..,14,"15,025",..,..,27,"195,901",41,"30,236",39,"45,822",39,"64,787",14,"16,743",25,"48,836",15,"4,507",23,"20,422",34,"598,142",37,"39,009",28,"53,648",9,"16,825",8,3,9,10,6,8,1,1,"1,505,786"
240323350,24,3,23,350,2423350,SAINT-PHILIBERT,32,8,114,0,0,8,114,..,..,4,x,..,..,8,x,19,"8,138",29,"23,376",20,"21,768",10,"3,175",15,"22,290",7,"1,445",14,"10,175",14,"32,670",19,"14,632",17,"32,495",24,"49,800",7,10,3,9,3,0,0,0,"279,844"
240323360,24,3,23,360,2423360,SAINT-SIMON-LES-MINES,19,6,88,4,36,3,52,..,..,5,"2,645",..,..,6,"23,962",14,"6,333",16,"14,202",14,"19,320",5,"7,767",11,"27,318",1,x,8,"8,412",14,"68,600",12,"15,045",10,"22,342",3,x,8,1,3,2,3,2,0,0,"311,538"
240323390,24,3,23,390,2423390,SAINT-FRANCOIS-DE-BEAUCE,34,18,671,9,465,11,206,..,..,11,"6,717",..,..,18,"118,562",25,"22,513",27,"38,918",28,"58,118",9,"6,606",16,"26,462",7,"5,348",14,"18,222",21,"118,863",24,"28,627",24,"84,396",10,"22,430",10,7,4,5,4,3,0,1,"800,511"
240323400,24,3,23,400,2423400,SAINT-FRANCOIS-OUEST,66,32,"1,088",12,268,20,820,..,..,16,"5,055",..,..,32,"204,569",51,"27,293",54,"108,546",48,"113,300",14,"18,131",36,"64,291",15,"16,682",32,"21,506",39,"202,653",37,"27,882",41,"100,013",39,"65,927",19,13,7,8,12,5,1,1,"1,410,091"
240323410,24,3,23,410,2423410,SAINT-ALFRED,33,5,178,4,138,1,40,..,..,7,"4,693",..,..,5,"31,134",19,"7,042",21,"19,337",20,"23,601",8,x,15,"17,198",9,"1,337",13,"7,553",17,"102,855",16,"11,452",16,"42,242",16,"23,905",14,7,3,4,4,1,0,0,"343,889"
240323430,24,3,23,430,2423430,SAINT-VICTOR-DE-TRING,143,54,"1,176",23,690,31,486,..,..,27,"18,212",..,..,54,"183,410",116,"113,629",120,"144,307",117,"180,347",35,"26,250",82,"114,950",43,"9,759",70,"52,436",97,"1,304,789",110,"139,147",54,"74,814",97,"194,390",21,15,15,26,38,23,3,2,"4,475,285"
240323440,24,3,23,440,2423440,SAINTE-CLOTHILDE,59,19,451,13,318,6,133,..,..,11,"11,133",..,..,19,"81,299",44,"34,791",47,"84,443",44,"65,454",20,"22,157",33,"44,074",17,"2,824",33,"32,258",37,"245,622",35,"43,005",35,"61,224",43,"122,025",18,6,10,10,10,3,2,0,"1,047,922"
240323500,24,3,23,500,2423500,SACRE-COEUR-DE-JESUS,84,21,392,6,228,16,164,..,..,10,"5,121",..,..,21,"32,853",61,"44,074",63,"83,444",65,"98,139",20,"33,029",49,"64,994",25,"5,616",43,"21,970",59,"355,656",61,"73,484",50,"82,870",57,"86,825",26,9,12,16,13,8,0,0,"1,351,505"
240323520,24,3,23,520,2423520,SAINT-JULES,62,24,622,12,373,12,249,..,..,11,"29,302",..,..,24,"88,192",58,"59,136",59,"65,491",57,"85,867",11,"6,192",36,"28,745",13,"4,008",30,"13,064",51,"643,775",53,"48,554",35,"72,408",33,"63,529",11,7,11,11,10,10,2,0,"1,686,821"
240323550,24,3,23,550,2423550,SAINT-FREDERIC,99,28,527,3,82,26,445,..,..,27,"15,670",..,..,28,"81,086",84,"88,354",87,"99,092",79,"124,141",21,"15,465",58,"72,861",22,"4,110",53,"37,415",81,"819,880",71,"68,562",58,"106,247",48,"55,470",25,9,16,25,10,11,1,2,"2,404,038"
240323560,24,3,23,560,2423560,SAINT-JOSEPH-DES-ERABLES,61,26,377,10,227,18,150,..,..,10,"4,190",..,..,26,"59,406",58,"38,568",58,"63,798",57,"77,430",27,"39,910",44,"45,399",13,"1,956",45,"25,744",56,"515,268",51,"47,842",55,"146,038",32,"41,100",5,3,8,24,10,9,2,0,"1,668,224"
240323600,24,3,23,600,2423600,SAINT-JOSEPH-DE-BEAUCE,97,37,607,5,66,33,541,..,..,19,"28,100",..,..,37,"105,119",86,"68,675",83,"88,166",87,"163,916",38,"52,078",69,"96,362",32,"11,724",67,"44,445",83,"838,721",81,"81,801",76,"222,185",36,"40,690",13,6,9,25,26,16,2,0,"2,782,927"
240323640,24,3,23,640,2423640,SAINTS-ANGES,77,26,624,8,326,19,298,..,..,12,"5,334",..,..,26,"110,196",65,"113,929",65,"102,021",65,"98,387",24,"21,124",35,"28,738",12,"3,149",34,"18,059",63,"2,903,826",59,"101,746",38,"56,529",34,"74,367",14,4,4,10,16,11,16,2,"4,369,486"
240323680,24,3,23,680,2423680,SAINTE-MARIE,164,70,"1,816",22,"1,068",51,748,..,..,31,"22,668",..,..,70,"271,232",136,"173,981",139,"176,356",134,"219,645",45,"92,699",102,"139,132",41,"8,511",99,"61,997",125,"2,405,607",125,"246,876",97,"168,678",95,"154,786",30,20,13,35,23,28,14,1,"6,056,129"
