AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NTOTIMP,TOTIMP,ETOTIMP,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NOTHIMP,OTHIMP,EOTHIMP,TOTUNIM,ETOTUNIM,NWDLAND,WDLAND,EWDLAND,NOUNIMP,OUNIMP,EOUNIMP,ILANDIST,ILANDIST_1,ILANDIST_2,ILANDIST_3,ILANDIST_4,ILANDIST_5,ILANDIST_6,ILANDIST_7,ILANDIST_8,ILANDIST_9,ILANDIST_10,ILANDIST_11,ILANDIST_12,ILANDIST_13,NFORAGE,FORAGE,EFORAGE,NALFASD,ALFASD,EALFASD,NALSIKE,ALSIKE,EALSIKE,NCLOVRD,CLOVRD,ECLOVRD,NCLOVSW,CLOVSW,ECLOVSW,NTIMOTHY,TIMOTHY,ETIMOTHY,NBROMSD,BROMSD,EBROMSD,NFESCUE,FESCUE,EFESCUE,NOFORGSD,OFORGSD,EOFORGSD,NTOTFER,TOTFER,ETOTFER,TOTTON,NFERCPA,FERCPA,EFERCPA,FERCPT,NFERTHA,FERTHA,EFERTHA,FERTHT,NFERIPA,FERIPA,EFERIPA,FERIPT,NSPRAY,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NIRGSSY,IRGSSY,EIRGSSY
240105660,24,1,5,660,2405660,LA REDEMPTION,18,"6,421","2,598",17,"2,642","1,069",17,"1,883",762,0,0,0,12,739,299,10,20,8,"3,779","1,529",16,"3,302","1,336",6,477,193,17,1,0,0,6,3,3,1,3,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,627,254,137,11,381,154,31,3,224,91,103,2,22,9,3,1,0,0,0,1,1,0,..,..,..,0,0,0
240105680,24,1,5,680,2405680,SAINTE-JEANNE-D'ARC,25,"8,743","3,538",25,"4,055","1,641",22,"2,765","1,119",4,171,69,17,967,391,10,152,62,"4,687","1,897",23,"4,190","1,696",9,497,201,25,0,1,0,2,11,2,2,6,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,"2,152",871,264,16,"1,177",476,166,7,562,227,82,6,413,167,16,1,1,10,4,1,2,1,..,..,..,0,0,0
240105700,24,1,5,700,2405700,SAINT-MOISE,12,"4,564","1,847",12,"2,069",837,11,"1,573",637,1,1,0,7,364,147,5,131,53,"2,496","1,010",11,"2,137",865,5,359,145,12,0,1,0,0,4,2,1,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,833,337,39,6,352,142,23,3,414,168,11,2,67,27,5,3,3,127,51,0,0,0,..,..,..,0,0,0
240105720,24,1,5,720,2405720,SAINT-NOEL,15,"4,892","1,980",15,"2,307",934,14,"1,627",658,0,0,0,12,529,214,7,151,61,"2,586","1,047",15,"2,527","1,023",3,59,24,15,0,0,1,3,2,5,1,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,"1,413",572,126,9,412,167,51,11,709,287,55,8,292,118,20,1,1,2,1,0,0,0,..,..,..,1,1,0
240105740,24,1,5,740,2405740,SAINT-DAMASE,46,"18,977","7,680",46,"7,643","3,093",43,"5,517","2,233",0,0,0,28,"1,831",741,46,295,119,"11,332","4,586",45,"10,421","4,217",43,911,369,46,0,2,2,7,12,5,5,11,2,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,"3,846","1,556",361,23,"1,181",478,147,21,"1,837",743,155,17,828,335,59,2,2,75,30,0,0,0,..,..,..,0,0,0
240105760,24,1,5,760,2405760,SAINT-ANTOINE-DE-PADOUE-DE-KEMPT,27,"7,442","3,012",26,"3,809","1,541",26,"2,973","1,203",1,7,3,12,553,224,4,276,112,"3,634","1,471",25,"3,117","1,261",15,517,209,26,1,0,0,5,10,5,2,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,"1,635",662,186,12,482,195,50,12,700,283,98,11,453,183,38,0,0,0,0,0,0,0,..,..,..,0,0,0
240106000,24,1,6,0,2406000,MATANE,365,"113,232","45,823",358,"67,257","27,218",345,"46,385","18,771",42,"1,059",429,257,"15,937","6,449",199,"3,876","1,569","45,974","18,605",324,"40,592","16,427",133,"5,382","2,178",358,7,2,11,59,79,48,60,70,21,7,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,247,"38,712","15,666","3,113",222,"11,755","4,757","1,610",116,"21,465","8,687","1,119",122,"5,492","2,223",384,69,56,"2,078",841,27,551,223,..,..,..,3,10,4
240106280,24,1,6,280,2406280,CAPUCINS,11,"3,086","1,249",11,"1,668",675,10,"1,103",446,0,0,0,6,433,175,6,132,53,"1,418",574,9,"1,254",507,4,164,66,11,0,0,0,4,3,1,1,1,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,21,8,4,1,21,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,0,0,0
240106460,24,1,6,460,2406460,SAINTE-FELICITE,31,"8,396","3,398",31,"5,928","2,399",30,"3,793","1,535",3,58,23,24,"1,514",613,15,563,228,"2,470","1,000",20,"1,856",751,11,614,248,31,0,0,0,7,4,4,7,7,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,"2,892","1,170",388,14,609,246,77,14,"1,481",599,246,16,802,325,65,3,3,65,26,1,1,0,..,..,..,0,0,0
240106480,24,1,6,480,2406480,SAINT-ADELME,26,"8,890","3,598",25,"4,574","1,851",21,"1,885",763,4,80,32,19,"1,771",717,7,838,339,"4,316","1,747",24,"3,463","1,401",9,853,345,25,1,0,3,4,6,3,1,6,1,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,"1,334",540,125,17,538,218,60,8,419,170,35,11,377,153,30,1,0,0,0,1,3,1,..,..,..,0,0,0
240106560,24,1,6,560,2406560,SAINT-LUC,71,"23,307","9,432",67,"12,003","4,857",67,"8,602","3,481",2,17,7,50,"2,487","1,006",31,897,363,"11,300","4,573",66,"10,530","4,261",17,770,312,67,4,1,3,15,14,7,9,11,6,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,"16,796","6,797",565,41,"2,430",983,239,22,"13,229","5,354",259,24,"1,137",460,67,11,7,250,101,4,143,58,..,..,..,1,2,1
240106580,24,1,6,580,2406580,PETITE-MATANE,27,"8,295","3,357",26,"5,192","2,101",24,"3,493","1,414",4,134,54,19,"1,360",550,18,205,83,"3,105","1,257",24,"2,871","1,162",10,234,95,26,1,0,1,3,9,2,3,6,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,"2,903","1,175",255,22,"1,285",520,141,11,994,402,64,10,624,253,50,5,4,273,110,2,4,2,..,..,..,0,0,0
240106640,24,1,6,640,2406640,SAINT-LEANDRE,23,"8,306","3,361",23,"5,029","2,035",22,"3,461","1,401",7,109,44,17,"1,360",550,12,99,40,"3,277","1,326",19,"2,965","1,200",12,312,126,23,0,0,2,4,3,1,4,6,2,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,"2,349",951,170,13,679,275,61,11,"1,056",427,77,9,614,248,32,1,0,0,0,1,2,1,..,..,..,0,0,0
240106680,24,1,6,680,2406680,SAINT-ULRIC-DE-MATANE,49,"16,719","6,766",48,"9,793","3,963",46,"6,982","2,826",6,18,7,35,"2,289",926,46,504,204,"6,926","2,803",48,"6,034","2,442",20,892,361,48,1,0,1,3,13,5,13,9,3,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,"5,066","2,050",387,39,"2,285",925,220,18,"1,958",792,115,19,823,333,52,10,9,303,123,2,5,2,..,..,..,0,0,0
240106700,24,1,6,700,2406700,BAIE-DES-SABLES,33,"12,512","5,063",33,"7,473","3,024",32,"5,420","2,193",9,375,152,23,"1,543",624,9,135,55,"5,041","2,040",32,"4,769","1,930",11,272,110,33,0,0,0,5,7,4,4,7,4,2,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,"2,529","1,023",713,21,"1,292",523,489,9,817,331,199,10,420,170,25,18,16,614,248,11,331,134,..,..,..,1,7,3
240106710,24,1,6,710,2406710,LES BOULES,22,"5,040","2,040",22,"3,542","1,433",22,"2,895","1,172",2,150,61,10,375,152,9,122,49,"1,498",606,19,"1,340",542,10,158,64,22,0,0,1,4,4,4,6,2,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,"1,021",413,120,11,736,298,84,3,220,89,21,3,65,26,15,4,4,163,66,0,0,0,..,..,..,1,1,0
240106740,24,1,6,740,2406740,SAINT-OCTAVE-DE-METIS,55,"14,101","5,706",55,"8,793","3,558",54,"6,199","2,509",5,118,48,43,"2,265",917,40,211,85,"5,306","2,147",52,"4,413","1,786",24,893,361,55,0,1,0,9,9,15,10,11,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,"2,575","1,042",236,29,"1,242",503,140,14,911,369,65,15,422,171,31,7,7,181,73,0,0,0,..,..,..,0,0,0
240106780,24,1,6,780,2406780,GRAND-METIS,17,"4,580","1,853",17,"3,262","1,320",17,"2,552","1,033",0,0,0,11,540,219,6,170,69,"1,317",533,11,"1,097",444,5,220,89,17,0,0,0,1,7,2,2,4,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,"1,226",496,150,14,638,258,95,6,380,154,38,5,208,84,17,9,6,229,93,5,62,25,..,..,..,0,0,0
240107000,24,1,7,0,2407000,RIMOUSKI,838,"226,870","91,811",805,"134,526","54,441",782,"95,588","38,683",92,"3,753","1,519",586,"28,278","11,444",374,"6,907","2,795","92,330","37,365",674,"80,472","32,566",270,"11,858","4,799",805,33,15,14,94,181,191,151,132,18,9,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,557,"61,567","24,915","6,346",458,"21,404","8,662","2,745",344,"27,844","11,268","2,446",324,"12,319","4,985","1,155",173,155,"4,864","1,968",48,"1,071",433,..,..,..,7,49,20
240107200,24,1,7,200,2407200,SAINT-CHARLES-GARNIER,19,"5,513","2,231",17,"1,690",684,16,"1,002",405,3,39,16,11,484,196,9,165,67,"3,823","1,547",17,"3,417","1,383",10,406,164,17,2,0,0,6,6,3,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,105,42,10,4,50,20,6,0,0,0,0,2,55,22,4,0,0,0,0,0,0,0,..,..,..,0,0,0
240107220,24,1,7,220,2407220,ST-FRANCOIS-XAVIER-DES-HAUTEURS,50,"14,421","5,836",50,"8,332","3,372",50,"6,190","2,505",1,6,2,42,"1,819",736,17,317,128,"6,090","2,465",47,"5,813","2,352",10,277,112,50,0,0,0,4,10,14,17,4,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,"3,844","1,556",301,24,952,385,99,22,"1,917",776,133,26,975,395,69,0,0,0,0,0,0,0,..,..,..,1,5,2
240107260,24,1,7,260,2407260,BIENCOURT,15,"5,922","2,397",14,"2,390",967,13,"1,582",640,0,0,0,12,692,280,5,116,47,"3,532","1,429",14,"3,428","1,387",3,104,42,14,1,1,0,0,4,5,2,1,0,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,534,216,50,3,100,40,10,4,305,123,27,3,129,52,13,1,1,40,16,0,0,0,..,..,..,0,0,0
240107280,24,1,7,280,2407280,LAC-DES-AIGLES,24,"10,069","4,075",23,"3,515","1,422",21,"2,248",910,1,45,18,13,594,240,10,628,254,"6,554","2,652",19,"5,750","2,327",10,804,325,23,1,1,2,5,5,3,0,5,2,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,649,263,111,6,192,78,45,5,206,83,23,6,251,102,43,3,2,140,57,1,2,1,..,..,..,0,0,0
240107310,24,1,7,310,2407310,SAINT-GUY,10,"1,950",789,7,410,166,6,267,108,0,0,0,5,140,57,2,3,1,"1,540",623,10,"1,442",584,4,98,40,7,3,0,0,5,1,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,0,0,0
240107350,24,1,7,350,2407350,SAINT-NARCISSE-DE-RIMOUSKI,27,"12,032","4,869",25,"5,183","2,097",22,"3,428","1,387",6,347,140,18,933,378,13,475,192,"6,849","2,772",21,"5,796","2,346",8,"1,053",426,25,2,2,1,2,2,1,6,10,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,"2,383",964,238,15,771,312,105,10,"1,085",439,93,11,527,213,40,5,4,94,38,1,1,0,..,..,..,1,4,2
240107360,24,1,7,360,2407360,MONT-LEBEL,20,"6,412","2,595",20,"3,230","1,307",19,"2,355",953,2,16,6,17,693,280,10,166,67,"3,180","1,287",18,"2,726","1,103",4,454,184,20,0,0,0,2,4,5,7,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,"1,742",705,164,9,310,125,45,13,"1,114",451,87,11,318,129,32,4,4,93,38,0,0,0,..,..,..,0,0,0
240107400,24,1,7,400,2407400,FLEURIAULT,50,"15,613","6,318",48,"8,414","3,405",48,"6,472","2,619",1,10,4,39,"1,881",761,9,51,21,"7,197","2,913",47,"6,918","2,800",10,279,113,48,2,0,0,9,5,14,9,9,2,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,"3,253","1,316",331,22,933,378,147,17,"1,560",631,120,17,760,308,64,6,6,230,93,0,0,0,..,..,..,0,0,0
240107430,24,1,7,430,2407430,SAINTE-ANGELE-DE-MERICI,51,"15,380","6,224",50,"9,388","3,799",47,"6,975","2,823",2,109,44,37,"1,986",804,17,318,129,"5,993","2,425",44,"5,299","2,144",13,694,281,50,1,2,1,4,10,9,9,13,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,"4,839","1,958",328,30,"1,527",618,170,21,"2,464",997,111,18,848,343,47,3,2,100,40,1,1,0,..,..,..,0,0,0
240107460,24,1,7,460,2407460,SAINT-JOSEPH-DE-LEPAGE,42,"7,482","3,028",42,"5,934","2,401",42,"4,838","1,958",2,27,11,26,882,357,25,187,76,"1,546",626,31,"1,239",501,15,307,124,42,0,0,0,7,13,11,8,2,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,"2,679","1,084",263,30,"1,198",485,144,16,"1,123",454,81,12,358,145,38,12,11,311,126,4,116,47,..,..,..,0,0,0
240107510,24,1,7,510,2407510,SAINTE-FLAVIE,43,"8,122","3,287",43,"6,866","2,779",43,"4,753","1,923",13,518,210,32,"1,452",588,13,143,58,"1,254",507,28,935,378,13,319,129,43,0,0,2,4,15,8,6,7,0,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,"3,691","1,494",404,32,"1,713",693,202,18,"1,437",582,128,14,541,219,74,17,14,419,170,10,168,68,..,..,..,1,15,6
240107520,24,1,7,520,2407520,SAINT-DONAT,32,"9,111","3,687",30,"4,631","1,874",30,"3,245","1,313",1,79,32,24,"1,240",502,18,67,27,"4,480","1,813",31,"4,221","1,708",4,259,105,30,2,0,1,3,7,8,6,5,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,"1,258",509,131,18,661,267,66,8,397,161,39,6,200,81,26,1,1,32,13,0,0,0,..,..,..,0,0,0
240107540,24,1,7,540,2407540,SAINTE-LUCE,64,"14,135","5,720",64,"11,387","4,608",63,"7,305","2,956",17,927,375,41,"2,286",925,26,869,352,"2,748","1,112",32,"1,909",773,21,839,340,64,0,0,0,8,12,17,16,9,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45,"5,499","2,225",588,41,"2,278",922,381,28,"2,549","1,032",155,20,672,272,52,20,18,599,242,6,115,47,..,..,..,0,0,0
240107550,24,1,7,550,2407550,SAINT-ANACLET-DE-LESSARD,48,"15,904","6,436",48,"10,047","4,066",45,"6,913","2,798",8,364,147,40,"2,111",854,21,659,267,"5,853","2,369",39,"5,068","2,051",17,785,318,48,0,0,1,1,9,10,14,9,3,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,"6,865","2,778",808,33,"2,451",992,258,32,"3,151","1,275",438,30,"1,263",511,112,14,13,407,165,2,11,4,..,..,..,0,0,0
240107580,24,1,7,580,2407580,RIMOUSKI,54,"10,355","4,191",54,"6,987","2,828",53,"5,172","2,093",5,122,49,25,"1,184",479,44,509,206,"3,366","1,362",43,"2,638","1,068",22,728,295,54,0,2,2,13,13,13,7,2,0,2,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,"3,124","1,264",362,27,"1,007",408,175,23,"1,494",605,149,15,623,252,38,24,20,617,250,11,156,63,..,..,..,1,3,1
240107600,24,1,7,600,2407600,SAINTE-ODILE-SUR-RIMOUSKI,25,"7,170","2,902",22,"5,001","2,024",22,"3,688","1,492",1,101,41,17,"1,027",416,8,185,75,"2,171",879,20,"1,819",736,9,352,142,22,3,1,1,1,1,6,3,5,3,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,"2,344",949,236,14,896,363,91,10,950,384,84,10,498,202,61,5,4,105,42,1,6,2,..,..,..,0,0,0
240107620,24,1,7,620,2407620,SAINTE-BLANDINE,18,"6,004","2,430",18,"3,260","1,319",18,"2,158",873,3,92,37,14,664,269,11,346,140,"2,743","1,110",14,"1,721",696,9,"1,022",414,18,0,0,0,1,7,2,3,5,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,"1,777",719,165,11,436,176,64,8,911,369,63,8,430,174,38,2,2,42,17,0,0,0,..,..,..,0,0,0
240107640,24,1,7,640,2407640,SAINT-VALERIEN,29,"9,448","3,823",29,"5,569","2,254",29,"4,063","1,644",7,136,55,25,"1,233",499,14,137,55,"3,876","1,569",25,"3,329","1,347",13,547,221,29,0,0,0,1,5,10,5,7,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,"2,417",978,185,16,482,195,69,18,"1,364",552,76,17,571,231,40,8,7,96,39,1,15,6,..,..,..,0,0,0
240107660,24,1,7,660,2407660,BIC,61,"12,598","5,098",61,"9,847","3,985",60,"7,817","3,163",7,213,86,32,"1,393",564,17,424,172,"2,751","1,113",32,"1,897",768,19,854,346,61,0,2,2,9,12,16,7,10,2,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43,"4,639","1,877",618,36,"2,004",811,292,24,"1,785",722,250,26,850,344,76,16,16,858,347,3,428,173,..,..,..,2,21,8
240107680,24,1,7,680,2407680,SAINT-FABIEN,65,"17,479","7,073",65,"10,826","4,381",63,"7,344","2,972",5,142,57,58,"2,981","1,206",47,359,145,"6,650","2,691",57,"5,719","2,314",30,931,377,65,0,1,0,4,17,20,9,14,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55,"5,408","2,189",420,47,"1,659",671,168,35,"2,334",945,147,33,"1,415",573,105,14,13,274,111,3,33,13,..,..,..,0,0,0
240107700,24,1,7,700,2407700,SAINT-EUGENE-DE-LADRIERE,21,"5,661","2,291",16,"2,925","1,184",16,"2,003",811,2,186,75,14,518,210,8,218,88,"2,734","1,106",20,"2,640","1,068",5,94,38,16,5,0,1,0,2,4,5,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,"1,150",465,82,8,511,207,42,8,432,175,26,7,207,84,14,5,5,140,57,0,0,0,..,..,..,0,0,0
240107720,24,1,7,720,2407720,SAINT-MATHIEU-DE-RIOUX,43,"8,678","3,512",32,"4,639","1,877",29,"2,589","1,048",3,271,110,25,"1,350",546,20,429,174,"4,042","1,636",40,"3,490","1,412",14,552,223,32,11,2,0,3,11,7,4,5,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,"1,000",405,114,15,412,167,53,11,330,134,31,14,258,104,30,5,5,69,28,0,0,0,..,..,..,0,0,0
240107740,24,1,7,740,2407740,SAINT-SIMON,27,"7,411","2,999",27,"4,055","1,641",27,"3,181","1,287",2,3,1,19,735,297,10,136,55,"3,358","1,359",25,"3,258","1,318",7,100,40,27,0,1,0,2,10,4,7,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,"2,367",958,437,17,861,348,113,13,936,379,185,18,570,231,139,8,7,198,80,4,19,8,..,..,..,1,1,0
240108000,24,1,8,0,2408000,RIVIERE-DU-LOUP,747,"201,107","81,385",739,"127,718","51,686",726,"95,628","38,699",79,"2,459",995,539,"25,354","10,260",390,"4,277","1,731","73,386","29,698",625,"59,861","24,225",347,"13,525","5,473",739,8,8,14,81,167,149,162,134,22,2,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,557,"73,186","29,617","7,876",475,"27,649","11,189","3,965",371,"29,194","11,814","2,331",390,"16,343","6,614","1,580",293,273,"11,526","4,664",110,"2,562","1,037",..,..,..,7,42,17
240108130,24,1,8,130,2408130,SAINTE-RITA,15,"4,457","1,804",12,"1,198",485,12,943,382,0,0,0,4,232,94,2,23,9,"3,258","1,318",10,"1,800",728,8,"1,458",590,12,3,0,0,5,5,1,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,620,251,91,3,122,49,36,6,322,130,39,5,176,71,16,2,2,60,24,0,0,0,..,..,..,0,0,0
240108180,24,1,8,180,2408180,SAINT-CYPRIEN,34,"12,356","5,000",33,"5,730","2,319",33,"4,161","1,684",3,75,30,27,"1,287",521,12,207,84,"6,627","2,682",32,"5,568","2,253",23,"1,059",429,33,1,1,0,1,8,8,10,5,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,"3,856","1,560",335,23,"1,305",528,142,22,"1,826",739,123,19,725,293,70,17,16,373,151,2,52,21,..,..,..,0,0,0
240108210,24,1,8,210,2408210,SAINT-HUBERT,38,"15,114","6,116",38,"7,925","3,207",37,"6,392","2,587",3,157,64,25,"1,162",470,12,214,87,"7,189","2,909",36,"6,404","2,592",17,785,318,38,0,1,0,2,9,8,5,9,3,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,"4,616","1,868",323,23,"1,367",553,109,20,"2,029",821,146,19,"1,220",494,68,10,10,339,137,1,80,32,..,..,..,0,0,0
240108320,24,1,8,320,2408320,SAINT-ANTONIN,30,"5,523","2,235",28,"3,904","1,580",26,"2,653","1,074",8,288,117,22,731,296,9,232,94,"1,617",654,21,865,350,19,752,304,28,2,0,2,3,9,4,7,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,"1,534",621,142,13,749,303,62,8,534,216,49,10,251,102,31,6,6,196,79,0,0,0,..,..,..,0,0,0
240108340,24,1,8,340,2408340,SAINT-MODESTE,22,"4,406","1,783",22,"3,004","1,216",22,"1,991",806,4,58,23,15,666,270,10,289,117,"1,405",569,17,954,386,12,451,183,22,0,0,1,5,4,5,6,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,"1,357",549,122,10,346,140,38,6,662,268,45,8,349,141,39,4,3,124,50,1,2,1,..,..,..,0,0,0
240108370,24,1,8,370,2408370,SAINT-EPIPHANE,49,"11,085","4,486",49,"8,049","3,257",46,"5,863","2,373",4,220,89,34,"1,606",650,25,360,146,"3,032","1,227",40,"2,073",839,30,959,388,49,0,0,2,6,11,10,8,11,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,"5,351","2,165",363,33,"2,068",837,172,24,"2,080",842,103,24,"1,203",487,88,15,13,638,258,4,78,32,..,..,..,0,0,0
240108390,24,1,8,390,2408390,SAINT-PAUL-DE-LA-CROIX,58,"16,188","6,551",58,"8,169","3,306",57,"5,755","2,329",2,105,42,47,"1,955",791,31,354,143,"8,016","3,244",53,"7,233","2,927",24,783,317,58,0,0,1,11,21,7,9,9,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,"2,930","1,186",410,22,964,390,111,21,"1,272",515,184,20,694,281,115,8,7,135,55,5,57,23,..,..,..,0,0,0
240108400,24,1,8,400,2408400,SAINT-CLEMENT,41,"15,010","6,074",41,"9,210","3,727",41,"6,173","2,498",5,234,95,39,"2,666","1,079",17,137,55,"5,800","2,347",40,"4,979","2,015",20,821,332,41,0,0,0,1,4,7,16,11,2,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,"4,815","1,949",390,23,"1,131",458,137,25,"2,370",959,153,29,"1,314",532,100,13,11,643,260,4,106,43,..,..,..,0,0,0
