AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NTURKEY,TURKEY,NGEESE,GEESE,NDUCKS,DUCKS,NOTHPLT,OTHPLT,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCATTFE,CATTFE,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NCHINCH,CHINCH,NMINK,MINK,NFOX,FOX,NOTHLIV
130200000,13,2,0,0,1300000,AGRICULTURAL REGION AGRICOLE 2,"1,058",317,"557,993",73,"88,629",270,"135,952",150,"333,412",21,x,37,321,57,364,15,x,733,"30,359",421,606,684,"14,105",379,"9,530",382,"4,575",606,"6,473",337,"4,421",274,"1,334",119,718,214,"1,435",641,"7,740",224,"1,618",237,"15,165",85,146,121,"1,757",217,"13,262",145,"5,112",97,"4,166",58,"3,984",65,"2,852",62,"1,602",57,"1,250",266,932,40,286,38,944,3,333,0,0,5,x,54
130201000,13,2,1,0,1301000,SAINT JOHN COUNTY,24,9,x,3,x,8,x,3,x,1,x,2,x,5,38,0,0,8,195,5,11,7,59,2,x,5,x,5,53,1,x,4,36,2,x,5,27,5,45,5,32,5,x,2,x,2,x,5,x,3,x,2,x,2,x,1,x,1,x,0,0,5,17,2,x,1,x,0,0,0,0,1,x,0
130201004,13,2,1,4,1301004,SIMONDS,11,6,x,2,x,5,x,1,x,0,0,0,0,3,x,0,0,7,x,4,x,6,x,2,x,4,x,5,53,1,x,4,36,2,x,5,27,4,x,5,32,5,x,2,x,2,x,5,x,3,x,2,x,2,x,0,0,0,0,0,0,2,x,2,x,1,x,0,0,0,0,1,x,0
130201006,13,2,1,6,1301006,SAINT JOHN,13,3,x,1,x,3,x,2,x,1,x,2,x,2,x,0,0,1,x,1,x,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,0,0,3,x,0,0,0,0,0,0,0,0,0,0,0
130202000,13,2,2,0,1302000,CHARLOTTE COUNTY,114,28,x,8,x,22,x,19,x,3,x,4,x,3,10,2,x,49,"1,201",24,35,44,579,21,x,33,x,32,216,14,x,16,69,9,x,13,45,39,326,21,95,17,x,3,x,5,x,14,x,10,x,5,x,1,x,2,x,2,x,1,x,25,61,4,48,6,x,0,0,0,0,0,0,8
130202011,13,2,2,11,1302011,PENNFIELD,14,3,x,0,0,2,x,2,x,0,0,0,0,0,0,0,0,3,x,2,x,3,x,1,x,2,x,1,x,1,x,0,0,0,0,1,x,3,x,2,x,1,x,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0
130202021,13,2,2,21,1302021,SAINT PATRICK,17,10,x,2,x,9,x,6,x,1,x,1,x,2,x,0,0,9,187,4,5,8,103,4,x,5,x,7,17,3,x,3,x,3,x,0,0,8,62,3,x,6,33,2,x,2,x,5,x,3,x,2,x,0,0,1,x,1,x,1,x,6,12,3,x,3,22,0,0,0,0,0,0,2
130202034,13,2,2,34,1302034,SAINT STEPHEN,15,5,x,1,x,2,x,4,x,1,x,1,x,0,0,1,x,8,195,5,9,7,86,2,x,6,x,5,20,1,x,4,x,1,x,4,19,7,61,7,41,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,2
130202039,13,2,2,39,1302039,SAINT JAMES,18,3,x,2,x,3,x,2,x,1,x,1,x,1,x,1,x,14,280,4,7,13,144,9,121,8,23,6,61,6,x,1,x,2,x,5,8,9,60,4,11,3,x,1,x,1,x,3,x,3,x,1,x,1,x,0,0,0,0,0,0,8,17,1,x,1,x,0,0,0,0,0,0,0
130202042,13,2,2,42,1302042,SAINT DAVID,36,7,x,3,x,6,x,5,x,0,0,0,0,0,0,0,0,12,431,7,x,11,211,5,x,10,x,10,99,3,x,6,x,1,x,1,x,9,109,3,6,4,x,0,0,1,x,3,8,2,x,1,x,0,0,1,x,1,x,0,0,6,16,0,0,2,x,0,0,0,0,0,0,2
130202044,13,2,2,44,1302044,DUMBARTON,14,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,3,x,2,x,2,x,0,0,2,x,3,x,0,0,2,x,2,x,2,x,3,x,2,x,2,x,0,0,0,0,2,x,1,x,1,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,2
130203000,13,2,3,0,1303000,SUNBURY COUNTY,120,26,x,5,x,24,x,12,x,4,x,6,37,6,38,3,x,60,"2,187",26,32,58,915,29,595,34,320,50,483,23,330,26,111,10,42,24,192,54,565,21,95,16,x,4,x,7,x,15,x,10,149,5,x,6,x,6,243,5,124,6,119,32,113,3,x,2,x,1,x,0,0,0,0,9
130203001,13,2,3,1,1303001,BLISSVILLE,29,4,x,0,0,4,x,1,x,0,0,1,x,2,x,0,0,17,378,9,9,17,180,7,99,12,81,14,70,6,34,9,x,2,x,3,7,16,112,7,46,2,x,0,0,1,x,2,x,2,x,1,x,0,0,2,x,1,x,2,x,7,19,1,x,1,x,0,0,0,0,0,0,0
130203004,13,2,3,4,1303004,GLADSTONE,15,7,x,2,x,6,x,4,x,1,x,2,x,3,x,0,0,10,415,3,5,10,186,6,113,4,73,10,80,6,53,4,x,2,x,4,32,9,112,2,x,4,36,1,x,2,x,4,x,3,x,1,x,0,0,2,x,2,x,2,x,4,26,2,x,0,0,0,0,0,0,0,0,3
130203008,13,2,3,8,1303008,LINCOLN,18,6,x,0,0,6,x,2,x,2,x,2,x,0,0,2,x,11,279,4,x,11,100,5,28,7,72,8,x,1,x,7,40,1,x,5,x,10,102,5,10,5,x,3,x,3,x,4,x,2,x,2,x,3,x,0,0,0,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,3
130203011,13,2,3,11,1303011,BURTON,25,6,x,1,x,6,x,2,x,1,x,1,x,0,0,0,0,9,209,6,8,8,85,4,x,5,x,7,x,3,x,3,x,1,x,5,x,8,59,2,x,2,x,0,0,1,x,2,x,1,x,1,x,2,x,1,x,1,x,1,x,7,17,0,0,1,x,0,0,0,0,0,0,2
130203014,13,2,3,14,1303014,SHEFFIELD,15,2,x,1,x,2,x,2,x,0,0,0,0,1,x,1,x,6,452,1,x,5,158,2,x,4,x,4,x,2,x,2,x,3,x,3,x,5,69,2,x,2,x,0,0,0,0,2,x,1,x,0,0,1,x,0,0,0,0,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0
130203016,13,2,3,16,1303016,MAUGERVILLE,18,1,x,1,x,0,0,1,x,0,0,0,0,0,0,0,0,7,454,3,x,7,206,5,x,2,x,7,127,5,x,1,x,1,x,4,x,6,111,3,x,1,x,0,0,0,0,1,x,1,x,0,0,0,0,1,x,1,x,1,x,4,x,0,0,0,0,1,x,0,0,0,0,1
130204000,13,2,4,0,1304000,QUEENS COUNTY,186,51,x,5,x,47,x,20,x,0,0,7,62,6,61,1,x,138,"5,501",93,139,129,"2,321",47,718,99,"1,603",118,993,43,324,81,436,30,233,46,355,122,"1,693",52,422,40,846,10,16,17,210,36,620,21,347,16,x,7,x,5,x,4,x,5,x,47,134,5,48,5,x,1,x,0,0,2,x,12
130204001,13,2,4,1,1304001,PETERSVILLE,14,5,x,0,0,5,x,1,x,0,0,0,0,1,x,0,0,12,440,8,11,12,172,4,23,10,149,10,61,2,x,9,51,3,x,5,52,12,144,7,31,4,x,1,x,2,x,4,x,3,x,1,x,0,0,1,x,1,x,1,x,5,14,0,0,0,0,0,0,0,0,0,0,1
130204004,13,2,4,4,1304004,GAGETOWN,13,3,x,1,x,2,x,1,x,0,0,0,0,0,0,1,x,8,373,7,10,8,144,2,x,8,x,7,80,3,x,6,44,3,x,3,40,7,99,4,59,2,x,1,x,1,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,2,x,1,x,0,0,0,0,0,0,0,0,1
130204006,13,2,4,6,1304006,HAMPSTEAD,19,8,x,0,0,8,264,4,x,0,0,0,0,1,x,0,0,15,444,9,10,12,193,4,83,10,110,11,97,2,x,5,14,4,x,6,27,11,117,6,35,3,x,0,0,1,x,2,x,1,x,1,x,0,0,0,0,0,0,0,0,9,38,1,x,2,x,0,0,0,0,0,0,1
130204008,13,2,4,8,1304008,WICKHAM,21,3,x,0,0,3,x,1,x,0,0,0,0,0,0,0,0,16,758,10,16,16,358,7,172,11,186,13,108,8,59,8,49,0,0,4,21,14,255,4,80,5,34,1,x,3,x,5,23,3,x,2,x,0,0,1,x,1,x,1,x,6,19,0,0,0,0,0,0,0,0,0,0,2
130204011,13,2,4,11,1304011,CAMBRIDGE,46,11,x,2,x,9,x,2,x,0,0,4,x,2,x,0,0,33,"1,724",21,37,30,702,9,87,25,615,32,300,11,31,25,159,7,110,14,148,30,537,8,124,3,x,1,x,2,x,2,x,2,x,0,0,1,x,1,x,1,x,1,x,10,24,0,0,1,x,0,0,0,0,0,0,3
130204014,13,2,4,14,1304014,JOHNSTON,31,10,x,1,x,9,145,5,x,0,0,1,x,1,x,0,0,26,934,19,26,25,417,12,206,13,211,22,185,11,115,12,47,5,23,5,14,25,292,8,27,4,x,0,0,1,x,4,x,1,x,3,x,0,0,2,x,1,x,2,x,6,17,2,x,2,x,0,0,0,0,2,x,1
130204018,13,2,4,18,1304018,WATERBOROUGH,22,7,369,0,0,7,x,4,x,0,0,1,x,1,x,0,0,15,453,10,19,14,157,2,x,14,x,11,73,1,x,9,48,5,x,6,45,12,159,7,38,10,234,2,x,3,x,10,x,6,79,5,x,2,x,0,0,0,0,0,0,4,x,0,0,0,0,1,x,0,0,0,0,2
130204024,13,2,4,24,1304024,CHIPMAN,20,4,235,1,x,4,x,2,x,0,0,1,x,0,0,0,0,13,375,9,10,12,178,7,105,8,73,12,89,5,42,7,24,3,23,3,8,11,90,8,28,9,278,4,6,4,67,7,205,3,x,4,44,4,x,0,0,0,0,0,0,5,10,1,x,0,0,0,0,0,0,0,0,1
130205000,13,2,5,0,1305000,KINGS COUNTY,614,203,"349,829",52,x,169,x,96,"192,097",13,"26,712",18,196,37,217,9,38,478,"21,275",273,389,446,"10,231",280,"7,898",211,"2,333",401,"4,728",256,"3,635",147,682,68,411,126,816,421,"5,111",125,974,159,"12,417",66,109,90,"1,291",147,"11,017",101,"4,069",69,"3,578",42,"3,370",51,"2,382",50,"1,322",45,"1,060",157,607,26,166,24,605,1,x,0,0,2,x,25
130205004,13,2,5,4,1305004,UPHAM,17,5,835,1,x,5,x,0,0,0,0,1,x,4,12,0,0,12,429,9,16,12,218,3,49,9,169,10,71,3,x,5,39,3,x,0,0,11,124,3,69,4,x,2,x,2,x,4,x,3,x,0,0,2,x,3,x,3,x,2,x,3,11,1,x,1,x,0,0,0,0,0,0,0
130205006,13,2,5,6,1305006,HAMPTON,36,11,322,1,x,10,x,3,x,0,0,1,x,2,x,0,0,26,832,14,15,24,385,8,234,16,151,19,200,8,110,11,x,3,x,7,19,19,213,8,58,7,66,1,x,2,x,7,x,3,x,5,x,0,0,1,x,1,x,1,x,9,50,0,0,1,x,0,0,0,0,0,0,1
130205008,13,2,5,8,1305008,ROTHESAY,16,6,278,4,x,5,132,4,x,0,0,0,0,2,x,0,0,6,146,3,x,5,66,5,x,3,x,6,50,5,x,2,x,2,x,2,x,5,20,3,x,4,26,0,0,2,x,3,x,3,x,1,x,0,0,1,x,1,x,0,0,7,40,2,x,0,0,1,x,0,0,1,x,2
130205014,13,2,5,14,1305014,KINGSTON,39,17,x,4,x,15,x,7,x,1,x,1,x,2,x,0,0,24,553,12,21,23,204,13,109,13,95,22,132,11,66,10,47,4,19,11,47,20,149,12,79,10,166,3,3,4,14,10,149,4,86,4,x,2,x,0,0,0,0,0,0,6,8,1,x,0,0,0,0,0,0,0,0,5
130205016,13,2,5,16,1305016,NORTON,32,11,x,2,x,10,235,3,x,1,x,1,x,2,x,1,x,23,758,11,14,21,336,15,304,6,32,20,197,14,182,4,8,3,7,7,49,18,162,5,61,6,78,3,3,3,28,5,47,5,x,0,0,1,x,2,x,2,x,2,x,8,31,1,x,0,0,0,0,0,0,0,0,3
130205018,13,2,5,18,1305018,NORTON,48,15,610,4,x,14,x,8,x,1,x,1,x,2,x,1,x,39,"2,244",20,31,36,"1,080",27,876,13,204,35,496,26,424,12,57,4,15,10,79,34,558,12,38,11,"1,310",8,13,10,147,10,"1,150",8,398,6,444,5,308,5,132,4,72,5,60,13,47,2,x,3,x,0,0,0,0,0,0,2
130205021,13,2,5,21,1305021,SUSSEX,77,20,301,0,0,19,x,5,x,1,x,1,x,2,x,0,0,64,"3,669",34,45,60,"1,953",47,"1,781",21,172,54,839,43,726,8,36,11,77,12,47,55,785,15,85,19,527,6,8,11,101,17,418,13,329,6,52,5,37,5,33,5,22,3,11,22,68,5,6,2,x,0,0,0,0,0,0,2
130205024,13,2,5,24,1305024,WATERFORD,13,7,372,0,0,7,x,3,x,0,0,0,0,1,x,0,0,11,414,9,12,11,190,8,150,6,40,10,83,9,62,3,x,2,x,4,14,11,115,4,57,5,363,3,5,4,54,4,304,3,x,3,x,3,x,5,569,5,309,5,260,2,x,0,0,0,0,0,0,0,0,0,0,0
130205026,13,2,5,26,1305026,CARDWELL,33,13,x,7,x,8,x,10,x,2,x,2,x,3,20,1,x,26,"1,394",13,x,25,673,15,493,12,180,21,276,14,208,8,41,4,27,8,x,26,304,4,x,15,x,5,14,6,157,15,x,11,585,5,x,4,x,1,x,1,x,1,x,6,14,2,x,0,0,0,0,0,0,0,0,2
130205028,13,2,5,28,1305028,HAVELOCK,72,31,"1,941",10,x,26,x,17,x,2,x,2,x,3,30,0,0,56,"2,695",34,48,50,"1,195",28,842,29,353,44,564,24,404,22,113,8,47,16,191,51,697,17,235,26,"4,192",15,32,16,514,24,"3,646",14,"1,519",17,940,7,"1,187",9,554,9,341,8,213,23,71,3,x,6,197,0,0,0,0,1,x,2
130205031,13,2,5,31,1305031,STUDHOLM,141,36,"108,709",8,x,29,x,18,x,5,x,5,36,8,37,3,15,127,"6,219",74,115,119,"3,061",85,"2,549",45,512,107,"1,510",75,"1,213",32,176,19,121,28,123,114,"1,410",23,69,30,"1,761",9,10,15,106,27,"1,645",20,496,11,582,9,567,10,423,10,221,9,202,43,229,6,45,5,19,0,0,0,0,0,0,3
130205034,13,2,5,34,1305034,SPRINGFIELD,53,20,"41,609",8,"32,337",11,x,13,x,0,0,2,x,4,20,3,x,38,"1,352",22,27,35,650,19,416,19,234,31,223,17,167,16,x,1,x,11,83,33,369,11,50,10,287,5,6,8,72,9,209,7,x,4,x,1,x,3,x,3,x,3,x,10,21,2,x,2,x,0,0,0,0,0,0,2
130205036,13,2,5,36,1305036,KARS,19,6,x,3,x,6,x,2,x,0,0,0,0,1,x,0,0,17,364,15,19,17,148,4,8,14,140,14,43,4,x,9,27,2,x,7,15,16,139,5,15,6,191,4,4,5,27,6,160,4,x,3,x,2,x,4,131,4,73,4,58,4,13,1,x,2,x,0,0,0,0,0,0,1
130205038,13,2,5,38,1305038,GREENWICH,18,5,723,0,0,4,x,3,x,0,0,1,x,1,x,0,0,9,206,3,x,8,72,3,x,5,x,8,44,3,16,5,x,2,x,3,x,8,66,3,x,6,81,2,x,2,x,6,x,3,x,4,x,1,x,2,x,2,x,2,x,1,x,0,0,2,x,0,0,0,0,0,0,0
130300000,13,3,0,0,1300000,AGRICULTURAL REGION AGRICOLE 3,920,261,"286,051",67,"18,979",208,"47,320",134,"219,752",18,x,28,187,29,168,6,x,664,"30,532",439,641,614,"12,053",262,"6,149",443,"5,904",522,"6,097",197,"2,736",303,"1,638",151,"1,723",319,"3,514",591,"8,227",298,"3,864",175,"22,502",72,171,91,"2,678",167,"19,653",117,"7,982",82,"6,491",56,"5,180",52,"4,226",49,"2,207",49,"2,019",212,638,24,96,41,"17,818",0,0,4,"5,154",32,"6,944",60
130306000,13,3,6,0,1306000,ALBERT COUNTY,163,57,"4,462",13,x,51,x,23,518,2,x,6,49,6,36,1,x,121,"4,729",77,100,112,"1,926",39,950,86,976,90,947,30,476,53,302,33,169,56,375,106,"1,381",49,269,29,"3,679",5,18,6,304,28,"3,357",15,956,16,"1,225",10,"1,176",6,327,6,164,4,163,40,139,6,29,5,x,0,0,0,0,9,x,9
130306001,13,3,6,1,1306001,HOPEWELL,29,13,667,3,x,10,x,8,x,1,x,1,x,0,0,1,x,24,828,15,20,23,306,7,25,20,281,18,125,3,x,13,102,6,x,15,109,21,268,10,57,5,21,0,0,1,x,4,x,3,x,2,x,0,0,1,x,1,x,0,0,11,72,1,x,0,0,0,0,0,0,1,x,0
130306004,13,3,6,4,1306004,HARVEY,12,3,88,0,0,2,x,1,x,0,0,0,0,0,0,0,0,8,367,5,x,8,141,3,7,6,134,6,43,2,x,4,x,3,x,3,x,7,144,1,x,3,x,1,x,1,x,3,x,1,x,3,x,2,x,2,x,2,x,1,x,4,8,1,x,0,0,0,0,0,0,0,0,0
130306008,13,3,6,8,1306008,ELGIN,49,12,"1,743",1,x,12,x,3,x,1,x,3,x,3,24,0,0,30,"1,112",21,25,28,453,13,280,18,173,26,209,11,100,15,73,10,36,15,127,28,298,14,89,8,x,1,x,1,x,8,x,6,x,3,x,1,x,2,x,2,x,2,x,8,15,1,x,2,x,0,0,0,0,0,0,6
130306011,13,3,6,11,1306011,HILLSBOROUGH,25,15,"1,157",7,x,13,x,8,181,0,0,0,0,1,x,0,0,23,495,13,x,22,186,5,38,19,148,16,101,5,x,11,x,4,19,9,x,22,161,9,x,8,x,2,x,2,x,8,x,3,x,5,x,4,x,0,0,0,0,0,0,6,19,2,x,2,x,0,0,0,0,2,x,1
130306014,13,3,6,14,1306014,COVERDALE,48,14,807,2,x,14,x,3,x,0,0,2,x,2,x,0,0,36,"1,927",23,30,31,840,11,600,23,240,24,469,9,359,10,39,10,71,14,78,28,510,15,83,5,x,1,x,1,x,5,x,2,x,3,x,3,x,1,x,1,x,1,x,11,25,1,x,1,x,0,0,0,0,6,"2,825",2
130307000,13,3,7,0,1307000,WESTMORLAND COUNTY,505,129,"130,777",31,x,97,x,69,"91,928",8,x,16,100,15,76,4,x,376,"19,109",248,360,348,"7,434",156,"4,192",240,"3,242",305,"4,035",125,"1,815",167,859,84,"1,361",178,"2,574",333,"4,706",164,"2,844",91,"14,605",42,105,48,"1,644",87,"12,856",62,"5,025",45,"4,503",32,"3,328",38,"3,584",36,"1,873",37,"1,711",118,349,15,55,17,x,0,0,4,"5,154",21,"3,862",40
130307001,13,3,7,1,1307001,WESTMORLAND,40,11,x,0,0,10,x,4,x,1,x,1,x,1,x,2,x,36,"1,689",16,22,32,619,11,291,27,328,28,239,8,x,18,78,11,x,15,374,32,435,17,296,6,x,2,x,2,x,6,x,2,x,4,35,3,x,2,x,2,x,2,x,10,19,1,x,2,x,0,0,0,0,1,x,3
130307004,13,3,7,4,1307004,BOTSFORD,73,19,x,8,x,14,x,8,x,2,x,2,x,5,21,1,x,48,"1,826",33,37,46,647,14,196,39,451,36,383,9,x,28,105,8,x,20,257,42,502,22,438,17,"4,555",9,29,11,618,16,"3,908",12,"2,186",8,"1,011",5,711,9,852,8,477,9,375,19,53,5,11,3,x,0,0,0,0,6,626,2
130307008,13,3,7,8,1307008,SACKVILLE,64,12,x,5,x,9,x,8,x,1,x,2,x,1,x,0,0,56,"3,792",37,51,52,"1,001",15,341,44,660,45,915,12,122,27,179,22,614,38,"1,116",53,709,28,"1,507",8,352,4,x,2,x,7,319,6,189,2,x,4,x,2,x,2,x,2,x,14,59,1,x,0,0,0,0,0,0,0,0,2
130307011,13,3,7,11,1307011,DORCHESTER,55,18,"16,550",6,x,12,x,12,x,0,0,2,x,2,x,0,0,46,"2,235",36,56,46,"1,063",20,566,34,497,39,470,17,308,22,106,12,56,18,135,39,511,14,134,5,x,2,x,1,x,5,x,2,x,3,x,2,x,2,x,2,x,2,x,13,26,0,0,0,0,0,0,0,0,0,0,2
130307016,13,3,7,16,1307016,SHEDIAC,43,11,"6,191",1,x,7,x,7,x,2,x,3,x,0,0,1,x,30,"1,689",18,31,27,616,14,308,20,308,21,411,9,248,16,89,5,74,19,177,27,454,14,128,10,"2,944",6,14,7,212,9,"2,718",8,787,6,"1,291",6,640,4,219,4,107,4,112,7,32,0,0,4,x,0,0,0,0,0,0,1
130307019,13,3,7,19,1307019,MONCTON,108,25,"75,948",5,x,18,x,12,"74,434",0,0,3,9,2,x,0,0,73,"3,736",55,81,68,"1,574",37,"1,050",38,524,60,770,28,312,31,189,14,269,38,306,66,"1,005",35,171,20,"1,139",6,13,9,134,20,992,15,491,7,x,3,x,9,806,9,385,9,421,27,77,3,x,2,x,0,0,1,x,3,x,12
130307024,13,3,7,24,1307024,SALISBURY,122,33,x,6,x,27,x,18,x,2,x,3,19,4,29,0,0,87,"4,142",53,82,77,"1,914",45,"1,440",38,474,76,847,42,663,25,113,12,71,30,209,74,"1,090",34,170,25,"4,791",13,35,16,558,24,"4,198",17,"1,135",15,"1,670",9,"1,393",10,"1,558",9,821,9,737,28,83,5,11,6,x,0,0,3,x,11,"2,886",18
130308000,13,3,8,0,1308000,KENT COUNTY,252,75,"150,812",23,"2,366",60,"21,140",42,"127,306",8,x,6,38,8,56,1,x,167,"6,694",114,181,154,"2,693",67,"1,007",117,"1,686",127,"1,115",42,445,83,477,34,193,85,565,152,"2,140",85,751,55,"4,218",25,48,37,730,52,"3,440",40,"2,001",21,763,14,676,8,315,7,170,8,145,54,150,3,12,19,x,0,0,0,0,2,x,11
130308001,13,3,8,1,1308001,DUNDAS,38,12,"18,250",4,260,7,"17,620",8,370,1,x,1,x,2,x,0,0,17,818,14,19,17,309,4,104,14,205,12,117,2,x,8,49,4,x,9,94,17,279,10,90,7,508,6,9,6,125,7,374,7,x,3,x,0,0,0,0,0,0,0,0,7,20,0,0,3,x,0,0,0,0,0,0,2
130308004,13,3,8,4,1308004,WELLINGTON,39,7,784,1,x,5,425,3,x,2,x,0,0,0,0,0,0,27,932,19,36,24,364,9,166,18,198,22,186,6,90,17,77,4,19,16,65,25,281,18,171,7,583,3,x,3,x,6,x,3,x,4,x,3,x,0,0,0,0,0,0,6,15,0,0,1,x,0,0,0,0,0,0,1
130308006,13,3,8,6,1308006,SAINT MARY,56,14,"2,229",5,647,13,"1,182",8,400,1,x,2,x,1,x,0,0,36,"1,540",23,48,32,655,12,223,26,432,33,266,9,98,18,100,12,68,16,100,31,471,17,153,9,656,4,x,5,x,8,500,7,386,3,x,3,x,5,x,4,x,5,x,8,30,1,x,11,"13,110",0,0,0,0,0,0,3
130308008,13,3,8,8,1308008,SAINT-PAUL,12,2,x,0,0,1,x,2,x,0,0,0,0,1,x,0,0,9,380,8,9,8,159,3,x,5,x,6,73,3,x,3,x,3,23,4,44,7,95,8,114,1,x,0,0,1,x,1,x,0,0,1,x,1,x,0,0,0,0,0,0,3,7,0,0,3,x,0,0,0,0,0,0,0
130308014,13,3,8,14,1308014,WELDFORD,54,26,x,7,306,23,841,13,x,2,x,2,x,2,x,1,x,46,"2,187",34,46,45,887,24,324,33,563,36,363,15,158,26,177,6,28,28,176,41,715,19,156,23,"2,413",12,25,18,356,22,"2,032",17,962,8,484,7,586,3,x,3,x,3,x,21,58,2,x,0,0,0,0,0,0,1,x,3
130308016,13,3,8,16,1308016,RICHIBUCTO,25,10,x,4,203,8,x,6,x,1,x,1,x,1,x,0,0,15,543,11,15,15,233,8,63,13,170,10,73,4,22,7,42,3,9,5,39,15,183,7,53,5,x,0,0,3,x,5,x,5,x,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,2
130308021,13,3,8,21,1308021,SAINT-LOUIS,16,3,x,1,x,2,x,1,x,1,x,0,0,1,x,0,0,11,164,3,x,9,x,3,x,6,20,6,x,2,x,2,x,2,x,6,x,11,53,5,x,3,11,0,0,1,x,3,x,1,x,2,x,0,0,0,0,0,0,0,0,3,4,0,0,1,x,0,0,0,0,1,x,0
130308024,13,3,8,24,1308024,ACADIEVILLE,12,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,6,130,2,x,4,x,4,x,2,x,2,x,1,x,2,x,0,0,1,x,5,63,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130400000,13,4,0,0,1300000,AGRICULTURAL REGION AGRICOLE 4,440,126,"155,071",44,"50,266",109,"102,130",49,"2,675",22,x,15,129,31,219,6,228,295,"10,263",180,358,277,"4,972",159,"3,695",151,"1,277",232,"1,865",119,"1,250",106,423,49,192,86,370,269,"2,698",114,705,81,"8,785",21,63,26,"1,160",72,"7,562",43,"2,895",37,"2,996",19,"1,671",25,"1,196",25,602,21,594,99,247,12,57,14,202,0,0,3,721,1,x,10
130409000,13,4,9,0,1309000,NORTHUMBERLAND COUNTY,158,42,"59,290",14,x,36,x,18,x,6,x,4,37,9,x,2,x,108,"2,973",62,100,100,"1,384",44,828,64,556,87,534,34,296,47,174,19,64,37,150,98,805,33,184,40,"3,310",7,16,9,279,37,"3,015",22,856,18,"1,350",8,809,5,159,5,x,3,x,43,100,9,x,6,96,0,0,1,x,0,0,4
130409004,13,4,9,4,1309004,GLENELG,32,13,x,4,x,12,x,5,x,1,x,1,x,1,x,0,0,29,757,9,19,27,374,15,276,14,98,26,152,13,98,13,46,3,8,10,17,26,195,6,18,10,x,2,x,3,x,9,x,5,x,5,x,2,x,1,x,1,x,0,0,11,23,2,x,4,x,0,0,0,0,0,0,1
130409006,13,4,9,6,1309006,CHATHAM,23,3,x,1,x,3,x,1,x,0,0,0,0,2,x,0,0,17,448,12,26,17,219,9,149,8,70,14,68,8,41,5,x,1,x,3,6,17,129,6,x,4,x,3,3,3,13,3,x,1,x,3,x,1,x,1,x,1,x,1,x,8,21,2,x,2,x,0,0,0,0,0,0,0
130409016,13,4,9,16,1309016,ROGERSVILLE,23,3,x,2,x,2,x,1,x,0,0,0,0,0,0,0,0,10,412,9,10,10,179,3,x,8,x,9,53,3,x,6,x,3,x,4,69,8,101,7,80,4,x,1,x,1,x,4,x,3,x,1,x,2,x,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,x,0,0,1
130409024,13,4,9,24,1309024,LUDLOW,12,4,x,1,x,4,x,2,x,1,x,1,x,0,0,0,0,8,163,5,x,8,64,0,0,8,64,5,13,0,0,5,x,1,x,2,x,8,78,1,x,4,8,0,0,0,0,4,8,3,x,1,x,0,0,0,0,0,0,0,0,5,17,2,x,0,0,0,0,0,0,0,0,1
130409026,13,4,9,26,1309026,SOUTHESK,21,5,x,2,x,5,x,2,x,1,x,1,x,1,x,0,0,14,422,10,18,13,197,6,124,9,73,10,85,3,x,7,35,3,x,7,28,11,94,5,27,4,x,0,0,1,x,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3,9,1,x,0,0,0,0,0,0,0,0,1
130409028,13,4,9,28,1309028,NORTHESK,17,4,x,0,0,2,x,2,x,1,x,1,x,2,x,2,x,15,361,9,13,12,142,3,x,10,x,11,94,3,63,5,19,4,12,8,23,13,89,5,23,5,7,0,0,0,0,5,7,2,x,3,x,0,0,1,x,1,x,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0
